"State","HCAHPS Measures","HCAHPS Measure Code","HCAHPS Response Categories","HCAHPS Response Category Percent"
"PR","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",
"PR","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",
"PR","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",
"PR","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",
"PR","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",
"PR","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",
"PR","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",
"PR","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",
"PR","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",
"PR","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",
"PR","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",
"PR","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",
"PR","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",
"PR","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",
"PR","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",
"PR","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",
"PR","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",
"PR","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",
"RI","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",10
"RI","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",25
"RI","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",65
"RI","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",79
"RI","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",5
"RI","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",16
"RI","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",75
"RI","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",6
"RI","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",19
"RI","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",63
"RI","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",12
"RI","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",25
"RI","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",58
"RI","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",23
"RI","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",19
"RI","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",69
"RI","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",8
"RI","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",23
"RI","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",51
"RI","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",16
"RI","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",33
"RI","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",72
"RI","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",8
"RI","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",20
"RI","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",18
"RI","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",82
"RI","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",6
"RI","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",69
"RI","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",25
"SC","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",10
"SC","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",24
"SC","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",66
"SC","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",83
"SC","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",4
"SC","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",13
"SC","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",77
"SC","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",6
"SC","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",17
"SC","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",64
"SC","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",12
"SC","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",24
"SC","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",61
"SC","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",22
"SC","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",17
"SC","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",70
"SC","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",8
"SC","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",22
"SC","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",63
"SC","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",10
"SC","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",27
"SC","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",68
"SC","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",11
"SC","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",21
"SC","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",18
"SC","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",82
"SC","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",6
"SC","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",68
"SC","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",26
"SD","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",7
"SD","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",21
"SD","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",72
"SD","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",83
"SD","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",3
"SD","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",14
"SD","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",78
"SD","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",3
"SD","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",19
"SD","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",73
"SD","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",5
"SD","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",22
"SD","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",65
"SD","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",16
"SD","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",19
"SD","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",69
"SD","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",5
"SD","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",26
"SD","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",65
"SD","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",7
"SD","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",28
"SD","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",80
"SD","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",6
"SD","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",14
"SD","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",20
"SD","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",80
"SD","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",4
"SD","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",73
"SD","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",23
"TN","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",10
"TN","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",25
"TN","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",65
"TN","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",82
"TN","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",4
"TN","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",14
"TN","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",76
"TN","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",6
"TN","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",18
"TN","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",64
"TN","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",12
"TN","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",24
"TN","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",59
"TN","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",24
"TN","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",17
"TN","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",69
"TN","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",8
"TN","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",23
"TN","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",63
"TN","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",10
"TN","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",27
"TN","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",70
"TN","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",11
"TN","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",19
"TN","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",22
"TN","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",78
"TN","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",6
"TN","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",68
"TN","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",26
"TX","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",10
"TX","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",24
"TX","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",66
"TX","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",82
"TX","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",4
"TX","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",14
"TX","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",75
"TX","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",6
"TX","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",19
"TX","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",64
"TX","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",12
"TX","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",24
"TX","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",61
"TX","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",22
"TX","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",17
"TX","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",70
"TX","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",7
"TX","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",23
"TX","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",64
"TX","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",9
"TX","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",27
"TX","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",71
"TX","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",10
"TX","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",19
"TX","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",20
"TX","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",80
"TX","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",6
"TX","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",70
"TX","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",24
"UT","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",9
"UT","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",25
"UT","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",66
"UT","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",81
"UT","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",4
"UT","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",15
"UT","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",73
"UT","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",5
"UT","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",22
"UT","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",64
"UT","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",9
"UT","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",27
"UT","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",58
"UT","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",22
"UT","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",20
"UT","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",68
"UT","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",7
"UT","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",25
"UT","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",56
"UT","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",11
"UT","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",33
"UT","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",71
"UT","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",9
"UT","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",20
"UT","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",17
"UT","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",83
"UT","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",5
"UT","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",71
"UT","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",24
"VA","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",11
"VA","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",27
"VA","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",62
"VA","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",79
"VA","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",5
"VA","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",16
"VA","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",73
"VA","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",6
"VA","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",21
"VA","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",61
"VA","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",13
"VA","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",26
"VA","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",58
"VA","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",25
"VA","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",17
"VA","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",67
"VA","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",9
"VA","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",24
"VA","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",55
"VA","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",14
"VA","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",31
"VA","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",67
"VA","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",12
"VA","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",21
"VA","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",19
"VA","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",81
"VA","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",6
"VA","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",66
"VA","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",28
"VI","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",
"VI","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",
"VI","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",
"VI","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",
"VI","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",
"VI","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",
"VI","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",
"VI","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",
"VI","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",
"VI","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",
"VI","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",
"VI","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",
"VI","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",
"VI","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",
"VI","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",
"VI","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",
"VI","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",
"VI","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",
"VI","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",
"VI","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",
"VI","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",
"VI","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",
"VI","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",
"VI","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_U_P","Room was usually clean",
"VI","Were patients given information about what to do during their recovery at home?","H_COMP_6_N_P","No, staff did not give patients this information",
"VI","Were patients given information about what to do during their recovery at home?","H_COMP_6_Y_P","Yes, staff did give patients this information",
"VI","Would patients recommend the hospital to friends and family?","H_RECMND_DN","NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",
"VI","Would patients recommend the hospital to friends and family?","H_RECMND_DY","YES, patients would definitely recommend the hospital",
"VI","Would patients recommend the hospital to friends and family?","H_RECMND_PY","YES, patients would probably recommend the hospital",
"VT","How do patients rate the hospital overall?","H_HSP_RATING_0_6","Patients who gave a rating of 6 or lower (low)",7
"VT","How do patients rate the hospital overall?","H_HSP_RATING_7_8","Patients who gave a rating of 7 or 8 (medium)",25
"VT","How do patients rate the hospital overall?","H_HSP_RATING_9_10","Patients who gave a rating of 9 or 10 (high)",68
"VT","How often did doctors communicate well with patients?","H_COMP_2_A_P","Doctors always communicated well",81
"VT","How often did doctors communicate well with patients?","H_COMP_2_SN_P","Doctors sometimes or never communicated well",3
"VT","How often did doctors communicate well with patients?","H_COMP_2_U_P","Doctors usually communicated well",16
"VT","How often did nurses communicate well with patients?","H_COMP_1_A_P","Nurses always communicated well",79
"VT","How often did nurses communicate well with patients?","H_COMP_1_SN_P","Nurses sometimes or never communicated well",3
"VT","How often did nurses communicate well with patients?","H_COMP_1_U_P","Nurses usually communicated well",18
"VT","How often did patients receive help quickly from hospital staff?","H_COMP_3_A_P","Patients always received help as soon as they wanted",68
"VT","How often did patients receive help quickly from hospital staff?","H_COMP_3_SN_P","Patients sometimes or never received help as soon as they wanted",7
"VT","How often did patients receive help quickly from hospital staff?","H_COMP_3_U_P","Patients usually received help as soon as they wanted",25
"VT","How often did staff explain about medicines before giving them to patients?","H_COMP_5_A_P","Staff always explained",65
"VT","How often did staff explain about medicines before giving them to patients?","H_COMP_5_SN_P","Staff sometimes or never explained",16
"VT","How often did staff explain about medicines before giving them to patients?","H_COMP_5_U_P","Staff usually explained",19
"VT","How often was patients&#39; pain well controlled?","H_COMP_4_A_P","Pain was always well controlled",70
"VT","How often was patients&#39; pain well controlled?","H_COMP_4_SN_P","Pain was sometimes or never well controlled",6
"VT","How often was patients&#39; pain well controlled?","H_COMP_4_U_P","Pain was usually well controlled",24
"VT","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_A_P","Always quiet at night",52
"VT","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_SN_P","Sometimes or never quiet at night",13
"VT","How often was the area around patients&#39; rooms kept quiet at night?","H_QUIET_HSP_U_P","Usually quiet at night",35
"VT","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_A_P","Room was always clean",76
"VT","How often were the patients&#39; rooms and bathrooms kept clean?","H_CLEAN_HSP_SN_P","Room was sometimes or never clean",6
