"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Medicare Average Payment Range","Number Of Cases"
"MD","714","Transurethral prostatectomy w/o CC/MCC","3963 - 6323","308"
"MD","674","Other kidney and urinary tract procedures w CC","9664 - 20276","165"
"MD","713","Transurethral prostatectomy w CC/MCC","5178 - 12284","202"
"MD","748","Female reproductive system reconstructive procedures","5652 - 10187","362"
"MD","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","6324 - 11456","487"
"ME","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5366 - 6155","152"
"ME","748","Female reproductive system reconstructive procedures","5360 - 6005","49"
"ME","713","Transurethral prostatectomy w CC/MCC","7205 - 7904","51"
"ME","714","Transurethral prostatectomy w/o CC/MCC","4232 - 4493","116"
"ME","477","Biopsies of musculoskeletal system and connective tissue w MCC","19153 - 21597","14"
"ME","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","10565 - 10676","24"
"ME","467","Revision of hip or knee replacement w CC","18693 - 21644","98"
"ME","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","16874 - 20495","24"
"ME","478","Biopsies of musculoskeletal system and connective tissue w CC","12698 - 14368","18"
"ME","656","Kidney and ureter procedures for neoplasm w MCC","20695 - 22855","34"
"ME","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8468 - 9442","31"
"ME","657","Kidney and ureter procedures for neoplasm w CC","11726 - 12974","37"
"ME","659","Kidney and ureter procedures for non-neoplasm w MCC","22031 - 22982","30"
"ME","668","Transurethral procedures w MCC","13406 - 15149","47"
"ME","673","Other kidney and urinary tract procedures w MCC","18886 - 20532","30"
"ME","674","Other kidney and urinary tract procedures w CC","13798 - 14418","40"
"ME","675","Other kidney and urinary tract procedures w/o CC/MCC","7677 - 9210","*"
"MI","675","Other kidney and urinary tract procedures w/o CC/MCC","8441 - 9272","99"
"MI","674","Other kidney and urinary tract procedures w CC","13228 - 15133","261"
"MI","673","Other kidney and urinary tract procedures w MCC","18855 - 21489","404"
"MI","668","Transurethral procedures w MCC","13890 - 15914","282"
"MI","659","Kidney and ureter procedures for non-neoplasm w MCC","21248 - 26617","229"
"MI","657","Kidney and ureter procedures for neoplasm w CC","11986 - 15066","249"
"MI","656","Kidney and ureter procedures for neoplasm w MCC","21119 - 24053","222"
"MI","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8855 - 10141","260"
"MI","478","Biopsies of musculoskeletal system and connective tissue w CC","13050 - 15239","340"
"MI","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","18509 - 21738","221"
"MI","467","Revision of hip or knee replacement w CC","18185 - 21864","924"
"MI","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","9247 - 10621","170"
"MI","477","Biopsies of musculoskeletal system and connective tissue w MCC","19275 - 22811","186"
"MI","714","Transurethral prostatectomy w/o CC/MCC","3887 - 4494","882"
"MI","713","Transurethral prostatectomy w CC/MCC","6892 - 8034","291"
"MI","748","Female reproductive system reconstructive procedures","5333 - 6163","838"
"MI","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5348 - 6207","1271"
"MN","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5549 - 6424","528"
"MN","748","Female reproductive system reconstructive procedures","5517 - 6189","303"
"MN","713","Transurethral prostatectomy w CC/MCC","7101 - 7498","175"
"MN","714","Transurethral prostatectomy w/o CC/MCC","4003 - 4653","371"
"MN","477","Biopsies of musculoskeletal system and connective tissue w MCC","19637 - 21596","31"
"MN","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","9637 - 11046","15"
"MN","467","Revision of hip or knee replacement w CC","18782 - 22798","571"
"MN","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","18318 - 22183","83"
"MN","478","Biopsies of musculoskeletal system and connective tissue w CC","13779 - 17508","70"
"MN","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8908 - 9993","157"
"MN","656","Kidney and ureter procedures for neoplasm w MCC","20764 - 23828","113"
"MN","657","Kidney and ureter procedures for neoplasm w CC","12023 - 13531","211"
"MN","659","Kidney and ureter procedures for non-neoplasm w MCC","20651 - 27670","107"
"MN","668","Transurethral procedures w MCC","14162 - 15213","101"
"MN","673","Other kidney and urinary tract procedures w MCC","18948 - 23933","130"
"MN","674","Other kidney and urinary tract procedures w CC","13270 - 15031","101"
"MN","675","Other kidney and urinary tract procedures w/o CC/MCC","8535 - 10253","25"
"MO","675","Other kidney and urinary tract procedures w/o CC/MCC","7327 - 9014","34"
"MO","668","Transurethral procedures w MCC","12376 - 14463","138"
"MO","674","Other kidney and urinary tract procedures w CC","11417 - 15212","205"
"MO","673","Other kidney and urinary tract procedures w MCC","16286 - 20920","267"
"MO","659","Kidney and ureter procedures for non-neoplasm w MCC","18064 - 24297","118"
"MO","657","Kidney and ureter procedures for neoplasm w CC","10196 - 13275","199"
"MO","656","Kidney and ureter procedures for neoplasm w MCC","18209 - 24134","132"
"MO","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7650 - 10121","197"
"MO","478","Biopsies of musculoskeletal system and connective tissue w CC","11612 - 14038","204"
"MO","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","15693 - 18579","150"
"MO","467","Revision of hip or knee replacement w CC","16353 - 20508","505"
"MO","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","8646 - 9320","110"
"MO","477","Biopsies of musculoskeletal system and connective tissue w MCC","16655 - 21225","86"
"MO","714","Transurethral prostatectomy w/o CC/MCC","3549 - 3959","367"
"MO","713","Transurethral prostatectomy w CC/MCC","6212 - 6878","221"
"MO","748","Female reproductive system reconstructive procedures","4881 - 5538","309"
"MO","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","4918 - 5777","638"
"MP","673","Other kidney and urinary tract procedures w MCC","2166","*"
"MP","675","Other kidney and urinary tract procedures w/o CC/MCC","598","*"
"MS","675","Other kidney and urinary tract procedures w/o CC/MCC","7223 - 8098","26"
"MS","674","Other kidney and urinary tract procedures w CC","12365 - 12856","124"
"MS","673","Other kidney and urinary tract procedures w MCC","16589 - 18240","175"
"MS","656","Kidney and ureter procedures for neoplasm w MCC","19073 - 21322","57"
"MS","657","Kidney and ureter procedures for neoplasm w CC","10889 - 11567","64"
"MS","659","Kidney and ureter procedures for non-neoplasm w MCC","18616 - 22668","68"
"MS","668","Transurethral procedures w MCC","13171 - 13893","66"
"MS","477","Biopsies of musculoskeletal system and connective tissue w MCC","17656 - 19567","43"
"MS","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","8593 - 9086","56"
"MS","467","Revision of hip or knee replacement w CC","16548 - 19483","165"
"MS","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","17283 - 18992","40"
"MS","478","Biopsies of musculoskeletal system and connective tissue w CC","12116 - 13123","91"
"MS","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7761 - 8510","83"
"MS","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","4917 - 5397","425"
"MS","748","Female reproductive system reconstructive procedures","4720 - 5383","251"
"MS","713","Transurethral prostatectomy w CC/MCC","6634 - 7392","126"
"MS","714","Transurethral prostatectomy w/o CC/MCC","3741 - 3933","323"
"MT","714","Transurethral prostatectomy w/o CC/MCC","3229 - 3759","61"
"MT","713","Transurethral prostatectomy w CC/MCC","6351 - 6677","39"
"MT","748","Female reproductive system reconstructive procedures","4456 - 5542","60"
"MT","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","4819 - 5548","119"
"MT","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7686 - 8087","15"
"MT","478","Biopsies of musculoskeletal system and connective tissue w CC","11998 - 12615","25"
"MT","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","16213 - 18913","13"
"MT","467","Revision of hip or knee replacement w CC","16636 - 18464","92"
"MT","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","8509 - 9383","16"
"MT","477","Biopsies of musculoskeletal system and connective tissue w MCC","16682 - 17611","*"
"MT","659","Kidney and ureter procedures for non-neoplasm w MCC","19371 - 19411","*"
"MT","657","Kidney and ureter procedures for neoplasm w CC","10416 - 10956","27"
"MT","656","Kidney and ureter procedures for neoplasm w MCC","18099 - 19241","12"
"MT","673","Other kidney and urinary tract procedures w MCC","17045 - 17272","19"
"MT","674","Other kidney and urinary tract procedures w CC","11708 - 12174","18"
"MT","675","Other kidney and urinary tract procedures w/o CC/MCC","6934 - 7479","*"
"MT","668","Transurethral procedures w MCC","13225 - 13980","12"
"NC","674","Other kidney and urinary tract procedures w CC","12394 - 15062","273"
"NC","714","Transurethral prostatectomy w/o CC/MCC","3735 - 4017","445"
"NC","713","Transurethral prostatectomy w CC/MCC","6481 - 7137","198"
"NC","748","Female reproductive system reconstructive procedures","5215 - 5804","325"
"NC","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5216 - 5913","726"
"NC","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8430 - 11041","220"
"NC","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","17348 - 20936","175"
"NC","478","Biopsies of musculoskeletal system and connective tissue w CC","12548 - 14120","207"
"NC","467","Revision of hip or knee replacement w CC","17191 - 20118","767"
"NC","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","8894 - 9680","136"
"NC","477","Biopsies of musculoskeletal system and connective tissue w MCC","18003 - 22062","101"
"NC","659","Kidney and ureter procedures for non-neoplasm w MCC","19936 - 25274","184"
"NC","656","Kidney and ureter procedures for neoplasm w MCC","20132 - 25105","175"
"NC","657","Kidney and ureter procedures for neoplasm w CC","11429 - 14268","255"
"NC","673","Other kidney and urinary tract procedures w MCC","17540 - 21188","447"
"NC","675","Other kidney and urinary tract procedures w/o CC/MCC","8117 - 9063","66"
"NC","668","Transurethral procedures w MCC","13238 - 14931","192"
"ND","668","Transurethral procedures w MCC","12564 - 14122","*"
"ND","675","Other kidney and urinary tract procedures w/o CC/MCC","7374 - 7953","*"
"ND","673","Other kidney and urinary tract procedures w MCC","16096 - 16319","23"
"ND","657","Kidney and ureter procedures for neoplasm w CC","10207 - 10357","26"
"ND","656","Kidney and ureter procedures for neoplasm w MCC","17980 - 18215","18"
"ND","659","Kidney and ureter procedures for non-neoplasm w MCC","17557 - 18081","22"
"ND","477","Biopsies of musculoskeletal system and connective tissue w MCC","17366 - 19656","12"
"ND","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","9479","*"
"ND","467","Revision of hip or knee replacement w CC","16837 - 18641","90"
"ND","478","Biopsies of musculoskeletal system and connective tissue w CC","11744 - 13371","16"
"ND","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","15991 - 17847","38"
"ND","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7532 - 7639","18"
"ND","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","4741 - 4914","94"
"ND","748","Female reproductive system reconstructive procedures","4739 - 5080","63"
"ND","713","Transurethral prostatectomy w CC/MCC","6039 - 6741","22"
"ND","714","Transurethral prostatectomy w/o CC/MCC","3396 - 3802","71"
"ND","674","Other kidney and urinary tract procedures w CC","11335 - 12093","18"
"NE","714","Transurethral prostatectomy w/o CC/MCC","3602 - 4373","244"
"NE","713","Transurethral prostatectomy w CC/MCC","6478 - 7698","85"
"NE","748","Female reproductive system reconstructive procedures","4935 - 6021","127"
"NE","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5017 - 6044","231"
"NE","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7679 - 9471","65"
"NE","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","16625 - 19112","43"
"NE","478","Biopsies of musculoskeletal system and connective tissue w CC","12066 - 15553","41"
"NE","467","Revision of hip or knee replacement w CC","17506 - 22887","161"
"NE","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","8667 - 9147","13"
"NE","477","Biopsies of musculoskeletal system and connective tissue w MCC","17586 - 22577","22"
"NE","659","Kidney and ureter procedures for non-neoplasm w MCC","19232 - 24504","36"
"NE","656","Kidney and ureter procedures for neoplasm w MCC","18672 - 23806","36"
"NE","657","Kidney and ureter procedures for neoplasm w CC","10407 - 12593","69"
"NE","673","Other kidney and urinary tract procedures w MCC","17135 - 20971","53"
"NE","674","Other kidney and urinary tract procedures w CC","12104 - 14172","67"
"NE","675","Other kidney and urinary tract procedures w/o CC/MCC","7766 - 7847","*"
"NE","668","Transurethral procedures w MCC","12610 - 15968","35"
"NH","668","Transurethral procedures w MCC","13241 - 14126","18"
"NH","675","Other kidney and urinary tract procedures w/o CC/MCC","7924 - 11091","*"
"NH","674","Other kidney and urinary tract procedures w CC","12406 - 17409","25"
"NH","673","Other kidney and urinary tract procedures w MCC","17601 - 24660","25"
"NH","657","Kidney and ureter procedures for neoplasm w CC","11753 - 15672","28"
"NH","656","Kidney and ureter procedures for neoplasm w MCC","19628 - 27575","24"
"NH","659","Kidney and ureter procedures for non-neoplasm w MCC","18660 - 27046","18"
"NH","477","Biopsies of musculoskeletal system and connective tissue w MCC","17423 - 19914","14"
"NH","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","9106 - 9735","12"
"NH","467","Revision of hip or knee replacement w CC","18276 - 26403","77"
"NH","478","Biopsies of musculoskeletal system and connective tissue w CC","12774 - 13790","36"
"NH","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","18284 - 23781","23"
"NH","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8575 - 10778","31"
"NH","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5294 - 5613","94"
"NH","748","Female reproductive system reconstructive procedures","5290 - 5604","32"
"NH","713","Transurethral prostatectomy w CC/MCC","7125 - 9548","14"
"NH","714","Transurethral prostatectomy w/o CC/MCC","3839 - 4330","39"
"NJ","714","Transurethral prostatectomy w/o CC/MCC","4060 - 4914","671"
"NJ","713","Transurethral prostatectomy w CC/MCC","7218 - 8726","334"
"NJ","748","Female reproductive system reconstructive procedures","5903 - 6783","344"
"NJ","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5991 - 7011","695"
"NJ","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","9194 - 10671","210"
"NJ","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","19217 - 23484","127"
"NJ","478","Biopsies of musculoskeletal system and connective tissue w CC","13566 - 16463","219"
"NJ","467","Revision of hip or knee replacement w CC","19688 - 23720","404"
"NJ","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","9376 - 11278","122"
"NJ","477","Biopsies of musculoskeletal system and connective tissue w MCC","19540 - 24205","87"
"NJ","659","Kidney and ureter procedures for non-neoplasm w MCC","20290 - 25942","229"
"NJ","656","Kidney and ureter procedures for neoplasm w MCC","21801 - 26001","147"
"NJ","657","Kidney and ureter procedures for neoplasm w CC","12634 - 14633","192"
"NJ","673","Other kidney and urinary tract procedures w MCC","19909 - 23846","541"
"NJ","674","Other kidney and urinary tract procedures w CC","13840 - 16398","304"
"NJ","675","Other kidney and urinary tract procedures w/o CC/MCC","9151 - 10866","65"
"NJ","668","Transurethral procedures w MCC","14374 - 17359","318"
"NM","668","Transurethral procedures w MCC","14529 - 18282","17"
"NM","675","Other kidney and urinary tract procedures w/o CC/MCC","7888 - 9635","*"
"NM","674","Other kidney and urinary tract procedures w CC","13319 - 15100","52"
"NM","673","Other kidney and urinary tract procedures w MCC","18896 - 26692","76"
"NM","657","Kidney and ureter procedures for neoplasm w CC","11971 - 13198","18"
"NM","656","Kidney and ureter procedures for neoplasm w MCC","20101 - 29801","19"
"NM","659","Kidney and ureter procedures for non-neoplasm w MCC","21206 - 30002","17"
"NM","477","Biopsies of musculoskeletal system and connective tissue w MCC","18293 - 20947","16"
"NM","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","8828 - 9772","25"
"NM","467","Revision of hip or knee replacement w CC","18035 - 22901","70"
"NM","478","Biopsies of musculoskeletal system and connective tissue w CC","12465 - 16552","31"
"NM","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","19747 - 27375","11"
"NM","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8888 - 12503","20"
"NM","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5341 - 6792","203"
"NM","748","Female reproductive system reconstructive procedures","5158 - 6849","109"
"NM","713","Transurethral prostatectomy w CC/MCC","6608 - 8583","39"
"NM","714","Transurethral prostatectomy w/o CC/MCC","4116 - 4940","99"
"NV","714","Transurethral prostatectomy w/o CC/MCC","4218 - 4528","111"
"NV","713","Transurethral prostatectomy w CC/MCC","7657 - 8331","44"
"NV","748","Female reproductive system reconstructive procedures","5820 - 6781","131"
"NV","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5822 - 6864","193"
"NV","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","9055 - 10037","52"
"NV","478","Biopsies of musculoskeletal system and connective tissue w CC","12694 - 14175","31"
"NV","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","18774 - 21325","27"
"NV","467","Revision of hip or knee replacement w CC","17733 - 21738","143"
"NV","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","10012 - 11104","21"
"NV","477","Biopsies of musculoskeletal system and connective tissue w MCC","18707 - 21911","15"
"NV","659","Kidney and ureter procedures for non-neoplasm w MCC","20960 - 25371","57"
"NV","656","Kidney and ureter procedures for neoplasm w MCC","22296 - 25201","34"
"NV","657","Kidney and ureter procedures for neoplasm w CC","11822 - 13602","41"
"NV","673","Other kidney and urinary tract procedures w MCC","19016 - 23015","61"
"NV","674","Other kidney and urinary tract procedures w CC","13263 - 15904","34"
"NV","675","Other kidney and urinary tract procedures w/o CC/MCC","8536 - 10162","*"
"NV","668","Transurethral procedures w MCC","14764 - 16946","39"
"NY","668","Transurethral procedures w MCC","15503 - 23637","326"
"NY","675","Other kidney and urinary tract procedures w/o CC/MCC","9677 - 13828","172"
"NY","674","Other kidney and urinary tract procedures w CC","14621 - 21681","436"
"NY","673","Other kidney and urinary tract procedures w MCC","21271 - 30932","849"
"NY","657","Kidney and ureter procedures for neoplasm w CC","11662 - 19409","443"
"NY","656","Kidney and ureter procedures for neoplasm w MCC","22474 - 34322","286"
"NY","659","Kidney and ureter procedures for non-neoplasm w MCC","23676 - 34688","442"
"NY","477","Biopsies of musculoskeletal system and connective tissue w MCC","21328 - 33026","201"
"NY","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","9628 - 13093","257"
"NY","467","Revision of hip or knee replacement w CC","19651 - 27966","862"
"NY","478","Biopsies of musculoskeletal system and connective tissue w CC","13571 - 22417","408"
"NY","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","20664 - 33381","169"
"NY","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8653 - 14333","446"
"NY","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5595 - 8876","1395"
"NY","748","Female reproductive system reconstructive procedures","5898 - 8406","591"
"NY","713","Transurethral prostatectomy w CC/MCC","7679 - 11884","496"
"NY","714","Transurethral prostatectomy w/o CC/MCC","4505 - 6706","1149"
"OH","714","Transurethral prostatectomy w/o CC/MCC","3563 - 3987","693"
"OH","674","Other kidney and urinary tract procedures w CC","11727 - 13942","337"
"OH","713","Transurethral prostatectomy w CC/MCC","6313 - 7076","362"
"OH","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","4939 - 5840","1051"
"OH","748","Female reproductive system reconstructive procedures","4957 - 5952","496"
"OH","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7751 - 9261","263"
"OH","478","Biopsies of musculoskeletal system and connective tissue w CC","12081 - 13968","296"
"OH","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","16069 - 19469","253"
"OH","467","Revision of hip or knee replacement w CC","16187 - 20460","997"
"OH","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","8559 - 9671","171"
"OH","477","Biopsies of musculoskeletal system and connective tissue w MCC","16489 - 20216","149"
"OH","659","Kidney and ureter procedures for non-neoplasm w MCC","18228 - 25645","245"
"OH","656","Kidney and ureter procedures for neoplasm w MCC","18593 - 22084","256"
"OH","657","Kidney and ureter procedures for neoplasm w CC","10556 - 12551","286"
"OH","673","Other kidney and urinary tract procedures w MCC","16629 - 19780","544"
"OH","675","Other kidney and urinary tract procedures w/o CC/MCC","7450 - 9212","103"
"OH","668","Transurethral procedures w MCC","12661 - 14455","273"
"OK","668","Transurethral procedures w MCC","12523 - 13966","63"
"OK","675","Other kidney and urinary tract procedures w/o CC/MCC","7148 - 7904","30"
"OK","673","Other kidney and urinary tract procedures w MCC","16255 - 19196","155"
"OK","657","Kidney and ureter procedures for neoplasm w CC","10282 - 10897","98"
"OK","656","Kidney and ureter procedures for neoplasm w MCC","18312 - 22565","63"
"OK","659","Kidney and ureter procedures for non-neoplasm w MCC","18329 - 27625","59"
"OK","477","Biopsies of musculoskeletal system and connective tissue w MCC","17243 - 21929","30"
"OK","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","8407 - 10579","53"
"OK","467","Revision of hip or knee replacement w CC","16394 - 22069","372"
"OK","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","16941 - 21712","54"
"OK","478","Biopsies of musculoskeletal system and connective tissue w CC","11840 - 13888","75"
"OK","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7595 - 8179","90"
"OK","748","Female reproductive system reconstructive procedures","4733 - 5161","408"
"OK","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","4819 - 5670","412"
"OK","713","Transurethral prostatectomy w CC/MCC","6024 - 6604","137"
"OK","674","Other kidney and urinary tract procedures w CC","11439 - 13551","121"
"OK","714","Transurethral prostatectomy w/o CC/MCC","3425 - 3673","360"
"OR","714","Transurethral prostatectomy w/o CC/MCC","4004 - 4579","213"
"OR","674","Other kidney and urinary tract procedures w CC","13119 - 13804","55"
"OR","713","Transurethral prostatectomy w CC/MCC","7100 - 7778","68"
"OR","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5528 - 6166","248"
"OR","748","Female reproductive system reconstructive procedures","5596 - 6288","177"
"OR","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8601 - 9835","72"
"OR","478","Biopsies of musculoskeletal system and connective tissue w CC","13468 - 16103","32"
"OR","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","18368 - 20262","33"
"OR","467","Revision of hip or knee replacement w CC","18731 - 22880","134"
"OR","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","9517 - 12828","25"
"OR","477","Biopsies of musculoskeletal system and connective tissue w MCC","18820 - 26775","22"
"OR","659","Kidney and ureter procedures for non-neoplasm w MCC","20920 - 29284","47"
"OR","656","Kidney and ureter procedures for neoplasm w MCC","21138 - 25750","37"
"OR","657","Kidney and ureter procedures for neoplasm w CC","11658 - 13457","67"
"OR","673","Other kidney and urinary tract procedures w MCC","19010 - 22306","53"
"OR","675","Other kidney and urinary tract procedures w/o CC/MCC","8371 - 9447","13"
"OR","668","Transurethral procedures w MCC","14164 - 15003","20"
"PA","668","Transurethral procedures w MCC","12761 - 15080","328"
"PA","675","Other kidney and urinary tract procedures w/o CC/MCC","7420 - 8938","101"
"PA","673","Other kidney and urinary tract procedures w MCC","17676 - 22990","500"
"PA","657","Kidney and ureter procedures for neoplasm w CC","10897 - 14233","308"
"PA","656","Kidney and ureter procedures for neoplasm w MCC","19203 - 25044","228"
"PA","659","Kidney and ureter procedures for non-neoplasm w MCC","19390 - 26889","253"
"PA","477","Biopsies of musculoskeletal system and connective tissue w MCC","16925 - 20431","137"
"PA","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","8454 - 9848","176"
"PA","467","Revision of hip or knee replacement w CC","17259 - 21079","917"
"PA","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","17099 - 21154","184"
"PA","478","Biopsies of musculoskeletal system and connective tissue w CC","11920 - 14312","333"
"PA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8069 - 10612","248"
"PA","748","Female reproductive system reconstructive procedures","4991 - 5901","622"
"PA","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5058 - 5948","972"
"PA","713","Transurethral prostatectomy w CC/MCC","6534 - 7581","378"
"PA","674","Other kidney and urinary tract procedures w CC","12203 - 15838","331"
"PA","714","Transurethral prostatectomy w/o CC/MCC","3687 - 4388","783"
"PR","714","Transurethral prostatectomy w/o CC/MCC","2169 - 2335","113"
"PR","674","Other kidney and urinary tract procedures w CC","7014 - 7224","40"
"PR","713","Transurethral prostatectomy w CC/MCC","3848 - 4171","42"
"PR","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","2999 - 3396","179"
"PR","748","Female reproductive system reconstructive procedures","2998 - 3367","54"
"PR","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","4659 - 5131","15"
"PR","478","Biopsies of musculoskeletal system and connective tissue w CC","7702 - 7831","*"
"PR","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","11075 - 11171","*"
"PR","467","Revision of hip or knee replacement w CC","10637 - 11614","29"
"PR","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","5675 - 5916","*"
"PR","477","Biopsies of musculoskeletal system and connective tissue w MCC","11892 - 13075","*"
"PR","659","Kidney and ureter procedures for non-neoplasm w MCC","11185 - 12496","21"
"PR","656","Kidney and ureter procedures for neoplasm w MCC","11123","*"
"PR","657","Kidney and ureter procedures for neoplasm w CC","6321 - 7099","*"
"PR","673","Other kidney and urinary tract procedures w MCC","9957 - 10928","51"
"PR","675","Other kidney and urinary tract procedures w/o CC/MCC","4476 - 4744","14"
"PR","668","Transurethral procedures w MCC","8224 - 8734","12"
"RI","668","Transurethral procedures w MCC","14606 - 15815","24"
"RI","675","Other kidney and urinary tract procedures w/o CC/MCC","9193 - 10400","11"
"RI","673","Other kidney and urinary tract procedures w MCC","19142 - 26278","15"
"RI","657","Kidney and ureter procedures for neoplasm w CC","11628 - 16374","12"
"RI","656","Kidney and ureter procedures for neoplasm w MCC","21063 - 29362","14"
"RI","659","Kidney and ureter procedures for non-neoplasm w MCC","23115 - 29056","24"
"RI","477","Biopsies of musculoskeletal system and connective tissue w MCC","21963 - 27755","*"
"RI","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","10228 - 12275","15"
"RI","467","Revision of hip or knee replacement w CC","19438 - 25055","36"
"RI","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","19093 - 21426","13"
"RI","478","Biopsies of musculoskeletal system and connective tissue w CC","14526 - 18004","*"
"RI","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","9245 - 12313","24"
"RI","748","Female reproductive system reconstructive procedures","6146 - 7907","59"
"RI","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5947 - 7807","101"
"RI","713","Transurethral prostatectomy w CC/MCC","7052 - 7908","47"
"RI","674","Other kidney and urinary tract procedures w CC","13457 - 18379","19"
"RI","714","Transurethral prostatectomy w/o CC/MCC","3987 - 4805","63"
"SC","714","Transurethral prostatectomy w/o CC/MCC","3679 - 3952","386"
"SC","674","Other kidney and urinary tract procedures w CC","11871 - 14563","161"
"SC","713","Transurethral prostatectomy w CC/MCC","6545 - 7108","166"
"SC","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","5044 - 5694","588"
"SC","748","Female reproductive system reconstructive procedures","5155 - 5695","359"
"SC","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7828 - 9394","121"
"SC","478","Biopsies of musculoskeletal system and connective tissue w CC","11872 - 13431","104"
"SC","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","17430 - 22051","82"
"SC","467","Revision of hip or knee replacement w CC","17025 - 21379","346"
"SC","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","9013 - 9390","57"
