"Provider Number","Hospital Name","Condition","Measure Name","Category","Footnote"
"440053","MIDDLE TENNESSEE MEDICAL CENTER INC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440054","WOODS MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440054","WOODS MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440056","ST MARY'S JEFFERSON MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440056","ST MARY'S JEFFERSON MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440057","CLAIBORNE COUNTY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440057","CLAIBORNE COUNTY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440058","SOUTHERN TENNESSEE MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440058","SOUTHERN TENNESSEE MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440059","COOKEVILLE REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440059","COOKEVILLE REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440060","MILAN GENERAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440060","MILAN GENERAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440061","VOLUNTEER COMMUNITY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440061","VOLUNTEER COMMUNITY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440063","JOHNSON CITY MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440063","JOHNSON CITY MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440064","GRANDVIEW MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440064","GRANDVIEW MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440065","NORTHCREST MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440065","NORTHCREST MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440067","LAKEWAY REGIONAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440067","LAKEWAY REGIONAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440068","ATHENS REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440068","ATHENS REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",
"440070","DECATUR COUNTY GENERAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440070","DECATUR COUNTY GENERAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440072","DYERSBURG REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440072","DYERSBURG REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440073","MAURY REGIONAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440073","MAURY REGIONAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440081","FORT SANDERS SEVIER MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440081","FORT SANDERS SEVIER MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440082","ST THOMAS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440082","ST THOMAS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440083","JAMESTOWN REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440083","JAMESTOWN REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440084","SWEETWATER HOSPITAL ASSOCIATION","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440084","SWEETWATER HOSPITAL ASSOCIATION","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440091","MEMORIAL HEALTHCARE SYSTEM, INC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440091","MEMORIAL HEALTHCARE SYSTEM, INC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440102","LINCOLN MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440102","LINCOLN MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440104","ERLANGER MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440104","ERLANGER MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440105","JOHNSON CITY SPECIALTY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"440105","JOHNSON CITY SPECIALTY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"440109","HARDIN MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440109","HARDIN MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Worse than U.S. National Rate",
"440110","FORT LOUDOUN MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440110","FORT LOUDOUN MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440111","METRO NASHVILLE GENERAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440111","METRO NASHVILLE GENERAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440115","HUMBOLDT GENERAL HOSPITAL INC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440115","HUMBOLDT GENERAL HOSPITAL INC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440120","ST MARY'S MEDICAL CENTER, INC","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440120","ST MARY'S MEDICAL CENTER, INC","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440125","FORT SANDERS REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440125","FORT SANDERS REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440130","BAPTIST MEMORIAL HOSPITAL UNION CITY","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440130","BAPTIST MEMORIAL HOSPITAL UNION CITY","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440131","BAPTIST MEMORIAL HOSPITAL TIPTON","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440131","BAPTIST MEMORIAL HOSPITAL TIPTON","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440132","HENRY COUNTY MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440132","HENRY COUNTY MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440133","BAPTIST HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440133","BAPTIST HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440137","BEDFORD COUNTY MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440137","BEDFORD COUNTY MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440141","CUMBERLAND RIVER HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440141","CUMBERLAND RIVER HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440144","HARTON REGIONAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440144","HARTON REGIONAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440147","BAPTIST REHABILITATION GERMANTOWN","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"440147","BAPTIST REHABILITATION GERMANTOWN","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"440148","DEKALB HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440148","DEKALB HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440150","SUMMIT MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440150","SUMMIT MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440151","RIVER PARK HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440151","RIVER PARK HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440152","REGIONAL MEDICAL CENTER AT MEMPHIS","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440152","REGIONAL MEDICAL CENTER AT MEMPHIS","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440153","BAPTIST HOSPITAL OF COCKE COUNTY","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440153","BAPTIST HOSPITAL OF COCKE COUNTY","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440156","PARKRIDGE MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440156","PARKRIDGE MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440159","DELTA MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440159","DELTA MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440161","CENTENNIAL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440161","CENTENNIAL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440162","HEALTHSOUTH CHATTANOOGA REHAB HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"440162","HEALTHSOUTH CHATTANOOGA REHAB HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"440168","METHODIST HEALTHCARE FAYETTE HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440168","METHODIST HEALTHCARE FAYETTE HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440173","PARKWEST MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440173","PARKWEST MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440174","HAYWOOD PARK COMMUNITY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440174","HAYWOOD PARK COMMUNITY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440175","CROCKETT HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440175","CROCKETT HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440176","INDIAN PATH MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440176","INDIAN PATH MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440180","JELLICO COMMUNITY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440180","JELLICO COMMUNITY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440181","BOLIVAR GENERAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440181","BOLIVAR GENERAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440182","MCKENZIE REGIONAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440182","MCKENZIE REGIONAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440183","ST FRANCIS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440183","ST FRANCIS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440184","NORTHSIDE HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"440184","NORTHSIDE HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440185","SKYRIDGE MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440185","SKYRIDGE MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440186","RIVERVIEW REGIONAL MEDICAL CENTER NORTH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440186","RIVERVIEW REGIONAL MEDICAL CENTER NORTH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440187","LIVINGSTON REGIONAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440187","LIVINGSTON REGIONAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440189","REGIONAL HOSPITAL OF JACKSON","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440189","REGIONAL HOSPITAL OF JACKSON","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440192","WHITE COUNTY COMMUNITY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440192","WHITE COUNTY COMMUNITY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440193","UNIVERSITY MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440193","UNIVERSITY MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440194","HENDERSONVILLE MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440194","HENDERSONVILLE MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440197","SOUTHERN HILLS MEDICAL CTR","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440197","SOUTHERN HILLS MEDICAL CTR","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440200","STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSPITA","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440200","STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSPITA","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440217","BAPTIST MEMORIAL HOSPITAL-COLLIERVILLE","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440217","BAPTIST MEMORIAL HOSPITAL-COLLIERVILLE","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440218","THE CENTER FOR SPINAL SURGERY","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"440218","THE CENTER FOR SPINAL SURGERY","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"440222","BAPTIST MEMORIAL HOSPITAL FOR WOMEN","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"440222","BAPTIST MEMORIAL HOSPITAL FOR WOMEN","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"440223","BAPTIST WOMENS TREATMENT CTR MURFREESBORO","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"440223","BAPTIST WOMENS TREATMENT CTR MURFREESBORO","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"440224","BAPTIST WOMEN'S TREATMENT CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"440224","BAPTIST WOMEN'S TREATMENT CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"440225","BAPTIST HOSPITAL FOR WOMEN","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"440225","BAPTIST HOSPITAL FOR WOMEN","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"440226","BAPTIST HOSPITAL WEST","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440226","BAPTIST HOSPITAL WEST","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440227","STONECREST MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440227","STONECREST MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"440228","SAINT FRANCIS BARTLETT MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"440228","SAINT FRANCIS BARTLETT MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"441300","HICKMAN COMMUNITY HEALTH SERVICES","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"441300","HICKMAN COMMUNITY HEALTH SERVICES","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"441301","TROUSDALE MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"441301","TROUSDALE MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"441307","RIVERVIEW REGIONAL MEDICAL CENTER SOUTH","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"441307","RIVERVIEW REGIONAL MEDICAL CENTER SOUTH","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"441308","MEDICAL CENTER OF MANCHESTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"441308","MEDICAL CENTER OF MANCHESTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"441309","MARSHALL MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"441309","MARSHALL MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"441310","RHEA MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"441310","RHEA MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"441311","CENTENNIAL MEDICAL CENTER OF ASHLAND CITY","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack",,"5         "
"441311","CENTENNIAL MEDICAL CENTER OF ASHLAND CITY","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure",,"5         "
"441312","TRINITY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"441312","TRINITY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"441313","WELLMONT HANCOCK COUNTY HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"441313","WELLMONT HANCOCK COUNTY HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"441314","BAPTIST MEMORIAL HOSPITAL LAUDERDALE","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"441314","BAPTIST MEMORIAL HOSPITAL LAUDERDALE","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"441316","CAMDEN GENERAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"441316","CAMDEN GENERAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"450002","PROVIDENCE MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"450002","PROVIDENCE MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"450005","MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"450005","MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"450007","SID PETERSON MEMORIAL HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"450007","SID PETERSON MEMORIAL HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"450008","KINGS DAUGHTERS HOSPITAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"450008","KINGS DAUGHTERS HOSPITAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"450010","UNITED REGIONAL HEALTH CARE SYSTEM","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"450010","UNITED REGIONAL HEALTH CARE SYSTEM","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"450011","ST JOSEPH REGIONAL HEALTH CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"450011","ST JOSEPH REGIONAL HEALTH CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"450015","PARKLAND HEALTH AND HOSPITAL SYSTEM","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"450015","PARKLAND HEALTH AND HOSPITAL SYSTEM","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"450018","UNIVERSITY OF TEXAS MEDICAL BRANCH GAL","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"450018","UNIVERSITY OF TEXAS MEDICAL BRANCH GAL","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"450021","BAYLOR UNIVERSITY MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
"450021","BAYLOR UNIVERSITY MEDICAL CENTER","Heart Failure","Hospital 30-Day Death (Mortality) Rates from Heart Failure","No different than U.S. National Rate",
"450023","CITIZENS MEDICAL CENTER","Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Attack","No different than U.S. National Rate",
