"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Hospital 30-Day Death (Mortality) Rates from Heart Attack","Comparison to U S  Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack","Hospital 30-Day Death (Mortality) Rates from Heart Failure","Comparison to U S  Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure","Hospital 30-Day Death (Mortality) Rates from Pneumonia","Comparison to U S  Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia","Hospital 30-Day Readmission Rates from Heart Attack","Comparison to U S  Rate - Hospital 30-Day Readmission Rates from Heart Attack","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack","Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack","Footnote - Hospital 30-Day Readmission Rates from Heart Attack","Hospital 30-Day Readmission Rates from Heart Failure","Comparison to U S  Rate - Hospital 30-Day Readmission Rates from Heart Failure","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure","Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure","Footnote - Hospital 30-Day Readmission Rates from Heart Failure","Hospital 30-Day Readmission Rates from Pneumonia","Comparison to U S  Rate - Hospital 30-Day Readmission Rates from Pneumonia","Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia","Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia","Footnote - Hospital 30-Day Readmission Rates from Pneumonia","Rate of readmission after hip or knee surgery","Footnote - Rate of readmission after hip or knee surgery ","Number of Patients - Rate of readmission after hip or knee surgery","RSRR - Rate of readmission after hip or knee surgery","Lower Readmission Estimate - Rate of readmission after hip or knee surgery","Upper Readmission Estimate - Rate of readmission after hip or knee surgery","All cause hospital-wide readmission","Footnote - All cause hospital-wide readmission","Number of Patients - All cause hospital-wide readmission","RSRR - All cause hospital-wide readmission","Lower Readmission Estimate - All cause hospital-wide readmission","Upper Readmission Estimate - All cause hospital-wide readmission","Complications and Deaths following hip/knee surgery","Footnote - Complications and Deaths following hip/knee surgery","Number of Patients - Complications and Deaths following hip/knee surgery","RSCR - Complications and Deaths following hip/knee surgery","Lower Readmission Estimate - Complications and Deaths following hip/knee surgery","Upper Readmission Estimate - Complications and Deaths following hip/knee surgery"
"460004","MCKAY DEE HOSPITAL CENTER","4401 HARRISON BOULEVARD","","","OGDEN","UT","84403","WEBER","8013872800","14.7","No Different than U.S. National Rate","11.4","18.8","212","","11.4","No Different than U.S. National Rate","8.5","14.8","209","","13.3","No Different than U.S. National Rate","10.1","17.2","241","","18.0","No Different than U.S. National Rate","14.9","21.7","219","","17.3","Better than U.S. National Rate","14.3","20.7","255","","15.7","No Different than U.S. National Rate","13.0","19.0","278","","No Different than U.S. National Rate","","686","4.4","3.3","5.8","Better than U.S. National Rate","","2789","13.4","12.5","15.4","No Different than U.S. National Rate","","624","","2.6","5.1"
"460005","OGDEN REGIONAL MEDICAL CENTER","5475 SOUTH 500 EAST","","","OGDEN","UT","84405","WEBER","8014792111","15.0","No Different than U.S. National Rate","11.4","19.7","61","","14.5","No Different than U.S. National Rate","10.8","19.7","77","","14.1","No Different than U.S. National Rate","10.8","18.2","151","","16.9","No Different than U.S. National Rate","13.3","21.1","56","","20.7","No Different than U.S. National Rate","16.7","25.1","91","","17.5","No Different than U.S. National Rate","14.3","21.3","163","","No Different than U.S. National Rate","","115","5.0","3.4","7.2","No Different than U.S. National Rate","","957","14.5","13.3","16.0","No Different than U.S. National Rate","","104","","2.3","6.4"
"460006","LDS HOSPITAL","324 8TH AVENUE","","","SALT LAKE CITY","UT","84103","SALT LAKE","8014081100","Not Available","Number of Cases Too Small","Not Available","Not Available","8","The number of cases/patients is too few to report","11.7","No Different than U.S. National Rate","8.5","15.9","70","","10.5","No Different than U.S. National Rate","7.4","14.6","111","","Not Available","Number of Cases Too Small","Not Available","Not Available","4","The number of cases/patients is too few to report","22.4","No Different than U.S. National Rate","17.9","27.0","76","","15.6","No Different than U.S. National Rate","12.4","19.4","125","","No Different than U.S. National Rate","","703","4.9","3.8","6.4","No Different than U.S. National Rate","","949","15.3","13.8","17.0","No Different than U.S. National Rate","","655","","3.4","6.2"
"460007","VALLEY VIEW MEDICAL CENTER","1303 NORTH MAIN STREET","","","CEDAR CITY","UT","84721","IRON","4358685800","14.9","No Different than U.S. National Rate","11.3","19.3","26","","12.8","No Different than U.S. National Rate","8.8","17.9","33","","14.0","No Different than U.S. National Rate","10.1","18.9","136","","Not Available","Number of Cases Too Small","Not Available","Not Available","21","The number of cases/patients is too few to report","21.5","No Different than U.S. National Rate","17.0","26.8","38","","15.6","No Different than U.S. National Rate","12.6","19.3","138","","No Different than U.S. National Rate","","185","5.1","3.6","7.1","No Different than U.S. National Rate","","516","15.0","13.6","16.8","No Different than U.S. National Rate","","174","","1.7","4.6"
"460009","UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS","50 NORTH MEDICAL DRIVE","","","SALT LAKE CITY","UT","84132","SALT LAKE","8015812121","14.7","No Different than U.S. National Rate","11.4","18.5","168","","14.3","No Different than U.S. National Rate","10.8","18.4","191","","10.1","No Different than U.S. National Rate","7.4","13.6","143","","17.7","No Different than U.S. National Rate","14.5","21.5","180","","21.6","No Different than U.S. National Rate","18.3","25.4","243","","15.9","No Different than U.S. National Rate","12.9","19.3","170","","No Different than U.S. National Rate","","308","5.1","3.8","7.0","Worse than U.S. National Rate","","2627","17.5","16.2","18.6","No Different than U.S. National Rate","","284","","2.3","5.4"
"460010","INTERMOUNTAIN MEDICAL CENTER","5121 SOUTH COTTONWOOD STREET","","","MURRAY","UT","84107","SALT LAKE","8015077000","13.4","No Different than U.S. National Rate","10.8","16.7","361","","11.9","No Different than U.S. National Rate","9.5","15.0","403","","13.6","No Different than U.S. National Rate","10.4","17.2","226","","15.7","No Different than U.S. National Rate","13.2","18.6","407","","18.1","Better than U.S. National Rate","15.6","21.0","531","","15.8","No Different than U.S. National Rate","13.1","18.9","268","","No Different than U.S. National Rate","","320","4.6","3.3","6.3","Better than U.S. National Rate","","4320","14.0","13.2","15.5","No Different than U.S. National Rate","","289","","2.3","5.2"
"460011","CASTLEVIEW HOSPITAL","300 NORTH HOSPITAL DRIVE","","","PRICE","UT","84501","CARBON","4356374800","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","14.8","No Different than U.S. National Rate","10.6","20.3","53","","14.1","No Different than U.S. National Rate","10.5","18.9","140","","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","22.9","No Different than U.S. National Rate","18.4","28.5","45","","14.1","No Different than U.S. National Rate","11.2","17.6","147","","No Different than U.S. National Rate","","82","5.6","3.8","8.2","No Different than U.S. National Rate","","345","16.4","14.7","18.3","No Different than U.S. National Rate","","77","","2.3","6.7"
"460013","MOUNTAIN VIEW HOSPITAL","1000 EAST 100 NORTH","","","PAYSON","UT","84651","UTAH","8014657100","14.3","No Different than U.S. National Rate","10.5","19.3","35","","14.1","No Different than U.S. National Rate","10.2","19.4","51","","12.2","No Different than U.S. National Rate","8.8","16.9","133","","17.5","No Different than U.S. National Rate","13.9","22.0","38","","20.8","No Different than U.S. National Rate","16.5","25.8","60","","16.5","No Different than U.S. National Rate","13.3","20.5","145","","No Different than U.S. National Rate","","294","5.6","4.0","7.7","No Different than U.S. National Rate","","530","15.5","13.9","17.3","Worse than U.S. National Rate","","268","","3.8","8.2"
"460014","MOUNTAIN WEST MEDICAL CENTER","2055 NORTH MAIN STREET","","","TOOELE","UT","84074","TOOELE","4358433700","Not Available","Number of Cases Too Small","Not Available","Not Available","11","The number of cases/patients is too few to report","12.3","No Different than U.S. National Rate","8.8","17.3","57","","13.4","No Different than U.S. National Rate","9.2","18.7","87","","Not Available","Number of Cases Too Small","Not Available","Not Available","12","The number of cases/patients is too few to report","23.2","No Different than U.S. National Rate","18.8","28.4","66","","14.7","No Different than U.S. National Rate","11.5","18.4","88","","No Different than U.S. National Rate","","83","4.8","3.3","7.0","No Different than U.S. National Rate","","360","14.8","13.4","16.4","No Different than U.S. National Rate","","77","","1.8","5.1"
"460015","LOGAN REGIONAL HOSPITAL","500 EAST 1400 NORTH","","","LOGAN","UT","84341","CACHE","4357161000","14.8","No Different than U.S. National Rate","11.2","19.3","31","","11.4","No Different than U.S. National Rate","8.2","15.7","72","","11.9","No Different than U.S. National Rate","8.5","16.4","100","","Not Available","Number of Cases Too Small","Not Available","Not Available","23","The number of cases/patients is too few to report","21.4","No Different than U.S. National Rate","17.3","26.5","78","","16.9","No Different than U.S. National Rate","13.5","21.1","107","","No Different than U.S. National Rate","","119","5.5","3.8","7.9","No Different than U.S. National Rate","","721","15.1","13.7","16.6","No Different than U.S. National Rate","","108","","3.3","8.4"
"460017","BRIGHAM CITY COMMUNITY HOSPITAL","950 SOUTH MEDICAL DRIVE","","","BRIGHAM CITY","UT","84302","BOX ELDER","4357349471","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","7","The number of cases/patients is too few to report","13.3","No Different than U.S. National Rate","8.8","19.5","32","","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","9","The number of cases/patients is too few to report","17.6","No Different than U.S. National Rate","13.6","22.4","36","","No Different than U.S. National Rate","","27","6.0","4.1","8.6","No Different than U.S. National Rate","","123","16.1","14.3","18.1","No Different than U.S. National Rate","","25","","1.8","5.5"
"460019","UINTAH BASIN MEDICAL CENTER","250 WEST 300 NORTH (75-2)","","","ROOSEVELT","UT","84066","DUCHESNE","4357224691","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","12.4","No Different than U.S. National Rate","8.8","17.4","50","","14.6","No Different than U.S. National Rate","10.3","20.0","77","","Not Available","Number of Cases Too Small","Not Available","Not Available","1","The number of cases/patients is too few to report","24.3","No Different than U.S. National Rate","19.4","29.9","57","","18.3","No Different than U.S. National Rate","14.7","23.0","79","","No Different than U.S. National Rate","","45","4.8","3.3","7.0","No Different than U.S. National Rate","","260","16.2","14.5","17.8","No Different than U.S. National Rate","","41","","1.8","5.8"
"460021","DIXIE REGIONAL MEDICAL CENTER","1380 EAST MEDICAL CENTER DRIVE","","","ST GEORGE","UT","84790","WASHINGTON","4352511000","13.5","No Different than U.S. National Rate","10.8","16.6","361","","14.0","No Different than U.S. National Rate","11.1","17.3","313","","13.9","No Different than U.S. National Rate","11.2","17.1","435","","15.5","No Different than U.S. National Rate","13.0","18.4","397","","18.3","Better than U.S. National Rate","15.4","21.6","361","","16.4","No Different than U.S. National Rate","13.9","19.3","457","","No Different than U.S. National Rate","","1051","6.0","4.9","7.4","Better than U.S. National Rate","","3834","14.3","13.4","15.6","No Different than U.S. National Rate","","949","","2.3","4.3"
"460023","AMERICAN FORK HOSPITAL","170 NORTH 1100 EAST","","","AMERICAN FORK","UT","84003","UTAH","8018553300","Not Available","Number of Cases Too Small","Not Available","Not Available","6","The number of cases/patients is too few to report","13.7","No Different than U.S. National Rate","9.9","18.6","60","","10.5","No Different than U.S. National Rate","7.3","14.8","110","","Not Available","Number of Cases Too Small","Not Available","Not Available","5","The number of cases/patients is too few to report","22.3","No Different than U.S. National Rate","18.1","27.2","65","","15.2","No Different than U.S. National Rate","12.0","19.2","125","","No Different than U.S. National Rate","","78","5.4","3.7","7.9","Better than U.S. National Rate","","579","14.1","12.7","15.9","No Different than U.S. National Rate","","71","","2.1","6.1"
"460026","SEVIER VALLEY MEDICAL CENTER","1000 NORTH MAIN STREET","","","RICHFIELD","UT","84701","SEVIER","4358934100","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","13.7","No Different than U.S. National Rate","9.5","19.7","25","","9.9","No Different than U.S. National Rate","6.6","14.6","68","","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","23.6","No Different than U.S. National Rate","18.8","29.4","29","","16.0","No Different than U.S. National Rate","12.6","20.4","78","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","175","14.8","13.2","16.8","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"46002F","VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA","500 FOOTHILL BLVD.","","","SALT LAKE CITY                ","UT","84148","SALT LAKE","8015841211","12.8","No Different than U.S. National Rate","9.6","17.3","112","","9.6","No Different than U.S. National Rate","7.4","12.4","349","","15.8","Worse than U.S. National Rate","12.4","19.5","252","","17.7","No Different than U.S. National Rate","14.4","21.6","121","","20.2","No Different than U.S. National Rate","17.3","23.5","442","","17.0","No Different than U.S. National Rate","14.1","20.4","271","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"460030","ASHLEY REGIONAL MEDICAL CENTER","150 WEST 100 NORTH","","","VERNAL","UT","84078","UINTAH","4357893342","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","11.1","No Different than U.S. National Rate","7.7","15.9","30","","12.5","No Different than U.S. National Rate","8.9","17.8","63","","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","20.7","No Different than U.S. National Rate","16.4","26.2","39","","16.9","No Different than U.S. National Rate","13.3","21.2","65","","No Different than U.S. National Rate","","43","5.3","3.5","7.7","No Different than U.S. National Rate","","232","15.8","14.0","17.7","No Different than U.S. National Rate","","39","","1.7","5.2"
"460033","GARFIELD MEMORIAL HOSPITAL","200 NORTH 400 EAST","","","PANGUITCH","UT","84759","GARFIELD","4356768811","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","12","The number of cases/patients is too few to report","11.8","No Different than U.S. National Rate","7.8","17.5","37","","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","14","The number of cases/patients is too few to report","16.7","No Different than U.S. National Rate","13.0","21.1","37","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","71","15.8","13.7","17.9","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"460035","BEAVER VALLEY HOSPITAL","1109 NORTH 100 WEST","","","BEAVER","UT","84713","BEAVER","4354387102","Not Available","Number of Cases Too Small","Not Available","Not Available","9","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","21","The number of cases/patients is too few to report","12.0","No Different than U.S. National Rate","8.0","17.3","62","","Not Available","Number of Cases Too Small","Not Available","Not Available","6","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","24","The number of cases/patients is too few to report","17.1","No Different than U.S. National Rate","13.5","21.4","62","","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","75","16.2","14.0","18.6","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"460039","BEAR RIVER VALLEY HOSPITAL","905 NORTH 1000 WEST","","","TREMONTON","UT","84337","BOX ELDER","4352074708","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","11","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","23","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","4","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","15","The number of cases/patients is too few to report","16.7","No Different than U.S. National Rate","13.1","21.2","31","","Number of Cases Too Small","The number of cases/patients is too few to report","10","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","74","15.6","13.8","17.7","Number of Cases Too Small","The number of cases/patients is too few to report","9","","Not Available","Not Available"
"460041","DAVIS HOSPITAL AND MEDICAL CENTER","1600 WEST ANTELOPE DRIVE","","","LAYTON","UT","84041","DAVIS","8018071000","15.2","No Different than U.S. National Rate","11.2","19.7","70","","13.8","No Different than U.S. National Rate","10.3","18.4","115","","12.3","No Different than U.S. National Rate","9.0","16.7","143","","17.6","No Different than U.S. National Rate","13.9","22.1","63","","20.7","No Different than U.S. National Rate","16.8","25.3","127","","16.6","No Different than U.S. National Rate","13.4","20.3","167","","No Different than U.S. National Rate","","81","5.2","3.5","7.5","No Different than U.S. National Rate","","831","14.8","13.5","16.2","No Different than U.S. National Rate","","75","","1.9","5.3"
"460042","LAKEVIEW HOSPITAL","630 EAST MEDICAL DRIVE","","","BOUNTIFUL","UT","84010","DAVIS","8012992211","13.5","No Different than U.S. National Rate","10.2","17.8","49","","11.6","No Different than U.S. National Rate","8.4","15.7","68","","13.2","No Different than U.S. National Rate","10.1","17.0","231","","17.6","No Different than U.S. National Rate","14.2","22.0","58","","21.2","No Different than U.S. National Rate","17.1","26.0","74","","15.1","No Different than U.S. National Rate","12.3","18.4","248","","No Different than U.S. National Rate","","412","4.8","3.5","6.5","No Different than U.S. National Rate","","896","14.6","13.0","16.2","No Different than U.S. National Rate","","360","","2.2","5.0"
"460043","OREM COMMUNITY HOSPITAL","331 NORTH 400 WEST","","","OREM","UT","84057","UTAH","8017143307","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","The number of cases/patients is too few to report","2","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"460044","ALTA VIEW HOSPITAL","9660 SOUTH 1300 EAST","","","SANDY","UT","84094","SALT LAKE","8015012600","Not Available","Number of Cases Too Small","Not Available","Not Available","8","The number of cases/patients is too few to report","11.0","No Different than U.S. National Rate","7.8","15.2","54","","12.2","No Different than U.S. National Rate","8.7","16.9","122","","Not Available","Number of Cases Too Small","Not Available","Not Available","6","The number of cases/patients is too few to report","21.7","No Different than U.S. National Rate","17.5","26.9","71","","17.4","No Different than U.S. National Rate","13.8","21.7","132","","No Different than U.S. National Rate","","188","4.9","3.4","6.8","No Different than U.S. National Rate","","502","15.2","13.7","16.9","No Different than U.S. National Rate","","170","","2.5","6.4"
"460047","ST MARKS HOSPITAL","1200 EAST 3900 SOUTH","","","SALT LAKE CITY","UT","84124","SALT LAKE","8012687111","16.5","No Different than U.S. National Rate","13.0","20.7","146","","14.5","No Different than U.S. National Rate","11.5","18.1","235","","11.2","No Different than U.S. National Rate","8.7","14.1","411","","17.0","No Different than U.S. National Rate","13.9","20.8","138","","22.5","No Different than U.S. National Rate","18.9","26.6","280","","15.0","No Different than U.S. National Rate","12.7","18.0","427","","No Different than U.S. National Rate","","703","5.0","3.9","6.5","Better than U.S. National Rate","","2687","14.0","13.0","15.6","No Different than U.S. National Rate","","646","","2.4","4.5"
"460049","THE ORTHOPEDIC SPECIALTY HOSPITAL","5848 SOUTH 300 EAST","","","MURRAY","UT","84107","SALT LAKE","8013144100","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","No Different than U.S. National Rate","","502","4.7","3.4","6.3","No Different than U.S. National Rate","","327","15.0","12.1","18.3","No Different than U.S. National Rate","","455","","2.2","4.8"
"460051","JORDAN VALLEY MEDICAL CENTER","3580 WEST 9000 SOUTH","","","WEST JORDAN","UT","84088","SALT LAKE","8015618888","14.0","No Different than U.S. National Rate","10.3","18.7","87","","15.3","No Different than U.S. National Rate","11.6","19.8","149","","12.2","No Different than U.S. National Rate","9.0","16.3","188","","17.9","No Different than U.S. National Rate","14.3","22.2","82","","23.4","No Different than U.S. National Rate","19.5","28.0","174","","16.8","No Different than U.S. National Rate","13.7","20.4","205","","No Different than U.S. National Rate","","131","5.7","4.0","8.2","No Different than U.S. National Rate","","878","15.7","14.3","17.0","No Different than U.S. National Rate","","114","","2.7","7.0"
"460052","TIMPANOGOS REGIONAL HOSPITAL","750 WEST 800 NORTH","","","OREM","UT","84057","UTAH","8017146800","16.9","No Different than U.S. National Rate","13.2","21.7","57","","12.2","No Different than U.S. National Rate","8.7","16.8","41","","10.3","No Different than U.S. National Rate","7.0","15.1","55","","17.7","No Different than U.S. National Rate","14.1","21.7","58","","23.1","No Different than U.S. National Rate","18.6","28.5","40","","17.8","No Different than U.S. National Rate","14.3","22.3","64","","No Different than U.S. National Rate","","161","5.4","3.9","7.7","No Different than U.S. National Rate","","404","15.4","13.6","17.2","No Different than U.S. National Rate","","147","","2.4","5.8"
"460054","CACHE VALLEY SPECIALITY HOSPITAL","2380 NORTH 400 EAST","","","NORTH LOGAN","UT","84341","CACHE","4357139700","Not Available","Number of Cases Too Small","Not Available","Not Available","1","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","6","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","12","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","1","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","8","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","15","The number of cases/patients is too few to report","No Different than U.S. National Rate","","171","4.5","3.1","6.4","No Different than U.S. National Rate","","131","14.8","12.3","17.9","No Different than U.S. National Rate","","163","","1.8","5.0"
"460057","PARK CITY MEDICAL CENTER","900 ROUND VALLEY DRIVE","","","PARK CITY","UT","84060","SUMMIT","4356587000","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","8","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","5","The number of cases/patients is too few to report","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","15","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","10","The number of cases/patients is too few to report","No Different than U.S. National Rate","","193","4.9","3.4","7.0","No Different than U.S. National Rate","","149","16.0","13.5","18.6","No Different than U.S. National Rate","","173","","2.4","6.2"
"460058","RIVERTON HOSPITAL","3741 WEST 12600 SOUTH","","","RIVERTON","UT","84065","SALT LAKE","8012854000","Not Available","Number of Cases Too Small","Not Available","Not Available","1","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","10","The number of cases/patients is too few to report","10.9","No Different than U.S. National Rate","7.5","15.8","54","","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","13","The number of cases/patients is too few to report","16.0","No Different than U.S. National Rate","12.4","20.3","57","","Number of Cases Too Small","The number of cases/patients is too few to report","14","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","238","14.6","13.0","16.5","Number of Cases Too Small","The number of cases/patients is too few to report","11","","Not Available","Not Available"
"461300","DELTA COMMUNITY MEDICAL CENTER","126 SOUTH WHITE SAGE AVENUE","","","DELTA","UT","84624","MILLARD","4358645591","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","10","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","13","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","2","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","11","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","16","The number of cases/patients is too few to report","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","51","15.9","13.9","18.1","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"461301","FILLMORE COMMUNITY MEDICAL CENTER","674 SOUTH HIGHWAY 99","","","FILLMORE","UT","84631","MILLARD","4357435591","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","11","The number of cases/patients is too few to report","Not Available","Not Available","Not Available","Not Available","Not Available","No cases met the criteria for this measure","Not Available","Number of Cases Too Small","Not Available","Not Available","3","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","11","The number of cases/patients is too few to report","Not Available","No cases met the criteria for this measure","Not Available","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","35","15.8","13.7","18.1","Not Available","No cases met the criteria for this measure","Not Available","","Not Available","Not Available"
"461302","MOAB REGIONAL HOSPITAL","450 WEST WILLIAMS WAY","","","MOAB","UT","84532","GRAND","4357193501","Not Available","Number of Cases Too Small","Not Available","Not Available","5","The number of cases/patients is too few to report","11.7","No Different than U.S. National Rate","7.9","17.0","29","","Not Available","Number of Cases Too Small","Not Available","Not Available","23","The number of cases/patients is too few to report","Not Available","Number of Cases Too Small","Not Available","Not Available","4","The number of cases/patients is too few to report","22.6","No Different than U.S. National Rate","18.1","28.2","34","","17.5","No Different than U.S. National Rate","13.7","22.1","29","","Number of Cases Too Small","The number of cases/patients is too few to report","4","Not Available","Not Available","Not Available","No Different than U.S. National Rate","","157","15.8","14.2","17.8","Number of Cases Too Small","The number of cases/patients is too few to report","4","","Not Available","Not Available"
