Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Total Performance Score
"430014","AVERA ST LUKES","305 S STATE ST","ABERDEEN","SD","57401","BROWN","59.000000000000","41.300000000000","41.000000000000","12.300000000000","53.600000000000"
"430015","ST MARY'S HOSPITAL","801 E SIOUX","PIERRE","SD","57501","HUGHES","34.444444444444","24.111111111111","32.000000000000","9.600000000000","33.711111111111"
"430016","AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER","1325 S CLIFF AVE  PO BOX 5045","SIOUX FALLS","SD","57117","MINNEHAHA","66.000000000000","46.200000000000","52.000000000000","15.600000000000","61.800000000000"
"430027","SANFORD USD MEDICAL CENTER","1305 W 18TH ST  PO BOX 5039","SIOUX FALLS","SD","57117","MINNEHAHA","42.727272727273","29.909090909091","45.000000000000","13.500000000000","43.409090909091"
"430048","SPEARFISH REGIONAL HOSPITAL","1440 N MAIN ST","SPEARFISH","SD","57783","LAWRENCE","63.333333333333","44.333333333333","76.000000000000","22.800000000000","67.133333333333"
"430077","RAPID CITY REGIONAL HOSPITAL","353 FAIRMONT BLVD  PO BOX 6000","RAPID CITY","SD","57701","PENNINGTON","27.272727272727","19.090909090909","47.000000000000","14.100000000000","33.190909090909"
"430089","SIOUXLAND SURGERY CENTER LP","600 SIOUX POINT ROAD","DAKOTA DUNES","SD","57049","UNION","75.000000000000","52.500000000000","98.000000000000","29.400000000000","81.900000000000"
"430090","SIOUX FALLS SPECIALTY HOSPITAL","910 EAST 20TH STREET","SIOUX FALLS","SD","57105","MINNEHAHA","70.000000000000","49.000000000000","95.000000000000","28.500000000000","77.500000000000"
"430091","BLACK HILLS SURGICAL HOSPITAL LLP","216 ANAMARIA DR","RAPID CITY","SD","57703","PENNINGTON","71.666666666667","50.166666666667","87.000000000000","26.100000000000","76.266666666667"
"430092","DAKOTA PLAINS SURGICAL CENTER LLP","701 8TH AVENUE NW SUITE C","ABERDEEN","SD","57401","BROWN","68.333333333333","47.833333333333","100.000000000000","30.000000000000","77.833333333333"
"430095","AVERA HEART HOSPITAL OF SOUTH DAKOTA LLC","4500 W 69TH ST","SIOUX FALLS","SD","57108","MINNEHAHA","83.333333333333","58.333333333333","86.000000000000","25.800000000000","84.133333333333"
"440001","UNICOI COUNTY MEMORIAL HOSPITAL","GREENWAY CIRCLE","ERWIN","TN","37650","UNICOI","57.777777777778","40.444444444444","50.000000000000","15.000000000000","55.444444444444"
"440002","JACKSON-MADISON COUNTY GENERAL HOSPITAL","620 SKYLINE DRIVE","JACKSON","TN","38301","MADISON","50.909090909091","35.636363636364","39.000000000000","11.700000000000","47.336363636364"
"440003","SUMNER REGIONAL MEDICAL CENTER","555 HARTSVILLE PIKE","GALLATIN","TN","37066","SUMNER","74.000000000000","51.800000000000","39.000000000000","11.700000000000","63.500000000000"
"440006","SKYLINE MEDICAL CENTER","3441 DICKERSON PIKE","NASHVILLE","TN","37207","DAVIDSON","69.000000000000","48.300000000000","34.000000000000","10.200000000000","58.500000000000"
"440009","CUMBERLAND MEDICAL CENTER","421 S MAIN ST","CROSSVILLE","TN","38555","CUMBERLAND","35.555555555556","24.888888888889","21.000000000000","6.300000000000","31.188888888889"
"440011","BLOUNT MEMORIAL HOSPITAL","907 E LAMAR ALEXANDER PARKWAY","MARYVILLE","TN","37804","BLOUNT","65.000000000000","45.500000000000","23.000000000000","6.900000000000","52.400000000000"
"440012","WELLMONT BRISTOL REGIONAL MEDICAL CENTER","ONE MEDICAL PARK BLVD","BRISTOL","TN","37620","SULLIVAN","79.090909090909","55.363636363636","46.000000000000","13.800000000000","69.163636363636"
"440015","UNIVERSITY OF TN MEMORIAL HOSPITAL","1924 ALCOA HIGHWAY","KNOXVILLE","TN","37920","KNOX","45.454545454545","31.818181818182","63.000000000000","18.900000000000","50.718181818182"
"440017","WELLMONT HOLSTON VALLEY MEDICAL CENTER","130 WEST RAVINE ROAD","KINGSPORT","TN","37662","SULLIVAN","39.090909090909","27.363636363636","43.000000000000","12.900000000000","40.263636363636"
"440018","SYCAMORE SHOALS HOSPITAL","1501 WEST ELK AVENUE","ELIZABETHTON","TN","37643","CARTER","43.333333333333","30.333333333333","78.000000000000","23.400000000000","53.733333333333"
"440020","HILLSIDE HOSPITAL","1265 E COLLEGE ST","PULASKI","TN","38478","GILES","22.500000000000","15.750000000000","41.000000000000","12.300000000000","28.050000000000"
"440025","LAUGHLIN MEMORIAL HOSPITAL, INC","1420 TUSCULUM BLVD","GREENEVILLE","TN","37745","GREENE","47.777777777778","33.444444444444","25.000000000000","7.500000000000","40.944444444444"
"440029","WILLIAMSON MEDICAL CENTER","4321 CAROTHERS PARKWAY","FRANKLIN","TN","37067","WILLIAMSON","38.000000000000","26.600000000000","48.000000000000","14.400000000000","41.000000000000"
"440030","MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION","908 W 4TH NORTH ST","MORRISTOWN","TN","37814","HAMBLEN","93.000000000000","65.100000000000","40.000000000000","12.000000000000","77.100000000000"
"440031","ROANE MEDICAL CENTER","412 DEVONIA ST","HARRIMAN","TN","37748","ROANE","38.888888888889","27.222222222222","35.000000000000","10.500000000000","37.722222222222"
"440032","WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL","851 LOCUST STREET","ROGERSVILLE","TN","37857","HAWKINS","28.000000000000","19.600000000000","90.000000000000","27.000000000000","46.600000000000"
"440033","TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER","923 EAST CENTRAL AVENUE","LA FOLLETTE","TN","37766","CAMPBELL","42.000000000000","29.400000000000","23.000000000000","6.900000000000","36.300000000000"
"440034","METHODIST MEDICAL CENTER OF OAK RIDGE","990 OAK RIDGE TURNPIKE BOX 529","OAK RIDGE","TN","37830","ANDERSON","67.272727272727","47.090909090909","68.000000000000","20.400000000000","67.490909090909"
"440035","GATEWAY MEDICAL CENTER","651 DUNLOP LANE","CLARKSVILLE","TN","37040","MONTGOMERY","63.636363636364","44.545454545455","26.000000000000","7.800000000000","52.345454545455"
"440039","VANDERBILT UNIVERSITY HOSPITAL","1161 21ST AVENUE SOUTH","NASHVILLE","TN","37232","DAVIDSON","43.636363636364","30.545454545455","53.000000000000","15.900000000000","46.445454545455"
"440046","HORIZON MEDICAL CENTER","111 HIGHWAY 70 EAST","DICKSON","TN","37055","DICKSON","74.444444444444","52.111111111111","38.000000000000","11.400000000000","63.511111111111"
"440048","BAPTIST MEMORIAL HOSPITAL","6019 WALNUT GROVE ROAD","MEMPHIS","TN","38120","SHELBY","60.909090909091","42.636363636364","32.000000000000","9.600000000000","52.236363636364"
"440049","METHODIST HEALTHCARE MEMPHIS HOSPITALS","1265 UNION AVE SUITE 700","MEMPHIS","TN","38104","SHELBY","65.454545454545","45.818181818182","53.000000000000","15.900000000000","61.718181818182"
"440050","TAKOMA REGIONAL HOSPITAL","401 TAKOMA AVE","GREENEVILLE","TN","37743","GREENE","64.444444444444","45.111111111111","72.000000000000","21.600000000000","66.711111111111"
"440051","MCNAIRY REGIONAL HOSPITAL","705 E POPLAR AVE","SELMER","TN","38375","MCNAIRY","40.000000000000","28.000000000000","66.000000000000","19.800000000000","47.800000000000"
"440053","MIDDLE TENNESSEE MEDICAL CENTER INC","1700 MEDICAL CENTER PARKWAY","MURFREESBORO","TN","37129","RUTHERFORD","50.000000000000","35.000000000000","32.000000000000","9.600000000000","44.600000000000"
"440054","WOODS MEMORIAL HOSPITAL","886 HIGHWAY 411 NORTH","ETOWAH","TN","37331","MCMINN","35.555555555556","24.888888888889","79.000000000000","23.700000000000","48.588888888889"
"440056","TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL","110 HOSPITAL DRIVE","JEFFERSON CITY","TN","37760","JEFFERSON","37.500000000000","26.250000000000","21.000000000000","6.300000000000","32.550000000000"
"440057","CLAIBORNE COUNTY HOSPITAL","1850 OLD KNOXVILLE HIGHWAY","TAZEWELL","TN","37879","CLAIBORNE","24.444444444444","17.111111111111","41.000000000000","12.300000000000","29.411111111111"
"440058","SOUTHERN TENNESSEE MEDICAL CENTER","185 HOSPITAL ROAD","WINCHESTER","TN","37398","FRANKLIN","81.111111111111","56.777777777778","27.000000000000","8.100000000000","64.877777777778"
"440059","COOKEVILLE REGIONAL MEDICAL CENTER","1 MEDICAL CENTER BOULEVARD","COOKEVILLE","TN","38501","PUTNAM","51.818181818182","36.272727272727","51.000000000000","15.300000000000","51.572727272727"
"440061","VOLUNTEER COMMUNITY HOSPITAL","161 MOUNT PELIA RD","MARTIN","TN","38237","WEAKLEY","81.111111111111","56.777777777778","50.000000000000","15.000000000000","71.777777777778"
"440063","JOHNSON CITY MEDICAL CENTER","400 N STATE OF FRANKLIN RD","JOHNSON CITY","TN","37604","WASHINGTON","64.545454545455","45.181818181818","17.000000000000","5.100000000000","50.281818181818"
"440064","GRANDVIEW MEDICAL CENTER","1000 HIGHWAY 28","JASPER","TN","37347","MARION","24.000000000000","16.800000000000","44.000000000000","13.200000000000","30.000000000000"
"440065","NORTHCREST MEDICAL CENTER","100 NORTHCREST DRIVE","SPRINGFIELD","TN","37172","ROBERTSON","87.777777777778","61.444444444444","48.000000000000","14.400000000000","75.844444444444"
"440067","LAKEWAY REGIONAL HOSPITAL","726 MCFARLAND ST","MORRISTOWN","TN","37814","HAMBLEN","82.222222222222","57.555555555556","24.000000000000","7.200000000000","64.755555555556"
"440068","ATHENS REGIONAL MEDICAL CENTER","1114 W MADISON AVE","ATHENS","TN","37371","MCMINN","28.888888888889","20.222222222222","32.000000000000","9.600000000000","29.822222222222"
"440072","DYERSBURG REGIONAL MEDICAL CENTER","400 TICKLE ST","DYERSBURG","TN","38024","DYER","77.777777777778","54.444444444444","45.000000000000","13.500000000000","67.944444444444"
"440073","MAURY REGIONAL HOSPITAL","1224 TROTWOOD AVE","COLUMBIA","TN","38401","MAURY","55.454545454545","38.818181818182","59.000000000000","17.700000000000","56.518181818182"
"440081","LECONTE MEDICAL CENTER","742 MIDDLECREEK ROAD","SEVIERVILLE","TN","37862","CUMBERLAND","55.555555555556","38.888888888889","39.000000000000","11.700000000000","50.588888888889"
"440082","ST THOMAS HOSPITAL","4220 HARDING RD, PO BOX 380","NASHVILLE","TN","37205","DAVIDSON","64.545454545455","45.181818181818","75.000000000000","22.500000000000","67.681818181818"
"440084","SWEETWATER HOSPITAL ASSOCIATION","304 WRIGHT ST","SWEETWATER","TN","37874","MONROE","38.888888888889","27.222222222222","51.000000000000","15.300000000000","42.522222222222"
"440091","MEMORIAL HEALTHCARE SYSTEM, INC","2525 DESALES AVE","CHATTANOOGA","TN","37404","HAMILTON","55.454545454545","38.818181818182","75.000000000000","22.500000000000","61.318181818182"
"440102","LINCOLN MEDICAL CENTER","106 MEDICAL CENTER BLVD","FAYETTEVILLE","TN","37334","LINCOLN","62.222222222222","43.555555555556","47.000000000000","14.100000000000","57.655555555556"
"440104","ERLANGER MEDICAL CENTER","975 E 3RD ST","CHATTANOOGA","TN","37403","HAMILTON","51.818181818182","36.272727272727","18.000000000000","5.400000000000","41.672727272727"
"440109","HARDIN MEDICAL CENTER","935 WAYNE ROAD","SAVANNAH","TN","38372","HARDIN","42.222222222222","29.555555555556","74.000000000000","22.200000000000","51.755555555556"
"440110","FORT LOUDOUN MEDICAL CENTER","550 FORT LOUDOUN MEDICAL CENTER DR","LENOIR CITY","TN","37772","LOUDON","85.555555555556","59.888888888889","30.000000000000","9.000000000000","68.888888888889"
"440111","METRO NASHVILLE GENERAL HOSPITAL","1818 ALBION STREET","NASHVILLE","TN","37208","DAVIDSON","42.222222222222","29.555555555556","34.000000000000","10.200000000000","39.755555555556"
"440120","TENNOVA HEALTHCARE","900 EAST OAK HILL AVENUE","KNOXVILLE","TN","37917","KNOX","32.727272727273","22.909090909091","36.000000000000","10.800000000000","33.709090909091"
"440125","FORT SANDERS REGIONAL MEDICAL CENTER","1901 W CLINCH AVE","KNOXVILLE","TN","37916","KNOX","76.363636363636","53.454545454545","57.000000000000","17.100000000000","70.554545454545"
"440130","BAPTIST MEMORIAL HOSPITAL UNION CITY","1201 BISHOP ST, PO BOX 310","UNION CITY","TN","38261","OBION","74.444444444444","52.111111111111","64.000000000000","19.200000000000","71.311111111111"
"440131","BAPTIST MEMORIAL HOSPITAL TIPTON","1995 HIGHWAY 51 S","COVINGTON","TN","38019","TIPTON","33.750000000000","23.625000000000","46.000000000000","13.800000000000","37.425000000000"
"440132","HENRY COUNTY MEDICAL CENTER","301 TYSON AV","PARIS","TN","38242","HENRY","72.222222222222","50.555555555556","50.000000000000","15.000000000000","65.555555555556"
"440133","BAPTIST HOSPITAL","2000 CHURCH ST","NASHVILLE","TN","37236","DAVIDSON","48.181818181818","33.727272727273","31.000000000000","9.300000000000","43.027272727273"
"440137","HERITAGE MEDICAL CENTER","2835 HWY 231 N","SHELBYVILLE","TN","37160","BEDFORD","53.750000000000","37.625000000000","42.000000000000","12.600000000000","50.225000000000"
"440144","HARTON REGIONAL MEDICAL CENTER","1801 N JACKSON ST BOX 460","TULLAHOMA","TN","37388","COFFEE","53.000000000000","37.100000000000","13.000000000000","3.900000000000","41.000000000000"
"440148","STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP","520 W MAIN ST","SMITHVILLE","TN","37166","DE KALB","65.000000000000","45.500000000000","51.000000000000","15.300000000000","60.800000000000"
"440150","SUMMIT MEDICAL CENTER","5655 FRIST BLVD","HERMITAGE","TN","37076","DAVIDSON","71.000000000000","49.700000000000","37.000000000000","11.100000000000","60.800000000000"
"440151","RIVER PARK HOSPITAL","1559 SPARTA STREET","MC MINNVILLE","TN","37110","WARREN","13.333333333333","9.333333333333","22.000000000000","6.600000000000","15.933333333333"
"440152","REGIONAL MEDICAL CENTER AT MEMPHIS","877 JEFFERSON AVENUE","MEMPHIS","TN","38103","SHELBY","38.888888888889","27.222222222222","36.000000000000","10.800000000000","38.022222222222"
"440153","TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER","435 2ND ST","NEWPORT","TN","37821","COCKE","84.000000000000","58.800000000000","36.000000000000","10.800000000000","69.600000000000"
"440156","PARKRIDGE MEDICAL CENTER","2333 MCCALLIE AVE","CHATTANOOGA","TN","37404","HAMILTON","54.545454545455","38.181818181818","52.000000000000","15.600000000000","53.781818181818"
"440159","DELTA MEDICAL CENTER","3000 GETWELL RD","MEMPHIS","TN","38118","SHELBY","26.666666666667","18.666666666667","55.000000000000","16.500000000000","35.166666666667"
"440161","CENTENNIAL MEDICAL CENTER","2300 PATTERSON STREET","NASHVILLE","TN","37203","DAVIDSON","62.727272727273","43.909090909091","55.000000000000","16.500000000000","60.409090909091"
"440173","PARKWEST MEDICAL CENTER","9352 PARK WEST BLVD","KNOXVILLE","TN","37923","KNOX","66.363636363636","46.454545454545","64.000000000000","19.200000000000","65.654545454545"
"440175","CROCKETT HOSPITAL","HWY 43 S BOX 847","LAWRENCEBURG","TN","38464","LAWRENCE","35.000000000000","24.500000000000","41.000000000000","12.300000000000","36.800000000000"
"440176","INDIAN PATH MEDICAL CENTER","2000 BROOKSIDE DR","KINGSPORT","TN","37660","SULLIVAN","61.111111111111","42.777777777778","29.000000000000","8.700000000000","51.477777777778"
"440180","JELLICO COMMUNITY HOSPITAL","188 HOSPITAL LANE","JELLICO","TN","37762","CAMPBELL","15.000000000000","10.500000000000","53.000000000000","15.900000000000","26.400000000000"
"440182","MCKENZIE REGIONAL HOSPITAL","161 HOSPITAL DRIVE","MC KENZIE","TN","38201","CARROLL","100.000000000000","70.000000000000","48.000000000000","14.400000000000","84.400000000000"
"440183","ST FRANCIS HOSPITAL","5959 PARK AVE","MEMPHIS","TN","38119","SHELBY","65.454545454545","45.818181818182","32.000000000000","9.600000000000","55.418181818182"
"440184","FRANKLIN WOODS COMMUNITY HOSPITAL","401 PRINCETON RD","JOHNSON CITY","TN","37601","WASHINGTON","11.250000000000","7.875000000000","91.000000000000","27.300000000000","35.175000000000"
"440185","SKYRIDGE MEDICAL CENTER","2305 CHAMBLISS AVE NW","CLEVELAND","TN","37311","BRADLEY","56.666666666667","39.666666666667","40.000000000000","12.000000000000","51.666666666667"
"440187","LIVINGSTON REGIONAL HOSPITAL","315 OAK ST BOX 550","LIVINGSTON","TN","38570","OVERTON","53.750000000000","37.625000000000","53.000000000000","15.900000000000","53.525000000000"
"440189","REGIONAL HOSPITAL OF JACKSON","367 HOSPITAL BLVD","JACKSON","TN","38305","MADISON","77.777777777778","54.444444444444","33.000000000000","9.900000000000","64.344444444444"
"440192","WHITE COUNTY COMMUNITY HOSPITAL","401 SEWELL DR","SPARTA","TN","38583","WHITE","36.666666666667","25.666666666667","62.000000000000","18.600000000000","44.266666666667"
"440193","UNIVERSITY MEDICAL CENTER","1411 BADDOUR PARKWAY","LEBANON","TN","37087","WILSON","38.888888888889","27.222222222222","17.000000000000","5.100000000000","32.322222222222"
"440194","HENDERSONVILLE MEDICAL CENTER","355 NEW SHACKLE ISLAND RD","HENDERSONVILLE","TN","37075","SUMNER","72.000000000000","50.400000000000","35.000000000000","10.500000000000","60.900000000000"
"440197","SOUTHERN HILLS MEDICAL CTR","391 WALLACE RD","NASHVILLE","TN","37211","DAVIDSON","54.000000000000","37.800000000000","34.000000000000","10.200000000000","48.000000000000"
"440227","STONECREST MEDICAL CENTER","200 STONECREST BOULEVARD","SMYRNA","TN","37167","RUTHERFORD","67.777777777778","47.444444444444","40.000000000000","12.000000000000","59.444444444444"
"440228","SAINT FRANCIS BARTLETT MEDICAL CENTER","2986 KATE BOND RD","BARTLETT","TN","38133","SHELBY","47.777777777778","33.444444444444","26.000000000000","7.800000000000","41.244444444444"
"450002","PROVIDENCE MEMORIAL HOSPITAL","2001 N OREGON ST","EL PASO","TX","79902","EL PASO","70.909090909091","49.636363636364","49.000000000000","14.700000000000","64.336363636364"
"450005","MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL","608 STRICKLAND DRIVE","ORANGE","TX","77630","ORANGE","58.888888888889","41.222222222222","50.000000000000","15.000000000000","56.222222222222"
"450007","PETERSON REGIONAL MEDICAL CENTER","551 HILL COUNTRY DRIVE","KERRVILLE","TX","78028","KERR","75.555555555556","52.888888888889","32.000000000000","9.600000000000","62.488888888889"
"450010","UNITED REGIONAL HEALTH CARE SYSTEM","1600 11TH STREET","WICHITA FALLS","TX","76301","WICHITA","64.545454545455","45.181818181818","57.000000000000","17.100000000000","62.281818181818"
"450011","ST JOSEPH REGIONAL HEALTH CENTER","2801 FRANCISCAN DR","BRYAN","TX","77802","BRAZOS","70.000000000000","49.000000000000","52.000000000000","15.600000000000","64.600000000000"
"450015","PARKLAND HEALTH AND HOSPITAL SYSTEM","5201 HARRY HINES BLVD","DALLAS","TX","75235","DALLAS","60.000000000000","42.000000000000","14.000000000000","4.200000000000","46.200000000000"
"450018","UNIVERSITY OF TEXAS MEDICAL BRANCH GAL","301 UNIVERSITY BOULEVARD","GALVESTON","TX","77555","GALVESTON","64.545454545455","45.181818181818","44.000000000000","13.200000000000","58.381818181818"
"450021","BAYLOR UNIVERSITY MEDICAL CENTER","3500 GASTON AVE","DALLAS","TX","75246","DALLAS","53.000000000000","37.100000000000","37.000000000000","11.100000000000","48.200000000000"
"450023","CITIZENS MEDICAL CENTER","2701 HOSPITAL DRIVE","VICTORIA","TX","77901","VICTORIA","65.454545454545","45.818181818182","49.000000000000","14.700000000000","60.518181818182"
"450024","UNIVERSITY MEDICAL CENTER OF EL PASO","4815 ALAMEDA AVE","EL PASO","TX","79905","EL PASO","63.636363636364","44.545454545455","58.000000000000","17.400000000000","61.945454545455"
"450028","VHS BROWNSVILLE HOSPITAL COMPANY, LLC","1040 W JEFFERSON ST","BROWNSVILLE","TX","78520","CAMERON","47.272727272727","33.090909090909","44.000000000000","13.200000000000","46.290909090909"
"450029","LAREDO MEDICAL CENTER","1700 EAST SAUNDERS","LAREDO","TX","78044","WEBB","87.272727272727","61.090909090909","51.000000000000","15.300000000000","76.390909090909"
"450032","GOOD SHEPHERD MEDICAL CENTER MARSHALL","811 S WASHINGTON","MARSHALL","TX","75670","HARRISON","57.777777777778","40.444444444444","32.000000000000","9.600000000000","50.044444444444"
"450033","VHS HARLINGEN HOSPITAL COMPANY LLC","2101 PEASE ST","HARLINGEN","TX","78550","CAMERON","70.000000000000","49.000000000000","24.000000000000","7.200000000000","56.200000000000"
"450034","CHRISTUS HOSPITAL","2830 CALDER AVENUE","BEAUMONT","TX","77702","JEFFERSON","65.454545454545","45.818181818182","46.000000000000","13.800000000000","59.618181818182"
"450035","ST JOSEPH MEDICAL CENTER","1401 ST. JOSEPH PARKWAY","HOUSTON","TX","77002","HARRIS","61.000000000000","42.700000000000","49.000000000000","14.700000000000","57.400000000000"
"450037","GOOD SHEPHERD MEDICAL CENTER","700 EAST MARSHALL AVENUE","LONGVIEW","TX","75601","GREGG","66.363636363636","46.454545454545","56.000000000000","16.800000000000","63.254545454545"
"450039","JPS HEALTH NETWORK","1500 S MAIN ST","FORT WORTH","TX","76104","TARRANT","70.000000000000","49.000000000000","31.000000000000","9.300000000000","58.300000000000"
"450040","COVENANT MEDICAL CENTER","3615 19TH STREET","LUBBOCK","TX","79410","LUBBOCK","42.727272727273","29.909090909091","41.000000000000","12.300000000000","42.209090909091"
"450042","PROVIDENCE HEALTH CENTER","6901 MEDICAL PARKWAY","WACO","TX","76712","MCLENNAN","60.000000000000","42.000000000000","74.000000000000","22.200000000000","64.200000000000"
"450044","UT SOUTHWESTERN UNIVERSITY HOSPITAL","5909 HARRY HINES BLVD","DALLAS","TX","75390","DALLAS","44.545454545455","31.181818181818","36.000000000000","10.800000000000","41.981818181818"
"450046","CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI","600 ELIZABETH STREET","CORPUS CHRISTI","TX","78404","NUECES","50.909090909091","35.636363636364","29.000000000000","8.700000000000","44.336363636364"
"450051","METHODIST DALLAS MEDICAL CENTER","1441 NORTH BECKLEY AVENUE","DALLAS","TX","75203","DALLAS","81.818181818182","57.272727272727","31.000000000000","9.300000000000","66.572727272727"
"450054","SCOTT & WHITE MEMORIAL HOSPITAL","2401 31ST ST","TEMPLE","TX","76508","BELL","73.636363636364","51.545454545455","30.000000000000","9.000000000000","60.545454545455"
"450055","ROLLING PLAINS MEMORIAL HOSPITAL","200 E ARIZONA","SWEETWATER","TX","79556","NOLAN","83.333333333333","58.333333333333","86.000000000000","25.800000000000","84.133333333333"
"450056","SETON MEDICAL CENTER AUSTIN","1201 W 38TH ST","AUSTIN","TX","78705","TRAVIS","57.272727272727","40.090909090909","43.000000000000","12.900000000000","52.990909090909"
"450058","BAPTIST MEDICAL CENTER","111 DALLAS STREET","SAN ANTONIO","TX","78205","BEXAR","69.090909090909","48.363636363636","33.000000000000","9.900000000000","58.263636363636"
"450064","TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL","800 W RANDOL MILL RD","ARLINGTON","TX","76012","TARRANT","68.888888888889","48.222222222222","33.000000000000","9.900000000000","58.122222222222"
"450068","MEMORIAL HERMANN TEXAS MEDICAL CENTER","6411 FANNIN","HOUSTON","TX","77030","HARRIS","60.000000000000","42.000000000000","32.000000000000","9.600000000000","51.600000000000"
"450072","BRAZOSPORT REGIONAL HEALTH SYSTEM","100 MEDICAL DRIVE","LAKE JACKSON","TX","77566","BRAZORIA","56.666666666667","39.666666666667","51.000000000000","15.300000000000","54.966666666667"
"450079","BAYLOR MEDICAL CENTER AT IRVING","1901 N MACARTHUR BLVD","IRVING","TX","75061","DALLAS","73.636363636364","51.545454545455","38.000000000000","11.400000000000","62.945454545455"
"450209","NORTHWEST TEXAS HOSPITAL","1501 COULTER ROAD","AMARILLO","TX","79106","POTTER","50.000000000000","35.000000000000","28.000000000000","8.400000000000","43.400000000000"
"450211","MEMORIAL MEDICAL CENTER OF EAST TEXAS","1201 WEST FRANK STREET","LUFKIN","TX","75901","ANGELINA","56.363636363636","39.454545454545","47.000000000000","14.100000000000","53.554545454545"
"450213","UNIVERSITY HEALTH SYSTEM","4502 MEDICAL DR","SAN ANTONIO","TX","78229","BEXAR","29.090909090909","20.363636363636","34.000000000000","10.200000000000","30.563636363636"
"450214","GULF COAST MEDICAL CENTER","10141 US 59 NORTH","WHARTON","TX","77488","WHARTON","38.571428571429","27.000000000000","66.000000000000","19.800000000000","46.800000000000"
"450219","SCOTT & WHITE HOSPITAL-LLANO","200 W OLLIE","LLANO","TX","78643","LLANO","52.500000000000","36.750000000000","38.000000000000","11.400000000000","48.150000000000"
"450221","MOORE COUNTY HOSPITAL DISTRICT","224 E SECOND STREET","DUMAS","TX","79029","MOORE","100.000000000000","70.000000000000","67.000000000000","20.100000000000","90.100000000000"
"450222","CONROE REGIONAL MEDICAL CENTER","504 MEDICAL CENTER BLVD","CONROE","TX","77304","MONTGOMERY","81.818181818182","57.272727272727","29.000000000000","8.700000000000","65.972727272727"
"450229","HENDRICK MEDICAL CENTER","1900 PINE","ABILENE","TX","79601","TAYLOR","41.818181818182","29.272727272727","55.000000000000","16.500000000000","45.772727272727"
"450231","BAPTIST ST ANTHONYS HEALTH SYSTEM-BAPTIST CAMPUS","1600 WALLACE BLVD","AMARILLO","TX","79106","POTTER","61.818181818182","43.272727272727","47.000000000000","14.100000000000","57.372727272727"
"450236","HOPKINS COUNTY MEMORIAL HOSPITAL","115 AIRPORT RD","SULPHUR SPRINGS","TX","75482","HOPKINS","55.555555555556","38.888888888889","35.000000000000","10.500000000000","49.388888888889"
"450237","CHRISTUS SANTA ROSA HOSPITAL","333 N SANTA ROSA STREET","SAN ANTONIO","TX","78207","BEXAR","75.454545454545","52.818181818182","36.000000000000","10.800000000000","63.618181818182"
"450271","WISE REGIONAL HEALTH SYSTEM","609 MEDICAL CENTER DRIVE","DECATUR","TX","76234","WISE","56.363636363636","39.454545454545","59.000000000000","17.700000000000","57.154545454545"
"450272","CENTRAL TEXAS MEDICAL CENTER","1301 WONDER WORLD DRIVE","SAN MARCOS","TX","78666","HAYS","51.111111111111","35.777777777778","48.000000000000","14.400000000000","50.177777777778"
"450280","BAYLOR MEDICAL CENTER AT GARLAND","2300 MARIE CURIE DRIVE","GARLAND","TX","75042","DALLAS","67.272727272727","47.090909090909","30.000000000000","9.000000000000","56.090909090909"
"450289","HARRIS HEALTH SYSTEM","2525 HOLLY HALL","HOUSTON","TX","77054","HARRIS","30.909090909091","21.636363636364","37.000000000000","11.100000000000","32.736363636364"
"450292","TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN","850 ED HALL","KAUFMAN","TX","75142","KAUFMAN","76.666666666667","53.666666666667","67.000000000000","20.100000000000","73.766666666667"
"450296","CLEVELAND REGIONAL MEDICAL CTR","300 E CROCKETT","CLEVELAND","TX","77327","LIBERTY","76.250000000000","53.375000000000","54.000000000000","16.200000000000","69.575000000000"
"450299","COLLEGE STATION MEDICAL CENTER","1604 ROCK PRAIRIE ROAD","COLLEGE STATION","TX","77842","BRAZOS","39.090909090909","27.363636363636","39.000000000000","11.700000000000","39.063636363636"
"450324","TEXOMA MEDICAL CENTER","5016 S US HIGHWAY 75","DENISON","TX","75020","GRAYSON","78.181818181818","54.727272727273","51.000000000000","15.300000000000","70.027272727273"
"450330","OAKBEND MEDICAL CENTER","1705 JACKSON ST","RICHMOND","TX","77469","FORT BEND","34.444444444444","24.111111111111","23.000000000000","6.900000000000","31.011111111111"
"450340","SAN ANGELO COMMUNITY MEDICAL CENTER","3501 KNICKERBOCKER ROAD","SAN ANGELO","TX","76904","TOM GREEN","61.818181818182","43.272727272727","65.000000000000","19.500000000000","62.772727272727"
