"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Pneumonia Patients Whose Initial ER Blood Culture Was Performed Prior To Administration Of First Dose Of Antibiotics","Number of Patients 2","Footnote 2","Percent of Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","Number of Patients 4","Footnote 4"
"261321","HEDRICK MEDICAL CENTER","100 CENTRAL STREET","","","CHILLICOTHE","MO","64601","LIVINGSTON","6606461480","97","29","","100","25",""
"260183","SAINT FRANCIS MEDICAL CENTER","211 ST FRANCIS DR","","","CAPE GIRARDEAU","MO","63703","CAPE GIRARDEAU","5733313000","98","324","","92","180",""
"240002","ESSENTIA HEALTH ST MARY'S MEDICAL CENTER","407 EAST THIRD STREET","","","DULUTH","MN","55805","SAINT LOUIS","2187864000","94","81","Data submitted were based on a sample of cases/patients","93","67","Data submitted were based on a sample of cases/patients"
"061310","SEDGWICK COUNTY MEMORIAL HOSPITAL","900 CEDAR STREET","","","JULESBURG","CO","80737","SEDGWICK","9704743323","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"141320","PARIS COMMUNITY HOSPITAL","721 E COURT STREET","","","PARIS","IL","61944","EDGAR","2174654141","100","32","","96","26",""
"170086","STORMONT-VAIL HEALTHCARE","1500 SW 10TH ST","","","TOPEKA","KS","66604","SHAWNEE","7853546121","99","333","","97","185",""
"241305","RIVERWOOD HEALTHCARE CENTER","200 BUNKER HILL DRIVE","","","AITKIN","MN","56431","AITKIN","2189275501","80","30","","88","33",""
"131301","BOUNDARY COMMUNITY HOSPITAL","6640 KANIKSU STREET","","","BONNERS FERRY","ID","83805","BOUNDARY","2082674850","Not Available","Not Available","Data submitted were based on a sample of cases/patients., Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Data submitted were based on a sample of cases/patients., Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"310034","RIVERVIEW MEDICAL CENTER","ONE RIVERVIEW PLAZA","","","RED BANK","NJ","07701","MONMOUTH","7327412700","100","174","Data submitted were based on a sample of cases/patients","98","118","Data submitted were based on a sample of cases/patients"
"271316","FRANCES MAHON DEACONESS HOSPITAL","621 3RD ST S","","","GLASGOW","MT","59230","VALLEY","4062283500","Not Available","Not Available","The number of cases/patients is too few to report","94","17","The number of cases/patients is too few to report"
"110023","GORDON HOSPITAL","1035 RED BUD ROAD","","","CALHOUN","GA","30701","GORDON","7066292895","100","244","","97","141",""
"060023","ST MARYS HOSPITAL AND MEDICAL CENTER","2635 N 7TH STREET","","","GRAND JUNCTION","CO","81502","MESA","9702981950","96","215","","98","141",""
"241317","COOK COUNTY NORTHSHORE HOSPITAL","515 5TH AVE WEST","","","GRAND MARAIS","MN","55604","COOK","2183873040","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"371317","MERCY HOSPITAL LOGAN COUNTY","200 SOUTH ACADEMY ROAD","","","GUTHRIE","OK","73044","LOGAN","4052826700","90","51","","94","34",""
"171378","KINGMAN COMMUNITY HOSPITAL","750 W AVE D","","","KINGMAN","KS","67068","KINGMAN","6205323147","80","15","The number of cases/patients is too few to report","91","23","The number of cases/patients is too few to report"
"450033","VHS HARLINGEN HOSPITAL COMPANY LLC","2101 PEASE ST","","","HARLINGEN","TX","78550","CAMERON","9563891100","99","438","","97","234",""
"100217","SEBASTIAN RIVER MEDICAL CENTER","13695 US HWY 1","","","SEBASTIAN","FL","32978","INDIAN RIVER","7725893187","100","148","","100","130",""
"180050","HARLAN APPALACHIAN REGIONAL HEALTHCARE HOSPITAL","81 BALL PARK ROAD","","","HARLAN","KY","40831","HARLAN","6065738100","99","168","","97","108",""
"450840","TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN","1105 CENTRAL EXPRESSWAY NORTH","","","ALLEN","TX","75013","COLLIN","9727476197","99","154","","100","102",""
"440068","ATHENS REGIONAL MEDICAL CENTER","1114 W MADISON AVE","","","ATHENS","TN","37371","MCMINN","4237451411","98","100","","96","100",""
"370047","MERCY MEMORIAL HEALTH CENTER","1011 FOURTEENTH AVENUE, NORTHWEST","","","ARDMORE","OK","73401","CARTER","4052235400","97","125","Data submitted were based on a sample of cases/patients","95","78","Data submitted were based on a sample of cases/patients"
"361322","BLUFFTON HOSPITAL","139 GARAU STREET","","","BLUFFTON","OH","45817","ALLEN","4193589010","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"230019","PROVIDENCE HOSPITAL AND MEDICAL CENTERS","16001 W NINE MILE RD","","","SOUTHFIELD","MI","48075","OAKLAND","2488493011","98","367","Data submitted were based on a sample of cases/patients","97","342","Data submitted were based on a sample of cases/patients"
"330086","MOUNT VERNON HOSPITAL","12 NORTH 7TH AVENUE","","","MOUNT VERNON","NY","10550","WESTCHESTER","9146648000","99","81","","97","36",""
"271323","CLARK FORK VALLEY HOSPITAL","10 KRUGER RD","","","PLAINS","MT","59859","SANDERS","4068264800","100","11","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"440183","ST FRANCIS HOSPITAL","5959 PARK AVE","","","MEMPHIS","TN","38119","SHELBY","9017651000","99","96","","98","114",""
"450825","CORNERSTONE REGIONAL HOSPITAL","2302 CORNERSTONE BOULEVARD","","","EDINBURG","TX","78539","HIDALGO","9566184444","Not Available","0","Data submitted were based on a sample of cases/patients., No cases met the criteria for this measure., Results are based on a shorter time period than required","Not Available","0","Data submitted were based on a sample of cases/patients., No cases met the criteria for this measure., Results are based on a shorter time period than required"
"180124","GREENVIEW REGIONAL HOSPITAL","1801 ASHLEY CIRCLE","","","BOWLING GREEN","KY","42104","WARREN","2707931000","99","119","","99","71",""
"330104","NYACK HOSPITAL","160 NORTH MIDLAND AVENUE","","","NYACK","NY","10960","ROCKLAND","8453482000","99","161","Data submitted were based on a sample of cases/patients","99","75","Data submitted were based on a sample of cases/patients"
"260102","TRUMAN MEDICAL CENTER LAKEWOOD","7900 LEE'S SUMMIT RD","","","KANSAS CITY","MO","64139","JACKSON","8164047000","91","81","","98","50",""
"150088","ST VINCENT ANDERSON REGIONAL HOSPITAL INC","2015 JACKSON ST","","","ANDERSON","IN","46016","MADISON","7656468373","100","213","","99","104",""
"100230","MEMORIAL HOSPITAL PEMBROKE","7800 SHERIDAN ST","","","PEMBROKE PINES","FL","33024","BROWARD","9549629650","100","200","","100","125",""
"250015","GRENADA LAKE MEDICAL CENTER","960 AVENT DRIVE","","","GRENADA","MS","38901","GRENADA","6622277000","91","68","","80","50",""
"230207","MCLAREN OAKLAND","50 NORTH PERRY","","","PONTIAC","MI","48342","OAKLAND","2483385000","100","87","","97","66",""
"390012","LANSDALE HOSPITAL","100 MEDICAL CAMPUS DRIVE","","","LANSDALE","PA","19446","MONTGOMERY","2153682100","99","141","Data submitted were based on a sample of cases/patients","100","85","Data submitted were based on a sample of cases/patients"
"360059","METROHEALTH SYSTEM","2500 METROHEALTH DRIVE","","","CLEVELAND","OH","44109","CUYAHOGA","2167787089","95","153","","95","128",""
"220033","BEVERLY HOSPITAL CORPORATION","85 HERRICK STREET","","","BEVERLY","MA","01915","ESSEX","9789223000","98","495","","99","258",""
"140119","RUSH UNIVERSITY MEDICAL CENTER","1653 WEST CONGRESS PARKWAY","","","CHICAGO","IL","60612","COOK","3129425000","97","110","Data submitted were based on a sample of cases/patients","91","45","Data submitted were based on a sample of cases/patients"
"420080","HILTON HEAD REGIONAL MEDICAL CENTER","25 HOSPITAL CENTER BLVD","","","HILTON HEAD ISLAND","SC","29925","BEAUFORT","8436816122","99","142","","100","87",""
"470001","CENTRAL VERMONT MEDICAL CENTER","BOX 547","","","BARRE","VT","05641","WASHINGTON","8023714100","100","140","","95","78",""
"321304","UNION COUNTY GENERAL HOSPITAL","300 WILSON STREET","","","CLAYTON","NM","88415","UNION","5753742585","Not Available","Not Available","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report","Not Available","Not Available","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report"
"450395","MEMORIAL MEDICAL CENTER LIVINGSTON","1717 HWY 59 BYPASS","","","LIVINGSTON","TX","77351","POLK","9363274381","93","124","Data submitted were based on a sample of cases/patients","82","96","Data submitted were based on a sample of cases/patients"
"450856","SOUTH TEXAS SPINE AND SURGICAL HOSPITAL","18600 NORTH HARDY OAK BLVD","","","SAN ANTONIO","TX","78258","BEXAR","2104040800","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"301306","FRANKLIN REGIONAL HOSPITAL","15 AIKEN AVENUE","","","FRANKLIN","NH","03235","MERRIMACK","6039342060","100","42","","76","21","The number of cases/patients is too few to report"
"500037","TOPPENISH COMMUNITY HOSPITAL","502 W FOURTH AVE","","","TOPPENISH","WA","98948","YAKIMA","5098651520","98","56","","100","37",""
"450641","NOCONA GENERAL HOSPITAL","100 PARK ROAD","","","NOCONA","TX","76255","MONTAGUE","9408253235","Not Available","Not Available","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report","94","17","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report"
"15004F","VA N. INDIANA HEALTHCARE SYSTEM - MARION","1700 E. 38TH STREET","","","MARION                        ","IN","46953","GRANT","7656743321","100","38","","97","30",""
"141319","HAMMOND HENRY HOSPITAL","600 N COLLEGE AVENUE","","","GENESEO","IL","61254","HENRY","3099446431","100","54","","100","47",""
"27003F","VA MONTANA HEALTHCARE SYSTEM","1892 WILLIAMS STREET","","","FORT HARRISON                 ","MT","59636","LEWIS AND CLARK","4064477900","100","35","","100","27",""
"140174","PRESENCE MERCY MEDICAL CENTER","1325 N HIGHLAND AVENUE","","","AURORA","IL","60506","KANE","6308592222","100","168","Data submitted were based on a sample of cases/patients","94","87","Data submitted were based on a sample of cases/patients"
"490141","SPOTSYLVANIA REGIONAL MEDICAL CENTER","4600 SPOTSYLVANIA PARKWAY","","","FREDERICKSBURG","VA","22408","SPOTSYLVANIA","5404984000","98","87","","99","71",""
"381301","COTTAGE GROVE COMMUNITY MEDICAL CENTER","1515 VILLAGE DRIVE","","","COTTAGE GROVE","OR","97424","LANE","5419420511","100","15","The number of cases/patients is too few to report","85","20","The number of cases/patients is too few to report"
"100006","ORLANDO HEALTH","1414 S KUHL AVE","","","ORLANDO","FL","32806","ORANGE","3218415111","94","668","","96","400",""
"150168","THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR","7952 W JEFFERSON BLVD","","","FORT WAYNE","IN","46804","ALLEN","2604352999","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"400106","METROPOLITAN HOSPITAL","CARRETERA 21 1785 URB LAS LOMAS","","","SAN JUAN","PR","00915","SAN JUAN","7877829999","85","186","","95","164",""
"16003F","VA CENTRAL IOWA HEALTHCARE SYSTEM","3600 30TH STREET","","","DES MOINES                    ","IA","50310","POLK","5156995999","97","65","","89","35",""
"521357","MERCY WALWORTH HOSPITAL & MEDICAL CENTER","N2950 STATE ROAD 67","","","LAKE GENEVA","WI","53147","WALWORTH","2622450535","96","52","","100","42",""
"370234","OKLAHOMA HEART HOSPITAL SOUTH","5200 EAST I-240 SERVICE ROAD","","","OKLAHOMA CITY","OK","73135","OKLAHOMA","4056286000","Not Available","Not Available","The number of cases/patients is too few to report","96","26",""
"340070","ALAMANCE REGIONAL MEDICAL CENTER","1240 HUFFMAN MILL RD","","","BURLINGTON","NC","27216","ALAMANCE","3365387000","94","263","","92","160",""
"420082","AIKEN REGIONAL MEDICAL CENTER","302 UNIVERSITY PARKWAY","","","AIKEN","SC","29801","AIKEN","8036415900","97","142","Data submitted were based on a sample of cases/patients","100","83","Data submitted were based on a sample of cases/patients"
"531313","STAR VALLEY MEDICAL CENTER","901 ADAMS STREET","","","AFTON","WY","83110","LINCOLN","3078855800","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"100292","SACRED HEART HOSPITAL ON THE EMERALD COAST","7800 US HWY 98 W","","","MIRAMAR BEACH","FL","32550","WALTON","8502783600","97","152","","99","78",""
"140012","KATHERINE SHAW BETHEA HOSPITAL","403 E 1ST ST","","","DIXON","IL","61021","LEE","8152885531","100","78","","100","53",""
"450058","BAPTIST MEDICAL CENTER","111 DALLAS STREET","","","SAN ANTONIO","TX","78205","BEXAR","2102971020","99","1094","","98","574",""
"251311","PATIENT'S CHOICE MEDICAL CENTER OF HUMPHREYS","500 CCC ROAD","","","BELZONI","MS","39038","HUMPHREYS","6622473831","Not Available","0","No cases met the criteria for this measure., Results are based on a shorter time period than required","Not Available","0","No cases met the criteria for this measure., Results are based on a shorter time period than required"
"250050","OCH REGIONAL MEDICAL CENTER","400 HOSPITAL ROAD","","","STARKVILLE","MS","39759","OKTIBBEHA","6623234320","98","61","","91","47",""
"450010","UNITED REGIONAL HEALTH CARE SYSTEM","1600 11TH STREET","","","WICHITA FALLS","TX","76301","WICHITA","9407643055","100","270","","98","223",""
"420062","CHESTERFIELD GENERAL HOSPITAL","711 CHESTERFIELD HIGHWAY","","","CHERAW","SC","29520","CHESTERFIELD","8435377881","97","108","Data submitted were based on a sample of cases/patients","93","61","Data submitted were based on a sample of cases/patients"
"070012","ROCKVILLE GENERAL HOSPITAL","31 UNION ST","","","ROCKVILLE","CT","06066","TOLLAND","8608725160","98","166","","100","89",""
"281352","COMMUNITY MEDICAL CENTER, INC","P O BOX 399, 2307 BARADA ST","","","FALLS CITY","NE","68355","RICHARDSON","4022452428","Not Available","Not Available","The number of cases/patients is too few to report","100","11","The number of cases/patients is too few to report"
"441311","TRISTAR ASHLAND CITY MEDICAL CENTER","313 NORTH MAIN ST","","","ASHLAND CITY","TN","37015","CHEATHAM","6157923030","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"110201","COLISEUM NORTHSIDE HOSPITAL","400 CHARTER BOULEVARD","","","MACON","GA","31210","BIBB","4787575990","99","73","","100","41",""
"260020","MERCY HOSPITAL ST LOUIS","615 NEW BALLAS ROAD","","","SAINT LOUIS","MO","63141","SAINT LOUIS","3145696000","99","111","Data submitted were based on a sample of cases/patients","100","62","Data submitted were based on a sample of cases/patients"
"110039","TRINITY HOSPITAL OF AUGUSTA","2260 WRIGHTSBORO RD","","","AUGUSTA","GA","30904","RICHMOND","7064817000","99","80","Data submitted were based on a sample of cases/patients","98","47","Data submitted were based on a sample of cases/patients"
"34012F","DURHAM VA MEDICAL CENTER","508 FULTON STREET","","","DURHAM                        ","NC","27705","DURHAM","9192860411","96","97","","97","34",""
"450853","BAYLOR MEDICAL CENTER AT FRISCO","5601 WARREN PARKWAY","","","FRISCO","TX","75034","COLLIN","2146182000","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"141336","ST JOSEPH'S HOSPITAL","1515 MAIN STREET","","","HIGHLAND","IL","62249","MADISON","6186547421","98","41","","100","19","The number of cases/patients is too few to report"
"330197","CANTON-POTSDAM HOSPITAL","50 LEROY STREET","","","POTSDAM","NY","13676","SAINT LAWRENCE","3152653300","95","123","","95","85",""
"060117","ANIMAS SURGICAL HOSPITAL, LLC","575 RIVERGATE LANE","","","DURANGO","CO","81301","LA PLATA","9702473537","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"460049","THE ORTHOPEDIC SPECIALTY HOSPITAL","5848 SOUTH 300 EAST","","","MURRAY","UT","84107","SALT LAKE","8013144100","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"520195","COLUMBIA CENTER","13125 N PORT WASHINGTON RD","","","MEQUON","WI","53097","OZAUKEE","2622437408","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"670019","UNIVERSITY GENERAL HOSPITAL","7501 FANNIN","","","HOUSTON","TX","77054","HARRIS","7136523800","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"450702","LONGVIEW REGIONAL MEDICAL CENTER","2901 N FOURTH ST","","","LONGVIEW","TX","75605","GREGG","9037581818","96","122","Data submitted were based on a sample of cases/patients","100","63","Data submitted were based on a sample of cases/patients"
"100132","SOUTH FLORIDA BAPTIST HOSPITAL","301 N ALEXANDER ST","","","PLANT CITY","FL","33563","HILLSBOROUGH","8137571200","99","192","","99","118",""
"440110","FORT LOUDOUN MEDICAL CENTER","550 FORT LOUDOUN MEDICAL CENTER DR","","","LENOIR CITY","TN","37772","LOUDON","8652716000","99","127","Data submitted were based on a sample of cases/patients","96","69","Data submitted were based on a sample of cases/patients"
"05128F","VA GREATER LOS ANGELES HEALTHCARE SYSTEM","11301 WILSHIRE BLVD.","","","WEST LOS ANGELES              ","CA","90073","LOS ANGELES","3104783711","99","86","","90","41",""
"390086","DUBOIS REGIONAL MEDICAL CENTER","100 HOSPITAL AVENUE","","","DUBOIS","PA","15801","CLEARFIELD","8143712200","92","103","","94","69",""
"441310","RHEA MEDICAL CENTER","9400 RHEA COUNTY HIGHWAY","","","DAYTON","TN","37321","RHEA","4237751121","100","35","Results are based on a shorter time period than required","83","30","Results are based on a shorter time period than required"
"390322","BUCKS COUNTY SPECIALTY HOSPITAL","3300 TILLMAN DRIVE","","","BENSALEM","PA","19020","BUCKS","2152447400","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"310084","KIMBALL MEDICAL CENTER","600 RIVER AVE","","","LAKEWOOD","NJ","08701","OCEAN","7323631900","100","234","","100","136",""
"360089","MERCY TIFFIN HOSPITAL","45 ST LAWRENCE DRIVE","","","TIFFIN","OH","44883","SENECA","4194557000","99","105","","95","73",""
"670052","DOCTORS HOSPITAL","1901 DOCTORS HOSPITAL DRIVE","","","BRIDGEPORT","TX","76426","WISE","9406835423","100","42","Results are based on a shorter time period than required","93","15","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"220105","WINCHESTER HOSPITAL","41 HIGHLAND AVENUE","","","WINCHESTER","MA","01890","MIDDLESEX","7817299000","96","153","Data submitted were based on a sample of cases/patients","97","105","Data submitted were based on a sample of cases/patients"
"220071","MASSACHUSETTS GENERAL HOSPITAL","55 FRUIT STREET","","","BOSTON","MA","02114","SUFFOLK","6177262000","97","71","Data submitted were based on a sample of cases/patients","91","45","Data submitted were based on a sample of cases/patients"
"320009","LOVELACE MEDICAL CENTER","601 DR MARTIN LUTHER KING JR AVE NE","","","ALBUQUERQUE","NM","87102","BERNALILLO","5057278000","94","142","Data submitted were based on a sample of cases/patients","95","79","Data submitted were based on a sample of cases/patients"
"390290","HAHNEMANN UNIVERSITY HOSPITAL","230 NORTH BROAD STREET","","","PHILADELPHIA","PA","19102","PHILADELPHIA","2157627000","99","239","","98","96",""
"180101","GEORGETOWN COMMUNITY HOSPITAL","1140 LEXINGTON ROAD","","","GEORGETOWN","KY","40324","SCOTT","5028681100","97","92","","97","69",""
"390013","EVANGELICAL COMMUNITY HOSPITAL","ONE HOSPITAL DRIVE","","","LEWISBURG","PA","17837","UNION","5705222200","99","238","","94","142",""
"670077","METHODIST WEST HOUSTON HOSPITAL","18500 KATY FREEWAY","","","HOUSTON","TX","77094","HARRIS","8325221000","99","125","Data submitted were based on a sample of cases/patients","99","71","Data submitted were based on a sample of cases/patients"
"371318","FAIRFAX COMMUNITY HOSPITAL","40 HOSPITAL ROAD","","","FAIRFAX","OK","74637","OSAGE","9186423291","Not Available","Not Available","The number of cases/patients is too few to report","100","12","The number of cases/patients is too few to report"
"170195","HEARTLAND SURGICAL SPEC HOSPITAL","4901 COLLEGE BOULEVARD","","","LEAWOOD","KS","66211","JOHNSON","9137545000","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"281340","DUNDY COUNTY HOSPITAL","P O BOX 626, 1313 NORTH CHEYENNE ST","","","BENKELMAN","NE","69021","DUNDY","3084232204","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"450686","UNIVERSITY MEDICAL CENTER","602 INDIANA AVENUE","","","LUBBOCK","TX","79415","LUBBOCK","8067758200","97","134","Data submitted were based on a sample of cases/patients","95","57","Data submitted were based on a sample of cases/patients"
"271305","MCCONE COUNTY HEALTH CENTER","605 SULLIVAN AVE","","","CIRCLE","MT","59215","MCCONE","4064853381","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"070024","WILLIAM W BACKUS HOSPITAL","326 WASHINGTON ST","","","NORWICH","CT","06360","NEW LONDON","8608898331","97","61","Data submitted were based on a sample of cases/patients","98","92","Data submitted were based on a sample of cases/patients"
"361315","HARDIN MEMORIAL HOSPITAL","921 EAST FRANKLIN STREET","","","KENTON","OH","43326","HARDIN","4196730761","98","51","","100","40",""
"340151","HALIFAX REGIONAL MEDICAL CENTER INC","250 SMITH CHURCH RD","","","ROANOKE RAPIDS","NC","27870","HALIFAX","2525358005","96","214","","96","131",""
"191324","OCHSNER ST ANNE GENERAL HOSPITAL","4608 HIGHWAY 1","","","RACELAND","LA","70394","LAFOURCHE","9855378377","96","52","","97","37",""
"440032","WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL","851 LOCUST STREET","","","ROGERSVILLE","TN","37857","HAWKINS","4239217000","96","144","","89","100",""
"210055","LAUREL REGIONAL MEDICAL CENTER","7300 VAN DUSEN ROAD","","","LAUREL","MD","20707","PRINCE GEORGES","3017254300","96","137","","92","86",""
"510085","CAMC TEAYS VALLEY HOSPITAL","1400 HOSPITAL DRIVE","","","HURRICANE","WV","25526","PUTNAM","3047571700","98","122","","91","88",""
"501313","CASCADE MEDICAL CENTER","817 COMMERCIAL STREET","","","LEAVENWORTH","WA","98826","CHELAN","5095485815","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","Not Available","The number of cases/patients is too few to report"
"240030","DOUGLAS COUNTY HOSPITAL","111 17TH AVENUE EAST","","","ALEXANDRIA","MN","56308","DOUGLAS","3207621511","100","127","","89","74",""
"263302","CHILDRENS MERCY HOSPITAL","2401 GILLHAM ROAD","","","KANSAS CITY","MO","64108","JACKSON","8162343000","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"241329","LAKEWOOD HEALTH SYSTEM","49725 COUNTY ROAD 83","","","STAPLES","MN","56479","TODD","2188941515","88","24","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report","82","38","Data submitted were based on a sample of cases/patients"
"430014","AVERA ST LUKES","305 S STATE ST  PO BOX 4450","","","ABERDEEN","SD","57401","BROWN","6056225000","99","134","","93","67",""
"140161","SAINT JAMES HOSPITAL","2500 WEST REYNOLDS STREET","","","PONTIAC","IL","61764","LIVINGSTON","8158422828","99","71","","100","33",""
"330180","SAMARITAN HOSPITAL","2215 BURDETT AVENUE","","","TROY","NY","12180","RENSSELAER","5182713225","92","156","","98","107",""
"320085","MOUNTAIN VIEW REGIONAL MEDICAL CENTER","4311 EAST LOHMAN AVENUE","","","LAS CRUCES","NM","88011","DONA ANA","5755567600","100","232","Data submitted were based on a sample of cases/patients","99","148","Data submitted were based on a sample of cases/patients"
"180104","BAPTIST HEALTH PADUCAH","2501 KENTUCKY AVENUE","","","PADUCAH","KY","42003","MCCRACKEN","2705752100","99","273","","98","166",""
"360348","DUBLIN METHODIST HOSPITAL","7500 HOSPITAL AVENUE","","","DUBLIN","OH","43016","FRANKLIN","6145448000","95","63","","96","55",""
"351330","WEST RIVER REGIONAL MEDICAL CENTER-CAH","1000 HIGHWAY 12","","","HETTINGER","ND","58639","ADAMS","7015674561","100","17","The number of cases/patients is too few to report","88","33",""
"341314","WASHINGTON COUNTY HOSP INC","958 US HWY 64 EAST","","","PLYMOUTH","NC","27962","WASHINGTON","2527934135","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"520102","AURORA LAKELAND MED CTR","W3985 CTY RD NN","","","ELKHORN","WI","53121","WALWORTH","2627412000","100","109","","99","78",""
"100223","FORT WALTON BEACH MEDICAL CENTER","1000 MAR-WALT DR","","","FORT WALTON BEACH","FL","32547","OKALOOSA","8508621111","99","181","","94","107",""
"340097","HUGH CHATHAM MEMORIAL HOSPITAL","180 PARKWOOD DR","","","ELKIN","NC","28621","SURRY","3365277000","99","211","","98","141",""
"360143","MARYMOUNT HOSPITAL","12300 MCCRACKEN ROAD","","","GARFIELD HEIGHTS","OH","44125","CUYAHOGA","2165810500","100","305","","100","200",""
"190006","UNIVERSITY MEDICAL CENTER","2390 WEST CONGRESS","","","LAFAYETTE","LA","70506","LAFAYETTE","3372616000","97","58","","95","40",""
"351300","TIOGA MEDICAL CENTER","810 N WELO ST","","","TIOGA","ND","58852","WILLIAMS","7016643305","Not Available","Not Available","The number of cases/patients is too few to report","Not Available","0","No cases met the criteria for this measure"
"351320","UNITY MEDICAL CENTER","164 W 13TH STREET","","","GRAFTON","ND","58237","WALSH","7013521620","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report","Not Available","Not Available","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"440115","HUMBOLDT GENERAL HOSPITAL INC","3525 CHERE CAROL RD","","","HUMBOLDT","TN","38343","GIBSON","7317842321","94","18","The number of cases/patients is too few to report","62","13","The number of cases/patients is too few to report"
"440016","BAPTIST MEMORIAL HOSPITAL HUNTINGDON","631 RB WILSON DR","","","HUNTINGDON","TN","38344","CARROLL","7319864461","100","44","","100","31",""
"310032","SOUTH JERSEY HOSPITAL","1505 W SHERMAN AVE","","","VINELAND","NJ","08360","CUMBERLAND","8566418000","99","131","Data submitted were based on a sample of cases/patients","97","61","Data submitted were based on a sample of cases/patients"
"460026","SEVIER VALLEY MEDICAL CENTER","1000 NORTH MAIN STREET","","","RICHFIELD","UT","84701","SEVIER","4358934100","97","29","Data submitted were based on a sample of cases/patients","96","27","Data submitted were based on a sample of cases/patients"
"380091","KAISER SUNNYSIDE MEDICAL CENTER","10180 SE SUNNYSIDE ROAD","","","CLACKAMAS","OR","97015","CLACKAMAS","5038132000","95","196","Data submitted were based on a sample of cases/patients","96","110","Data submitted were based on a sample of cases/patients"
"430008","BROOKINGS HOSPITAL","300 22ND AVE","","","BROOKINGS","SD","57006","BROOKINGS","6056967701","100","59","","98","45",""
"330353","FOREST HILLS HOSPITAL","102 - 01 66TH ROAD","","","FOREST HILLS","NY","11375","QUEENS","7188304000","98","161","Data submitted were based on a sample of cases/patients","99","83","Data submitted were based on a sample of cases/patients"
"390046","YORK HOSPITAL","1001 SOUTH GEORGE STREET","","","YORK","PA","17403","YORK","7178512345","95","284","","100","231",""
"140049","WEST SUBURBAN MEDICAL CENTER","3 ERIE COURT","","","OAK PARK","IL","60302","COOK","7083836200","100","192","Data submitted were based on a sample of cases/patients","96","116","Data submitted were based on a sample of cases/patients"
"360016","JEWISH HOSPITAL, LLC","4777 EAST GALBRAITH ROAD","","","CINCINNATI","OH","45236","HAMILTON","5136863003","97","153","Data submitted were based on a sample of cases/patients","96","78","Data submitted were based on a sample of cases/patients"
"430097","SANFORD ABERDEEN MEDICAL CENTER","2905 3RD AVE SE  POST OFFICE BOX 1770","","","ABERDEEN","SD","57402","BROWN","6056264200","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
"131308","CASCADE MEDICAL CENTER","402 LAKE CASCADE PARKWAY","","","CASCADE","ID","83611","VALLEY","2083824242","Not Available","Not Available","Results are not available for this reporting period","Not Available","Not Available","Results are not available for this reporting period"
