Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,AMI-7a Performance Rate,AMI-7a Achievement Points,AMI-7a Improvement Points,AMI-7a Measure Score, AMI-8a Performance Rate,AMI-8a Achievement Points,AMI-8a Improvement Points,AMI-8a Measure Score,AMI Condition/Procedure Score
"390258","ST MARY MEDICAL CENTER","LANGHORNE-NEWTOWN RD","LANGHORNE","PA","19047","BUCKS","N/A","N/A","N/A","N/A","0.9787","7 out of 10","6 out of 9","7 out of 10","7"
"390263","LEHIGH VALLEY HOSPITAL - MUHLENBERG","2545 SCHOENERSVILLE ROAD","BETHLEHEM","PA","18017","LEHIGH","N/A","N/A","N/A","N/A","0.9730","7 out of 10","7 out of 9","7 out of 10","7"
"390265","JEFFERSON REGIONAL MEDICAL CENTER","565 COAL VALLEY RD","PITTSBURGH","PA","15236","ALLEGHENY","N/A","N/A","N/A","N/A","0.9242","1 out of 10","5 out of 9","5 out of 10","5"
"390266","GROVE CITY MEDICAL CENTER","631 NORTH BROAD STREET EXT.","GROVE CITY","PA","16127","MERCER","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"390267","FORBES REGIONAL HOSPITAL","2570 HAYMAKER RD","MONROEVILLE","PA","15146","ALLEGHENY","N/A","N/A","N/A","N/A","0.9020","0 out of 10","5 out of 9","5 out of 10","5"
"390268","MOUNT NITTANY MEDICAL CENTER","1800 EAST PARK AVE","STATE COLLEGE","PA","16803","CENTRE","N/A","N/A","N/A","N/A","0.9130","0 out of 10","4 out of 9","4 out of 10","4"
"390270","GEISINGER WYOMING VALLEY MEDICAL CENTER","100O EAST MOUNTAIN BOULEVARD","WILKES BARRE","PA","18711","LUZERNE","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"390290","HAHNEMANN UNIVERSITY HOSPITAL","230 NORTH BROAD STREET","PHILADELPHIA","PA","19102","PHILADELPHIA","N/A","N/A","N/A","N/A","0.8333","0 out of 10","N/A","0 out of 10","0"
"390304","ROXBOROUGH MEMORIAL HOSPITAL","5800 RIDGE AVE","PHILADELPHIA","PA","19128","PHILADELPHIA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"390312","CANCER TREATMENT CENTERS OF AMERICA","1331 EAST WYOMING AVENUE","PHILADELPHIA","PA","19124","PHILADELPHIA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"390314","COORDINATED HEALTH ORTHOPEDIC HOSPITAL","2310 HIGHLAND AVENUE","BETHLEHEM","PA","18017","LEHIGH","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"390316","SURGICAL INSTITUTE OF READING","2752 CENTURY BOULEVARD","WYOMISSING","PA","19610","BERKS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"390321","SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH","1503 CEDAR CREST BOULEVARD","ALLENTOWN","PA","18104","LEHIGH","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"390322","BUCKS COUNTY SPECIALTY HOSPITAL","3300 TILLMAN DRIVE","BENSALEM","PA","19020","BUCKS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"390323","ADVANCED SURGICAL HOSPITAL","100 TRICH DRIVE","WASHINGTON","PA","15301","WASHINGTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"390325","OSS ORTHOPAEDIC HOSPITAL","1861 POWDER MILL RD","YORK","PA","17402","YORK","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"410001","MEMORIAL HOSPITAL OF RHODE ISLAND","111 BREWSTER STREET","PAWTUCKET","RI","02860","PROVIDENCE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"410004","ROGER WILLIAMS MEDICAL CENTER","825 CHALKSTONE AVENUE","PROVIDENCE","RI","02908","PROVIDENCE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"410005","ST JOSEPH HEALTH SERVICES OF RI","200 HIGH SERVICE AVENUE","NORTH PROVIDENCE","RI","02904","PROVIDENCE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"410006","NEWPORT HOSPITAL","FRIENDSHIP STREET","NEWPORT","RI","02840","NEWPORT","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"410007","RHODE ISLAND HOSPITAL","593 EDDY STREET","PROVIDENCE","RI","02902","PROVIDENCE","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"410008","SOUTH COUNTY HOSPITAL INC","100 KENYON AVE","WAKEFIELD","RI","02879","WASHINGTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"410009","KENT COUNTY MEMORIAL HOSPITAL","455 TOLL GATE RD","WARWICK","RI","02886","KENT","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"410010","WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND","101 DUDLEY STREET","PROVIDENCE","RI","02905","PROVIDENCE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"410011","LANDMARK MEDICAL CENTER,  INC","115 CASS AVE","WOONSOCKET","RI","02895","PROVIDENCE","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"410012","MIRIAM HOSPITAL","164 SUMMIT AVENUE","PROVIDENCE","RI","02906","PROVIDENCE","N/A","N/A","N/A","N/A","0.9565","5 out of 10","7 out of 9","7 out of 10","7"
"410013","WESTERLY HOSPITAL","25 WELLS STREET","WESTERLY","RI","02891","WASHINGTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"420002","PIEDMONT MEDICAL CENTER","222 S HERLONG AVE","ROCK HILL","SC","29730","YORK","N/A","N/A","N/A","N/A","0.9615","5 out of 10","0 out of 9","5 out of 10","5"
"420004","MUSC MEDICAL CENTER","169 ASHLEY AVE","CHARLESTON","SC","29425","CHARLESTON","N/A","N/A","N/A","N/A","0.9118","0 out of 10","2 out of 9","2 out of 10","2"
"420005","MCLEOD MEDICAL CENTER - DILLON","301 E JACKSON ST","DILLON","SC","29536","DILLON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"420007","SPARTANBURG REGIONAL MEDICAL CENTER","101 E WOOD ST","SPARTANBURG","SC","29303","SPARTANBURG","N/A","N/A","N/A","N/A","0.9381","3 out of 10","6 out of 9","6 out of 10","6"
"420009","OCONEE MEDICAL CENTER","298 MEMORIAL DRIVE","SENECA","SC","29672","OCONEE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"430012","AVERA SACRED HEART HOSPITAL","501 SUMMIT","YANKTON","SD","57078","YANKTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"430013","AVERA QUEEN OF PEACE","525 N FOSTER","MITCHELL","SD","57301","DAVISON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"430014","AVERA ST LUKES","305 S STATE ST","ABERDEEN","SD","57401","BROWN","N/A","N/A","N/A","N/A","0.9167","0 out of 10","N/A","0 out of 10","0"
"430015","ST MARY'S HOSPITAL","801 E SIOUX","PIERRE","SD","57501","HUGHES","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"430016","AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER","1325 S CLIFF AVE  PO BOX 5045","SIOUX FALLS","SD","57117","MINNEHAHA","N/A","N/A","N/A","N/A","0.9375","3 out of 10","7 out of 9","7 out of 10","7"
"430027","SANFORD USD MEDICAL CENTER","1305 W 18TH ST  PO BOX 5039","SIOUX FALLS","SD","57117","MINNEHAHA","N/A","N/A","N/A","N/A","0.9412","3 out of 10","2 out of 9","3 out of 10","3"
"430048","SPEARFISH REGIONAL HOSPITAL","1440 N MAIN ST","SPEARFISH","SD","57783","LAWRENCE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"430077","RAPID CITY REGIONAL HOSPITAL","353 FAIRMONT BLVD  PO BOX 6000","RAPID CITY","SD","57701","PENNINGTON","N/A","N/A","N/A","N/A","0.8000","0 out of 10","1 out of 9","1 out of 10","1"
"430089","SIOUXLAND SURGERY CENTER LP","600 SIOUX POINT ROAD","DAKOTA DUNES","SD","57049","UNION","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"430090","SIOUX FALLS SPECIALTY HOSPITAL","910 EAST 20TH STREET","SIOUX FALLS","SD","57105","MINNEHAHA","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"430091","BLACK HILLS SURGICAL HOSPITAL LLP","216 ANAMARIA DR","RAPID CITY","SD","57703","PENNINGTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"430092","DAKOTA PLAINS SURGICAL CENTER LLP","701 8TH AVENUE NW SUITE C","ABERDEEN","SD","57401","BROWN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"430095","AVERA HEART HOSPITAL OF SOUTH DAKOTA LLC","4500 W 69TH ST","SIOUX FALLS","SD","57108","MINNEHAHA","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"440001","UNICOI COUNTY MEMORIAL HOSPITAL","GREENWAY CIRCLE","ERWIN","TN","37650","UNICOI","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440002","JACKSON-MADISON COUNTY GENERAL HOSPITAL","620 SKYLINE DRIVE","JACKSON","TN","38301","MADISON","N/A","N/A","N/A","N/A","0.9216","1 out of 10","5 out of 9","5 out of 10","5"
"440003","SUMNER REGIONAL MEDICAL CENTER","555 HARTSVILLE PIKE","GALLATIN","TN","37066","SUMNER","N/A","N/A","N/A","N/A","0.9231","1 out of 10","N/A","1 out of 10","1"
"440006","SKYLINE MEDICAL CENTER","3441 DICKERSON PIKE","NASHVILLE","TN","37207","DAVIDSON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"440009","CUMBERLAND MEDICAL CENTER","421 S MAIN ST","CROSSVILLE","TN","38555","CUMBERLAND","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440011","BLOUNT MEMORIAL HOSPITAL","907 E LAMAR ALEXANDER PARKWAY","MARYVILLE","TN","37804","BLOUNT","N/A","N/A","N/A","N/A","0.9804","7 out of 10","3 out of 9","7 out of 10","7"
"440012","WELLMONT BRISTOL REGIONAL MEDICAL CENTER","ONE MEDICAL PARK BLVD","BRISTOL","TN","37620","SULLIVAN","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"440015","UNIVERSITY OF TN MEMORIAL HOSPITAL","1924 ALCOA HIGHWAY","KNOXVILLE","TN","37920","KNOX","N/A","N/A","N/A","N/A","0.9388","3 out of 10","3 out of 9","3 out of 10","3"
"440017","WELLMONT HOLSTON VALLEY MEDICAL CENTER","130 WEST RAVINE ROAD","KINGSPORT","TN","37662","SULLIVAN","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"440018","SYCAMORE SHOALS HOSPITAL","1501 WEST ELK AVENUE","ELIZABETHTON","TN","37643","CARTER","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440020","HILLSIDE HOSPITAL","1265 E COLLEGE ST","PULASKI","TN","38478","GILES","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440025","LAUGHLIN MEMORIAL HOSPITAL, INC","1420 TUSCULUM BLVD","GREENEVILLE","TN","37745","GREENE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440029","WILLIAMSON MEDICAL CENTER","4321 CAROTHERS PARKWAY","FRANKLIN","TN","37067","WILLIAMSON","N/A","N/A","N/A","N/A","0.8140","0 out of 10","0 out of 9","0 out of 10","0"
"440030","MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION","908 W 4TH NORTH ST","MORRISTOWN","TN","37814","HAMBLEN","N/A","N/A","N/A","N/A","0.9778","7 out of 10","1 out of 9","7 out of 10","7"
"440031","ROANE MEDICAL CENTER","412 DEVONIA ST","HARRIMAN","TN","37748","ROANE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440032","WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL","851 LOCUST STREET","ROGERSVILLE","TN","37857","HAWKINS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440033","TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER","923 EAST CENTRAL AVENUE","LA FOLLETTE","TN","37766","CAMPBELL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440034","METHODIST MEDICAL CENTER OF OAK RIDGE","990 OAK RIDGE TURNPIKE BOX 529","OAK RIDGE","TN","37830","ANDERSON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"440035","GATEWAY MEDICAL CENTER","651 DUNLOP LANE","CLARKSVILLE","TN","37040","MONTGOMERY","N/A","N/A","N/A","N/A","0.9565","5 out of 10","8 out of 9","8 out of 10","8"
"440039","VANDERBILT UNIVERSITY HOSPITAL","1161 21ST AVENUE SOUTH","NASHVILLE","TN","37232","DAVIDSON","N/A","N/A","N/A","N/A","0.7333","0 out of 10","0 out of 9","0 out of 10","0"
"440046","HORIZON MEDICAL CENTER","111 HIGHWAY 70 EAST","DICKSON","TN","37055","DICKSON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440048","BAPTIST MEMORIAL HOSPITAL","6019 WALNUT GROVE ROAD","MEMPHIS","TN","38120","SHELBY","N/A","N/A","N/A","N/A","0.9259","1 out of 10","6 out of 9","6 out of 10","6"
"440049","METHODIST HEALTHCARE MEMPHIS HOSPITALS","1265 UNION AVE SUITE 700","MEMPHIS","TN","38104","SHELBY","N/A","N/A","N/A","N/A","0.9735","7 out of 10","0 out of 9","7 out of 10","7"
"440050","TAKOMA REGIONAL HOSPITAL","401 TAKOMA AVE","GREENEVILLE","TN","37743","GREENE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440051","MCNAIRY REGIONAL HOSPITAL","705 E POPLAR AVE","SELMER","TN","38375","MCNAIRY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440053","MIDDLE TENNESSEE MEDICAL CENTER INC","1700 MEDICAL CENTER PARKWAY","MURFREESBORO","TN","37129","RUTHERFORD","N/A","N/A","N/A","N/A","0.9111","0 out of 10","6 out of 9","6 out of 10","6"
"440054","WOODS MEMORIAL HOSPITAL","886 HIGHWAY 411 NORTH","ETOWAH","TN","37331","MCMINN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440056","TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL","110 HOSPITAL DRIVE","JEFFERSON CITY","TN","37760","JEFFERSON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440057","CLAIBORNE COUNTY HOSPITAL","1850 OLD KNOXVILLE HIGHWAY","TAZEWELL","TN","37879","CLAIBORNE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440058","SOUTHERN TENNESSEE MEDICAL CENTER","185 HOSPITAL ROAD","WINCHESTER","TN","37398","FRANKLIN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440059","COOKEVILLE REGIONAL MEDICAL CENTER","1 MEDICAL CENTER BOULEVARD","COOKEVILLE","TN","38501","PUTNAM","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"440061","VOLUNTEER COMMUNITY HOSPITAL","161 MOUNT PELIA RD","MARTIN","TN","38237","WEAKLEY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440063","JOHNSON CITY MEDICAL CENTER","400 N STATE OF FRANKLIN RD","JOHNSON CITY","TN","37604","WASHINGTON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"440064","GRANDVIEW MEDICAL CENTER","1000 HIGHWAY 28","JASPER","TN","37347","MARION","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440065","NORTHCREST MEDICAL CENTER","100 NORTHCREST DRIVE","SPRINGFIELD","TN","37172","ROBERTSON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440067","LAKEWAY REGIONAL HOSPITAL","726 MCFARLAND ST","MORRISTOWN","TN","37814","HAMBLEN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440068","ATHENS REGIONAL MEDICAL CENTER","1114 W MADISON AVE","ATHENS","TN","37371","MCMINN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440072","DYERSBURG REGIONAL MEDICAL CENTER","400 TICKLE ST","DYERSBURG","TN","38024","DYER","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440073","MAURY REGIONAL HOSPITAL","1224 TROTWOOD AVE","COLUMBIA","TN","38401","MAURY","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"440081","LECONTE MEDICAL CENTER","742 MIDDLECREEK ROAD","SEVIERVILLE","TN","37862","CUMBERLAND","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440082","ST THOMAS HOSPITAL","4220 HARDING RD, PO BOX 380","NASHVILLE","TN","37205","DAVIDSON","N/A","N/A","N/A","N/A","0.9804","7 out of 10","0 out of 9","7 out of 10","7"
"440084","SWEETWATER HOSPITAL ASSOCIATION","304 WRIGHT ST","SWEETWATER","TN","37874","MONROE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440091","MEMORIAL HEALTHCARE SYSTEM, INC","2525 DESALES AVE","CHATTANOOGA","TN","37404","HAMILTON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"440102","LINCOLN MEDICAL CENTER","106 MEDICAL CENTER BLVD","FAYETTEVILLE","TN","37334","LINCOLN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440104","ERLANGER MEDICAL CENTER","975 E 3RD ST","CHATTANOOGA","TN","37403","HAMILTON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"440109","HARDIN MEDICAL CENTER","935 WAYNE ROAD","SAVANNAH","TN","38372","HARDIN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440110","FORT LOUDOUN MEDICAL CENTER","550 FORT LOUDOUN MEDICAL CENTER DR","LENOIR CITY","TN","37772","LOUDON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440111","METRO NASHVILLE GENERAL HOSPITAL","1818 ALBION STREET","NASHVILLE","TN","37208","DAVIDSON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440120","TENNOVA HEALTHCARE","900 EAST OAK HILL AVENUE","KNOXVILLE","TN","37917","KNOX","N/A","N/A","N/A","N/A","0.8800","0 out of 10","5 out of 9","5 out of 10","5"
"440125","FORT SANDERS REGIONAL MEDICAL CENTER","1901 W CLINCH AVE","KNOXVILLE","TN","37916","KNOX","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"440130","BAPTIST MEMORIAL HOSPITAL UNION CITY","1201 BISHOP ST, PO BOX 310","UNION CITY","TN","38261","OBION","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440131","BAPTIST MEMORIAL HOSPITAL TIPTON","1995 HIGHWAY 51 S","COVINGTON","TN","38019","TIPTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440132","HENRY COUNTY MEDICAL CENTER","301 TYSON AV","PARIS","TN","38242","HENRY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440133","BAPTIST HOSPITAL","2000 CHURCH ST","NASHVILLE","TN","37236","DAVIDSON","N/A","N/A","N/A","N/A","0.9524","4 out of 10","0 out of 9","4 out of 10","4"
"440137","HERITAGE MEDICAL CENTER","2835 HWY 231 N","SHELBYVILLE","TN","37160","BEDFORD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440144","HARTON REGIONAL MEDICAL CENTER","1801 N JACKSON ST BOX 460","TULLAHOMA","TN","37388","COFFEE","N/A","N/A","N/A","N/A","0.9167","0 out of 10","N/A","0 out of 10","0"
"440148","STONES RIVER HOSPITAL AND DEKALB COMMUNITY HOSP","520 W MAIN ST","SMITHVILLE","TN","37166","DE KALB","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440150","SUMMIT MEDICAL CENTER","5655 FRIST BLVD","HERMITAGE","TN","37076","DAVIDSON","N/A","N/A","N/A","N/A","0.9697","6 out of 10","0 out of 9","6 out of 10","6"
"440151","RIVER PARK HOSPITAL","1559 SPARTA STREET","MC MINNVILLE","TN","37110","WARREN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440152","REGIONAL MEDICAL CENTER AT MEMPHIS","877 JEFFERSON AVENUE","MEMPHIS","TN","38103","SHELBY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440153","TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER","435 2ND ST","NEWPORT","TN","37821","COCKE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440156","PARKRIDGE MEDICAL CENTER","2333 MCCALLIE AVE","CHATTANOOGA","TN","37404","HAMILTON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"440159","DELTA MEDICAL CENTER","3000 GETWELL RD","MEMPHIS","TN","38118","SHELBY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440161","CENTENNIAL MEDICAL CENTER","2300 PATTERSON STREET","NASHVILLE","TN","37203","DAVIDSON","N/A","N/A","N/A","N/A","0.9375","3 out of 10","0 out of 9","3 out of 10","3"
"440173","PARKWEST MEDICAL CENTER","9352 PARK WEST BLVD","KNOXVILLE","TN","37923","KNOX","N/A","N/A","N/A","N/A","0.9574","5 out of 10","5 out of 9","5 out of 10","5"
"440175","CROCKETT HOSPITAL","HWY 43 S BOX 847","LAWRENCEBURG","TN","38464","LAWRENCE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440176","INDIAN PATH MEDICAL CENTER","2000 BROOKSIDE DR","KINGSPORT","TN","37660","SULLIVAN","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440180","JELLICO COMMUNITY HOSPITAL","188 HOSPITAL LANE","JELLICO","TN","37762","CAMPBELL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440182","MCKENZIE REGIONAL HOSPITAL","161 HOSPITAL DRIVE","MC KENZIE","TN","38201","CARROLL","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440183","ST FRANCIS HOSPITAL","5959 PARK AVE","MEMPHIS","TN","38119","SHELBY","N/A","N/A","N/A","N/A","0.9677","6 out of 10","7 out of 9","7 out of 10","7"
"440184","FRANKLIN WOODS COMMUNITY HOSPITAL","401 PRINCETON RD","JOHNSON CITY","TN","37601","WASHINGTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440185","SKYRIDGE MEDICAL CENTER","2305 CHAMBLISS AVE NW","CLEVELAND","TN","37311","BRADLEY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440187","LIVINGSTON REGIONAL HOSPITAL","315 OAK ST BOX 550","LIVINGSTON","TN","38570","OVERTON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440189","REGIONAL HOSPITAL OF JACKSON","367 HOSPITAL BLVD","JACKSON","TN","38305","MADISON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440192","WHITE COUNTY COMMUNITY HOSPITAL","401 SEWELL DR","SPARTA","TN","38583","WHITE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440193","UNIVERSITY MEDICAL CENTER","1411 BADDOUR PARKWAY","LEBANON","TN","37087","WILSON","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440194","HENDERSONVILLE MEDICAL CENTER","355 NEW SHACKLE ISLAND RD","HENDERSONVILLE","TN","37075","SUMNER","N/A","N/A","N/A","N/A","1.0000","10 out of 10","N/A","10 out of 10","10"
"440197","SOUTHERN HILLS MEDICAL CTR","391 WALLACE RD","NASHVILLE","TN","37211","DAVIDSON","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"440227","STONECREST MEDICAL CENTER","200 STONECREST BOULEVARD","SMYRNA","TN","37167","RUTHERFORD","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"440228","SAINT FRANCIS BARTLETT MEDICAL CENTER","2986 KATE BOND RD","BARTLETT","TN","38133","SHELBY","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"450002","PROVIDENCE MEMORIAL HOSPITAL","2001 N OREGON ST","EL PASO","TX","79902","EL PASO","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450005","MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL","608 STRICKLAND DRIVE","ORANGE","TX","77630","ORANGE","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"450007","PETERSON REGIONAL MEDICAL CENTER","551 HILL COUNTRY DRIVE","KERRVILLE","TX","78028","KERR","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"450010","UNITED REGIONAL HEALTH CARE SYSTEM","1600 11TH STREET","WICHITA FALLS","TX","76301","WICHITA","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450011","ST JOSEPH REGIONAL HEALTH CENTER","2801 FRANCISCAN DR","BRYAN","TX","77802","BRAZOS","N/A","N/A","N/A","N/A","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450015","PARKLAND HEALTH AND HOSPITAL SYSTEM","5201 HARRY HINES BLVD","DALLAS","TX","75235","DALLAS","N/A","N/A","N/A","N/A","0.9167","0 out of 10","7 out of 9","7 out of 10","7"
"450018","UNIVERSITY OF TEXAS MEDICAL BRANCH GAL","301 UNIVERSITY BOULEVARD","GALVESTON","TX","77555","GALVESTON","N/A","N/A","N/A","N/A","0.9643","6 out of 10","8 out of 9","8 out of 10","8"
"450021","BAYLOR UNIVERSITY MEDICAL CENTER","3500 GASTON AVE","DALLAS","TX","75246","DALLAS","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"450023","CITIZENS MEDICAL CENTER","2701 HOSPITAL DRIVE","VICTORIA","TX","77901","VICTORIA","N/A","N/A","N/A","N/A","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"450024","UNIVERSITY MEDICAL CENTER OF EL PASO","4815 ALAMEDA AVE","EL PASO","TX","79905","EL PASO","N/A","N/A","N/A","N/A","0.9333","2 out of 10","8 out of 9","8 out of 10","8"
"450028","VHS BROWNSVILLE HOSPITAL COMPANY, LLC","1040 W JEFFERSON ST","BROWNSVILLE","TX","78520","CAMERON","N/A","N/A","N/A","N/A","0.9000","0 out of 10","7 out of 9","7 out of 10","7"
