"Provider ID","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Measure","Rate","Sample","Footnote"
"500026","SWEDISH EDMONDS HOSPITAL","21601 76TH AVENUE WEST","","","EDMONDS","WA","98026","SNOHOMISH","4256404000","Immunization for pneumonia","89","615","Data submitted were based on a sample of cases/patients"
"500027","SWEDISH MEDICAL CENTER","747 BROADWAY","","","SEATTLE","WA","98122","KING","2063866000","Immunization for pneumonia","84","722","Data submitted were based on a sample of cases/patients"
"500030","PEACEHEALTH ST JOSEPH MEDICAL CENTER","2901 SQUALICUM PARKWAY","","","BELLINGHAM","WA","98225","WHATCOM","3607345400","Immunization for pneumonia","88","637","Data submitted were based on a sample of cases/patients"
"500031","GRAYS HARBOR COMMUNITY HOSPITAL","915 ANDERSON DRIVE","","","ABERDEEN","WA","98520","GRAYS HARBOR","3605328330","Immunization for pneumonia","89","1849","Data submitted were based on a sample of cases/patients"
"500033","SAMARITAN HOSPITAL","801 EAST WHEELER ROAD","","","MOSES LAKE","WA","98837","GRANT","5097655606","Immunization for pneumonia","74","243","Data submitted were based on a sample of cases/patients"
"500036","YAKIMA VALLEY MEMORIAL HOSPITAL","2811 TIETON DRIVE","","","YAKIMA","WA","98902","YAKIMA","5095758000","Immunization for pneumonia","75","509","Data submitted were based on a sample of cases/patients"
"500037","TOPPENISH COMMUNITY HOSPITAL","502 W FOURTH AVE","","","TOPPENISH","WA","98948","YAKIMA","5098651520","Immunization for pneumonia","90","227","Data submitted were based on a sample of cases/patients"
"500039","HARRISON MEDICAL CENTER","2520 CHERRY AVENUE","","","BREMERTON","WA","98310","KITSAP","3603773911","Immunization for pneumonia","94","652","Data submitted were based on a sample of cases/patients"
"500041","PEACHEALTH ST JOHN MEDICAL CENTER","1615 DELAWARE STREET","","","LONGVIEW","WA","98632","COWLITZ","3604142000","Immunization for pneumonia","92","678","Data submitted were based on a sample of cases/patients"
"500044","DEACONESS HOSPITAL","W 800 FIFTH AVENUE","","","SPOKANE","WA","99210","SPOKANE","5094735800","Immunization for pneumonia","95","680","Data submitted were based on a sample of cases/patients"
"500049","WALLA WALLA GENERAL HOSPITAL","1025 S SECOND AVE","","","WALLA WALLA","WA","99362","WALLA WALLA","5095250480","Immunization for pneumonia","85","287","Data submitted were based on a sample of cases/patients"
"500050","PEACEHEALTH SOUTHWEST MEDICAL CENTER","400 NE MOTHER JOSEPH PLACE","","","VANCOUVER","WA","98668","CLARK","3602562000","Immunization for pneumonia","87","734","Data submitted were based on a sample of cases/patients"
"500051","OVERLAKE HOSPITAL MEDICAL CENTER","1035-116TH AVE NE","","","BELLEVUE","WA","98004","KING","4256885000","Immunization for pneumonia","96","546","Data submitted were based on a sample of cases/patients"
"500052","GROUP HEALTH CENTRAL HOSPITAL","201 - 16TH AVENUE EAST","","","SEATTLE","WA","98112","KING","2063263000","Immunization for pneumonia","Not Available","Not Available","Data submitted were based on a sample of cases/patients., The number of cases/patients is too few to report"
"500053","KENNEWICK GENERAL HOSPITAL","900 SOUTH AUBURN STREET","","","KENNEWICK","WA","99336","BENTON","5095866111","Immunization for pneumonia","91","458","Data submitted were based on a sample of cases/patients"
"500054","PROVIDENCE SACRED HEART MEDICAL CENTER","101 WEST 8TH AVENUE","","","SPOKANE","WA","99204","SPOKANE","5094743040","Immunization for pneumonia","90","527","Data submitted were based on a sample of cases/patients"
"500058","KADLEC REGIONAL MEDICAL CENTER","888 SWIFT BLVD","","","RICHLAND","WA","99352","BENTON","5099464611","Immunization for pneumonia","98","553","Data submitted were based on a sample of cases/patients"
"500060","CASCADE VALLEY HOSPITAL","330 S STILLAGUAMISH AVE","","","ARLINGTON","WA","98223","SNOHOMISH","3604352133","Immunization for pneumonia","93","320","Data submitted were based on a sample of cases/patients"
"500064","HARBORVIEW MEDICAL CENTER","325 9TH AVENUE","","","SEATTLE","WA","98104","KING","2067313000","Immunization for pneumonia","91","505","Data submitted were based on a sample of cases/patients"
"500072","OLYMPIC MEDICAL CENTER","939 CAROLINE ST","","","PORT ANGELES","WA","98362","CLALLAM","3604177000","Immunization for pneumonia","95","561","Data submitted were based on a sample of cases/patients"
"500077","PROVIDENCE HOLY FAMILY HOSPITAL","5633 NORTH LIDGERWOOD","","","SPOKANE","WA","99208","SPOKANE","5094822450","Immunization for pneumonia","90","647","Data submitted were based on a sample of cases/patients"
"500079","MULTICARE GOOD SAMARITAN HOSPITAL","401 15TH AVENUE SE","","","PUYALLUP","WA","98372","PIERCE","2536972102","Immunization for pneumonia","90","672","Data submitted were based on a sample of cases/patients"
"500084","VALLEY GENERAL HOSPITAL","14701 179TH SE","","","MONROE","WA","98272","SNOHOMISH","3607947497","Immunization for pneumonia","84","377","Data submitted were based on a sample of cases/patients"
"500088","VALLEY MEDICAL CENTER","400 S 43RD ST","","","RENTON","WA","98055","KING","4252283450","Immunization for pneumonia","87","465","Data submitted were based on a sample of cases/patients"
"500108","ST JOSEPH MEDICAL CENTER","1717 SOUTH J STREET","","","TACOMA","WA","98405","PIERCE","2536274101","Immunization for pneumonia","91","690","Data submitted were based on a sample of cases/patients"
"500119","VALLEY HOSPITAL","12606 EAST MISSION AVENUE","","","SPOKANE","WA","99216","SPOKANE","5099246650","Immunization for pneumonia","97","748","Data submitted were based on a sample of cases/patients"
"500124","EVERGREEN HOSPITAL MEDICAL CENTER","12040 NE 128TH STREET","","","KIRKLAND","WA","98034","KING","4258991000","Immunization for pneumonia","91","527","Data submitted were based on a sample of cases/patients"
"500129","TACOMA GENERAL ALLENMORE HOSPITAL","315 S MLK JR WAY","","","TACOMA","WA","98415","PIERCE","2534031000","Immunization for pneumonia","87","1095","Data submitted were based on a sample of cases/patients"
"500139","CAPITAL MEDICAL CENTER","3900 CAPITAL MALL DR SW","","","OLYMPIA","WA","98502","THURSTON","3607545858","Immunization for pneumonia","94","518","Data submitted were based on a sample of cases/patients"
"500141","ST FRANCIS COMMUNITY HOSPITAL","34515 9TH AVENUE SOUTH","","","FEDERAL WAY","WA","98003","KING","2539448100","Immunization for pneumonia","88","683","Data submitted were based on a sample of cases/patients"
"500148","CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS","820 NORTH CHELAN AVENUE","","","WENATCHEE","WA","98801","CHELAN","5096638711","Immunization for pneumonia","79","278",""
"500150","LEGACY SALMON CREEK MEDICAL CENTER","2211 NE 139TH STREET","","","VANCOUVER","WA","98686","CLARK","3604871000","Immunization for pneumonia","81","543","Data submitted were based on a sample of cases/patients"
"500151","ST ANTHONY HOSPITAL","11567 CANTERWOOD BOULEVARD NW","","","GIG HARBOR","WA","98332","PIERCE","2535302050","Immunization for pneumonia","97","755","Data submitted were based on a sample of cases/patients"
"500152","SWEDISH ISSAQUAH","751 NE BLAKELY DR","","","ISSAQUAH","WA","98029","KING","4253134000","Immunization for pneumonia","92","435","Data submitted were based on a sample of cases/patients"
"501301","GARFIELD COUNTY MEMORIAL HOSPITAL","66 NORTH SIXTH STREET","","","POMEROY","WA","99347","GARFIELD","5098431591","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501302","DAYTON GENERAL HOSPITAL","1012 SOUTH 3RD STREET","","","DAYTON","WA","99328","COLUMBIA","5093822531","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501303","WILLAPA HARBOR HOSPITAL","800 ALDER STREET","","","SOUTH BEND","WA","98586","PACIFIC","3608755526","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501304","SUMMIT PACIFIC MEDICAL CENTER","322 SOUTH BIRCH STREET","","","MCCLEARY","WA","98557","GRAYS HARBOR","3604953244","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501305","LINCOLN HOSPITAL","10 NICHOLS STREET","","","DAVENPORT","WA","99122","LINCOLN","5097257101","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501307","ODESSA MEMORIAL HEALTHCARE CENTER","502 E AMENDE DRIVE","","","ODESSA","WA","99159","LINCOLN","5099822611","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501308","COULEE COMMUNITY HOSPITAL","411 FORTUYN ROAD","","","GRAND COULEE","WA","99133","GRANT","5096331753","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501309","PROVIDENCE ST JOSEPH HOSPITAL","500 EAST WEBSTER","","","CHEWELAH","WA","99109","STEVENS","5099358211","Immunization for pneumonia","94","271",""
"501310","NEWPORT COMMUNITY HOSPITAL"," 714 WEST PINE STREET","","","NEWPORT","WA","99156","PEND OREILLE","5094472441","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501311","EAST ADAMS RURAL HOSPITAL","903 SOUTH ADAMS","","","RITZVILLE","WA","99169","ADAMS","5096591200","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501312","PROSSER MEMORIAL HOSPITAL","723 MEMORIAL STREET","","","PROSSER","WA","99350","BENTON","5097862222","Immunization for pneumonia","92","12","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"501313","CASCADE MEDICAL CENTER","817 COMMERCIAL STREET","","","LEAVENWORTH","WA","98826","CHELAN","5095485815","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501314","OCEAN BEACH HOSPITAL","174 FIRST AVENUE NORTH","","","ILWACO","WA","98624","PACIFIC","3606423181","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501315","SKYLINE HOSPITAL","211 SKYLINE DRIVE","","","WHITE SALMON","WA","98672","KLICKITAT","5094911101","Immunization for pneumonia","90","20","Data submitted were based on a sample of cases/patients., Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"501316","KLICKITAT VALLEY HOSPITAL","310 SOUTH ROOSEVELT","","","GOLDENDALE","WA","98620","KLICKITAT","5097734022","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501317","COLUMBIA BASIN HOSPITAL","200 NAT WASHINGTON WAY","","","EPHRATA","WA","98823","GRANT","5097544631","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501318","OTHELLO COMMUNITY HOSPITAL","315 NORTH 14TH AVENUE","","","OTHELLO","WA","99344","ADAMS","5094882636","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501319","MORTON GENERAL HOSPITAL","521 ADAMS STREET","","","MORTON","WA","98356","LEWIS","3604965112","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501320","QUINCY VALLEY HOSPITAL","908 10TH AVENUE SOUTHWEST","","","QUINCY","WA","98848","GRANT","5097873531","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501321","NORTH VALLEY HOSPITAL","203 SOUTH WESTERN","","","TONASKET","WA","98855","OKANOGAN","5094862151","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501322","FERRY COUNTY MEMORIAL HOSPITAL","36 KLONDIKE ROAD","","","REPUBLIC","WA","99166","FERRY","5097753333","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501323","JEFFERSON HEALTHCARE HOSPITAL","834 SHERIDAN STREET","","","PORT TOWNSEND","WA","98368","JEFFERSON","3603852200","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501324","THREE RIVERS HOSPITAL","507 HOSPITAL WAY","","","BREWSTER","WA","98812","OKANOGAN","5096892517","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501325","FORKS COMMUNITY HOSPITAL","530 BOGACHIEL WAY","","","FORKS","WA","98331","CLALLAM","3603746271","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501326","PROVIDENCE MOUNT CARMEL HOSPITAL","982 EAST COLUMBIA","","","COLVILLE","WA","99114","STEVENS","5096842561","Immunization for pneumonia","90","387","Data submitted were based on a sample of cases/patients"
"501327","WHITMAN HOSPITAL AND MEDICAL CENTER","1200 WEST FAIRVIEW","","","COLFAX","WA","99111","WHITMAN","5093973435","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501328","MID VALLEY HOSPITAL","810 JASMINE STREET","","","OMAK","WA","98841","OKANOGAN","5098261760","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501329","UNITED GENERAL HOSPITAL","2000 HOSPITAL DRIVE","","","SEDRO WOOLLEY","WA","98284","SKAGIT","3608566021","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501330","SUNNYSIDE COMMUNITY HOSPITAL","1016 TACOMA AVENUE","","","SUNNYSIDE","WA","98944","YAKIMA","5098371500","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501331","PULLMAN REGIONAL HOSPITAL","835 S BISHOP BLVD","","","PULLMAN","WA","99163","WHITMAN","5093322541","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501332","TRI-STATE MEMORIAL HOSPITAL","1221 HIGHLAND AVENUE","","","CLARKSTON","WA","99403","ASOTIN","5097585511","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501333","KITTITAS VALLEY COMMUNITY HOSPITAL","603 SOUTH CHESTNUT","","","ELLENSBURG","WA","98926","KITTITAS","5099629841","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501334","LAKE CHELAN COMMUNITY HOSPITAL","503 EAST HIGHLAND","","","CHELAN","WA","98816","CHELAN","5096823300","Immunization for pneumonia","100","23","Results are based on a shorter time period than required., The number of cases/patients is too few to report"
"501335","ST ELIZABETH HOSPITAL","1450 BATTERSBY AVENUE","","","ENUMCLAW","WA","98022","KING","3608252505","Immunization for pneumonia","85","312","Data submitted were based on a sample of cases/patients"
"501336","MASON GENERAL HOSPITAL & FAMILY OF CLINICS","901 MT VIEW DRIVE","","","SHELTON","WA","98584","MASON","3604261611","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501337","LOURDES MEDICAL CENTER","520 N FOURTH AVENUE","","","PASCO","WA","99301","FRANKLIN","5095462278","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501338","SNOQUALMIE VALLEY HOSPITAL","9575 ETHAN WADE WAY SE","","","SNOQUALMIE","WA","98065","KING","4258312300","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"501339","WHIDBEY GENERAL HOSPITAL","101 NORTH MAIN STREET","","","COUPEVILLE","WA","98239","ISLAND","3606785151","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"503300","SEATTLE CHILDREN'S HOSPITAL","4800 SAND POINT WAY NE/BOX C-5371","","","SEATTLE","WA","98105","KING","2065262000","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"510001","WEST VIRGINIA UNIVERSITY HOSPITALS","MEDICAL CENTER DRIVE","","","MORGANTOWN","WV","26506","MONONGALIA","3045984000","Immunization for pneumonia","99","582","Data submitted were based on a sample of cases/patients"
"510002","GREENBRIER VALLEY MEDICAL CENTER","202 MAPLEWOOD AVENUE  PO BOX 497","","","RONCEVERTE","WV","24970","GREENBRIER","3046474411","Immunization for pneumonia","100","607","Data submitted were based on a sample of cases/patients"
"510006","UNITED HOSPITAL CENTER","327 MEDICAL PARK DRIVE","","","BRIDGEPORT","WV","26330","HARRISON","6813421000","Immunization for pneumonia","87","708","Data submitted were based on a sample of cases/patients"
"510007","ST MARY'S MEDICAL CENTER","2900 1ST AVENUE","","","HUNTINGTON","WV","25701","CABELL","3045261234","Immunization for pneumonia","84","883","Data submitted were based on a sample of cases/patients"
"510008","CITY HOSPITAL","2500 HOSPITAL DRIVE","","","MARTINSBURG","WV","25401","BERKELEY","3042641000","Immunization for pneumonia","86","666","Data submitted were based on a sample of cases/patients"
"510012","PLEASANT VALLEY HOSPITAL","2520 VALLEY DRIVE","","","POINT PLEASANT","WV","25550","MASON","3046754340","Immunization for pneumonia","99","409","Data submitted were based on a sample of cases/patients"
"510013","REYNOLDS MEMORIAL HOSPITAL","800 WHEELING AVE","","","GLEN DALE","WV","26038","MARSHALL","3048433230","Immunization for pneumonia","90","468","Data submitted were based on a sample of cases/patients"
"510022","CHARLESTON AREA MEDICAL CENTER","501 MORRIS STREET","","","CHARLESTON","WV","25301","KANAWHA","3043886203","Immunization for pneumonia","87","771","Data submitted were based on a sample of cases/patients"
"510023","WEIRTON MEDICAL CENTER","601 COLLIERS WAY","","","WEIRTON","WV","26062","HANCOCK","3047976000","Immunization for pneumonia","83","829","Data submitted were based on a sample of cases/patients"
"510024","MONONGALIA COUNTY GENERAL HOSPITAL","1200 JD ANDERSON DR","","","MORGANTOWN","WV","26505","MONONGALIA","3045981200","Immunization for pneumonia","99","681","Data submitted were based on a sample of cases/patients"
"510029","THOMAS MEMORIAL HOSPITAL","4605 MACCORKLE AVE SW","","","SOUTH CHARLESTON","WV","25309","KANAWHA","3047663600","Immunization for pneumonia","97","707","Data submitted were based on a sample of cases/patients"
"510030","DAVIS MEMORIAL HOSPITAL","PO BOX 1484","","","ELKINS","WV","26241","RANDOLPH","3046363300","Immunization for pneumonia","95","636","Data submitted were based on a sample of cases/patients"
"510031","ST FRANCIS HOSPITAL","333 LAIDLEY ST","","","CHARLESTON","WV","25301","KANAWHA","3043476500","Immunization for pneumonia","99","508","Data submitted were based on a sample of cases/patients"
"510038","STONEWALL JACKSON MEM HOSP","230 HOSPITAL PLAZA","","","WESTON","WV","26452","LEWIS","3042698080","Immunization for pneumonia","98","377","Data submitted were based on a sample of cases/patients"
"510039","OHIO VALLEY MEDICAL CENTER","2000 EOFF STREET","","","WHEELING","WV","26003","OHIO","3042340123","Immunization for pneumonia","90","676","Data submitted were based on a sample of cases/patients"
"510046","PRINCETON COMMUNITY HOSPITAL","122 12TH STREET","","","PRINCETON","WV","24740","MERCER","3044877260","Immunization for pneumonia","95","758","Data submitted were based on a sample of cases/patients"
"510047","FAIRMONT GENERAL HOSPITAL","1325 LOCUST AVENUE","","","FAIRMONT","WV","26554","MARION","3043677100","Immunization for pneumonia","99","545","Data submitted were based on a sample of cases/patients"
"510048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DRIVE","","","LOGAN","WV","25601","LOGAN","3048311350","Immunization for pneumonia","100","717","Data submitted were based on a sample of cases/patients"
"510050","WHEELING HOSPITAL","1 MEDICAL PARK","","","WHEELING","WV","26003","OHIO","3042433000","Immunization for pneumonia","94","749","Data submitted were based on a sample of cases/patients"
"510053","ST JOSEPH HOSPITAL","1 AMALIA DRIVE","","","BUCKHANNON","WV","26201","UPSHUR","3044722000","Immunization for pneumonia","79","276","Data submitted were based on a sample of cases/patients"
"510055","CABELL-HUNTINGTON HOSPITAL INC","1340 HAL GREER BOULEVARD","","","HUNTINGTON","WV","25701","CABELL","3045262000","Immunization for pneumonia","98","439","Data submitted were based on a sample of cases/patients"
"510058","CAMDEN CLARK MEDICAL CENTER","800 GARFIELD AVE","","","PARKERSBURG","WV","26101","WOOD","3044242111","Immunization for pneumonia","93","739","Data submitted were based on a sample of cases/patients"
"510059","CHARLESTON SURGICAL HOSPITAL","1306 KANAWHA BL E","","","CHARLESTON","WV","25301","KANAWHA","3043434371","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"510062","BECKLEY ARH HOSPITAL","306 STANAFORD ROAD","","","BECKLEY","WV","25801","RALEIGH","3042553456","Immunization for pneumonia","92","821","Data submitted were based on a sample of cases/patients"
"510070","RALEIGH GENERAL HOSPITAL","1710 HARPER ROAD","","","BECKLEY","WV","25801","RALEIGH","3042564100","Immunization for pneumonia","98","716","Data submitted were based on a sample of cases/patients"
"510071","BLUEFIELD REGIONAL MEDICAL CENTER","500 CHERRY ST","","","BLUEFIELD","WV","24701","MERCER","3043271100","Immunization for pneumonia","97","650","Data submitted were based on a sample of cases/patients"
"510072","WETZEL COUNTY HOSPITAL","#3 EAST BENJAMIN DRIVE","","","NEW MARTINSVILLE","WV","26155","WETZEL","3044558000","Immunization for pneumonia","95","474","Data submitted were based on a sample of cases/patients"
"510077","WILLIAMSON MEMORIAL HOSPITAL","859 ALDERSON STREET","","","WILLIAMSON","WV","25661","MINGO","3042352500","Immunization for pneumonia","100","362","Data submitted were based on a sample of cases/patients"
"510082","SUMMERSVILLE REGIONAL MEDICAL CENTER","400 FAIRVIEW HEIGHTS ROAD","","","SUMMERSVILLE","WV","26651","NICHOLAS","3048722891","Immunization for pneumonia","87","372","Data submitted were based on a sample of cases/patients"
"510085","CAMC TEAYS VALLEY HOSPITAL","1400 HOSPITAL DRIVE","","","HURRICANE","WV","25526","PUTNAM","3047571700","Immunization for pneumonia","91","506","Data submitted were based on a sample of cases/patients"
"510086","WELCH COMMUNITY HOSPITAL","454 MCDOWELL STREET","","","WELCH","WV","24801","MCDOWELL","3044368461","Immunization for pneumonia","82","312","Data submitted were based on a sample of cases/patients"
"511300","BROADDUS HOSPITAL ASSOCIATION INC","MANSFIELD HILL P O BOX 930","","","PHILIPPI","WV","26416","BARBOUR","3044571760","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"511301","WEBSTER COUNTY MEMORIAL HOSPITAL","P O BOX 312 (MILLER MOUNTAIN DRIVE)","","","WEBSTER SPRINGS","WV","26288","WEBSTER","3048475682","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"511303","MINNIE HAMILTON HEALTH CARE CENTER","186 HOSPITAL DRIVE","","","GRANTSVILLE","WV","26147","CALHOUN","3043549244","Immunization for pneumonia","77","133",""
"511304","SISTERSVILLE GENERAL HOSPITAL","314 SOUTH WELLS STREET","","","SISTERSVILLE","WV","26175","TYLER","3046522611","Immunization for pneumonia","52","29","Results are based on a shorter time period than required"
"511306","ROANE GENERAL HOSPITAL","200 HOSPITAL DRIVE","","","SPENCER","WV","25276","ROANE","3049274444","Immunization for pneumonia","87","268",""
"511307","GRAFTON CITY HOSPITAL","500 MARKET STREET","","","GRAFTON","WV","26354","TAYLOR","3042650400","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"511308","BRAXTON COUNTY MEMORIAL HOSPITAL","100 HOYLMAN DRIVE","","","GASSAWAY","WV","26624","BRAXTON","3043645156","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"511309","WAR MEMORIAL HOSPITAL INC","1 HEALTHY WAY","","","BERKELEY SPRINGS","WV","25411","MORGAN","3042581234","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"511310","SUMMERS COUNTY ARH HOSPITAL","TERRACE STREET   P O BOX 940","","","HINTON","WV","25951","SUMMERS","3044661000","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"511311","HAMPSHIRE MEMORIAL HOSPITAL","363 SUNRISE BOULEVARD","","","ROMNEY","WV","26757","HAMPSHIRE","3048224561","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"511312","PRESTON MEMORIAL HOSPITAL","300 S PRICE STREET","","","KINGWOOD","WV","26537","PRESTON","3043291400","Immunization for pneumonia","95","246","Data submitted were based on a sample of cases/patients"
"511313","BOONE MEMORIAL HOSPITAL","701 MADISON AVENUE","","","MADISON","WV","25130","BOONE","3043691230","Immunization for pneumonia","64","294",""
"511314","POCAHONTAS MEMORIAL HOSPITAL","RR BOX 52 WEST","","","BUCKEYE","WV","24924","POCAHONTAS","3047997400","Immunization for pneumonia","90","69","Data submitted were based on a sample of cases/patients., Results are based on a shorter time period than required"
"511315","POTOMAC VALLEY HOSPITAL","100 PIN OAK LANE","","","KEYSER","WV","26726","MINERAL","3045973500","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"511316","GRANT MEMORIAL HOSPITAL","P O BOX 1019","","","PETERSBURG","WV","26847","GRANT","3042571026","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"511317","PLATEAU MEDICAL CENTER","430 MAIN STREET","","","OAK HILL","WV","25901","FAYETTE","3044698600","Immunization for pneumonia","99","772","Data submitted were based on a sample of cases/patients"
"511318","MONTGOMERY GENERAL HOSPITAL INC","401 SIXTH AVENUE FAYETTE COUNTY","","","MONTGOMERY","WV","25136","FAYETTE","3044425151","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"511319","JEFFERSON MEMORIAL HOSPITAL","300 SOUTH PRESTON STREET","","","RANSON","WV","25438","JEFFERSON","3047281600","Immunization for pneumonia","Not Available","Not Available","Results are not available for this reporting period"
"511320","JACKSON GENERAL HOSPITAL","122 PINNELL ST","","","RIPLEY","WV","25271","JACKSON","3043722731","Immunization for pneumonia","99","128","Data submitted were based on a sample of cases/patients., Results are based on a shorter time period than required"
"520002","MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT","900 ILLINOIS AVE","","","STEVENS POINT","WI","54481","PORTAGE","7153465000","Immunization for pneumonia","94","553","Data submitted were based on a sample of cases/patients"
"520004","MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR INC","700 WEST AVENUE SOUTH","","","LA CROSSE","WI","54601","LA CROSSE","6087850940","Immunization for pneumonia","93","652","Data submitted were based on a sample of cases/patients"
"520008","WAUKESHA MEMORIAL HOSPITAL","725 AMERICAN AVE","","","WAUKESHA","WI","53188","WAUKESHA","2629281000","Immunization for pneumonia","88","702","Data submitted were based on a sample of cases/patients"
"520009","ST ELIZABETH HSPTL","1506 S ONEIDA ST","","","APPLETON","WI","54915","OUTAGAMIE","9207382000","Immunization for pneumonia","96","534","Data submitted were based on a sample of cases/patients"
"520011","LAKEVIEW MED CENTER","1700 WEST STOUT STREET","","","RICE LAKE","WI","54868","BARRON","7152341515","Immunization for pneumonia","89","334","Data submitted were based on a sample of cases/patients"
"520013","SACRED HEART HSPTL","900 W CLAIREMONT AVE","","","EAU CLAIRE","WI","54701","EAU CLAIRE","7157174131","Immunization for pneumonia","82","637","Data submitted were based on a sample of cases/patients"
"520017","ST JOSEPHS HSPTL","2661 CTY HWY I","","","CHIPPEWA FALLS","WI","54729","CHIPPEWA","7157177200","Immunization for pneumonia","67","286","Data submitted were based on a sample of cases/patients"
"520019","MINISTRY ST MARYS HOSPITAL","2251 NORTH SHORE DR","","","RHINELANDER","WI","54501","ONEIDA","7153612000","Immunization for pneumonia","93","339","Data submitted were based on a sample of cases/patients"
"520021","UNITED HSPTL SYS","6308 EIGHTH AVE","","","KENOSHA","WI","53143","KENOSHA","2626562011","Immunization for pneumonia","98","695","Data submitted were based on a sample of cases/patients"
"520027","COLUMBIA ST MARY'S HOSPITAL OZAUKEE INC","13111 N PORT WASHINGTON RD","","","MEQUON","WI","53097","OZAUKEE","2622437300","Immunization for pneumonia","90","711","Data submitted were based on a sample of cases/patients"
"520028","THE MONROE CLINIC","2005 5TH STREET","","","MONROE","WI","53566","GREEN","6083241000","Immunization for pneumonia","84","1808",""
"520030","ASPIRUS WAUSAU HOSPITAL","333 PINE RIDGE BLVD","","","WAUSAU","WI","54401","MARATHON","7158472121","Immunization for pneumonia","85","709","Data submitted were based on a sample of cases/patients"
"520033","RIVERVIEW HSPTL ASSOC","410 DEWEY ST PO BOX 8080","","","WISCONSIN RAPIDS","WI","54495","WOOD","7154236060","Immunization for pneumonia","91","355","Data submitted were based on a sample of cases/patients"
"520034","AURORA MED CTR MANITOWOC CTY","5000 MEMORIAL DR","","","TWO RIVERS","WI","54241","MANITOWOC","9207945000","Immunization for pneumonia","99","327","Data submitted were based on a sample of cases/patients"
"520035","AURORA SHEBOYGAN MEM MED CTR","2629 N 7TH ST","","","SHEBOYGAN","WI","53083","SHEBOYGAN","9204515000","Immunization for pneumonia","96","489","Data submitted were based on a sample of cases/patients"
"520037","MINISTRY SAINT JOSEPH'S HOSPITAL","611 ST JOSEPH AVE","","","MARSHFIELD","WI","54449","WOOD","7153877850","Immunization for pneumonia","95","1317","Data submitted were based on a sample of cases/patients"
