Provider Number,Hospital Name,Address,City,State, ZIP Code,County Name,HF-1 Performance Rate,HF-1 Achievement Points,HF-1 Improvement Points,HF-1 Measure Score,HF Condition/Procedure Score
"450237","CHRISTUS SANTA ROSA HOSPITAL","333 N SANTA ROSA STREET","SAN ANTONIO","TX","78207","BEXAR","0.9777","7 out of 10","9 out of 9","9 out of 10","9"
"450271","WISE REGIONAL HEALTH SYSTEM","609 MEDICAL CENTER DRIVE","DECATUR","TX","76234","WISE","0.9455","4 out of 10","1 out of 9","4 out of 10","4"
"450272","CENTRAL TEXAS MEDICAL CENTER","1301 WONDER WORLD DRIVE","SAN MARCOS","TX","78666","HAYS","0.9623","6 out of 10","0 out of 9","6 out of 10","6"
"450280","BAYLOR MEDICAL CENTER AT GARLAND","2300 MARIE CURIE DRIVE","GARLAND","TX","75042","DALLAS","0.9645","6 out of 10","0 out of 9","6 out of 10","6"
"450289","HARRIS HEALTH SYSTEM","2525 HOLLY HALL","HOUSTON","TX","77054","HARRIS","0.8013","0 out of 10","0 out of 9","0 out of 10","0"
"450292","TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN","850 ED HALL","KAUFMAN","TX","75142","KAUFMAN","0.9506","5 out of 10","4 out of 9","5 out of 10","5"
"450296","CLEVELAND REGIONAL MEDICAL CTR","300 E CROCKETT","CLEVELAND","TX","77327","LIBERTY","0.9138","1 out of 10","0 out of 9","1 out of 10","1"
"450299","COLLEGE STATION MEDICAL CENTER","1604 ROCK PRAIRIE ROAD","COLLEGE STATION","TX","77842","BRAZOS","0.7971","0 out of 10","1 out of 9","1 out of 10","1"
"450324","TEXOMA MEDICAL CENTER","5016 S US HIGHWAY 75","DENISON","TX","75020","GRAYSON","0.9551","5 out of 10","6 out of 9","6 out of 10","6"
"450330","OAKBEND MEDICAL CENTER","1705 JACKSON ST","RICHMOND","TX","77469","FORT BEND","0.9762","7 out of 10","5 out of 9","7 out of 10","7"
"450340","SAN ANGELO COMMUNITY MEDICAL CENTER","3501 KNICKERBOCKER ROAD","SAN ANGELO","TX","76904","TOM GREEN","0.8889","0 out of 10","2 out of 9","2 out of 10","2"
"450346","MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL","3080 COLLEGE STREET","BEAUMONT","TX","77701","JEFFERSON","0.8860","0 out of 10","0 out of 9","0 out of 10","0"
"450347","HUNTSVILLE MEMORIAL HOSPITAL","110 MEMORIAL HOSPITAL DRIVE","HUNTSVILLE","TX","77340","WALKER","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450351","TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL","411 N BELKNAP ST","STEPHENVILLE","TX","76401","ERATH","0.8947","0 out of 10","0 out of 9","0 out of 10","0"
"450352","HUNT REGIONAL MEDICAL CENTER","4215 JOE RAMSEY BLVD","GREENVILLE","TX","75401","HUNT","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450358","METHODIST HOSPITAL,THE","6565 FANNIN","HOUSTON","TX","77030","HARRIS","0.8619","0 out of 10","0 out of 9","0 out of 10","0"
"450369","CHILDRESS REGIONAL MEDICAL CENTER","HWY 83 NORTH","CHILDRESS","TX","79201","CHILDRESS","0.9375","3 out of 10","0 out of 9","3 out of 10","3"
"450370","COLUMBUS COMMUNITY HOSPITAL","110 SHULT DR","COLUMBUS","TX","78934","COLORADO","0.8333","0 out of 10","2 out of 9","2 out of 10","2"
"450372","BAYLOR MEDICAL CENTER AT WAXAHACHIE","1405 W JEFFERSON ST","WAXAHACHIE","TX","75165","ELLIS","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"450379","DALLAS MEDICAL CENTER","7 MEDICAL PARKWAY","DALLAS","TX","75234","DALLAS","0.2727","0 out of 10","0 out of 9","0 out of 10","0"
"450388","METHODIST HOSPITAL","7700 FLOYD CURL DR","SAN ANTONIO","TX","78229","BEXAR","0.9472","4 out of 10","5 out of 9","5 out of 10","5"
"450389","EAST TEXAS MEDICAL CENTER ATHENS","2000 SOUTH PALESTINE","ATHENS","TX","75751","HENDERSON","0.8125","0 out of 10","0 out of 9","0 out of 10","0"
"450395","MEMORIAL MEDICAL CENTER LIVINGSTON","1717 HWY 59 BYPASS","LIVINGSTON","TX","77351","POLK","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450403","MEDICAL CENTER OF MCKINNEY","4500 MEDICAL CENTER DRIVE","MCKINNEY","TX","75069","COLLIN","0.9774","7 out of 10","5 out of 9","7 out of 10","7"
"450411","EASTLAND MEMORIAL HOSPITAL","304 S DAUGHERTY","EASTLAND","TX","76448","EASTLAND","0.6216","0 out of 10","0 out of 9","0 out of 10","0"
"450419","TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE","108 DENVER TRAIL","AZLE","TX","76020","TARRANT","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450422","BAYLOR MEDICAL CENTER AT UPTOWN","2727 EAST LEMMON AVENUE BUILDING I","DALLAS","TX","75204","DALLAS","N/A","N/A","N/A","N/A","N/A"
"450424","SAN JACINTO METHODIST HOSPITAL","4401 GARTH ROAD","BAYTOWN","TX","77521","HARRIS","0.9550","5 out of 10","2 out of 9","5 out of 10","5"
"450431","ST DAVIDS MEDICAL CENTER","919 E 32ND ST","AUSTIN","TX","78705","TRAVIS","0.9811","8 out of 10","0 out of 9","8 out of 10","8"
"450447","NAVARRO REGIONAL HOSPITAL","3201 WEST HIGHWAY 22","CORSICANA","TX","75110","NAVARRO","0.9444","4 out of 10","0 out of 9","4 out of 10","4"
"450451","GLEN ROSE MEDICAL CENTER","1021 HOLDEN STREET","GLEN ROSE","TX","76043","SOMERVELL","0.8571","0 out of 10","0 out of 9","0 out of 10","0"
"450462","TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS","8200 WALNUT HILL LANE","DALLAS","TX","75231","DALLAS","0.9885","8 out of 10","8 out of 9","8 out of 10","8"
"450465","MATAGORDA REGIONAL MEDICAL CENTER","104 7TH STREET","BAY CITY","TX","77414","MATAGORDA","0.9620","6 out of 10","8 out of 9","8 out of 10","8"
"450469","TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ","500 N HIGHLAND AVENUE","SHERMAN","TX","75091","GRAYSON","0.9609","6 out of 10","0 out of 9","6 out of 10","6"
"450475","ETMC HENDERSON","300 WILSON STREET","HENDERSON","TX","75652","RUSK","0.8750","0 out of 10","0 out of 9","0 out of 10","0"
"450484","WOODLAND HEIGHTS MEDICAL CENTER","505 SOUTH JOHN REDDITT DRIVE","LUFKIN","TX","75904","ANGELINA","0.9780","7 out of 10","4 out of 9","7 out of 10","7"
"450508","MEMORIAL HOSPITAL","1204 MOUND ST","NACOGDOCHES","TX","75961","NACOGDOCHES","0.9400","4 out of 10","5 out of 9","5 out of 10","5"
"450518","THE MEDICAL CENTER OF SOUTHEAST TEXAS","2555 JIMMY JOHNSON BLVD","PORT ARTHUR","TX","77640","JEFFERSON","0.8471","0 out of 10","2 out of 9","2 out of 10","2"
"450537","METHODIST RICHARDSON MEDICAL CENTER","401 W CAMPBELL RD","RICHARDSON","TX","75080","DALLAS","0.9385","3 out of 10","0 out of 9","3 out of 10","3"
"450539","COVENANT HOSPITAL PLAINVIEW","2601 DIMMITT RD","PLAINVIEW","TX","79072","HALE","0.4615","0 out of 10","0 out of 9","0 out of 10","0"
"450558","ABILENE REGIONAL MEDICAL CENTER","6250 HWY 83/84","ABILENE","TX","79606","TAYLOR","0.8675","0 out of 10","1 out of 9","1 out of 10","1"
"450563","BAYLOR REGIONAL MEDICAL CENTER AT GRAPEVINE","1650 W COLLEGE ST","GRAPEVINE","TX","76051","TARRANT","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450565","PALO PINTO GENERAL HOSPITAL","400 SOUTHWEST 25 AVE","MINERAL WELLS","TX","76067","PALO PINTO","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450571","SHANNON MEDICAL CENTER","120 EAST HARRIS AVENUE","SAN ANGELO","TX","76903","TOM GREEN","0.9934","9 out of 10","8 out of 9","9 out of 10","9"
"450573","CHRISTUS JASPER MEMORIAL HOSPITAL","1275 MARVIN HANCOCK DRIVE","JASPER","TX","75951","JASPER","0.8810","0 out of 10","7 out of 9","7 out of 10","7"
"450580","EAST TEXAS MEDICAL CENTER CROCKETT","1100 LOOP 304 EAST","CROCKETT","TX","75835","HOUSTON","0.8222","0 out of 10","0 out of 9","0 out of 10","0"
"450587","BROWNWOOD REGIONAL MEDICAL CENTER","1501 BURNET DR","BROWNWOOD","TX","76801","BROWN","0.8485","0 out of 10","0 out of 9","0 out of 10","0"
"450591","ANGLETON-DANBURY MEDICAL CENTER","132 HOSPITAL DR","ANGLETON","TX","77515","BRAZORIA","0.8750","0 out of 10","2 out of 9","2 out of 10","2"
"450596","LAKE GRANBURY MEDICAL CENTER","1310 PALUXY RD","GRANBURY","TX","76048","HOOD","0.7917","0 out of 10","5 out of 9","5 out of 10","5"
"450604","HILL COUNTRY MEMORIAL HOSPITAL INC","1020 SOUTH STATE HIGHWAY 16","FREDERICKSBURG","TX","78624","GILLESPIE","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"450605","CARE REGIONAL MEDICAL CENTER","1711 W WHEELER AVENUE","ARANSAS PASS","TX","78336","SAN PATRICIO","0.7647","0 out of 10","6 out of 9","6 out of 10","6"
"450610","MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER","921 GESSNER","HOUSTON","TX","77024","HARRIS","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450617","CLEAR LAKE REGIONAL MEDICAL CENTER","500 MEDICAL CENTER BLVD","WEBSTER","TX","77598","HARRIS","0.9878","8 out of 10","8 out of 9","8 out of 10","8"
"450634","DENTON REGIONAL MEDICAL CENTER","3535 SOUTH I35 EAST","DENTON","TX","76210","DENTON","0.9837","8 out of 10","3 out of 9","8 out of 10","8"
"450638","HOUSTON NORTHWEST MEDICAL CENTER","710 FM 1960 WEST","HOUSTON","TX","77090","HARRIS","0.9882","8 out of 10","2 out of 9","8 out of 10","8"
"450639","TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD","1600 HOSPITAL PARKWAY","BEDFORD","TX","76022","TARRANT","0.9829","8 out of 10","8 out of 9","8 out of 10","8"
"450643","DOCTORS HOSPITAL OF LAREDO","10700 MCPHERSON ROAD","LAREDO","TX","78041","WEBB","0.8854","0 out of 10","7 out of 9","7 out of 10","7"
"450644","WEST HOUSTON MEDICAL CENTER","12141 RICHMOND AVE","HOUSTON","TX","77082","HARRIS","0.9532","5 out of 10","3 out of 9","5 out of 10","5"
"450647","MEDICAL CITY DALLAS HOSPITAL","7777 FOREST LANE","DALLAS","TX","75230","DALLAS","0.9783","7 out of 10","6 out of 9","7 out of 10","7"
"450651","MEDICAL CENTER OF PLANO","3901 W 15TH ST","PLANO","TX","75075","COLLIN","0.9769","7 out of 10","0 out of 9","7 out of 10","7"
"450653","SCENIC MOUNTAIN MEDICAL CENTER","1601 W 11TH PLACE","BIG SPRING","TX","79720","HOWARD","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450656","NACOGDOCHES MEDICAL CENTER","4920 NE STALLINGS DRIVE","NACOGDOCHES","TX","75961","NACOGDOCHES","0.9342","3 out of 10","0 out of 9","3 out of 10","3"
"450659","PARK PLAZA HOSPITAL","1313 HERMANN DR","HOUSTON","TX","77004","HARRIS","0.9432","4 out of 10","2 out of 9","4 out of 10","4"
"450661","ODESSA REGIONAL HOSPITAL","520 E 6TH STREET","ODESSA","TX","79761","ECTOR","0.8625","0 out of 10","6 out of 9","6 out of 10","6"
"450662","VALLEY REGIONAL MEDICAL CENTER","100 A ALTON GLOOR","BROWNSVILLE","TX","78526","CAMERON","0.9819","8 out of 10","0 out of 9","8 out of 10","8"
"450668","SIERRA MEDICAL CENTER","1625 MEDICAL CENTER DR","EL PASO","TX","79902","EL PASO","0.8562","0 out of 10","1 out of 9","1 out of 10","1"
"450669","MEDICAL CENTER OF LEWISVILLE","500 WEST MAIN STREET","LEWISVILLE","TX","75057","DENTON","0.9451","4 out of 10","0 out of 9","4 out of 10","4"
"450670","TOMBALL REGIONAL MEDICAL CENTER","605 HOLDERRIETH","TOMBALL","TX","77375","HARRIS","0.8411","0 out of 10","0 out of 9","0 out of 10","0"
"450672","PLAZA MEDICAL CENTER OF FORT WORTH","900 EIGHTH AVENUE","FORT WORTH","TX","76104","TARRANT","0.9843","8 out of 10","8 out of 9","8 out of 10","8"
"450674","WOMANS HOSPITAL OF TEXAS,THE","7600 FANNIN","HOUSTON","TX","77054","HARRIS","N/A","N/A","N/A","N/A","N/A"
"450675","MEDICAL CENTER OF ARLINGTON","3301 MATLOCK ROAD","ARLINGTON","TX","76015","TARRANT","0.9950","9 out of 10","0 out of 9","9 out of 10","9"
"450677","HUGULEY MEMORIAL MEDICAL CENTER","11801 SOUTH FREEWAY","BURLESON","TX","76028","JOHNSON","0.9087","1 out of 10","7 out of 9","7 out of 10","7"
"450678","DOCTORS HOSPITAL","9440 POPPY DR","DALLAS","TX","75218","DALLAS","0.9565","5 out of 10","0 out of 9","5 out of 10","5"
"450684","MEMORIAL HERMANN NORTHEAST","18951 MEMORIAL NORTH","HUMBLE","TX","77338","HARRIS","0.9514","5 out of 10","6 out of 9","6 out of 10","6"
"450686","UNIVERSITY MEDICAL CENTER","602 INDIANA AVENUE","LUBBOCK","TX","79415","LUBBOCK","0.8800","0 out of 10","0 out of 9","0 out of 10","0"
"450688","DALLAS REGIONAL MEDICAL CENTER","1011 NORTH GALLOWAY AVENUE","MESQUITE","TX","75149","DALLAS","0.9457","4 out of 10","0 out of 9","4 out of 10","4"
"450690","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER","11937 US HIGHWAY 271","TYLER","TX","75708","SMITH","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450697","SOUTHWEST GENERAL HOSPITAL","7400 BARLITE BLVD","SAN ANTONIO","TX","78224","BEXAR","0.9922","9 out of 10","9 out of 9","9 out of 10","9"
"450702","LONGVIEW REGIONAL MEDICAL CENTER","2901 N FOURTH ST","LONGVIEW","TX","75605","GREGG","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"450709","CHRISTUS ST JOHN HOSPITAL","18300 ST JOHN DRIVE","NASSAU BAY","TX","77058","HARRIS","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450711","RIO GRANDE REGIONAL HOSPITAL","101 E RIDGE RD","MCALLEN","TX","78503","HIDALGO","0.9891","8 out of 10","1 out of 9","8 out of 10","8"
"450713","ST DAVID'S SOUTH AUSTIN MEDICAL CENTER","901 WEST BEN WHITE BLVD","AUSTIN","TX","78704","TRAVIS","0.9649","6 out of 10","0 out of 9","6 out of 10","6"
"450716","CYPRESS FAIRBANKS MEDICAL CENTER","10655 STEEPLETOP DRIVE","HOUSTON","TX","77065","HARRIS","0.9674","6 out of 10","5 out of 9","6 out of 10","6"
"450718","ROUND ROCK MEDICAL CENTER","2400 ROUND ROCK AVE","ROUND ROCK","TX","78681","WILLIAMSON","0.9359","3 out of 10","0 out of 9","3 out of 10","3"
"450723","METHODIST CHARLTON MEDICAL CENTER","3500 W WHEATLAND ROAD","DALLAS","TX","75237","DALLAS","0.9580","5 out of 10","5 out of 9","5 out of 10","5"
"450730","BAYLOR MEDICAL CENTER AT CARROLLTON","4343 NORTH JOSEY LANE","CARROLLTON","TX","75010","DENTON","0.9625","6 out of 10","7 out of 9","7 out of 10","7"
"450742","LAKE POINTE MEDICAL CENTER","6800 SCENIC DR","ROWLETT","TX","75088","DALLAS","0.9531","5 out of 10","0 out of 9","5 out of 10","5"
"450743","TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON","3000 N I-35","DENTON","TX","76201","DENTON","0.8300","0 out of 10","2 out of 9","2 out of 10","2"
"450747","PALESTINE REGIONAL MEDICAL CENTER","2900 S LOOP 256","PALESTINE","TX","75801","ANDERSON","0.8800","0 out of 10","3 out of 9","3 out of 10","3"
"450766","UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY","5151 HARRY HINES BLVD","DALLAS","TX","75390","DALLAS","N/A","N/A","N/A","N/A","N/A"
"450771","TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO","6200 W PARKER RD","PLANO","TX","75093","COLLIN","0.9063","0 out of 10","0 out of 9","0 out of 10","0"
"450774","TOPS SURGICAL SPECIALTY HOSPITAL","17080 RED OAK DRIVE","HOUSTON","TX","77090","HARRIS","N/A","N/A","N/A","N/A","N/A"
"450775","KINGWOOD MEDICAL CENTER","22999 US HWY 59","KINGWOOD","TX","77325","HARRIS","0.9962","9 out of 10","0 out of 9","9 out of 10","9"
"450779","TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F","6100 HARRIS PKWY","FORT WORTH","TX","76132","TARRANT","0.9935","9 out of 10","9 out of 9","9 out of 10","9"
"450780","METHODIST AMBULATORY SURGERY HOSPITAL NW","9150 HUEBNER RD SUITE 100","SAN ANTONIO","TX","78240","BEXAR","N/A","N/A","N/A","N/A","N/A"
"450788","CORPUS CHRISTI MEDICAL CENTER,THE","7101 S PADRE ISLAND DR","CORPUS CHRISTI","TX","78412","NUECES","0.8945","0 out of 10","0 out of 9","0 out of 10","0"
"450795","ST ANTHONY'S HOSPITAL","2807 LITTLE YORK RD","HOUSTON","TX","77093","HARRIS","0.1915","0 out of 10","1 out of 9","1 out of 10","1"
"450801","CHRISTUS ST MICHAEL HEALTH SYSTEM","2600 ST MICHAEL DR","TEXARKANA","TX","75504","BOWIE","0.9238","2 out of 10","1 out of 9","2 out of 10","2"
"450803","DOCTORS HOSPITAL TIDWELL","510 W TIDWELL","HOUSTON","TX","77091","HARRIS","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"450804","TEXAS ORTHOPEDIC HOSPITAL","7401 SOUTH MAIN STREET","HOUSTON","TX","77030","HARRIS","N/A","N/A","N/A","N/A","N/A"
"450809","NORTH AUSTIN MEDICAL CENTER","12221 MOPAC EXPRESSWAY NORTH","AUSTIN","TX","78758","TRAVIS","0.9764","7 out of 10","2 out of 9","7 out of 10","7"
"450820","METHODIST SUGAR LAND HOSPITAL","16655 SOUTHWEST FREEWAY","SUGAR LAND","TX","77479","FORT BEND","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450822","LAS COLINAS MEDICAL CENTER","6800 N MACARTHUR BLVD","IRVING","TX","75039","DALLAS","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"450825","CORNERSTONE REGIONAL HOSPITAL","2302 CORNERSTONE BOULEVARD","EDINBURG","TX","78539","HIDALGO","N/A","N/A","N/A","N/A","N/A"
"450827","KELL WEST REGIONAL HOSPITAL","5402 KELL WEST BOULEVARD","WICHITA FALLS","TX","76310","WICHITA","N/A","N/A","N/A","N/A","N/A"
"450828","CHRISTUS SPOHN HOSPITAL ALICE","2500 E MAIN STREET","ALICE","TX","78332","JIM WELLS","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450832","CHRISTUS ST CATHERINE HOSPITAL","701 SOUTH FRY ROAD","KATY","TX","77450","HARRIS","0.9624","6 out of 10","6 out of 9","6 out of 10","6"
"450833","ENNIS REGIONAL MEDICAL CENTER","2201 WEST LAMPASAS STREET","ENNIS","TX","75119","ELLIS","0.7647","0 out of 10","1 out of 9","1 out of 10","1"
"450834","PHYSICIANS CENTRE,THE","3131 UNIVERSITY DRIVE EAST","BRYAN","TX","77802","BRAZOS","N/A","N/A","N/A","N/A","N/A"
"450840","TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN","1105 CENTRAL EXPRESSWAY NORTH","ALLEN","TX","75013","COLLIN","0.9787","7 out of 10","8 out of 9","8 out of 10","8"
"450841","BROWNSVILLE SURGICAL HOSPITAL","4750 NORTH EXPRESSWAY","BROWNSVILLE","TX","78526","CAMERON","N/A","N/A","N/A","N/A","N/A"
"450844","METHODIST WILLOWBROOK HOSPITAL","18220 TOMBALL PARKWAY","HOUSTON","TX","77070","HARRIS","0.9651","6 out of 10","5 out of 9","6 out of 10","6"
"450845","EL PASO SPECIALTY HOSPITAL","1755 CURIE SUITE A","EL PASO","TX","79902","EL PASO","N/A","N/A","N/A","N/A","N/A"
"450847","MEMORIAL HERMANN KATY HOSPITAL","23900 KATY FREEWAY","KATY","TX","77494","HARRIS","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450848","MEMORIAL HERMANN SUGAR LAND HOSPITAL","17500 W GRAND PARKWAY SOUTH","SUGAR LAND","TX","77479","FORT BEND","0.9815","8 out of 10","8 out of 9","8 out of 10","8"
"450851","BAYLOR HEART AND VASCULAR HOSPITAL","621 NORTH HALL STREET","DALLAS","TX","75226","DALLAS","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"450853","BAYLOR MEDICAL CENTER AT FRISCO","5601 WARREN PARKWAY","FRISCO","TX","75034","COLLIN","N/A","N/A","N/A","N/A","N/A"
"450855","HARLINGEN MEDICAL CENTER","5501 SOUTH EXPRESSWAY 77","HARLINGEN","TX","78550","CAMERON","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450856","SOUTH TEXAS SPINE AND SURGICAL HOSPITAL","18600 NORTH HARDY OAK BLVD","SAN ANTONIO","TX","78258","BEXAR","N/A","N/A","N/A","N/A","N/A"
"450860","SUGAR LAND SURGICAL HOSPITAL LLP","1211 HIGHWAY 6, SUITE 70","SUGAR LAND","TX","77478","FORT BEND","N/A","N/A","N/A","N/A","N/A"
"450862","ST LUKE'S THE WOODLANDS HOSPITAL","17200 ST LUKE'S WAY","THE WOODLANDS","TX","77384","MONTGOMERY","0.9320","3 out of 10","7 out of 9","7 out of 10","7"
"450864","TEXAS SPINE AND JOINT HOSPITAL","1814 ROSELAND BOULEVARD","TYLER","TX","75701","SMITH","N/A","N/A","N/A","N/A","N/A"
"450865","SETON SOUTHWEST HOSPITAL","7900 FM 1826","AUSTIN","TX","78737","TRAVIS","N/A","N/A","N/A","N/A","N/A"
"450867","SETON  NORTHWEST HOSPITAL","11113 RESEARCH BOULEVARD","AUSTIN","TX","78759","TRAVIS","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"450869","DOCTORS HOSPITAL AT RENAISSANCE","5501 SOUTH MCCOLL","EDINBURG","TX","78539","HIDALGO","0.9932","9 out of 10","7 out of 9","9 out of 10","9"
"450871","AUSTIN SURGICAL HOSPITAL","3003 BEE CAVES ROAD","AUSTIN","TX","78746","TRAVIS","N/A","N/A","N/A","N/A","N/A"
"450872","USMD HOSPITAL AT ARLINGTON L P","801 W INTERSTATE 20","ARLINGTON","TX","76017","TARRANT","N/A","N/A","N/A","N/A","N/A"
"450874","IRVING COPPELL SURGICAL HOSPITAL LLP","400 WEST INTERSTATE 635 SUITE 101","IRVING","TX","75063","DALLAS","N/A","N/A","N/A","N/A","N/A"
"450875","QUAIL CREEK SURGICAL HOSPITAL","6819 PLUM CREEK","AMARILLO","TX","79124","POTTER","N/A","N/A","N/A","N/A","N/A"
"450876","LUBBOCK HEART HOSPITAL LP","4810 NORTH LOOP 289","LUBBOCK","TX","79416","LUBBOCK","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"450877","EAST EL PASO PHYSICIANS MEDICAL CENTER, LLC","1416 GEORGE DIETER","EL PASO","TX","79936","EL PASO","0.9535","5 out of 10","0 out of 9","5 out of 10","5"
"450880","BAYLOR SURGICAL HOSPITAL AT FORT WORTH","750 12TH AVENUE","FORT WORTH","TX","76104","TARRANT","N/A","N/A","N/A","N/A","N/A"
"450883","BAYLOR MEDICAL CENTER AT TROPHY CLUB","2850 SOUTH HIGHWAY 114E","TROPHY CLUB","TX","76262","DENTON","N/A","N/A","N/A","N/A","N/A"
"450885","CENTENNIAL MEDICAL CENTER","12505 LEBANON ROAD","FRISCO","TX","75035","COLLIN","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"450886","SOUTHWEST SURGICAL HOSPITAL","1612 HURST TOWN CENTER DRIVE","HURST","TX","76054","TARRANT","N/A","N/A","N/A","N/A","N/A"
"450888","TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE","1545 E SOUTHLAKE BLVD","SOUTHLAKE","TX","76092","TARRANT","N/A","N/A","N/A","N/A","N/A"
"450889","TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT","7115 GREENVILLE AVENUE SUITE 100","DALLAS","TX","75231","DALLAS","N/A","N/A","N/A","N/A","N/A"
"450890","BAYLOR REGIONAL MEDICAL CENTER AT PLANO","4700 ALLIANCE BOULEVARD","PLANO","TX","75093","COLLIN","0.9730","7 out of 10","0 out of 9","7 out of 10","7"
"450891","TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN","6020 W PARKER ROAD","PLANO","TX","75093","COLLIN","N/A","N/A","N/A","N/A","N/A"
"450893","NORTH TEXAS HOSPITAL","2801 SOUTH MAYHILL ROAD","DENTON","TX","76208","DENTON","N/A","N/A","N/A","N/A","N/A"
"460001","UTAH VALLEY REGIONAL MEDICAL CENTER","1034 NORTH 500 WEST","PROVO","UT","84604","UTAH","0.9688","6 out of 10","3 out of 9","6 out of 10","6"
"460003","SALT LAKE REGIONAL MEDICAL CENTER","1050 EAST SOUTH TEMPLE","SALT LAKE CITY","UT","84102","SALT LAKE","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"460004","MCKAY DEE HOSPITAL CENTER","4401 HARRISON BOULEVARD","OGDEN","UT","84403","WEBER","0.9771","7 out of 10","0 out of 9","7 out of 10","7"
"460005","OGDEN REGIONAL MEDICAL CENTER","5475 SOUTH 500 EAST","OGDEN","UT","84405","WEBER","0.9444","4 out of 10","6 out of 9","6 out of 10","6"
"460006","LDS HOSPITAL","324 8TH AVENUE","SALT LAKE CITY","UT","84143","SALT LAKE","1.0000","10 out of 10","9 out of 9","10 out of 10","10"
"460007","VALLEY VIEW MEDICAL CENTER","1303 NORTH MAIN STREET","CEDAR CITY","UT","84721","IRON","0.8571","0 out of 10","0 out of 9","0 out of 10","0"
"460009","UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS","50 NORTH MEDICAL DRIVE","SALT LAKE CITY","UT","84132","SALT LAKE","0.9675","6 out of 10","3 out of 9","6 out of 10","6"
"460010","INTERMOUNTAIN MEDICAL CENTER","5121 SOUTH COTTONWOOD STREET","MURRAY","UT","84157","SALT LAKE","0.9797","8 out of 10","7 out of 9","8 out of 10","8"
"460011","CASTLEVIEW HOSPITAL","300 NORTH HOSPITAL DRIVE","PRICE","UT","84501","CARBON","1.0000","10 out of 10","0 out of 9","10 out of 10","10"
"460013","MOUNTAIN VIEW HOSPITAL","1000 EAST 100 NORTH","PAYSON","UT","84651","UTAH","0.7000","0 out of 10","0 out of 9","0 out of 10","0"
"460014","MOUNTAIN WEST MEDICAL CENTER","2055 NORTH MAIN STREET","TOOELE","UT","84074","TOOELE","0.8966","0 out of 10","0 out of 9","0 out of 10","0"
"460015","LOGAN REGIONAL HOSPITAL","1400 NORTH 500 EAST","LOGAN","UT","84341","CACHE","0.8529","0 out of 10","1 out of 9","1 out of 10","1"
"460017","BRIGHAM CITY COMMUNITY HOSPITAL","950 SOUTH MEDICAL DRIVE","BRIGHAM CITY","UT","84302","BOX ELDER","N/A","N/A","N/A","N/A","N/A"
"460019","UINTAH BASIN MEDICAL CENTER","250 WEST 300 NORTH (75-2)","ROOSEVELT","UT","84066","DUCHESNE","0.4706","0 out of 10","N/A","0 out of 10","0"
"460021","DIXIE REGIONAL MEDICAL CENTER","1380 EAST MEDICAL CENTER DRIVE","ST GEORGE","UT","84790","WASHINGTON","0.9565","5 out of 10","0 out of 9","5 out of 10","5"
