"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","Unweighted Normalized Clinical Process of Care Domain Score","Weighted Clinical Process of Care Domain Score","Unweighted Patient Experience of Care Domain Score","Weighted Patient Experience of Care Domain Score","Total Performance Score"
2100,"370029","INTEGRIS CLINTON REGIONAL HOSPITAL","100 NORTH 30TH STREET","CLINTON","CUSTER","OK","73601","65.000000000000","45.500000000000","72.000000000000","21.600000000000","67.100000000000"
2101,"370030","INTEGRIS BLACKWELL REGIONAL HOSPITAL","710 SOUTH 13TH STREET","BLACKWELL","KAY","OK","74631","62.500000000000","43.750000000000","76.000000000000","22.800000000000","66.550000000000"
2102,"370032","DEACONESS HOSPITAL","5501 NORTH PORTLAND AVENUE","OKLAHOMA CITY","OKLAHOMA","OK","73112","67.000000000000","46.900000000000","27.000000000000","8.100000000000","55.000000000000"
2103,"370034","MCALESTER REGIONAL HEALTH CENTER","ONE CLARK BASS BOULEVARD","MCALESTER","PITTSBURG","OK","74501","61.111111111111","42.777777777778","13.000000000000","3.900000000000","46.677777777778"
2104,"370037","ST ANTHONY HOSPITAL","1000 NORTH LEE AVENUE","OKLAHOMA CITY","OKLAHOMA","OK","73101","54.545454545455","38.181818181818","46.000000000000","13.800000000000","51.981818181818"
2105,"370039","HILLCREST HOSPITAL CLAREMORE","1202 N MUSKOGEE PLACE","CLAREMORE","ROGERS","OK","74017","56.666666666667","39.666666666667","26.000000000000","7.800000000000","47.466666666667"
2106,"370040","EASTERN OKLAHOMA MEDICAL CENTER","105 WALL STREET","POTEAU","LE FLORE","OK","74953","45.555555555556","31.888888888889","22.000000000000","6.600000000000","38.488888888889"
2107,"370047","MERCY MEMORIAL HEALTH CENTER","1011 FOURTEENTH AVENUE, NORTHWEST","ARDMORE","CARTER","OK","73401","42.000000000000","29.400000000000","32.000000000000","9.600000000000","39.000000000000"
2108,"370048","MCCURTAIN MEMORIAL HOSPITAL","1301 LINCOLN ROAD","IDABEL","MCCURTAIN","OK","74745","52.500000000000","36.750000000000","30.000000000000","9.000000000000","45.750000000000"
2109,"370049","STILLWATER MEDICAL CENTER","1323 WEST 6TH STREET","STILLWATER","PAYNE","OK","74076","55.555555555556","38.888888888889","58.000000000000","17.400000000000","56.288888888889"
2110,"370054","GRADY MEMORIAL HOSPITAL","2220 IOWA STREET","CHICKASHA","GRADY","OK","73018","14.444444444444","10.111111111111","55.000000000000","16.500000000000","26.611111111111"
2111,"370056","COMANCHE COUNTY MEMORIAL HOSPITAL","3401 WEST GORE BOULVARD","LAWTON","COMANCHE","OK","73505","44.545454545455","31.181818181818","36.000000000000","10.800000000000","41.981818181818"
2112,"370078","OKLAHOMA STATE UNIVERSITY MEDICAL CENTER","744 WEST 9TH STREET","TULSA","OSAGE","OK","74127","70.000000000000","49.000000000000","23.000000000000","6.900000000000","55.900000000000"
2113,"370089","TAHLEQUAH CITY HOSPITAL","1400 EAST DOWNING STREET","TAHLEQUAH","CHEROKEE","OK","74465","20.000000000000","14.000000000000","33.000000000000","9.900000000000","23.900000000000"
2114,"370091","SAINT FRANCIS HOSPITAL, INC","6161 SOUTH YALE","TULSA","TULSA","OK","74136","26.363636363636","18.454545454545","22.000000000000","6.600000000000","25.054545454545"
2115,"370093","O U MEDICAL CENTER","1200 EVERETT DRIVE","OKLAHOMA CITY","OKLAHOMA","OK","73117","67.272727272727","47.090909090909","25.000000000000","7.500000000000","54.590909090909"
2116,"370094","MIDWEST REGIONAL MEDICAL CENTER","2825 PARKLAWN DRIVE","MIDWEST CITY","OKLAHOMA","OK","73110","68.181818181818","47.727272727273","9.000000000000","2.700000000000","50.427272727273"
2117,"370097","SOUTHWESTERN MEDICAL CENTER","5602 SOUTHWEST LEE BOULEVARD","LAWTON","COMANCHE","OK","73505","37.777777777778","26.444444444444","52.000000000000","15.600000000000","42.044444444444"
2118,"370099","HILLCREST HOSPITAL CUSHING","1027 EAST CHERRY STREET","CUSHING","PAYNE","OK","74023","56.666666666667","39.666666666667","60.000000000000","18.000000000000","57.666666666667"
2119,"370106","INTEGRIS SOUTHWEST MEDICAL CENTER","4401 SOUTH WESTERN AVENUE","OKLAHOMA CITY","OKLAHOMA","OK","73109","55.454545454545","38.818181818182","23.000000000000","6.900000000000","45.718181818182"
2120,"370113","INTEGRIS GROVE HOSPITAL","1001 EAST 18TH STREET","GROVE","DELAWARE","OK","74344","35.555555555556","24.888888888889","31.000000000000","9.300000000000","34.188888888889"
2121,"370114","ST JOHN MEDICAL CENTER, INC","1923 SOUTH UTICA AVENUE","TULSA","TULSA","OK","74104","53.636363636364","37.545454545455","27.000000000000","8.100000000000","45.645454545455"
2122,"370149","UNITY HEALTH CENTER","1102 W MACARTHUR","SHAWNEE","POTTAWATOMIE","OK","74804","88.888888888889","62.222222222222","51.000000000000","15.300000000000","77.522222222222"
2123,"370153","ELKVIEW GENERAL HOSPITAL","429 WEST ELM STREET","HOBART","KIOWA","OK","73651","61.250000000000","42.875000000000","62.000000000000","18.600000000000","61.475000000000"
2124,"370171","W W HASTINGS INDIAN HOSPITAL","100 S BLISS AVENUE","TAHLEQUAH","CHEROKEE","OK","74464","44.444444444444","31.111111111111","48.000000000000","14.400000000000","45.511111111111"
2125,"370172","CHOCTAW NATION HEALTHCARE","1 CHOCTAW WAY","TALIHINA","LATIMER","OK","74571","30.000000000000","21.000000000000","86.000000000000","25.800000000000","46.800000000000"
2126,"370173","CLAREMORE INDIAN HOSPITAL","101 SOUTH MOORE AVE","CLAREMORE","ROGERS","OK","74017","31.250000000000","21.875000000000","35.000000000000","10.500000000000","32.375000000000"
2127,"370178","MEMORIAL HOSPITAL OF STILWELL","1401 WEST LOCUST","STILWELL","ADAIR","OK","74960","50.000000000000","35.000000000000","29.000000000000","8.700000000000","43.700000000000"
2128,"370180","CHICKASAW NATION MEDICAL CENTER","1921 STONECIPHER BLVD","ADA","PONTOTOC","OK","74820","40.000000000000","28.000000000000","70.000000000000","21.000000000000","49.000000000000"
2129,"370190","SOUTHWESTERN REGIONAL MEDICAL CENTER","10109 EAST 79TH STREET SOUTH","TULSA","TULSA","OK","74133","70.000000000000","49.000000000000","72.000000000000","21.600000000000","70.600000000000"
2130,"370192","NORTHWEST SURGICAL HOSPITAL","9204 NORTH MAY AVENUE","OKLAHOMA CITY","OKLAHOMA","OK","73120","93.333333333333","65.333333333333","89.000000000000","26.700000000000","92.033333333333"
2131,"370199","LAKESIDE WOMEN'S HOSPITAL","11200 NORTH PORTLAND AVENUE","OKLAHOMA CITY","OKLAHOMA","OK","73120","20.000000000000","14.000000000000","67.000000000000","20.100000000000","34.100000000000"
2132,"370202","HILLCREST HOSPITAL SOUTH","8801 SOUTH 101ST EAST AVENUE","TULSA","TULSA","OK","74133","75.454545454545","52.818181818182","14.000000000000","4.200000000000","57.018181818182"
2133,"370203","COMMUNITY HOSPITAL","3100 SOUTHWEST 89TH STREET","OKLAHOMA CITY","OKLAHOMA","OK","73159","40.000000000000","28.000000000000","47.000000000000","14.100000000000","42.100000000000"
2134,"370210","OKLAHOMA SURGICAL HOSPITAL, LLC","2408 EAST 81ST STREET, SUITE 300","TULSA","TULSA","OK","74137","70.000000000000","49.000000000000","89.000000000000","26.700000000000","75.700000000000"
2135,"370211","INTEGRIS CANADIAN VALLEY  HOSPITAL","1201 HEALTH CENTER PARKWAY","YUKON","CANADIAN","OK","73099","35.555555555556","24.888888888889","56.000000000000","16.800000000000","41.688888888889"
2136,"370212","OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP","330 SOUTHWEST 80TH STREET","OKLAHOMA CITY","CLEVELAND","OK","73139","71.666666666667","50.166666666667","95.000000000000","28.500000000000","78.666666666667"
2137,"370215","OKLAHOMA HEART HOSPITAL","4050 WEST MEMORIAL ROAD","OKLAHOMA CITY","OKLAHOMA","OK","73120","72.000000000000","50.400000000000","99.000000000000","29.700000000000","80.100000000000"
2138,"370216","TULSA SPINE & SPECIALTY HOSPITAL","6901 SOUTH OLYMPIA AVENUE","TULSA","TULSA","OK","74132","85.000000000000","59.500000000000","92.000000000000","27.600000000000","87.100000000000"
2139,"370218","SAINT FRANCIS HOSPITAL SOUTH","10501 EAST 91ST STREET SOUTH","TULSA","TULSA","OK","74133","54.444444444444","38.111111111111","36.000000000000","10.800000000000","48.911111111111"
2140,"370222","MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,  L L C","9600 NORTH BROADWAY EXTENSION","OKLAHOMA CITY","OKLAHOMA","OK","73114","88.333333333333","61.833333333333","93.000000000000","27.900000000000","89.733333333333"
2141,"370227","ST JOHN OWASSO","12451 EAST 100TH STREET NORTH","OWASSO","TULSA","OK","74055","63.333333333333","44.333333333333","67.000000000000","20.100000000000","64.433333333333"
2142,"370228","BAILEY MEDICAL CENTER, L L C","10502 NORTH 110TH EAST AVENUE","OWASSO","TULSA","OK","74055","41.111111111111","28.777777777778","91.000000000000","27.300000000000","56.077777777778"
2143,"370232","MUSKOGEE COMMUNITY HOSPITAL","2900 NORTH MAIN STREET","MUSKOGEE","MUSKOGEE","OK","74402","37.777777777778","26.444444444444","44.000000000000","13.200000000000","39.644444444444"
2144,"370234","OKLAHOMA HEART HOSPITAL SOUTH","5200 EAST I-240 SERVICE ROAD","OKLAHOMA CITY","OKLAHOMA","OK","73135","70.000000000000","49.000000000000","94.000000000000","28.200000000000","77.200000000000"
2145,"370235","ST JOHN BROKEN ARROW","1000 WEST BOISE CIRCLE","BROKEN ARROW","TULSA","OK","74012","63.333333333333","44.333333333333","89.000000000000","26.700000000000","71.033333333333"
2146,"380001","MID-COLUMBIA MEDICAL CENTER","1700 E 19TH STREET","THE DALLES","WASCO","OR","97015","66.666666666667","46.666666666667","58.000000000000","17.400000000000","64.066666666667"
2147,"380002","ASANTE THREE RIVERS MEDICAL CENTER","500 SW RAMSEY AVENUE","GRANTS PASS","JOSEPHINE","OR","97527","58.888888888889","41.222222222222","34.000000000000","10.200000000000","51.422222222222"
2148,"380004","PROVIDENCE ST VINCENT MEDICAL CENTER","9205 SW BARNES ROAD","PORTLAND","WASHINGTON","OR","97225","68.181818181818","47.727272727273","33.000000000000","9.900000000000","57.627272727273"
2149,"380005","ASHLAND COMMUNITY HOSPITAL","280 MAPLE STREET","ASHLAND","JACKSON","OR","97520","68.888888888889","48.222222222222","43.000000000000","12.900000000000","61.122222222222"
2150,"380007","LEGACY EMANUEL MEDICAL CENTER","2801 N GANTENBEIN AVENUE","PORTLAND","MULTNOMAH","OR","97227","65.454545454545","45.818181818182","28.000000000000","8.400000000000","54.218181818182"
2151,"380009","OHSU HOSPITAL AND CLINICS","3181 SW SAM JACKSON PARK ROAD","PORTLAND","WASHINGTON","OR","97223","41.818181818182","29.272727272727","38.000000000000","11.400000000000","40.672727272727"
2152,"380014","GOOD SAMARITAN REGIONAL MEDICAL CENTER","3600 NW SAMARITAN DRIVE","CORVALLIS","BENTON","OR","97330","56.363636363636","39.454545454545","27.000000000000","8.100000000000","47.554545454545"
2153,"380017","LEGACY GOOD SAMARITAN MEDICAL CENTER","1015 NW 22ND AVENUE, W121","PORTLAND","MULTNOMAH","OR","97210","58.181818181818","40.727272727273","36.000000000000","10.800000000000","51.527272727273"
2154,"380018","ASANTE ROGUE REGIONAL MEDICAL CENTER","2825 E BARNETT ROAD","MEDFORD","JACKSON","OR","97504","58.181818181818","40.727272727273","49.000000000000","14.700000000000","55.427272727273"
2155,"380020","MCKENZIE-WILLAMETTE MEDICAL CENTER","1460 G STREET","SPRINGFIELD","LANE","OR","97477","82.727272727273","57.909090909091","43.000000000000","12.900000000000","70.809090909091"
2156,"380021","TUALITY COMMUNITY HOSPITAL","335 SE 8TH AVENUE","HILLSBORO","WASHINGTON","OR","97123","60.000000000000","42.000000000000","42.000000000000","12.600000000000","54.600000000000"
2157,"380022","SAMARITAN ALBANY GENERAL HOSPITAL","1046 6TH AVENUE SW","ALBANY","LINN","OR","97321","44.444444444444","31.111111111111","51.000000000000","15.300000000000","46.411111111111"
2158,"380025","LEGACY MOUNT HOOD MEDICAL CENTER","24800 SE STARK STREET","GRESHAM","MULTNOMAH","OR","97030","33.333333333333","23.333333333333","27.000000000000","8.100000000000","31.433333333333"
2159,"380027","MERCY MEDICAL CENTER","2700 STEWART PARKWAY","ROSEBURG","DOUGLAS","OR","97471","82.000000000000","57.400000000000","39.000000000000","11.700000000000","69.100000000000"
2160,"380029","SILVERTON HOSPITAL","342 FAIRVIEW STREET","SILVERTON","MARION","OR","97381","41.111111111111","28.777777777778","56.000000000000","16.800000000000","45.577777777778"
2161,"380037","PROVIDENCE NEWBERG MEDICAL CENTER","1001 PROVIDENCE DRIVE","NEWBERG","YAMHILL","OR","97132","67.777777777778","47.444444444444","51.000000000000","15.300000000000","62.744444444444"
2162,"380038","PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER","1500 DIVISION STREET","OREGON CITY","CLACKAMAS","OR","97045","56.666666666667","39.666666666667","31.000000000000","9.300000000000","48.966666666667"
2163,"380040","ST CHARLES MEDICAL CENTER - REDMOND","1253 N CANAL BLVD","REDMOND","DESCHUTES","OR","97756","16.666666666667","11.666666666667","45.000000000000","13.500000000000","25.166666666667"
2164,"380047","ST CHARLES MEDICAL CENTER - BEND","2500 NE NEFF ROAD","BEND","DESCHUTES","OR","97701","41.818181818182","29.272727272727","38.000000000000","11.400000000000","40.672727272727"
2165,"380050","SKY LAKES MEDICAL CENTER","2865 DAGGETT AVENUE","KLAMATH FALLS","KLAMATH","OR","97601","54.000000000000","37.800000000000","37.000000000000","11.100000000000","48.900000000000"
2166,"380051","SALEM HOSPITAL","890 OAK STREET, SE","SALEM","MARION","OR","97301","42.727272727273","29.909090909091","52.000000000000","15.600000000000","45.509090909091"
2167,"380052","ST ALPHONSUS MEDICAL CENTER - ONTARIO, INC","351 SW 9TH STREET","ONTARIO","MALHEUR","OR","97914","75.555555555556","52.888888888889","43.000000000000","12.900000000000","65.788888888889"
2168,"380056","SANTIAM MEMORIAL HOSPITAL","1401 N 10TH AVENUE","STAYTON","MARION","OR","97383","28.750000000000","20.125000000000","21.000000000000","6.300000000000","26.425000000000"
2169,"380060","ADVENTIST MEDICAL CENTER","10123 SE MARKET STREET","PORTLAND","MULTNOMAH","OR","97216","58.181818181818","40.727272727273","24.000000000000","7.200000000000","47.927272727273"
2170,"380061","PROVIDENCE PORTLAND MEDICAL CENTER","4805 NE GLISAN STREET","PORTLAND","MULTNOMAH","OR","97213","63.636363636364","44.545454545455","41.000000000000","12.300000000000","56.845454545455"
2171,"380071","WILLAMETTE VALLEY MEDICAL CENTER","2700 SE STRATUS AVE.","MCMINNVILLE","YAMHILL","OR","97128","73.333333333333","51.333333333333","63.000000000000","18.900000000000","70.233333333333"
2172,"380075","PROVIDENCE MEDFORD MEDICAL CENTER","1111 CRATER LAKE AVENUE","MEDFORD","JACKSON","OR","97504","58.888888888889","41.222222222222","27.000000000000","8.100000000000","49.322222222222"
2173,"380082","PROVIDENCE MILWAUKIE HOSPITAL","10150 SE 32ND AVENUE","MILWAUKIE","CLACKAMAS","OR","97222","73.333333333333","51.333333333333","30.000000000000","9.000000000000","60.333333333333"
2174,"380089","LEGACY MERIDIAN PARK MEDICAL CENTER","19300 SW 65TH AVENUE","TUALATIN","WASHINGTON","OR","97062","48.000000000000","33.600000000000","36.000000000000","10.800000000000","44.400000000000"
2175,"380090","BAY AREA HOSPITAL","1775 THOMPSON ROAD","COOS BAY","COOS","OR","97420","40.000000000000","28.000000000000","34.000000000000","10.200000000000","38.200000000000"
2176,"380091","KAISER SUNNYSIDE MEDICAL CENTER","10180 SE SUNNYSIDE ROAD","CLACKAMAS","CLACKAMAS","OR","97015","76.363636363636","53.454545454545","48.000000000000","14.400000000000","67.854545454545"
2177,"380102","SACRED HEART MEDICAL CENTER - RIVERBEND","3333 RIVERBEND DRIVE","SPRINGFIELD","LANE","OR","97477","34.545454545455","24.181818181818","45.000000000000","13.500000000000","37.681818181818"
2178,"390001","GEISINGER - COMMUNITY MEDICAL CENTER","1822 MULBERRY STREET","SCRANTON","LACKAWANNA","PA","18510","53.636363636364","37.545454545455","19.000000000000","5.700000000000","43.245454545455"
2179,"390002","UPMC MCKEESPORT","1500 FIFTH AVENUE","MC KEESPORT","ALLEGHENY","PA","15132","84.000000000000","58.800000000000","22.000000000000","6.600000000000","65.400000000000"
2180,"390003","GEISINGER - BLOOMSBURG HOSPITAL","549 EAST FAIR STREET","BLOOMSBURG","COLUMBIA","PA","17815","51.111111111111","35.777777777778","34.000000000000","10.200000000000","45.977777777778"
2181,"390004","HOLY SPIRIT HOSPITAL","503 NORTH 21ST STREET","CAMP HILL","CUMBERLAND","PA","17011","80.000000000000","56.000000000000","39.000000000000","11.700000000000","67.700000000000"
2182,"390006","GEISINGER MEDICAL CENTER","100 NORTH ACADEMY AVENUE","DANVILLE","MONTOUR","PA","17822","70.000000000000","49.000000000000","54.000000000000","16.200000000000","65.200000000000"
2183,"390008","ELLWOOD CITY HOSPITAL","724 PERSHING STREET","ELLWOOD CITY","LAWRENCE","PA","16117","33.333333333333","23.333333333333","59.000000000000","17.700000000000","41.033333333333"
2184,"390009","SAINT VINCENT HEALTH CENTER","232 WEST 25TH STREET","ERIE","ERIE","PA","16544","49.090909090909","34.363636363636","40.000000000000","12.000000000000","46.363636363636"
2185,"390012","LANSDALE HOSPITAL","100 MEDICAL CAMPUS DRIVE","LANSDALE","MONTGOMERY","PA","19446","88.888888888889","62.222222222222","56.000000000000","16.800000000000","79.022222222222"
2186,"390013","EVANGELICAL COMMUNITY HOSPITAL","ONE HOSPITAL DRIVE","LEWISBURG","UNION","PA","17837","51.111111111111","35.777777777778","54.000000000000","16.200000000000","51.977777777778"
2187,"390016","JAMESON MEMORIAL HOSPITAL","1211 WILMINGTON AVENUE","NEW CASTLE","LAWRENCE","PA","16105","41.111111111111","28.777777777778","33.000000000000","9.900000000000","38.677777777778"
2188,"390019","PALMERTON HOSPITAL","135 LAFAYETTE AVENUE","PALMERTON","CARBON","PA","18071","57.777777777778","40.444444444444","19.000000000000","5.700000000000","46.144444444444"
2189,"390026","CHESTNUT HILL HOSPITAL","8835 GERMANTOWN AVE","PHILADELPHIA","PHILADELPHIA","PA","19118","95.555555555556","66.888888888889","39.000000000000","11.700000000000","78.588888888889"
2190,"390027","TEMPLE UNIVERSITY HOSPITAL","3401 NORTH BROAD STREET","PHILADELPHIA","PHILADELPHIA","PA","19140","73.636363636364","51.545454545455","14.000000000000","4.200000000000","55.745454545455"
2191,"390028","UPMC MERCY","1400 LOCUST STREET","PITTSBURGH","ALLEGHENY","PA","15219","87.272727272727","61.090909090909","35.000000000000","10.500000000000","71.590909090909"
2192,"390030","SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET","420 SOUTH JACKSON STREET","POTTSVILLE","SCHUYLKILL","PA","17901","65.555555555556","45.888888888889","50.000000000000","15.000000000000","60.888888888889"
2193,"390031","SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET","700 EAST NORWEGIAN STREET","POTTSVILLE","SCHUYLKILL","PA","17901","53.333333333333","37.333333333333","41.000000000000","12.300000000000","49.633333333333"
2194,"390032","ALLE KISKI MEDICAL CENTER","1301 CARLISLE ST","NATRONA","ALLEGHENY","PA","15065","60.000000000000","42.000000000000","42.000000000000","12.600000000000","54.600000000000"
2195,"390035","ST LUKE'S QUAKERTOWN HOSPITAL","1021 PARK AVENUE","QUAKERTOWN","BUCKS","PA","18951","78.888888888889","55.222222222222","46.000000000000","13.800000000000","69.022222222222"
2196,"390036","HERITAGE VALLEY BEAVER","1000 DUTCH RIDGE ROAD","BEAVER","BEAVER","PA","15009","57.272727272727","40.090909090909","34.000000000000","10.200000000000","50.290909090909"
2197,"390037","HERITAGE VALLEY SEWICKLEY","720 BLACKBURN ROAD","SEWICKLEY","ALLEGHENY","PA","15143","48.888888888889","34.222222222222","39.000000000000","11.700000000000","45.922222222222"
2198,"390039","SOMERSET HOSPITAL","225 SOUTH CENTER AVENUE","SOMERSET","SOMERSET","PA","15501","74.444444444444","52.111111111111","30.000000000000","9.000000000000","61.111111111111"
2199,"390041","UNIONTOWN HOSPITAL","500 WEST BERKELEY STREET","UNIONTOWN","FAYETTE","PA","15401","44.000000000000","30.800000000000","30.000000000000","9.000000000000","39.800000000000"
2200,"390042","WASHINGTON HOSPITAL, THE","155 WILSON AVENUE","WASHINGTON","WASHINGTON","PA","15301","61.818181818182","43.272727272727","42.000000000000","12.600000000000","55.872727272727"
2201,"390043","SOLDIERS AND SAILORS MEMORIAL HOSPITAL","32-36 CENTRAL AVENUE","WELLSBORO","TIOGA","PA","16901","74.444444444444","52.111111111111","66.000000000000","19.800000000000","71.911111111111"
2202,"390044","READING HOSPITAL MEDICAL CENTER","SIXTH AVENUE AND SPRUCE ST","READING","BERKS","PA","19603","76.363636363636","53.454545454545","30.000000000000","9.000000000000","62.454545454545"
2203,"390045","WILLIAMSPORT REGIONAL MEDICAL CENTER","700 HIGH STREET","WILLIAMSPORT","LYCOMING","PA","17701","77.272727272727","54.090909090909","25.000000000000","7.500000000000","61.590909090909"
2204,"390046","YORK HOSPITAL","1001 SOUTH GEORGE STREET","YORK","YORK","PA","17403","53.636363636364","37.545454545455","25.000000000000","7.500000000000","45.045454545455"
2205,"390048","LEWISTOWN HOSPITAL","400 HIGHLAND AVENUE","LEWISTOWN","MIFFLIN","PA","17044","54.444444444444","38.111111111111","31.000000000000","9.300000000000","47.411111111111"
2206,"390049","ST LUKE'S HOSPITAL BETHLEHEM","801 OSTRUM STREET","BETHLEHEM","NORTHAMPTON","PA","18015","84.545454545455","59.181818181818","35.000000000000","10.500000000000","69.681818181818"
2207,"390050","ALLEGHENY GENERAL HOSPITAL","320 EAST NORTH AVENUE","PITTSBURGH","ALLEGHENY","PA","15212","54.545454545455","38.181818181818","29.000000000000","8.700000000000","46.881818181818"
2208,"390052","CLEARFIELD HOSPITAL","809 TURNPIKE AVE","CLEARFIELD","CLEARFIELD","PA","16830","54.444444444444","38.111111111111","62.000000000000","18.600000000000","56.711111111111"
2209,"390056","J C BLAIR MEMORIAL HOSPITAL","1225 WARM SPRINGS AVE","HUNTINGDON","HUNTINGDON","PA","16652","14.444444444444","10.111111111111","30.000000000000","9.000000000000","19.111111111111"
2210,"390057","GRAND VIEW HOSPITAL","700 LAWN AVENUE","SELLERSVILLE","BUCKS","PA","18960","73.333333333333","51.333333333333","55.000000000000","16.500000000000","67.833333333333"
2211,"390058","CARLISLE REGIONAL MEDICAL CENTER","361 ALEXANDER SPRING ROAD","CARLISLE","CUMBERLAND","PA","17015","54.444444444444","38.111111111111","17.000000000000","5.100000000000","43.211111111111"
2212,"390061","LANCASTER REGIONAL MEDICAL CENTER","250 COLLEGE AVENUE","LANCASTER","LANCASTER","PA","17604","80.000000000000","56.000000000000","30.000000000000","9.000000000000","65.000000000000"
2213,"390062","NASON HOSPITAL","105 NASON DRIVE","ROARING SPRING","BLAIR","PA","16673","54.444444444444","38.111111111111","61.000000000000","18.300000000000","56.411111111111"
2214,"390063","UPMC HAMOT","201 STATE STREET","ERIE","ERIE","PA","16550","64.545454545455","45.181818181818","25.000000000000","7.500000000000","52.681818181818"
2215,"390065","GETTYSBURG HOSPITAL","147 GETTYS STREET","GETTYSBURG","ADAMS","PA","17325","71.111111111111","49.777777777778","25.000000000000","7.500000000000","57.277777777778"
2216,"390066","GOOD SAMARITAN HOSPITAL","FOURTH AND WALNUT STREETS","LEBANON","LEBANON","PA","17042","72.727272727273","50.909090909091","28.000000000000","8.400000000000","59.309090909091"
2217,"390067","PINNACLE HEALTH HOSPITALS","409 SOUTH SECOND STREET","HARRISBURG","DAUPHIN","PA","17105","78.181818181818","54.727272727273","37.000000000000","11.100000000000","65.827272727273"
2218,"390068","HEART OF LANCASTER REGIONAL MEDICAL CENTER","1500 HIGHLANDS DRIVE","LITITZ","LANCASTER","PA","17543","58.888888888889","41.222222222222","29.000000000000","8.700000000000","49.922222222222"
2219,"390070","LOWER BUCKS HOSPITAL","501 BATH ROAD","BRISTOL","BUCKS","PA","19007","32.000000000000","22.400000000000","18.000000000000","5.400000000000","27.800000000000"
2220,"390071","LOCK HAVEN HOSPITAL","24 CREE DRIVE","LOCK HAVEN","CLINTON","PA","17745","71.250000000000","49.875000000000","34.000000000000","10.200000000000","60.075000000000"
2221,"390072","BERWICK HOSPITAL CENTER","701 EAST 16TH STREET","BERWICK","COLUMBIA","PA","18603","52.222222222222","36.555555555556","24.000000000000","7.200000000000","43.755555555556"
2222,"390073","ALTOONA REGIONAL HEALTH SYSTEM","620 HOWARD AVENUE","ALTOONA","BLAIR","PA","16601","37.272727272727","26.090909090909","16.000000000000","4.800000000000","30.890909090909"
2223,"390076","BRANDYWINE HOSPITAL","201 REECEVILLE ROAD","COATESVILLE","CHESTER","PA","19320","74.545454545455","52.181818181818","48.000000000000","14.400000000000","66.581818181818"
2224,"390079","ROBERT PACKER HOSPITAL","ONE GUTHRIE SQUARE","SAYRE","BRADFORD","PA","18840","56.363636363636","39.454545454545","27.000000000000","8.100000000000","47.554545454545"
2225,"390080","JEANES HOSPITAL","7600 CENTRAL AVE","PHILADELPHIA","PHILADELPHIA","PA","19111","63.636363636364","44.545454545455","26.000000000000","7.800000000000","52.345454545455"
2226,"390081","DELAWARE COUNTY MEMORIAL HOSPITAL","501 NORTH LANSDOWNE AVE","DREXEL HILL","DELAWARE","PA","19026","68.888888888889","48.222222222222","23.000000000000","6.900000000000","55.122222222222"
2227,"390084","SUNBURY COMMUNITY HOSPITAL","350 NORTH 11TH STREET","SUNBURY","NORTHUMBERLAND","PA","17801","56.666666666667","39.666666666667","35.000000000000","10.500000000000","50.166666666667"
2228,"390086","DUBOIS REGIONAL MEDICAL CENTER","100 HOSPITAL AVENUE","DUBOIS","CLEARFIELD","PA","15801","76.363636363636","53.454545454545","52.000000000000","15.600000000000","69.054545454545"
2229,"390090","WESTERN PENNSYLVANIA HOSPITAL","4800 FRIENDSHIP AVENUE","PITTSBURGH","ALLEGHENY","PA","15224","64.285714285714","45.000000000000","30.000000000000","9.000000000000","54.000000000000"
2230,"390091","UPMC NORTHWEST","100 FAIRFIELD DRIVE","SENECA","VENANGO","PA","16346","75.555555555556","52.888888888889","31.000000000000","9.300000000000","62.188888888889"
2231,"390093","CLARION HOSPITAL","271 PERKINS ROAD","CLARION","CLARION","PA","16214","51.111111111111","35.777777777778","30.000000000000","9.000000000000","44.777777777778"
2232,"390096","ST JOSEPH MEDICAL CENTER","2500 BERNVILLE ROAD","READING","BERKS","PA","19605","60.909090909091","42.636363636364","31.000000000000","9.300000000000","51.936363636364"
2233,"390097","HOLY REDEEMER HOSPITAL AND MEDICAL CENTER","1648 HUNTINGDON PIKE","MEADOWBROOK","MONTGOMERY","PA","19046","65.000000000000","45.500000000000","24.000000000000","7.200000000000","52.700000000000"
2234,"390100","LANCASTER GENERAL HOSPITAL","555 NORTH DUKE STREET","LANCASTER","LANCASTER","PA","17604","62.727272727273","43.909090909091","29.000000000000","8.700000000000","52.609090909091"
2235,"390101","MEMORIAL HOSPITAL","325 SOUTH BELMONT STREET","YORK","YORK","PA","17403","69.000000000000","48.300000000000","35.000000000000","10.500000000000","58.800000000000"
2236,"390102","UPMC ST MARGARET","815 FREEPORT ROAD","PITTSBURGH","ALLEGHENY","PA","15215","62.222222222222","43.555555555556","28.000000000000","8.400000000000","51.955555555556"
2237,"390104","KANE COMMUNITY HOSPITAL","4372 ROUTE 6","KANE","MCKEAN","PA","16735","56.250000000000","39.375000000000","56.000000000000","16.800000000000","56.175000000000"
