"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","AMI-7a Performance Rate","AMI-7a Achievement Points","AMI-7a Improvement Points","AMI-7a Measure Score","AMI-8a Performance Rate","AMI-8a Achievement Points","AMI Condition/Procedure Score","AMI-8a Improvement Points","AMI-8a Measure Score"
2319,"390162","EASTON HOSPITAL","250 SOUTH 21ST STREET","EASTON","NORTHAMPTON","PA","18042","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2320,"390163","ACMH HOSPITAL","ONE NOLTE DRIVE","KITTANNING","ARMSTRONG","PA","16201","N/A","N/A","N/A","N/A","0.8182","0 out of 10","0","N/A","0 out of 10"
2321,"390164","UPMC PRESBYTERIAN SHADYSIDE","200 LOTHROP STREET","PITTSBURGH","ALLEGHENY","PA","15213","N/A","N/A","N/A","N/A","0.9851","8 out of 10","8","6 out of 9","8 out of 10"
2322,"390168","BUTLER MEMORIAL HOSPITAL","ONE HOSPITAL WAY","BUTLER","BUTLER","PA","16001","N/A","N/A","N/A","N/A","0.9722","6 out of 10","6","6 out of 9","6 out of 10"
2323,"390173","INDIANA REGIONAL MEDICAL CENTER","835 HOSPITAL ROAD,  PO BOX 788","INDIANA","INDIANA","PA","15701","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2324,"390174","THOMAS JEFFERSON UNIVERSITY HOSPITAL","111 SOUTH 11TH STREET","PHILADELPHIA","PHILADELPHIA","PA","19107","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","N/A","10 out of 10"
2325,"390178","UPMC HORIZON","110 NORTH MAIN STREET","GREENVILLE","MERCER","PA","16125","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2326,"390179","CHESTER COUNTY HOSPITAL","701 EAST MARSHALL ST","WEST CHESTER","CHESTER","PA","19380","N/A","N/A","N/A","N/A","0.9545","4 out of 10","5","5 out of 9","5 out of 10"
2327,"390180","CROZER CHESTER MEDICAL CENTER","ONE MEDICAL CENTER BOULEVARD","UPLAND","DELAWARE","PA","19013","N/A","N/A","N/A","N/A","0.9767","7 out of 10","7","5 out of 9","7 out of 10"
2328,"390183","ST LUKE'S MINERS MEMORIAL HOSPITAL","360 W RUDDLE STREET","COALDALE","SCHUYLKILL","PA","18218","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2329,"390184","HIGHLANDS HOSPITAL","401 EAST MURPHY AVENUE","CONNELLSVILLE","FAYETTE","PA","15425","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2330,"390185","HAZLETON GENERAL HOSPITAL","700 EAST BROAD STREET","HAZLETON","LUZERNE","PA","18201","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2331,"390192","TYLER MEMORIAL HOSPITAL","880 STATE ROUTE 6 WEST","TUNKHANNOCK","WYOMING","PA","18657","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2332,"390194","GNADEN HUETTEN MEMORIAL HOSPITAL","211 NORTH 12TH STREET","LEHIGHTON","CARBON","PA","18235","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2333,"390195","MAIN LINE HOSPITAL LANKENAU","100 LANCASTER AVE","WYNNEWOOD","MONTGOMERY","PA","19096","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2334,"390197","SACRED HEART HOSPITAL","421 CHEW STREET","ALLENTOWN","LEHIGH","PA","18102","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2335,"390198","MILLCREEK COMMUNITY HOSPITAL","5515 PEACH STREET","ERIE","ERIE","PA","16509","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2336,"390199","PUNXSUTAWNEY AREA HOSPITAL","81 HILLCREST DRIVE","PUNXSUTAWNEY","JEFFERSON","PA","15767","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2337,"390201","POCONO MEDICAL CENTER","206 EAST BROWN STREET","EAST STROUDSBURG","MONROE","PA","18301","N/A","N/A","N/A","N/A","0.9825","8 out of 10","8","4 out of 9","8 out of 10"
2338,"390203","DOYLESTOWN HOSPITAL","595 WEST STATE ST","DOYLESTOWN","BUCKS","PA","18901","N/A","N/A","N/A","N/A","0.9655","6 out of 10","6","2 out of 9","6 out of 10"
2339,"390204","NAZARETH HOSPITAL","2601 HOLME AVE","PHILADELPHIA","PHILADELPHIA","PA","19152","N/A","N/A","N/A","N/A","0.5000","0 out of 10","0","N/A","0 out of 10"
2340,"390211","SHARON REGIONAL HEALTH SYSTEM","740 EAST STATE STREET","SHARON","MERCER","PA","16146","N/A","N/A","N/A","N/A","0.8500","0 out of 10","0","0 out of 9","0 out of 10"
2341,"390217","EXCELA HEALTH FRICK HOSPITAL","508 SOUTH CHURCH STREET","MOUNT PLEASANT","WESTMORELAND","PA","15666","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2342,"390219","EXCELA HEALTH LATROBE HOSPITAL","ONE MELLON WAY","LATROBE","WESTMORELAND","PA","15650","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2343,"390220","JENNERSVILLE REGIONAL HOSPITAL","1015 WEST BALTIMORE PIKE","WEST GROVE","CHESTER","PA","19390","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2344,"390222","RIDDLE MEMORIAL HOSPITAL","1068 WEST BALTIMORE PIKE","MEDIA","DELAWARE","PA","19063","N/A","N/A","N/A","N/A","0.9333","2 out of 10","5","5 out of 9","5 out of 10"
2345,"390223","PENN PRESBYTERIAN MEDICAL CENTER","51 NORTH 39TH STREET","PHILADELPHIA","PHILADELPHIA","PA","19104","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2346,"390225","EPHRATA COMMUNITY HOSPITAL","169 MARTIN AVENUE","EPHRATA","LANCASTER","PA","17522","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2347,"390226","PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS","800 SPRUCE STREET","PHILADELPHIA","PHILADELPHIA","PA","19107","N/A","N/A","N/A","N/A","0.9231","1 out of 10","8","8 out of 9","8 out of 10"
2348,"390228","ST CLAIR MEMORIAL HOSPITAL","1000 BOWER HILL ROAD","PITTSBURGH","ALLEGHENY","PA","15243","N/A","N/A","N/A","N/A","0.9778","7 out of 10","7","6 out of 9","7 out of 10"
2349,"390231","ABINGTON MEMORIAL HOSPITAL","1200 OLD YORK ROAD","ABINGTON","MONTGOMERY","PA","19001","N/A","N/A","N/A","N/A","0.8871","0 out of 10","0","0 out of 9","0 out of 10"
2350,"390233","HANOVER HOSPITAL","300 HIGHLAND AVE","HANOVER","YORK","PA","17331","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2351,"390236","MEMORIAL HOSPITAL, INC  TOWANDA","91 HOSPITAL DRIVE","TOWANDA","BRADFORD","PA","18848","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2352,"390237","REGIONAL HOSPITAL OF SCRANTON","746 JEFFERSON AVENUE","SCRANTON","LACKAWANNA","PA","18501","N/A","N/A","N/A","N/A","0.8158","0 out of 10","0","0 out of 9","0 out of 10"
2353,"390256","MILTON S HERSHEY MEDICAL CENTER","500 UNIVERSITY DRIVE","HERSHEY","DAUPHIN","PA","17033","N/A","N/A","N/A","N/A","0.9091","0 out of 10","2","2 out of 9","2 out of 10"
2354,"390258","ST MARY MEDICAL CENTER","LANGHORNE-NEWTOWN RD","LANGHORNE","BUCKS","PA","19047","N/A","N/A","N/A","N/A","0.9787","7 out of 10","7","6 out of 9","7 out of 10"
2355,"390263","LEHIGH VALLEY HOSPITAL - MUHLENBERG","2545 SCHOENERSVILLE ROAD","BETHLEHEM","LEHIGH","PA","18017","N/A","N/A","N/A","N/A","0.9730","7 out of 10","7","7 out of 9","7 out of 10"
2356,"390265","JEFFERSON REGIONAL MEDICAL CENTER","565 COAL VALLEY RD","PITTSBURGH","ALLEGHENY","PA","15236","N/A","N/A","N/A","N/A","0.9242","1 out of 10","5","5 out of 9","5 out of 10"
2357,"390266","GROVE CITY MEDICAL CENTER","631 NORTH BROAD STREET EXT.","GROVE CITY","MERCER","PA","16127","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2358,"390267","FORBES REGIONAL HOSPITAL","2570 HAYMAKER RD","MONROEVILLE","ALLEGHENY","PA","15146","N/A","N/A","N/A","N/A","0.9020","0 out of 10","5","5 out of 9","5 out of 10"
2359,"390268","MOUNT NITTANY MEDICAL CENTER","1800 EAST PARK AVE","STATE COLLEGE","CENTRE","PA","16803","N/A","N/A","N/A","N/A","0.9130","0 out of 10","4","4 out of 9","4 out of 10"
2360,"390270","GEISINGER WYOMING VALLEY MEDICAL CENTER","100O EAST MOUNTAIN BOULEVARD","WILKES BARRE","LUZERNE","PA","18711","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2361,"390290","HAHNEMANN UNIVERSITY HOSPITAL","230 NORTH BROAD STREET","PHILADELPHIA","PHILADELPHIA","PA","19102","N/A","N/A","N/A","N/A","0.8333","0 out of 10","0","N/A","0 out of 10"
2362,"390304","ROXBOROUGH MEMORIAL HOSPITAL","5800 RIDGE AVE","PHILADELPHIA","PHILADELPHIA","PA","19128","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2363,"390312","CANCER TREATMENT CENTERS OF AMERICA","1331 EAST WYOMING AVENUE","PHILADELPHIA","PHILADELPHIA","PA","19124","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2364,"390314","COORDINATED HEALTH ORTHOPEDIC HOSPITAL","2310 HIGHLAND AVENUE","BETHLEHEM","LEHIGH","PA","18017","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2365,"390316","SURGICAL INSTITUTE OF READING","2752 CENTURY BOULEVARD","WYOMISSING","BERKS","PA","19610","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2366,"390321","SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH","1503 CEDAR CREST BOULEVARD","ALLENTOWN","LEHIGH","PA","18104","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2367,"390322","BUCKS COUNTY SPECIALTY HOSPITAL","3300 TILLMAN DRIVE","BENSALEM","BUCKS","PA","19020","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2368,"390323","ADVANCED SURGICAL HOSPITAL","100 TRICH DRIVE","WASHINGTON","WASHINGTON","PA","15301","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2369,"390325","OSS ORTHOPAEDIC HOSPITAL","1861 POWDER MILL RD","YORK","YORK","PA","17402","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2370,"410001","MEMORIAL HOSPITAL OF RHODE ISLAND","111 BREWSTER STREET","PAWTUCKET","PROVIDENCE","RI","02860","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2371,"410004","ROGER WILLIAMS MEDICAL CENTER","825 CHALKSTONE AVENUE","PROVIDENCE","PROVIDENCE","RI","02908","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2372,"410005","ST JOSEPH HEALTH SERVICES OF RI","200 HIGH SERVICE AVENUE","NORTH PROVIDENCE","PROVIDENCE","RI","02904","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2373,"410006","NEWPORT HOSPITAL","FRIENDSHIP STREET","NEWPORT","NEWPORT","RI","02840","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2374,"410007","RHODE ISLAND HOSPITAL","593 EDDY STREET","PROVIDENCE","PROVIDENCE","RI","02902","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2375,"410008","SOUTH COUNTY HOSPITAL INC","100 KENYON AVE","WAKEFIELD","WASHINGTON","RI","02879","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2376,"410009","KENT COUNTY MEMORIAL HOSPITAL","455 TOLL GATE RD","WARWICK","KENT","RI","02886","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2377,"410010","WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND","101 DUDLEY STREET","PROVIDENCE","PROVIDENCE","RI","02905","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2378,"410011","LANDMARK MEDICAL CENTER,  INC","115 CASS AVE","WOONSOCKET","PROVIDENCE","RI","02895","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2379,"410012","MIRIAM HOSPITAL","164 SUMMIT AVENUE","PROVIDENCE","PROVIDENCE","RI","02906","N/A","N/A","N/A","N/A","0.9565","5 out of 10","7","7 out of 9","7 out of 10"
2380,"410013","WESTERLY HOSPITAL","25 WELLS STREET","WESTERLY","WASHINGTON","RI","02891","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2381,"420002","PIEDMONT MEDICAL CENTER","222 S HERLONG AVE","ROCK HILL","YORK","SC","29730","N/A","N/A","N/A","N/A","0.9615","5 out of 10","5","0 out of 9","5 out of 10"
2382,"420004","MUSC MEDICAL CENTER","169 ASHLEY AVE","CHARLESTON","CHARLESTON","SC","29425","N/A","N/A","N/A","N/A","0.9118","0 out of 10","2","2 out of 9","2 out of 10"
2383,"420005","MCLEOD MEDICAL CENTER - DILLON","301 E JACKSON ST","DILLON","DILLON","SC","29536","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2384,"420007","SPARTANBURG REGIONAL MEDICAL CENTER","101 E WOOD ST","SPARTANBURG","SPARTANBURG","SC","29303","N/A","N/A","N/A","N/A","0.9381","3 out of 10","6","6 out of 9","6 out of 10"
2385,"420009","OCONEE MEDICAL CENTER","298 MEMORIAL DRIVE","SENECA","OCONEE","SC","29672","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2386,"430012","AVERA SACRED HEART HOSPITAL","501 SUMMIT","YANKTON","YANKTON","SD","57078","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2387,"430013","AVERA QUEEN OF PEACE","525 N FOSTER","MITCHELL","DAVISON","SD","57301","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2388,"430014","AVERA ST LUKES","305 S STATE ST","ABERDEEN","BROWN","SD","57401","N/A","N/A","N/A","N/A","0.9167","0 out of 10","0","N/A","0 out of 10"
2389,"430015","ST MARY'S HOSPITAL","801 E SIOUX","PIERRE","HUGHES","SD","57501","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2390,"430016","AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER","1325 S CLIFF AVE  PO BOX 5045","SIOUX FALLS","MINNEHAHA","SD","57117","N/A","N/A","N/A","N/A","0.9375","3 out of 10","7","7 out of 9","7 out of 10"
2391,"430027","SANFORD USD MEDICAL CENTER","1305 W 18TH ST  PO BOX 5039","SIOUX FALLS","MINNEHAHA","SD","57117","N/A","N/A","N/A","N/A","0.9412","3 out of 10","3","2 out of 9","3 out of 10"
2392,"430048","SPEARFISH REGIONAL HOSPITAL","1440 N MAIN ST","SPEARFISH","LAWRENCE","SD","57783","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2393,"430077","RAPID CITY REGIONAL HOSPITAL","353 FAIRMONT BLVD  PO BOX 6000","RAPID CITY","PENNINGTON","SD","57701","N/A","N/A","N/A","N/A","0.8000","0 out of 10","1","1 out of 9","1 out of 10"
2394,"430089","SIOUXLAND SURGERY CENTER LP","600 SIOUX POINT ROAD","DAKOTA DUNES","UNION","SD","57049","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2395,"430090","SIOUX FALLS SPECIALTY HOSPITAL","910 EAST 20TH STREET","SIOUX FALLS","MINNEHAHA","SD","57105","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2396,"430091","BLACK HILLS SURGICAL HOSPITAL LLP","216 ANAMARIA DR","RAPID CITY","PENNINGTON","SD","57703","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2397,"430092","DAKOTA PLAINS SURGICAL CENTER LLP","701 8TH AVENUE NW SUITE C","ABERDEEN","BROWN","SD","57401","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2398,"430095","AVERA HEART HOSPITAL OF SOUTH DAKOTA LLC","4500 W 69TH ST","SIOUX FALLS","MINNEHAHA","SD","57108","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","N/A","10 out of 10"
2399,"440001","UNICOI COUNTY MEMORIAL HOSPITAL","GREENWAY CIRCLE","ERWIN","UNICOI","TN","37650","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2400,"440002","JACKSON-MADISON COUNTY GENERAL HOSPITAL","620 SKYLINE DRIVE","JACKSON","MADISON","TN","38301","N/A","N/A","N/A","N/A","0.9216","1 out of 10","5","5 out of 9","5 out of 10"
2401,"440003","SUMNER REGIONAL MEDICAL CENTER","555 HARTSVILLE PIKE","GALLATIN","SUMNER","TN","37066","N/A","N/A","N/A","N/A","0.9231","1 out of 10","1","N/A","1 out of 10"
2402,"440006","SKYLINE MEDICAL CENTER","3441 DICKERSON PIKE","NASHVILLE","DAVIDSON","TN","37207","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2403,"440009","CUMBERLAND MEDICAL CENTER","421 S MAIN ST","CROSSVILLE","CUMBERLAND","TN","38555","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2404,"440011","BLOUNT MEMORIAL HOSPITAL","907 E LAMAR ALEXANDER PARKWAY","MARYVILLE","BLOUNT","TN","37804","N/A","N/A","N/A","N/A","0.9804","7 out of 10","7","3 out of 9","7 out of 10"
2405,"440012","WELLMONT BRISTOL REGIONAL MEDICAL CENTER","ONE MEDICAL PARK BLVD","BRISTOL","SULLIVAN","TN","37620","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2406,"440015","UNIVERSITY OF TN MEMORIAL HOSPITAL","1924 ALCOA HIGHWAY","KNOXVILLE","KNOX","TN","37920","N/A","N/A","N/A","N/A","0.9388","3 out of 10","3","3 out of 9","3 out of 10"
2407,"440017","WELLMONT HOLSTON VALLEY MEDICAL CENTER","130 WEST RAVINE ROAD","KINGSPORT","SULLIVAN","TN","37662","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2408,"440018","SYCAMORE SHOALS HOSPITAL","1501 WEST ELK AVENUE","ELIZABETHTON","CARTER","TN","37643","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2409,"440020","HILLSIDE HOSPITAL","1265 E COLLEGE ST","PULASKI","GILES","TN","38478","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2410,"440025","LAUGHLIN MEMORIAL HOSPITAL, INC","1420 TUSCULUM BLVD","GREENEVILLE","GREENE","TN","37745","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2411,"440029","WILLIAMSON MEDICAL CENTER","4321 CAROTHERS PARKWAY","FRANKLIN","WILLIAMSON","TN","37067","N/A","N/A","N/A","N/A","0.8140","0 out of 10","0","0 out of 9","0 out of 10"
2412,"440030","MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION","908 W 4TH NORTH ST","MORRISTOWN","HAMBLEN","TN","37814","N/A","N/A","N/A","N/A","0.9778","7 out of 10","7","1 out of 9","7 out of 10"
2413,"440031","ROANE MEDICAL CENTER","412 DEVONIA ST","HARRIMAN","ROANE","TN","37748","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2414,"440032","WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL","851 LOCUST STREET","ROGERSVILLE","HAWKINS","TN","37857","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2415,"440033","TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER","923 EAST CENTRAL AVENUE","LA FOLLETTE","CAMPBELL","TN","37766","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2416,"440034","METHODIST MEDICAL CENTER OF OAK RIDGE","990 OAK RIDGE TURNPIKE BOX 529","OAK RIDGE","ANDERSON","TN","37830","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2417,"440035","GATEWAY MEDICAL CENTER","651 DUNLOP LANE","CLARKSVILLE","MONTGOMERY","TN","37040","N/A","N/A","N/A","N/A","0.9565","5 out of 10","8","8 out of 9","8 out of 10"
2418,"440039","VANDERBILT UNIVERSITY HOSPITAL","1161 21ST AVENUE SOUTH","NASHVILLE","DAVIDSON","TN","37232","N/A","N/A","N/A","N/A","0.7333","0 out of 10","0","0 out of 9","0 out of 10"
2419,"440046","HORIZON MEDICAL CENTER","111 HIGHWAY 70 EAST","DICKSON","DICKSON","TN","37055","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2420,"440048","BAPTIST MEMORIAL HOSPITAL","6019 WALNUT GROVE ROAD","MEMPHIS","SHELBY","TN","38120","N/A","N/A","N/A","N/A","0.9259","1 out of 10","6","6 out of 9","6 out of 10"
2421,"440049","METHODIST HEALTHCARE MEMPHIS HOSPITALS","1265 UNION AVE SUITE 700","MEMPHIS","SHELBY","TN","38104","N/A","N/A","N/A","N/A","0.9735","7 out of 10","7","0 out of 9","7 out of 10"
2422,"440050","TAKOMA REGIONAL HOSPITAL","401 TAKOMA AVE","GREENEVILLE","GREENE","TN","37743","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2423,"440051","MCNAIRY REGIONAL HOSPITAL","705 E POPLAR AVE","SELMER","MCNAIRY","TN","38375","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2424,"440053","MIDDLE TENNESSEE MEDICAL CENTER INC","1700 MEDICAL CENTER PARKWAY","MURFREESBORO","RUTHERFORD","TN","37129","N/A","N/A","N/A","N/A","0.9111","0 out of 10","6","6 out of 9","6 out of 10"
2425,"440054","WOODS MEMORIAL HOSPITAL","886 HIGHWAY 411 NORTH","ETOWAH","MCMINN","TN","37331","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2426,"440056","TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL","110 HOSPITAL DRIVE","JEFFERSON CITY","JEFFERSON","TN","37760","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2427,"440057","CLAIBORNE COUNTY HOSPITAL","1850 OLD KNOXVILLE HIGHWAY","TAZEWELL","CLAIBORNE","TN","37879","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2428,"440058","SOUTHERN TENNESSEE MEDICAL CENTER","185 HOSPITAL ROAD","WINCHESTER","FRANKLIN","TN","37398","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2429,"440059","COOKEVILLE REGIONAL MEDICAL CENTER","1 MEDICAL CENTER BOULEVARD","COOKEVILLE","PUTNAM","TN","38501","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2430,"440061","VOLUNTEER COMMUNITY HOSPITAL","161 MOUNT PELIA RD","MARTIN","WEAKLEY","TN","38237","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2431,"440063","JOHNSON CITY MEDICAL CENTER","400 N STATE OF FRANKLIN RD","JOHNSON CITY","WASHINGTON","TN","37604","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2432,"440064","GRANDVIEW MEDICAL CENTER","1000 HIGHWAY 28","JASPER","MARION","TN","37347","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2433,"440065","NORTHCREST MEDICAL CENTER","100 NORTHCREST DRIVE","SPRINGFIELD","ROBERTSON","TN","37172","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2434,"440067","LAKEWAY REGIONAL HOSPITAL","726 MCFARLAND ST","MORRISTOWN","HAMBLEN","TN","37814","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2435,"440068","ATHENS REGIONAL MEDICAL CENTER","1114 W MADISON AVE","ATHENS","MCMINN","TN","37371","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2436,"440072","DYERSBURG REGIONAL MEDICAL CENTER","400 TICKLE ST","DYERSBURG","DYER","TN","38024","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2437,"440073","MAURY REGIONAL HOSPITAL","1224 TROTWOOD AVE","COLUMBIA","MAURY","TN","38401","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2438,"440081","LECONTE MEDICAL CENTER","742 MIDDLECREEK ROAD","SEVIERVILLE","CUMBERLAND","TN","37862","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2439,"440082","ST THOMAS HOSPITAL","4220 HARDING RD, PO BOX 380","NASHVILLE","DAVIDSON","TN","37205","N/A","N/A","N/A","N/A","0.9804","7 out of 10","7","0 out of 9","7 out of 10"
2440,"440084","SWEETWATER HOSPITAL ASSOCIATION","304 WRIGHT ST","SWEETWATER","MONROE","TN","37874","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2441,"440091","MEMORIAL HEALTHCARE SYSTEM, INC","2525 DESALES AVE","CHATTANOOGA","HAMILTON","TN","37404","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2442,"440102","LINCOLN MEDICAL CENTER","106 MEDICAL CENTER BLVD","FAYETTEVILLE","LINCOLN","TN","37334","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2443,"440104","ERLANGER MEDICAL CENTER","975 E 3RD ST","CHATTANOOGA","HAMILTON","TN","37403","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2444,"440109","HARDIN MEDICAL CENTER","935 WAYNE ROAD","SAVANNAH","HARDIN","TN","38372","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2445,"440110","FORT LOUDOUN MEDICAL CENTER","550 FORT LOUDOUN MEDICAL CENTER DR","LENOIR CITY","LOUDON","TN","37772","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2446,"440111","METRO NASHVILLE GENERAL HOSPITAL","1818 ALBION STREET","NASHVILLE","DAVIDSON","TN","37208","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2447,"440120","TENNOVA HEALTHCARE","900 EAST OAK HILL AVENUE","KNOXVILLE","KNOX","TN","37917","N/A","N/A","N/A","N/A","0.8800","0 out of 10","5","5 out of 9","5 out of 10"
2448,"440125","FORT SANDERS REGIONAL MEDICAL CENTER","1901 W CLINCH AVE","KNOXVILLE","KNOX","TN","37916","N/A","N/A","N/A","N/A","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2449,"440130","BAPTIST MEMORIAL HOSPITAL UNION CITY","1201 BISHOP ST, PO BOX 310","UNION CITY","OBION","TN","38261","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
2450,"440131","BAPTIST MEMORIAL HOSPITAL TIPTON","1995 HIGHWAY 51 S","COVINGTON","TIPTON","TN","38019","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
