"ID","Provider Number","Hospital Name","Address","City","County Name","State","ZIP Code","HF-1 Performance Rate","HF-1 Achievement Points","HF Condition/Procedure Score","HF-1 Improvement Points","HF-1 Measure Score"
2237,"390026","CHESTNUT HILL HOSPITAL","8835 GERMANTOWN AVE","PHILADELPHIA","PHILADELPHIA","PA","19118","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2238,"390027","TEMPLE UNIVERSITY HOSPITAL","3401 NORTH BROAD STREET","PHILADELPHIA","PHILADELPHIA","PA","19140","0.9788","7 out of 10","7","5 out of 9","7 out of 10"
2239,"390028","UPMC MERCY","1400 LOCUST STREET","PITTSBURGH","ALLEGHENY","PA","15219","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2240,"390030","SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET","420 SOUTH JACKSON STREET","POTTSVILLE","SCHUYLKILL","PA","17901","0.9412","4 out of 10","6","6 out of 9","6 out of 10"
2241,"390031","SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET","700 EAST NORWEGIAN STREET","POTTSVILLE","SCHUYLKILL","PA","17901","0.9767","7 out of 10","8","8 out of 9","8 out of 10"
2242,"390032","ALLE KISKI MEDICAL CENTER","1301 CARLISLE ST","NATRONA","ALLEGHENY","PA","15065","0.8683","0 out of 10","0","0 out of 9","0 out of 10"
2243,"390035","ST LUKE'S QUAKERTOWN HOSPITAL","1021 PARK AVENUE","QUAKERTOWN","BUCKS","PA","18951","0.9756","7 out of 10","7","6 out of 9","7 out of 10"
2244,"390036","HERITAGE VALLEY BEAVER","1000 DUTCH RIDGE ROAD","BEAVER","BEAVER","PA","15009","0.9770","7 out of 10","7","7 out of 9","7 out of 10"
2245,"390037","HERITAGE VALLEY SEWICKLEY","720 BLACKBURN ROAD","SEWICKLEY","ALLEGHENY","PA","15143","0.8649","0 out of 10","0","0 out of 9","0 out of 10"
2246,"390039","SOMERSET HOSPITAL","225 SOUTH CENTER AVENUE","SOMERSET","SOMERSET","PA","15501","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2247,"390041","UNIONTOWN HOSPITAL","500 WEST BERKELEY STREET","UNIONTOWN","FAYETTE","PA","15401","0.9067","0 out of 10","6","6 out of 9","6 out of 10"
2248,"390042","WASHINGTON HOSPITAL, THE","155 WILSON AVENUE","WASHINGTON","WASHINGTON","PA","15301","0.9646","6 out of 10","6","6 out of 9","6 out of 10"
2249,"390043","SOLDIERS AND SAILORS MEMORIAL HOSPITAL","32-36 CENTRAL AVENUE","WELLSBORO","TIOGA","PA","16901","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2250,"390044","READING HOSPITAL MEDICAL CENTER","SIXTH AVENUE AND SPRUCE ST","READING","BERKS","PA","19603","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2251,"390045","WILLIAMSPORT REGIONAL MEDICAL CENTER","700 HIGH STREET","WILLIAMSPORT","LYCOMING","PA","17701","0.9927","9 out of 10","9","9 out of 9","9 out of 10"
2252,"390046","YORK HOSPITAL","1001 SOUTH GEORGE STREET","YORK","YORK","PA","17403","0.9662","6 out of 10","8","8 out of 9","8 out of 10"
2253,"390048","LEWISTOWN HOSPITAL","400 HIGHLAND AVENUE","LEWISTOWN","MIFFLIN","PA","17044","0.9341","3 out of 10","4","4 out of 9","4 out of 10"
2254,"390049","ST LUKE'S HOSPITAL BETHLEHEM","801 OSTRUM STREET","BETHLEHEM","NORTHAMPTON","PA","18015","0.9851","8 out of 10","8","7 out of 9","8 out of 10"
2255,"390050","ALLEGHENY GENERAL HOSPITAL","320 EAST NORTH AVENUE","PITTSBURGH","ALLEGHENY","PA","15212","0.9523","5 out of 10","5","0 out of 9","5 out of 10"
2256,"390052","CLEARFIELD HOSPITAL","809 TURNPIKE AVE","CLEARFIELD","CLEARFIELD","PA","16830","0.8491","0 out of 10","5","5 out of 9","5 out of 10"
2257,"390056","J C BLAIR MEMORIAL HOSPITAL","1225 WARM SPRINGS AVE","HUNTINGDON","HUNTINGDON","PA","16652","0.8611","0 out of 10","3","3 out of 9","3 out of 10"
2258,"390057","GRAND VIEW HOSPITAL","700 LAWN AVENUE","SELLERSVILLE","BUCKS","PA","18960","0.9519","5 out of 10","5","4 out of 9","5 out of 10"
2259,"390058","CARLISLE REGIONAL MEDICAL CENTER","361 ALEXANDER SPRING ROAD","CARLISLE","CUMBERLAND","PA","17015","0.8250","0 out of 10","0","0 out of 9","0 out of 10"
2260,"390061","LANCASTER REGIONAL MEDICAL CENTER","250 COLLEGE AVENUE","LANCASTER","LANCASTER","PA","17604","0.9306","3 out of 10","3","0 out of 9","3 out of 10"
2261,"390062","NASON HOSPITAL","105 NASON DRIVE","ROARING SPRING","BLAIR","PA","16673","0.9355","3 out of 10","3","0 out of 9","3 out of 10"
2262,"390063","UPMC HAMOT","201 STATE STREET","ERIE","ERIE","PA","16550","0.9688","6 out of 10","6","6 out of 9","6 out of 10"
2263,"390065","GETTYSBURG HOSPITAL","147 GETTYS STREET","GETTYSBURG","ADAMS","PA","17325","0.9891","8 out of 10","8","8 out of 9","8 out of 10"
2264,"390066","GOOD SAMARITAN HOSPITAL","FOURTH AND WALNUT STREETS","LEBANON","LEBANON","PA","17042","0.9928","9 out of 10","9","9 out of 9","9 out of 10"
2265,"390067","PINNACLE HEALTH HOSPITALS","409 SOUTH SECOND STREET","HARRISBURG","DAUPHIN","PA","17105","0.9924","9 out of 10","9","9 out of 9","9 out of 10"
2266,"390068","HEART OF LANCASTER REGIONAL MEDICAL CENTER","1500 HIGHLANDS DRIVE","LITITZ","LANCASTER","PA","17543","0.8966","0 out of 10","0","0 out of 9","0 out of 10"
2267,"390070","LOWER BUCKS HOSPITAL","501 BATH ROAD","BRISTOL","BUCKS","PA","19007","0.7482","0 out of 10","1","1 out of 9","1 out of 10"
2268,"390071","LOCK HAVEN HOSPITAL","24 CREE DRIVE","LOCK HAVEN","CLINTON","PA","17745","0.5667","0 out of 10","0","0 out of 9","0 out of 10"
2269,"390072","BERWICK HOSPITAL CENTER","701 EAST 16TH STREET","BERWICK","COLUMBIA","PA","18603","0.8596","0 out of 10","0","0 out of 9","0 out of 10"
2270,"390073","ALTOONA REGIONAL HEALTH SYSTEM","620 HOWARD AVENUE","ALTOONA","BLAIR","PA","16601","0.8959","0 out of 10","1","1 out of 9","1 out of 10"
2271,"390076","BRANDYWINE HOSPITAL","201 REECEVILLE ROAD","COATESVILLE","CHESTER","PA","19320","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2272,"390079","ROBERT PACKER HOSPITAL","ONE GUTHRIE SQUARE","SAYRE","BRADFORD","PA","18840","0.9120","1 out of 10","3","3 out of 9","3 out of 10"
2273,"390080","JEANES HOSPITAL","7600 CENTRAL AVE","PHILADELPHIA","PHILADELPHIA","PA","19111","0.9819","8 out of 10","8","7 out of 9","8 out of 10"
2274,"390081","DELAWARE COUNTY MEMORIAL HOSPITAL","501 NORTH LANSDOWNE AVE","DREXEL HILL","DELAWARE","PA","19026","0.9945","9 out of 10","9","6 out of 9","9 out of 10"
2275,"390084","SUNBURY COMMUNITY HOSPITAL","350 NORTH 11TH STREET","SUNBURY","NORTHUMBERLAND","PA","17801","0.8571","0 out of 10","2","2 out of 9","2 out of 10"
2276,"390086","DUBOIS REGIONAL MEDICAL CENTER","100 HOSPITAL AVENUE","DUBOIS","CLEARFIELD","PA","15801","0.9735","7 out of 10","7","7 out of 9","7 out of 10"
2277,"390090","WESTERN PENNSYLVANIA HOSPITAL","4800 FRIENDSHIP AVENUE","PITTSBURGH","ALLEGHENY","PA","15224","0.3000","0 out of 10","0","0 out of 9","0 out of 10"
2278,"390091","UPMC NORTHWEST","100 FAIRFIELD DRIVE","SENECA","VENANGO","PA","16346","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2279,"390093","CLARION HOSPITAL","271 PERKINS ROAD","CLARION","CLARION","PA","16214","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2280,"390096","ST JOSEPH MEDICAL CENTER","2500 BERNVILLE ROAD","READING","BERKS","PA","19605","0.9134","1 out of 10","1","0 out of 9","1 out of 10"
2281,"390097","HOLY REDEEMER HOSPITAL AND MEDICAL CENTER","1648 HUNTINGDON PIKE","MEADOWBROOK","MONTGOMERY","PA","19046","0.9943","9 out of 10","9","0 out of 9","9 out of 10"
2282,"390100","LANCASTER GENERAL HOSPITAL","555 NORTH DUKE STREET","LANCASTER","LANCASTER","PA","17604","0.9525","5 out of 10","8","8 out of 9","8 out of 10"
2283,"390101","MEMORIAL HOSPITAL","325 SOUTH BELMONT STREET","YORK","YORK","PA","17403","0.9412","4 out of 10","4","0 out of 9","4 out of 10"
2284,"390102","UPMC ST MARGARET","815 FREEPORT ROAD","PITTSBURGH","ALLEGHENY","PA","15215","0.9514","5 out of 10","5","4 out of 9","5 out of 10"
2285,"390104","KANE COMMUNITY HOSPITAL","4372 ROUTE 6","KANE","MCKEAN","PA","16735","0.7317","0 out of 10","7","7 out of 9","7 out of 10"
2286,"390107","UPMC PASSAVANT","9100 BABCOCK BOULEVARD","PITTSBURGH","ALLEGHENY","PA","15237","0.9680","6 out of 10","6","0 out of 9","6 out of 10"
2287,"390108","MONTGOMERY HOSPITAL","POWELL & FORNANCE STREETS","NORRISTOWN","MONTGOMERY","PA","19401","0.9407","4 out of 10","4","4 out of 9","4 out of 10"
2288,"390110","CONEMAUGH VALLEY MEMORIAL HOSPITAL","1086 FRANKLIN STREET","JOHNSTOWN","CAMBRIA","PA","15905","0.8192","0 out of 10","0","0 out of 9","0 out of 10"
2289,"390111","HOSPITAL OF UNIV OF PENNSYLVANIA","34TH & SPRUCE STS","PHILADELPHIA","PHILADELPHIA","PA","19104","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2290,"390112","WINDBER HOSPITAL","600 SOMERSET AVENUE","WINDBER","SOMERSET","PA","15963","0.8409","0 out of 10","0","0 out of 9","0 out of 10"
2291,"390113","MEADVILLE MEDICAL CENTER","751 LIBERTY STREET","MEADVILLE","CRAWFORD","PA","16335","0.8391","0 out of 10","2","2 out of 9","2 out of 10"
2292,"390114","MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM","300 HALKET STREET","PITTSBURGH","ALLEGHENY","PA","15213","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2293,"390115","ARIA HEALTH","10800 KNIGHTS ROAD","PHILADELPHIA","PHILADELPHIA","PA","19114","0.9320","3 out of 10","3","0 out of 9","3 out of 10"
2294,"390116","MERCY SUBURBAN HOSPITAL","2701 DEKALB PIKE","NORRISTOWN","MONTGOMERY","PA","19401","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2295,"390117","UPMC BEDFORD","10455 LINCOLN HIGHWAY","EVERETT","BEDFORD","PA","15537","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2296,"390118","BRADFORD REGIONAL MEDICAL CENTER","116 INTERSTATE PARKWAY","BRADFORD","MCKEAN","PA","16701","0.9756","7 out of 10","8","8 out of 9","8 out of 10"
2297,"390119","MOSES TAYLOR HOSPITAL","700 QUINCY AVENUE","SCRANTON","LACKAWANNA","PA","18510","0.8295","0 out of 10","0","0 out of 9","0 out of 10"
2298,"390122","TITUSVILLE HOSPITAL","406 WEST OAK STREET","TITUSVILLE","CRAWFORD","PA","16354","0.8800","0 out of 10","0","0 out of 9","0 out of 10"
2299,"390123","POTTSTOWN MEMORIAL MEDICAL CENTER","1600 EAST HIGH STREET AND ARMAND HAMMER BLVD","POTTSTOWN","MONTGOMERY","PA","19464","0.9549","5 out of 10","5","0 out of 9","5 out of 10"
2300,"390125","WAYNE MEMORIAL HOSPITAL","601 PARK STREET","HONESDALE","WAYNE","PA","18431","0.9302","3 out of 10","3","0 out of 9","3 out of 10"
2301,"390127","PHOENIXVILLE HOSPITAL","140 NUTT ROAD","PHOENIXVILLE","CHESTER","PA","19460","0.9677","6 out of 10","6","4 out of 9","6 out of 10"
2302,"390130","MINERS MEDICAL CENTER","290 HAIDA AVENUE","HASTINGS","CAMBRIA","PA","16646","0.5625","0 out of 10","2","2 out of 9","2 out of 10"
2303,"390132","ST JOSEPH'S HOSPITAL","1600 WEST GIRARD AVENUE","PHILADELPHIA","PHILADELPHIA","PA","19130","0.4632","0 out of 10","3","3 out of 9","3 out of 10"
2304,"390133","LEHIGH VALLEY HOSPITAL","PO BOX 689","ALLENTOWN","LEHIGH","PA","18105","0.9596","6 out of 10","6","0 out of 9","6 out of 10"
2305,"390137","WILKES-BARRE GENERAL HOSPITAL","575 NORTH RIVER STREET","WILKES-BARRE","LUZERNE","PA","18764","0.9728","7 out of 10","8","8 out of 9","8 out of 10"
2306,"390138","WAYNESBORO HOSPITAL","501 EAST MAIN ST","WAYNESBORO","FRANKLIN","PA","17268","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2307,"390139","MAIN LINE HOSPITAL BRYN MAWR CAMPUS","130 SOUTH BRYN MAWR AVE","BRYN MAWR","DELAWARE","PA","19010","0.9911","9 out of 10","9","4 out of 9","9 out of 10"
2308,"390142","ALBERT EINSTEIN MEDICAL CENTER","5501 OLD YORK ROAD","PHILADELPHIA","PHILADELPHIA","PA","19141","0.9399","4 out of 10","4","0 out of 9","4 out of 10"
2309,"390145","EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL","532 WEST PITTSBURGH STREET","GREENSBURG","WESTMORELAND","PA","15601","0.9101","1 out of 10","1","0 out of 9","1 out of 10"
2310,"390146","WARREN GENERAL HOSPITAL","TWO CRESCENT PARK WEST","WARREN","WARREN","PA","16365","0.8421","0 out of 10","6","6 out of 9","6 out of 10"
2311,"390147","MONONGAHELA VALLEY HOSPITAL","1163 COUNTRY CLUB ROAD","MONONGAHELA","WASHINGTON","PA","15063","0.8294","0 out of 10","0","0 out of 9","0 out of 10"
2312,"390150","SOUTHWEST REGIONAL MEDICAL CENTER","350 BONAR AVENUE","WAYNESBURG","GREENE","PA","15370","0.8471","0 out of 10","2","2 out of 9","2 out of 10"
2313,"390151","CHAMBERSBURG HOSPITAL","112 NORTH SEVENTH STREET","CHAMBERSBURG","FRANKLIN","PA","17201","0.9178","1 out of 10","3","3 out of 9","3 out of 10"
2314,"390153","MAIN LINE HOSPITAL PAOLI","255 WEST LANCASTER AVENUE","PAOLI","CHESTER","PA","19301","0.9730","7 out of 10","7","0 out of 9","7 out of 10"
2315,"390154","ELK REGIONAL HEALTH CENTER","763 JOHNSONBURG ROAD","SAINT MARYS","ELK","PA","15857","0.6835","0 out of 10","1","1 out of 9","1 out of 10"
2316,"390156","MERCY FITZGERALD HOSPITAL","LANSDOWNE & BAILY RDS","DARBY","DELAWARE","PA","19023","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2317,"390157","OHIO VALLEY GENERAL HOSPITAL","25 HECKEL ROAD","MCKEES ROCKS","ALLEGHENY","PA","15136","0.7031","0 out of 10","1","1 out of 9","1 out of 10"
2318,"390160","CANONSBURG GENERAL HOSPITAL","100 MEDICAL BOULEVARD","CANONSBURG","WASHINGTON","PA","15317","0.9403","4 out of 10","8","8 out of 9","8 out of 10"
2319,"390162","EASTON HOSPITAL","250 SOUTH 21ST STREET","EASTON","NORTHAMPTON","PA","18042","0.9598","6 out of 10","6","5 out of 9","6 out of 10"
2320,"390163","ACMH HOSPITAL","ONE NOLTE DRIVE","KITTANNING","ARMSTRONG","PA","16201","0.9059","0 out of 10","0","0 out of 9","0 out of 10"
2321,"390164","UPMC PRESBYTERIAN SHADYSIDE","200 LOTHROP STREET","PITTSBURGH","ALLEGHENY","PA","15213","0.9758","7 out of 10","7","0 out of 9","7 out of 10"
2322,"390168","BUTLER MEMORIAL HOSPITAL","ONE HOSPITAL WAY","BUTLER","BUTLER","PA","16001","0.9934","9 out of 10","9","7 out of 9","9 out of 10"
2323,"390173","INDIANA REGIONAL MEDICAL CENTER","835 HOSPITAL ROAD,  PO BOX 788","INDIANA","INDIANA","PA","15701","0.9924","9 out of 10","9","9 out of 9","9 out of 10"
2324,"390174","THOMAS JEFFERSON UNIVERSITY HOSPITAL","111 SOUTH 11TH STREET","PHILADELPHIA","PHILADELPHIA","PA","19107","0.9910","9 out of 10","9","5 out of 9","9 out of 10"
2325,"390178","UPMC HORIZON","110 NORTH MAIN STREET","GREENVILLE","MERCER","PA","16125","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2326,"390179","CHESTER COUNTY HOSPITAL","701 EAST MARSHALL ST","WEST CHESTER","CHESTER","PA","19380","0.9889","8 out of 10","8","8 out of 9","8 out of 10"
2327,"390180","CROZER CHESTER MEDICAL CENTER","ONE MEDICAL CENTER BOULEVARD","UPLAND","DELAWARE","PA","19013","0.9949","9 out of 10","9","8 out of 9","9 out of 10"
2328,"390183","ST LUKE'S MINERS MEMORIAL HOSPITAL","360 W RUDDLE STREET","COALDALE","SCHUYLKILL","PA","18218","0.9756","7 out of 10","7","0 out of 9","7 out of 10"
2329,"390184","HIGHLANDS HOSPITAL","401 EAST MURPHY AVENUE","CONNELLSVILLE","FAYETTE","PA","15425","0.7292","0 out of 10","0","0 out of 9","0 out of 10"
2330,"390185","HAZLETON GENERAL HOSPITAL","700 EAST BROAD STREET","HAZLETON","LUZERNE","PA","18201","0.9804","8 out of 10","8","6 out of 9","8 out of 10"
2331,"390192","TYLER MEMORIAL HOSPITAL","880 STATE ROUTE 6 WEST","TUNKHANNOCK","WYOMING","PA","18657","0.9091","1 out of 10","8","8 out of 9","8 out of 10"
2332,"390194","GNADEN HUETTEN MEMORIAL HOSPITAL","211 NORTH 12TH STREET","LEHIGHTON","CARBON","PA","18235","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2333,"390195","MAIN LINE HOSPITAL LANKENAU","100 LANCASTER AVE","WYNNEWOOD","MONTGOMERY","PA","19096","0.9814","8 out of 10","8","6 out of 9","8 out of 10"
2334,"390197","SACRED HEART HOSPITAL","421 CHEW STREET","ALLENTOWN","LEHIGH","PA","18102","0.9032","0 out of 10","1","1 out of 9","1 out of 10"
2335,"390198","MILLCREEK COMMUNITY HOSPITAL","5515 PEACH STREET","ERIE","ERIE","PA","16509","0.9412","4 out of 10","7","7 out of 9","7 out of 10"
2336,"390199","PUNXSUTAWNEY AREA HOSPITAL","81 HILLCREST DRIVE","PUNXSUTAWNEY","JEFFERSON","PA","15767","0.8929","0 out of 10","6","6 out of 9","6 out of 10"
2337,"390201","POCONO MEDICAL CENTER","206 EAST BROWN STREET","EAST STROUDSBURG","MONROE","PA","18301","0.8550","0 out of 10","5","5 out of 9","5 out of 10"
2338,"390203","DOYLESTOWN HOSPITAL","595 WEST STATE ST","DOYLESTOWN","BUCKS","PA","18901","0.9544","5 out of 10","5","2 out of 9","5 out of 10"
2339,"390204","NAZARETH HOSPITAL","2601 HOLME AVE","PHILADELPHIA","PHILADELPHIA","PA","19152","0.9451","4 out of 10","4","0 out of 9","4 out of 10"
2340,"390211","SHARON REGIONAL HEALTH SYSTEM","740 EAST STATE STREET","SHARON","MERCER","PA","16146","0.8405","0 out of 10","0","0 out of 9","0 out of 10"
2341,"390217","EXCELA HEALTH FRICK HOSPITAL","508 SOUTH CHURCH STREET","MOUNT PLEASANT","WESTMORELAND","PA","15666","0.9709","7 out of 10","7","0 out of 9","7 out of 10"
2342,"390219","EXCELA HEALTH LATROBE HOSPITAL","ONE MELLON WAY","LATROBE","WESTMORELAND","PA","15650","0.8947","0 out of 10","0","0 out of 9","0 out of 10"
2343,"390220","JENNERSVILLE REGIONAL HOSPITAL","1015 WEST BALTIMORE PIKE","WEST GROVE","CHESTER","PA","19390","0.9180","2 out of 10","2","0 out of 9","2 out of 10"
2344,"390222","RIDDLE MEMORIAL HOSPITAL","1068 WEST BALTIMORE PIKE","MEDIA","DELAWARE","PA","19063","0.9758","7 out of 10","8","8 out of 9","8 out of 10"
2345,"390223","PENN PRESBYTERIAN MEDICAL CENTER","51 NORTH 39TH STREET","PHILADELPHIA","PHILADELPHIA","PA","19104","0.9838","8 out of 10","8","8 out of 9","8 out of 10"
2346,"390225","EPHRATA COMMUNITY HOSPITAL","169 MARTIN AVENUE","EPHRATA","LANCASTER","PA","17522","0.9259","2 out of 10","5","5 out of 9","5 out of 10"
2347,"390226","PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS","800 SPRUCE STREET","PHILADELPHIA","PHILADELPHIA","PA","19107","0.9877","8 out of 10","8","6 out of 9","8 out of 10"
2348,"390228","ST CLAIR MEMORIAL HOSPITAL","1000 BOWER HILL ROAD","PITTSBURGH","ALLEGHENY","PA","15243","0.9863","8 out of 10","9","9 out of 9","9 out of 10"
2349,"390231","ABINGTON MEMORIAL HOSPITAL","1200 OLD YORK ROAD","ABINGTON","MONTGOMERY","PA","19001","0.9185","2 out of 10","3","3 out of 9","3 out of 10"
2350,"390233","HANOVER HOSPITAL","300 HIGHLAND AVE","HANOVER","YORK","PA","17331","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2351,"390236","MEMORIAL HOSPITAL, INC  TOWANDA","91 HOSPITAL DRIVE","TOWANDA","BRADFORD","PA","18848","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2352,"390237","REGIONAL HOSPITAL OF SCRANTON","746 JEFFERSON AVENUE","SCRANTON","LACKAWANNA","PA","18501","1.0000","10 out of 10","10","0 out of 9","10 out of 10"
2353,"390256","MILTON S HERSHEY MEDICAL CENTER","500 UNIVERSITY DRIVE","HERSHEY","DAUPHIN","PA","17033","0.9448","4 out of 10","4","4 out of 9","4 out of 10"
2354,"390258","ST MARY MEDICAL CENTER","LANGHORNE-NEWTOWN RD","LANGHORNE","BUCKS","PA","19047","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2355,"390263","LEHIGH VALLEY HOSPITAL - MUHLENBERG","2545 SCHOENERSVILLE ROAD","BETHLEHEM","LEHIGH","PA","18017","0.9573","5 out of 10","5","0 out of 9","5 out of 10"
2356,"390265","JEFFERSON REGIONAL MEDICAL CENTER","565 COAL VALLEY RD","PITTSBURGH","ALLEGHENY","PA","15236","0.9450","4 out of 10","4","4 out of 9","4 out of 10"
2357,"390266","GROVE CITY MEDICAL CENTER","631 NORTH BROAD STREET EXT.","GROVE CITY","MERCER","PA","16127","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2358,"390267","FORBES REGIONAL HOSPITAL","2570 HAYMAKER RD","MONROEVILLE","ALLEGHENY","PA","15146","0.8623","0 out of 10","1","1 out of 9","1 out of 10"
2359,"390268","MOUNT NITTANY MEDICAL CENTER","1800 EAST PARK AVE","STATE COLLEGE","CENTRE","PA","16803","0.8944","0 out of 10","2","2 out of 9","2 out of 10"
2360,"390270","GEISINGER WYOMING VALLEY MEDICAL CENTER","100O EAST MOUNTAIN BOULEVARD","WILKES BARRE","LUZERNE","PA","18711","0.9552","5 out of 10","7","7 out of 9","7 out of 10"
2361,"390290","HAHNEMANN UNIVERSITY HOSPITAL","230 NORTH BROAD STREET","PHILADELPHIA","PHILADELPHIA","PA","19102","0.9871","8 out of 10","8","3 out of 9","8 out of 10"
2362,"390304","ROXBOROUGH MEMORIAL HOSPITAL","5800 RIDGE AVE","PHILADELPHIA","PHILADELPHIA","PA","19128","0.9846","8 out of 10","8","7 out of 9","8 out of 10"
2363,"390312","CANCER TREATMENT CENTERS OF AMERICA","1331 EAST WYOMING AVENUE","PHILADELPHIA","PHILADELPHIA","PA","19124","N/A","N/A","N/A","N/A","N/A"
2364,"390314","COORDINATED HEALTH ORTHOPEDIC HOSPITAL","2310 HIGHLAND AVENUE","BETHLEHEM","LEHIGH","PA","18017","N/A","N/A","N/A","N/A","N/A"
2365,"390316","SURGICAL INSTITUTE OF READING","2752 CENTURY BOULEVARD","WYOMISSING","BERKS","PA","19610","N/A","N/A","N/A","N/A","N/A"
2366,"390321","SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH","1503 CEDAR CREST BOULEVARD","ALLENTOWN","LEHIGH","PA","18104","N/A","N/A","N/A","N/A","N/A"
2367,"390322","BUCKS COUNTY SPECIALTY HOSPITAL","3300 TILLMAN DRIVE","BENSALEM","BUCKS","PA","19020","N/A","N/A","N/A","N/A","N/A"
2368,"390323","ADVANCED SURGICAL HOSPITAL","100 TRICH DRIVE","WASHINGTON","WASHINGTON","PA","15301","N/A","N/A","N/A","N/A","N/A"
2369,"390325","OSS ORTHOPAEDIC HOSPITAL","1861 POWDER MILL RD","YORK","YORK","PA","17402","N/A","N/A","N/A","N/A","N/A"
2370,"410001","MEMORIAL HOSPITAL OF RHODE ISLAND","111 BREWSTER STREET","PAWTUCKET","PROVIDENCE","RI","02860","1.0000","10 out of 10","10","9 out of 9","10 out of 10"
2371,"410004","ROGER WILLIAMS MEDICAL CENTER","825 CHALKSTONE AVENUE","PROVIDENCE","PROVIDENCE","RI","02908","0.8596","0 out of 10","6","6 out of 9","6 out of 10"
2372,"410005","ST JOSEPH HEALTH SERVICES OF RI","200 HIGH SERVICE AVENUE","NORTH PROVIDENCE","PROVIDENCE","RI","02904","0.7822","0 out of 10","2","2 out of 9","2 out of 10"
2373,"410006","NEWPORT HOSPITAL","FRIENDSHIP STREET","NEWPORT","NEWPORT","RI","02840","0.8875","0 out of 10","0","0 out of 9","0 out of 10"
2374,"410007","RHODE ISLAND HOSPITAL","593 EDDY STREET","PROVIDENCE","PROVIDENCE","RI","02902","0.9579","5 out of 10","7","7 out of 9","7 out of 10"
2375,"410008","SOUTH COUNTY HOSPITAL INC","100 KENYON AVE","WAKEFIELD","WASHINGTON","RI","02879","0.9859","8 out of 10","8","7 out of 9","8 out of 10"
2376,"410009","KENT COUNTY MEMORIAL HOSPITAL","455 TOLL GATE RD","WARWICK","KENT","RI","02886","0.7981","0 out of 10","0","0 out of 9","0 out of 10"
2377,"410010","WOMEN AND INFANTS HOSPITAL OF RHODE ISLAND","101 DUDLEY STREET","PROVIDENCE","PROVIDENCE","RI","02905","N/A","N/A","N/A","N/A","N/A"
2378,"410011","LANDMARK MEDICAL CENTER,  INC","115 CASS AVE","WOONSOCKET","PROVIDENCE","RI","02895","0.9306","3 out of 10","3","1 out of 9","3 out of 10"
2379,"410012","MIRIAM HOSPITAL","164 SUMMIT AVENUE","PROVIDENCE","PROVIDENCE","RI","02906","0.8719","0 out of 10","0","0 out of 9","0 out of 10"
2380,"410013","WESTERLY HOSPITAL","25 WELLS STREET","WESTERLY","WASHINGTON","RI","02891","0.7397","0 out of 10","1","1 out of 9","1 out of 10"
2381,"420002","PIEDMONT MEDICAL CENTER","222 S HERLONG AVE","ROCK HILL","YORK","SC","29730","0.9844","8 out of 10","8","0 out of 9","8 out of 10"
2382,"420004","MUSC MEDICAL CENTER","169 ASHLEY AVE","CHARLESTON","CHARLESTON","SC","29425","0.9647","6 out of 10","8","8 out of 9","8 out of 10"
2383,"420005","MCLEOD MEDICAL CENTER - DILLON","301 E JACKSON ST","DILLON","DILLON","SC","29536","0.9600","6 out of 10","7","7 out of 9","7 out of 10"
2384,"420007","SPARTANBURG REGIONAL MEDICAL CENTER","101 E WOOD ST","SPARTANBURG","SPARTANBURG","SC","29303","0.8927","0 out of 10","0","0 out of 9","0 out of 10"
2385,"420009","OCONEE MEDICAL CENTER","298 MEMORIAL DRIVE","SENECA","OCONEE","SC","29672","0.8700","0 out of 10","1","1 out of 9","1 out of 10"
2386,"420010","CAROLINA PINES REGIONAL MEDICAL CENTER","1304 W BOBO NEWSOM HWY","HARTSVILLE","DARLINGTON","SC","29550","0.9481","4 out of 10","4","0 out of 9","4 out of 10"
2387,"420011","CANNON MEMORIAL HOSPITAL","123 MEDICAL PARK DRIVE PO BOX 188","PICKENS","PICKENS","SC","29671","0.9000","0 out of 10","0","0 out of 9","0 out of 10"
