"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Number Of Cases"
"NY","468","Revision of hip or knee replacement w/o CC/MCC","945"
"OH","468","Revision of hip or knee replacement w/o CC/MCC","546"
"OK","468","Revision of hip or knee replacement w/o CC/MCC","202"
"OR","468","Revision of hip or knee replacement w/o CC/MCC","161"
"PA","468","Revision of hip or knee replacement w/o CC/MCC","843"
"PR","468","Revision of hip or knee replacement w/o CC/MCC","21"
"RI","468","Revision of hip or knee replacement w/o CC/MCC","45"
"SC","468","Revision of hip or knee replacement w/o CC/MCC","316"
"SD","468","Revision of hip or knee replacement w/o CC/MCC","79"
"TN","468","Revision of hip or knee replacement w/o CC/MCC","343"
"TX","468","Revision of hip or knee replacement w/o CC/MCC","984"
"UT","468","Revision of hip or knee replacement w/o CC/MCC","225"
"VA","468","Revision of hip or knee replacement w/o CC/MCC","522"
"VI","468","Revision of hip or knee replacement w/o CC/MCC","*"
"VT","468","Revision of hip or knee replacement w/o CC/MCC","34"
"WA","468","Revision of hip or knee replacement w/o CC/MCC","303"
"WI","468","Revision of hip or knee replacement w/o CC/MCC","310"
"WV","468","Revision of hip or knee replacement w/o CC/MCC","93"
"WY","468","Revision of hip or knee replacement w/o CC/MCC","21"
"AK","466","Revision of hip or knee replacement w MCC","*"
"AL","466","Revision of hip or knee replacement w MCC","77"
"AR","466","Revision of hip or knee replacement w MCC","36"
"AZ","466","Revision of hip or knee replacement w MCC","81"
"CA","466","Revision of hip or knee replacement w MCC","336"
"CO","466","Revision of hip or knee replacement w MCC","60"
"CT","466","Revision of hip or knee replacement w MCC","48"
"DC","466","Revision of hip or knee replacement w MCC","11"
"DE","466","Revision of hip or knee replacement w MCC","18"
"FL","466","Revision of hip or knee replacement w MCC","314"
"GA","466","Revision of hip or knee replacement w MCC","108"
"HI","466","Revision of hip or knee replacement w MCC","*"
"IA","466","Revision of hip or knee replacement w MCC","58"
"ID","466","Revision of hip or knee replacement w MCC","19"
"IL","466","Revision of hip or knee replacement w MCC","180"
"IN","466","Revision of hip or knee replacement w MCC","93"
"KS","466","Revision of hip or knee replacement w MCC","43"
"KY","466","Revision of hip or knee replacement w MCC","90"
"LA","466","Revision of hip or knee replacement w MCC","53"
"MA","466","Revision of hip or knee replacement w MCC","99"
"MD","466","Revision of hip or knee replacement w MCC","77"
"ME","466","Revision of hip or knee replacement w MCC","15"
"MI","466","Revision of hip or knee replacement w MCC","178"
"MN","466","Revision of hip or knee replacement w MCC","89"
"MO","466","Revision of hip or knee replacement w MCC","97"
"MS","466","Revision of hip or knee replacement w MCC","28"
"MT","466","Revision of hip or knee replacement w MCC","14"
"NC","466","Revision of hip or knee replacement w MCC","145"
"ND","466","Revision of hip or knee replacement w MCC","15"
"NE","466","Revision of hip or knee replacement w MCC","23"
"NH","466","Revision of hip or knee replacement w MCC","17"
"NJ","466","Revision of hip or knee replacement w MCC","96"
"NM","466","Revision of hip or knee replacement w MCC","13"
"NV","466","Revision of hip or knee replacement w MCC","49"
"NY","466","Revision of hip or knee replacement w MCC","185"
"OH","466","Revision of hip or knee replacement w MCC","153"
"OK","466","Revision of hip or knee replacement w MCC","45"
"OR","466","Revision of hip or knee replacement w MCC","44"
"PA","466","Revision of hip or knee replacement w MCC","195"
"PR","466","Revision of hip or knee replacement w MCC","*"
"RI","466","Revision of hip or knee replacement w MCC","*"
"SC","466","Revision of hip or knee replacement w MCC","58"
"SD","466","Revision of hip or knee replacement w MCC","22"
"TN","466","Revision of hip or knee replacement w MCC","106"
"TX","466","Revision of hip or knee replacement w MCC","360"
"UT","466","Revision of hip or knee replacement w MCC","40"
"VA","466","Revision of hip or knee replacement w MCC","106"
"VT","466","Revision of hip or knee replacement w MCC","*"
"WA","466","Revision of hip or knee replacement w MCC","72"
"WI","466","Revision of hip or knee replacement w MCC","79"
"WV","466","Revision of hip or knee replacement w MCC","25"
"WY","466","Revision of hip or knee replacement w MCC","*"
"AK","467","Revision of hip or knee replacement w CC","37"
"AL","467","Revision of hip or knee replacement w CC","537"
"AR","467","Revision of hip or knee replacement w CC","271"
"AZ","467","Revision of hip or knee replacement w CC","549"
"CA","467","Revision of hip or knee replacement w CC","1545"
"CO","467","Revision of hip or knee replacement w CC","345"
"CT","467","Revision of hip or knee replacement w CC","219"
"DC","467","Revision of hip or knee replacement w CC","54"
"DE","467","Revision of hip or knee replacement w CC","88"
"FL","467","Revision of hip or knee replacement w CC","1756"
"GA","467","Revision of hip or knee replacement w CC","562"
"HI","467","Revision of hip or knee replacement w CC","27"
"IA","467","Revision of hip or knee replacement w CC","327"
"ID","467","Revision of hip or knee replacement w CC","81"
"IL","467","Revision of hip or knee replacement w CC","1186"
"IN","467","Revision of hip or knee replacement w CC","543"
"KS","467","Revision of hip or knee replacement w CC","372"
"KY","467","Revision of hip or knee replacement w CC","445"
"LA","467","Revision of hip or knee replacement w CC","255"
"MA","467","Revision of hip or knee replacement w CC","432"
"MD","467","Revision of hip or knee replacement w CC","417"
"ME","467","Revision of hip or knee replacement w CC","111"
"MI","467","Revision of hip or knee replacement w CC","897"
"MN","467","Revision of hip or knee replacement w CC","715"
"MO","467","Revision of hip or knee replacement w CC","642"
"MS","467","Revision of hip or knee replacement w CC","170"
"MT","467","Revision of hip or knee replacement w CC","111"
"NC","467","Revision of hip or knee replacement w CC","931"
"ND","467","Revision of hip or knee replacement w CC","113"
"NE","467","Revision of hip or knee replacement w CC","249"
"NH","467","Revision of hip or knee replacement w CC","106"
"NJ","467","Revision of hip or knee replacement w CC","537"
"NM","467","Revision of hip or knee replacement w CC","57"
"NV","467","Revision of hip or knee replacement w CC","171"
"NY","467","Revision of hip or knee replacement w CC","918"
"OH","467","Revision of hip or knee replacement w CC","965"
"OK","467","Revision of hip or knee replacement w CC","447"
"OR","467","Revision of hip or knee replacement w CC","192"
"PA","467","Revision of hip or knee replacement w CC","1100"
"PR","467","Revision of hip or knee replacement w CC","13"
"RI","467","Revision of hip or knee replacement w CC","36"
"SC","467","Revision of hip or knee replacement w CC","345"
"SD","467","Revision of hip or knee replacement w CC","137"
"TN","467","Revision of hip or knee replacement w CC","644"
"TX","467","Revision of hip or knee replacement w CC","1704"
"UT","467","Revision of hip or knee replacement w CC","201"
"VA","467","Revision of hip or knee replacement w CC","620"
"VT","467","Revision of hip or knee replacement w CC","28"
"WA","467","Revision of hip or knee replacement w CC","513"
"WI","467","Revision of hip or knee replacement w CC","528"
"WV","467","Revision of hip or knee replacement w CC","92"
"WY","467","Revision of hip or knee replacement w CC","24"
"AK","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"AL","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","37"
"AR","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","37"
"AZ","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","35"
"CA","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","250"
"CO","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","34"
"CT","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","28"
"DC","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"DE","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","22"
"FL","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","417"
"GA","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","76"
"HI","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"IA","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","15"
"ID","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"IL","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","151"
"IN","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","85"
"KS","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","26"
"KY","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","66"
"LA","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","41"
"MA","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","113"
"MD","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","31"
"ME","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"MI","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","130"
"MN","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"MO","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","83"
"MS","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","39"
"MT","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"NC","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","59"
"ND","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"NE","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","12"
"NH","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","14"
"NJ","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","82"
"NM","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","24"
"NV","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"NY","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","195"
"OH","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","148"
"OK","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","31"
"OR","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","16"
"PA","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","130"
"PR","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"RI","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"SC","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","31"
"SD","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"TN","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","90"
"TX","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","202"
"UT","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"VA","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","78"
"VI","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"VT","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"WA","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","21"
"WI","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","18"
"WV","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","22"
"WY","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","*"
"AK","477","Biopsies of musculoskeletal system and connective tissue w MCC","*"
"AL","477","Biopsies of musculoskeletal system and connective tissue w MCC","49"
"AR","477","Biopsies of musculoskeletal system and connective tissue w MCC","23"
"AZ","477","Biopsies of musculoskeletal system and connective tissue w MCC","31"
"CA","477","Biopsies of musculoskeletal system and connective tissue w MCC","201"
"CO","477","Biopsies of musculoskeletal system and connective tissue w MCC","36"
"CT","477","Biopsies of musculoskeletal system and connective tissue w MCC","36"
"DC","477","Biopsies of musculoskeletal system and connective tissue w MCC","*"
"DE","477","Biopsies of musculoskeletal system and connective tissue w MCC","*"
"FL","477","Biopsies of musculoskeletal system and connective tissue w MCC","246"
"GA","477","Biopsies of musculoskeletal system and connective tissue w MCC","83"
"HI","477","Biopsies of musculoskeletal system and connective tissue w MCC","*"
"IA","477","Biopsies of musculoskeletal system and connective tissue w MCC","12"
"ID","477","Biopsies of musculoskeletal system and connective tissue w MCC","*"
"IL","477","Biopsies of musculoskeletal system and connective tissue w MCC","125"
"IN","477","Biopsies of musculoskeletal system and connective tissue w MCC","58"
"KS","477","Biopsies of musculoskeletal system and connective tissue w MCC","18"
"KY","477","Biopsies of musculoskeletal system and connective tissue w MCC","54"
"LA","477","Biopsies of musculoskeletal system and connective tissue w MCC","37"
"MA","477","Biopsies of musculoskeletal system and connective tissue w MCC","81"
"MD","477","Biopsies of musculoskeletal system and connective tissue w MCC","33"
"ME","477","Biopsies of musculoskeletal system and connective tissue w MCC","*"
"MI","477","Biopsies of musculoskeletal system and connective tissue w MCC","133"
"MN","477","Biopsies of musculoskeletal system and connective tissue w MCC","22"
"MO","477","Biopsies of musculoskeletal system and connective tissue w MCC","86"
"MS","477","Biopsies of musculoskeletal system and connective tissue w MCC","38"
"MT","477","Biopsies of musculoskeletal system and connective tissue w MCC","*"
"NC","477","Biopsies of musculoskeletal system and connective tissue w MCC","84"
"ND","477","Biopsies of musculoskeletal system and connective tissue w MCC","*"
"NE","477","Biopsies of musculoskeletal system and connective tissue w MCC","21"
"NH","477","Biopsies of musculoskeletal system and connective tissue w MCC","11"
"NJ","477","Biopsies of musculoskeletal system and connective tissue w MCC","63"
"NM","477","Biopsies of musculoskeletal system and connective tissue w MCC","15"
"NV","477","Biopsies of musculoskeletal system and connective tissue w MCC","*"
"NY","477","Biopsies of musculoskeletal system and connective tissue w MCC","159"
"OH","477","Biopsies of musculoskeletal system and connective tissue w MCC","125"
"OK","477","Biopsies of musculoskeletal system and connective tissue w MCC","23"
"OR","477","Biopsies of musculoskeletal system and connective tissue w MCC","25"
"PA","477","Biopsies of musculoskeletal system and connective tissue w MCC","125"
"PR","477","Biopsies of musculoskeletal system and connective tissue w MCC","*"
"RI","477","Biopsies of musculoskeletal system and connective tissue w MCC","*"
"SC","477","Biopsies of musculoskeletal system and connective tissue w MCC","39"
"SD","477","Biopsies of musculoskeletal system and connective tissue w MCC","*"
"TN","477","Biopsies of musculoskeletal system and connective tissue w MCC","73"
"TX","477","Biopsies of musculoskeletal system and connective tissue w MCC","248"
"UT","477","Biopsies of musculoskeletal system and connective tissue w MCC","*"
"VA","477","Biopsies of musculoskeletal system and connective tissue w MCC","86"
"VT","477","Biopsies of musculoskeletal system and connective tissue w MCC","*"
"WA","477","Biopsies of musculoskeletal system and connective tissue w MCC","28"
"WI","477","Biopsies of musculoskeletal system and connective tissue w MCC","26"
"WV","477","Biopsies of musculoskeletal system and connective tissue w MCC","11"
"WY","477","Biopsies of musculoskeletal system and connective tissue w MCC","*"
"AK","478","Biopsies of musculoskeletal system and connective tissue w CC","*"
"AL","478","Biopsies of musculoskeletal system and connective tissue w CC","95"
"AR","478","Biopsies of musculoskeletal system and connective tissue w CC","93"
"AZ","478","Biopsies of musculoskeletal system and connective tissue w CC","102"
"CA","478","Biopsies of musculoskeletal system and connective tissue w CC","509"
"CO","478","Biopsies of musculoskeletal system and connective tissue w CC","78"
"CT","478","Biopsies of musculoskeletal system and connective tissue w CC","78"
"DC","478","Biopsies of musculoskeletal system and connective tissue w CC","15"
"DE","478","Biopsies of musculoskeletal system and connective tissue w CC","41"
"FL","478","Biopsies of musculoskeletal system and connective tissue w CC","845"
"GA","478","Biopsies of musculoskeletal system and connective tissue w CC","166"
"HI","478","Biopsies of musculoskeletal system and connective tissue w CC","*"
"IA","478","Biopsies of musculoskeletal system and connective tissue w CC","39"
"ID","478","Biopsies of musculoskeletal system and connective tissue w CC","18"
"IL","478","Biopsies of musculoskeletal system and connective tissue w CC","424"
"IN","478","Biopsies of musculoskeletal system and connective tissue w CC","154"
"KS","478","Biopsies of musculoskeletal system and connective tissue w CC","73"
"KY","478","Biopsies of musculoskeletal system and connective tissue w CC","141"
"LA","478","Biopsies of musculoskeletal system and connective tissue w CC","95"
"MA","478","Biopsies of musculoskeletal system and connective tissue w CC","215"
"MD","478","Biopsies of musculoskeletal system and connective tissue w CC","103"
"ME","478","Biopsies of musculoskeletal system and connective tissue w CC","29"
"MI","478","Biopsies of musculoskeletal system and connective tissue w CC","323"
"MN","478","Biopsies of musculoskeletal system and connective tissue w CC","50"
"MO","478","Biopsies of musculoskeletal system and connective tissue w CC","183"
"MS","478","Biopsies of musculoskeletal system and connective tissue w CC","99"
"MT","478","Biopsies of musculoskeletal system and connective tissue w CC","30"
"NC","478","Biopsies of musculoskeletal system and connective tissue w CC","205"
"ND","478","Biopsies of musculoskeletal system and connective tissue w CC","13"
"NE","478","Biopsies of musculoskeletal system and connective tissue w CC","50"
"NH","478","Biopsies of musculoskeletal system and connective tissue w CC","31"
"NJ","478","Biopsies of musculoskeletal system and connective tissue w CC","215"
"NM","478","Biopsies of musculoskeletal system and connective tissue w CC","33"
"NV","478","Biopsies of musculoskeletal system and connective tissue w CC","36"
"NY","478","Biopsies of musculoskeletal system and connective tissue w CC","482"
"OH","478","Biopsies of musculoskeletal system and connective tissue w CC","301"
"OK","478","Biopsies of musculoskeletal system and connective tissue w CC","81"
"OR","478","Biopsies of musculoskeletal system and connective tissue w CC","45"
"PA","478","Biopsies of musculoskeletal system and connective tissue w CC","306"
"PR","478","Biopsies of musculoskeletal system and connective tissue w CC","*"
"RI","478","Biopsies of musculoskeletal system and connective tissue w CC","11"
"SC","478","Biopsies of musculoskeletal system and connective tissue w CC","88"
"SD","478","Biopsies of musculoskeletal system and connective tissue w CC","18"
"TN","478","Biopsies of musculoskeletal system and connective tissue w CC","196"
"TX","478","Biopsies of musculoskeletal system and connective tissue w CC","612"
"UT","478","Biopsies of musculoskeletal system and connective tissue w CC","18"
"VA","478","Biopsies of musculoskeletal system and connective tissue w CC","238"
"VT","478","Biopsies of musculoskeletal system and connective tissue w CC","11"
"WA","478","Biopsies of musculoskeletal system and connective tissue w CC","79"
"WI","478","Biopsies of musculoskeletal system and connective tissue w CC","77"
"WV","478","Biopsies of musculoskeletal system and connective tissue w CC","56"
"WY","478","Biopsies of musculoskeletal system and connective tissue w CC","*"
"AK","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","*"
"AL","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","74"
"AR","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","62"
"AZ","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","74"
"CA","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","298"
"CO","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","51"
"CT","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","47"
"DC","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","14"
"DE","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","*"
"FL","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","275"
"GA","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","84"
"HI","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","15"
"IA","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","45"
"ID","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","20"
"IL","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","219"
"IN","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","97"
"KS","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","79"
"KY","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","66"
"LA","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","59"
"MA","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","81"
"MD","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","66"
"ME","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","23"
"MI","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","187"
"MN","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","54"
"MO","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","114"
"MS","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","28"
"MT","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","12"
"NC","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","147"
"ND","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","23"
"NE","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","39"
"NH","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","13"
"NJ","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","88"
"NM","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","*"
"NV","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","44"
"NY","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","140"
"OH","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","158"
"OK","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","60"
"OR","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","24"
"PA","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","141"
"PR","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","*"
"RI","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","15"
"SC","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","52"
"SD","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","11"
"TN","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","100"
"TX","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","349"
"UT","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","19"
"VA","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","130"
"VT","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","*"
"WA","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","60"
"WI","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","67"
"WV","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","20"
"AK","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","*"
"AL","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","152"
"AR","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","94"
"AZ","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","112"
"CA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","492"
"CO","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","65"
"CT","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","80"
"DC","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","60"
"DE","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","31"
"FL","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","464"
"GA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","211"
"GU","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","*"
"HI","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","14"
"IA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","62"
"ID","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","35"
"IL","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","283"
"IN","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","175"
"KS","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","83"
"KY","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","127"
"LA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","118"
"MA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","221"
"MD","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","156"
"ME","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","47"
"MI","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","254"
"MN","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","97"
"MO","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","195"
"MS","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","89"
"MT","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","33"
"NC","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","256"
"ND","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","27"
"NE","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","41"
"NH","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","30"
"NJ","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","190"
"NM","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","31"
"NV","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","37"
"NY","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","486"
"OH","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","209"
"OK","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","109"
"OR","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","77"
"PA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","285"
"PR","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","12"
"RI","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","*"
"SC","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","136"
"SD","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","25"
"TN","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","246"
"TX","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","601"
"UT","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","42"
"VA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","211"
"VI","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","*"
"VT","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","12"
"WA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","138"
"WI","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","133"
"WV","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","44"
"WY","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","*"
"AK","656","Kidney and ureter procedures for neoplasm w MCC","*"
"AL","656","Kidney and ureter procedures for neoplasm w MCC","67"
"AR","656","Kidney and ureter procedures for neoplasm w MCC","42"
"AZ","656","Kidney and ureter procedures for neoplasm w MCC","61"
"CA","656","Kidney and ureter procedures for neoplasm w MCC","245"
"CO","656","Kidney and ureter procedures for neoplasm w MCC","27"
"CT","656","Kidney and ureter procedures for neoplasm w MCC","36"
"DC","656","Kidney and ureter procedures for neoplasm w MCC","18"
"DE","656","Kidney and ureter procedures for neoplasm w MCC","14"
"FL","656","Kidney and ureter procedures for neoplasm w MCC","253"
"GA","656","Kidney and ureter procedures for neoplasm w MCC","95"
"GU","656","Kidney and ureter procedures for neoplasm w MCC","*"
"HI","656","Kidney and ureter procedures for neoplasm w MCC","*"
"IA","656","Kidney and ureter procedures for neoplasm w MCC","27"
"ID","656","Kidney and ureter procedures for neoplasm w MCC","*"
"IL","656","Kidney and ureter procedures for neoplasm w MCC","191"
"IN","656","Kidney and ureter procedures for neoplasm w MCC","97"
"KS","656","Kidney and ureter procedures for neoplasm w MCC","43"
"KY","656","Kidney and ureter procedures for neoplasm w MCC","62"
"LA","656","Kidney and ureter procedures for neoplasm w MCC","71"
"MA","656","Kidney and ureter procedures for neoplasm w MCC","79"
"MD","656","Kidney and ureter procedures for neoplasm w MCC","49"
"ME","656","Kidney and ureter procedures for neoplasm w MCC","14"
"MI","656","Kidney and ureter procedures for neoplasm w MCC","116"
"MN","656","Kidney and ureter procedures for neoplasm w MCC","72"
"MO","656","Kidney and ureter procedures for neoplasm w MCC","116"
"MS","656","Kidney and ureter procedures for neoplasm w MCC","49"
"MT","656","Kidney and ureter procedures for neoplasm w MCC","14"
"NC","656","Kidney and ureter procedures for neoplasm w MCC","133"
"ND","656","Kidney and ureter procedures for neoplasm w MCC","11"
"NE","656","Kidney and ureter procedures for neoplasm w MCC","32"
"NH","656","Kidney and ureter procedures for neoplasm w MCC","13"
"NJ","656","Kidney and ureter procedures for neoplasm w MCC","92"
"NM","656","Kidney and ureter procedures for neoplasm w MCC","14"
"NV","656","Kidney and ureter procedures for neoplasm w MCC","29"
"NY","656","Kidney and ureter procedures for neoplasm w MCC","222"
"OH","656","Kidney and ureter procedures for neoplasm w MCC","147"
"OK","656","Kidney and ureter procedures for neoplasm w MCC","33"
"OR","656","Kidney and ureter procedures for neoplasm w MCC","39"
"PA","656","Kidney and ureter procedures for neoplasm w MCC","163"
"PR","656","Kidney and ureter procedures for neoplasm w MCC","*"
"RI","656","Kidney and ureter procedures for neoplasm w MCC","*"
"SC","656","Kidney and ureter procedures for neoplasm w MCC","63"
"SD","656","Kidney and ureter procedures for neoplasm w MCC","12"
