"Provider Number","Hospital Name","Address1","Address2","Address3","City","State","ZIP Code","County Name","Phone Number","Hospital Type","Hospital Owner","Accreditation","Emergency Service"
"370022","JACKSON COUNTY MEMORIAL HOSPITAL","P O BOX 8190, 1200 EAST PECAN",,,"ALTUS                         ","OK","73523","JACKSON","5804824781","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"370023","DUNCAN REGIONAL HOSPITAL, INC","1407 WHISENANT DRIVE",,,"DUNCAN                        ","OK","73533","STEPHENS","5802525300","Acute Care Hospitals","Proprietary","Yes","No"
"370025","MUSKOGEE REGIONAL MEDICAL CENTER","300 ROCKEFELLER DRIVE",,,"MUSKOGEE                      ","OK","74401","MUSKOGEE","9186825501","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"370026","ST MARY'S REGIONAL MEDICAL CENTER","305 SOUTH 5TH STREET",,,"ENID                          ","OK","73701","GARFIELD","5802336100","Acute Care Hospitals","Proprietary","Yes","Yes"
"370028","INTEGRIS BAPTIST MEDICAL CENTER","3300 NORTHWEST EXPRESSWAY",,,"OKLAHOMA CITY                 ","OK","73112","OKLAHOMA","4059493011","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"370029","INTEGRIS CLINTON REGIONAL HOSPITAL","100 NORTH 30TH STREET",,,"CLINTON                       ","OK","73601","CUSTER","5803232363","Acute Care Hospitals","Government - Local","Yes","Yes"
"370030","INTEGRIS BLACKWELL REGIONAL HOSPITAL","710 SOUTH 13TH STREET",,,"BLACKWELL                     ","OK","74631","KAY","5803632311","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"370032","DEACONESS HOSPITAL","5501 NORTH PORTLAND AVENUE",,,"OKLAHOMA CITY                 ","OK","73112","OKLAHOMA","4056046000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"370034","MCALESTER REGIONAL HEALTH CENTER","1 CLARK BASS BOULEVARD",,,"MCALESTER                     ","OK","74501","PITTSBURG","9184261800","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"370036","HARMON MEMORIAL HOSPITAL","400 EAST CHESTNUT STREET",,,"HOLLIS                        ","OK","73550","HARMON","5806883363","Acute Care Hospitals","Government - Hospital District or Authority","No","Yes"
"370037","ST ANTHONY HOSPITAL","1000 NORTH LEE AVENUE",,,"OKLAHOMA CITY                 ","OK","73101","OKLAHOMA","4052727000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"370039","CLAREMORE REGIONAL HOSPITAL","1202 N MUSKOGEE",,,"CLAREMORE                     ","OK","74017","ROGERS","9183426777","Acute Care Hospitals","Proprietary","Yes","Yes"
"370040","EASTERN OKLAHOMA MEDICAL CENTER","105 WALL STREET",,,"POTEAU                        ","OK","74953","LE FLORE","9186478161","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"370041","BRISTOW MEDICAL CENTER","700 W. 7TH",,,"BRISTOW                       ","OK","74010","CREEK","9183672215","Acute Care Hospitals","Proprietary","No","Yes"
"370047","MERCY MEMORIAL HEALTH CENTER","1011 14TH AVENUE, NORTHWEST",,,"ARDMORE                       ","OK","73401","CARTER","4052235400","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"370048","MCCURTAIN MEMORIAL HOSPITAL","1301 LINCOLN ROAD",,,"IDABEL                        ","OK","74745","MCCURTAIN","5802867623","Acute Care Hospitals","Proprietary","No","Yes"
"370049","STILLWATER MEDICAL CENTER","1323 WEST 6TH STREET",,,"STILLWATER                    ","OK","74076","PAYNE","4053721480","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"370051","MEMORIAL HOSPITAL & PHYSICIAN GROUP","319 EAST JOSEPHINE",,,"FREDERICK                     ","OK","73542","TILLMAN","5803357565","Acute Care Hospitals","Voluntary non-profit - Other","No","Yes"
"370054","GRADY MEMORIAL HOSPITAL","2220 IOWA STREET",,,"CHICKASHA                     ","OK","73018","GRADY","4052242300","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"370056","COMANCHE COUNTY MEMORIAL HOSPITAL","3401 WEST GORE BOULVARD",,,"LAWTON                        ","OK","73505","COMANCHE","5803558620","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Yes"
"370057","OKMULGEE MEMORIAL HOSPITAL","1401 MORRIS DRIVE, P O BOX 1038",,,"OKMULGEE                      ","OK","74447","OKMULGEE","9187564233","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"370060","PAWNEE MUNICIPAL HOSPITAL","1212 FOURTH STREET",,,"PAWNEE                        ","OK","74058","PAWNEE","9187622577","Acute Care Hospitals","Government - Local","No","Yes"
"370065","CRAIG GENERAL HOSPITAL","735 NORTH FOREMAN",,,"VINITA                        ","OK","74301","CRAIG","9182567551","Acute Care Hospitals","Government - Local","No","Yes"
"370072","LATIMER COUNTY GENERAL HOSPITAL","806 STATE HIGHWAY 2 NORTH",,,"WILBURTON                     ","OK","74578","LATIMER","9184652391","Acute Care Hospitals","Government - Hospital District or Authority","No","Yes"
"370078","TULSA REGIONAL MEDICAL CENTER","744 WEST 9TH STREET",,,"TULSA                         ","OK","74127","OSAGE","9185872561","Acute Care Hospitals","Proprietary","Yes","Yes"
"370080","SHARE MEMORIAL HOSPITAL","800 SHARE DRIVE",,,"ALVA                          ","OK","73717","WOODS","5803272800","Acute Care Hospitals","Government - Local","No","Yes"
"370083","PUSHMATAHA CTY-TN OF ANTLERS HOSP AUTH","510 EAST MAIN STREET",,,"ANTLERS                       ","OK","74523","PUSHMATAHA","5802983341","Acute Care Hospitals","Government - Hospital District or Authority","No","Yes"
"370084","HASKELL COUNTY HOSPITAL","401 NORTHWEST H STREET",,,"STIGLER                       ","OK","74462","HASKELL","9189674682","Acute Care Hospitals","Government - Local","No","Yes"
"370089","TAHLEQUAH CITY HOSPITAL","1400 EAST DOWNING STREET",,,"TAHLEQUAH                     ","OK","74465","CHEROKEE","9184560641","Acute Care Hospitals","Voluntary non-profit - Other","No","Yes"
"370091","SAINT FRANCIS HOSPITAL, INC","6161 SOUTH YALE",,,"TULSA                         ","OK","74136","TULSA","9184942200","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"370093","O U MEDICAL CENTER","1200 EVERETT DRIVE",,,"OKLAHOMA CITY                 ","OK","73117","OKLAHOMA","4052715151","Acute Care Hospitals","Proprietary","Yes","Yes"
"370094","MIDWEST REGIONAL MEDICAL CENTER","2825 PARKLAWN DRIVE",,,"MIDWEST CITY                  ","OK","73110","OKLAHOMA","4056104411","Acute Care Hospitals","Proprietary","Yes","Yes"
"370097","SOUTHWESTERN MEDICAL CENTER","5602 SOUTHWEST LEE BOULEVARD",,,"LAWTON                        ","OK","73505","COMANCHE","5805314700","Acute Care Hospitals","Proprietary","Yes","Yes"
"370099","CUSHING REGIONAL HOSPITAL","1027 EAST CHERRY STREET",,,"CUSHING                       ","OK","74023","PAYNE","9182252915","Acute Care Hospitals","Proprietary","Yes","Yes"
"370100","CHOCTAW MEMORIAL HOSPITAL","1405 EAST KIRK ROAD",,,"HUGO                          ","OK","74743","CHOCTAW","5803266414","Acute Care Hospitals","Government - Hospital District or Authority","No","Yes"
"370103","SAYRE MEMORIAL HOSPITAL, INC","501 EAST WASHINGTON",,,"SAYRE                         ","OK","73662","BECKHAM","5809285541","Acute Care Hospitals","Voluntary non-profit - Private","No","Yes"
"370105","BONE AND JOINT HOSPITAL","1111 NORTH DEWEY AVENUE",,,"OKLAHOMA CITY                 ","OK","73103","OKLAHOMA","4052729671","Acute Care Hospitals","Proprietary","Yes","Yes"
"370106","INTEGRIS SOUTHWEST MEDICAL CENTER","4401 SOUTH WESTERN AVENUE",,,"OKLAHOMA CITY                 ","OK","73109","OKLAHOMA","4056367777","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"370112","SEQUOYAH MEMORIAL HOSPITAL","213 EAST REDWOOD",,,"SALLISAW                      ","OK","74955","SEQUOYAH","9187741100","Acute Care Hospitals","Government - Hospital District or Authority","No","Yes"
"370113","INTEGRIS GROVE GENERAL HOSPITAL","1310 SOUTH MAIN STREET",,,"GROVE                         ","OK","74344","DELAWARE","9187862243","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"370114","ST JOHN MEDICAL CENTER, INC","1923 SOUTH UTICA AVENUE",,,"TULSA                         ","OK","74104","TULSA","9187442159","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"370138","MEMORIAL HOSPITAL OF TEXAS COUNTY","520 MEDICAL DRIVE",,,"GUYMON                        ","OK","73942","TEXAS","5803386515","Acute Care Hospitals","Government - Local","No","Yes"
"370139","PERRY MEMORIAL HOSPITAL","501 14TH STREET",,,"PERRY                         ","OK","73077","NOBLE","5803363541","Acute Care Hospitals","Voluntary non-profit - Other","No","Yes"
"370148","EDMOND MEDICAL CENTER","ONE SOUTH BRYANT",,,"EDMOND                        ","OK","73034","OKLAHOMA","4053416100","Acute Care Hospitals","Proprietary","Yes","Yes"
"370149","UNITY HEALTH CENTER","1102 W MACARTHUR",,,"SHAWNEE                       ","OK","74804","POTTAWATOMIE","4052732270","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"370153","ELKVIEW GENERAL HOSPITAL","429 WEST ELM STREET",,,"HOBART                        ","OK","73651","KIOWA","5807263324","Acute Care Hospitals","Government - Local","No","Yes"
"370156","PAULS VALLEY GENERAL HOSPITAL","100 VALLEY DRIVE",,,"PAULS VALLEY                  ","OK","73075","GARVIN","4052385501","Acute Care Hospitals","Government - Local","No","Yes"
"370158","PURCELL MUNICIPAL HOSPITAL","1500 NORTH GREEN AVENUE",,,"PURCELL                       ","OK","73080","MCCLAIN","4055276524","Acute Care Hospitals","Government - Local","No","Yes"
"370166","WAGONER COMMUNITY HOSPITAL","1200 WEST CHEROKEE STREET",,,"WAGONER                       ","OK","74467","WAGONER","9184855514","Acute Care Hospitals","Voluntary non-profit - Private","No","Yes"
"370169","COMMUNITY HOSPITAL LAKEVIEW","1 HOSPITAL DRIVE",,,"EUFAULA                       ","OK","74432","MCINTOSH","9186892535","Acute Care Hospitals","Proprietary","No","Yes"
"370170","USPHS LAWTON INDIAN HOSPITAL","1515 LAWRIE TATUM ROAD",,,"LAWTON                        ","OK","73507","COMANCHE","5803530350","Acute Care Hospitals","Government - Federal","Yes","Yes"
"370171","W W HASTINGS INDIAN HOSPITAL","100 S BLISS",,,"TAHLEQUAH                     ","OK","74464","MUSKOGEE","9184563612","Acute Care Hospitals","Government - Federal","Yes","Yes"
"370172","CHOCTAW NATION HEALTH SER AUTHORITY","ROUTE 2 BOX 1735",,,"TALIHINA                      ","OK","74571","LATIMER","9185677000","Acute Care Hospitals","Government - Federal","Yes","Yes"
"370173","CLAREMORE INDIAN HOSPITAL","101 SOUTH MOORE AVE",,,"CLAREMORE                     ","OK","74017","ROGERS","9183418430","Acute Care Hospitals","Government - Federal","Yes","Yes"
"370174","USPHS CLINTON INDIAN HOSPITAL","RT 4 BOX 213",,,"CLINTON                       ","OK","73601","CUSTER","5802322884","Acute Care Hospitals","Government - Federal","Yes","Yes"
"370176","SAINT FRANCIS HOSPITAL - BROKEN ARROW","3000 SOUTH ELM PLACE",,,"BROKEN ARROW                  ","OK","74012","TULSA","9184553535","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"370178","MEMORIAL HOSPITAL OF STILWELL","1401 WEST LOCUST",,,"STILWELL                      ","OK","74960","ADAIR","9186963101","Acute Care Hospitals","Voluntary non-profit - Private","No","Yes"
"370180","CARL ALBERT INDIAN HEALTH FACILITY","1001 NORTH COUNTRY CLUB ROAD",,,"ADA                           ","OK","74820","PONTOTOC","4054363980","Acute Care Hospitals","Government - Local","Yes","Yes"
"370183","HENRYETTA MEDICAL CENTER","DEWEY BARTLETT ST AND MAIN ST",,,"HENRYETTA                     ","OK","74437","OKMULGEE","9186524463","Acute Care Hospitals","Proprietary","Yes","Yes"
"370190","SOUTHWESTERN REGIONAL MEDICAL CENTER","10109 EAST 79TH STREET SOUTH",,,"TULSA                         ","OK","74133","TULSA","9184965000","Acute Care Hospitals","Proprietary","Yes","No"
"370192","NORTHWEST SURGICAL HOSPITAL","9204 NORTH MAY AVENUE",,,"OKLAHOMA CITY                 ","OK","73120","OKLAHOMA","4048481918","Acute Care Hospitals","Proprietary","Yes","No"
"370199","LAKESIDE WOMEN'S HOSPITAL","11200 NORTH PORTLAND AVENUE",,,"OKLAHOMA CITY                 ","OK","73120","OKLAHOMA","4059361500","Acute Care Hospitals","Proprietary","Yes","Yes"
"370200","SEMINOLE MEDICAL CENTER","2401 WRANGLER BOULEVARD",,,"SEMINOLE                      ","OK","74868","SEMINOLE","4053034000","Acute Care Hospitals","Proprietary","No","Yes"
"370201","SURGICAL HOSPITAL OF OKLAHOMA, L L C","100 SOUTHEAST 59TH STREET",,,"OKLAHOMA CITY                 ","OK","73129","OKLAHOMA","4056349300","Acute Care Hospitals","Proprietary","Yes","Yes"
"370202","SOUTHCREST HOSPITAL","8801 SOUTH 101ST EAST AVENUE",,,"TULSA                         ","OK","74133","TULSA","9182944000","Acute Care Hospitals","Proprietary","Yes","Yes"
"370203","COMMUNITY HOSPITAL","3100 SOUTHWEST 89TH STREET",,,"OKLAHOMA CITY                 ","OK","73159","OKLAHOMA","4056028100","Acute Care Hospitals","Proprietary","Yes","Yes"
"370206","OKLAHOMA SPINE HOSPITAL","14101 PARKWAY COMMONS DRIVE",,,"OKLAHOMA CITY                 ","OK","73134","OKLAHOMA","4057492700","Acute Care Hospitals","Proprietary","No","Yes"
"370210","ORTHOPEDIC HOSPITAL OF OKLAHOMA","2408 EAST 81ST STREET, SUITE 300",,,"TULSA                         ","OK","74137","TULSA","9184775000","Acute Care Hospitals","Proprietary","No","Yes"
"370211","INTEGRIS CANADIAN VALLEY REGIONAL HOSPITAL","1201 HEALTH CENTER PARKWAY",,,"YUKON                         ","OK","73099","CANADIAN","4057177999","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"370212","OKLA CENTER FOR ORTHOPAEDIC & MULTI-SP","330 SOUTHWEST 80TH STREET",,,"OKLAHOMA CITY                 ","OK","73139","CLEVELAND","4056026500","Acute Care Hospitals","Proprietary","No","No"
"370214","LINDSAY MUNICIPAL HOSPITAL","HIGHWAY 19 WEST",,,"LINDSAY                       ","OK","73052","GARVIN","4057561404","Acute Care Hospitals","Government - Hospital District or Authority","No","Yes"
"370215","OKLAHOMA HEART HOSPITAL","4050 WEST MEMORIAL ROAD",,,"OKLAHOMA CITY                 ","OK","73120","OKLAHOMA","4056083526","Acute Care Hospitals","Proprietary","Yes","Yes"
"370216","TULSA SPINE & SPECIALTY HOSPITAL","6901 SOUTH OLYMPIA AVENUE",,,"TULSA                         ","OK","74132","TULSA","9183885701","Acute Care Hospitals","Voluntary non-profit - Private","No","Yes"
"370218","SAINT FRANCIS HEART HOSPITAL","10501 EAST 91ST STREET SOUTH",,,"TULSA                         ","OK","74133","TULSA","9183076000","Acute Care Hospitals","Proprietary","Yes","Yes"
"370220","ORTHOPEDIC HOSPITAL","1044 SOUTHWEST 44TH STREET, SUITE 950",,,"OKLAHOMA CITY                 ","OK","73109","OKLAHOMA","4056313085","Acute Care Hospitals","Government - Federal","No","Yes"
"370222","MCBRIDE CLINIC ORTHOPEDIC HOSPITAL,  L L C","9600 NORTH BROADWAY EXTENSION",,,"OKLAHOMA CITY                 ","OK","73114","OKLAHOMA","4054781717","Acute Care Hospitals","Government - State","No","No"
"370223","MOORE MEDICAL CENTER","700 SOUTH TELEPHONE ROAD",,,"MOORE                         ","OK","73160","CLEVELAND","4057939355","Acute Care Hospitals","Government - State","No","No"
"371300","ATOKA MEMORIAL HOSPITAL","1501 SOUTH VIRGINIA AVENUE",,,"ATOKA                         ","OK","74525","ATOKA","5808893333","Critical Access Hospitals","Government - Local","No","Yes"
"371301","PRAGUE MUNICIPAL HOSPITAL","1322 KLABSUBA AVENUE",,,"PRAGUE                        ","OK","74864","LINCOLN","4055674922","Critical Access Hospitals","Government - Hospital District or Authority","No","Yes"
"371302","WATONGA MUNICIPAL HOSPITAL","500 NORTH CLARENCE NASH BOULEVARD",,,"WATONGA                       ","OK","73772","BLAINE","5806237211","Critical Access Hospitals","Government - Hospital District or Authority","No","Yes"
"371304","JOHNSTON MEMORIAL HOSPITAL","1000 SOUTH BYRD",,,"TISHOMINGO                    ","OK","73460","JOHNSTON","5803712327","Critical Access Hospitals","Government - Local","No","Yes"
"371306","MERCY HEALTH LOVE COUNTY","300 WANDA STREET",,,"MARIETTA                      ","OK","73448","LOVE","5802763347","Critical Access Hospitals","Proprietary","No","Yes"
"371307","CIMARRON MEMORIAL HOSPITAL","100 SOUTH ELLIS",,,"BOISE CITY                    ","OK","73933","CIMARRON","5805442501","Critical Access Hospitals","Voluntary non-profit - Other","No","Yes"
"371309","PAWHUSKA HOSPITAL, INC","1101 EAST 15TH STREET",,,"PAWHUSKA                      ","OK","74056","OSAGE","9182873232","Critical Access Hospitals","Voluntary non-profit - Other","No","Yes"
"371310","HEALDTON MUNICIPAL HOSPITAL","918 SOUTHWEST 8TH STREET",,,"HEALDTON                      ","OK","73438","CARTER","5802290701","Critical Access Hospitals","Proprietary","No","Yes"
"371311","JEFFERSON COUNTY HOSPITAL","INTERSECTION HYWS 81 & 70",,,"WAURIKA                       ","OK","73573","JEFFERSON","5802282244","Critical Access Hospitals","Government - Hospital District or Authority","No","Yes"
"371312","ST JOHN SAPULPA","1004 EAST BRYAN",,,"SAPULPA                       ","OK","74066","CREEK","9182244280","Critical Access Hospitals","Voluntary non-profit - Church","No","Yes"
"371313","KINGFISHER REGIONAL HOSPITAL","500 SOUTH 9TH STREET",,,"KINGFISHER                    ","OK","73750","KINGFISHER","4053753141","Critical Access Hospitals","Voluntary non-profit - Other","No","Yes"
"371314","PHYSICIANS' HOSPITAL IN ANADARKO","1002 EAST CENTRAL BOULEVARD",,,"ANADARKO                      ","OK","73005","CADDO","4052472551","Critical Access Hospitals","Government - Local","No","Yes"
"371316","STROUD REGIONAL MEDICAL CENTER","2308 HIGHWAY 66 WEST",,,"STROUD                        ","OK","74079","LINCOLN","9189683571","Critical Access Hospitals","Proprietary","No","Yes"
"371317","LOGAN MEDICAL CENTER","200 SOUTH ACADEMY ROAD",,,"GUTHRIE                       ","OK","73044","LOGAN","4052826700","Critical Access Hospitals","Government - Hospital District or Authority","Yes","Yes"
"371318","FAIRFAX MEMORIAL HOSPITAL","HIGHWAY 18 & TAFT AVENUE",,,"FAIRFAX                       ","OK","74637","OSAGE","9186423291","Critical Access Hospitals","Proprietary","No","Yes"
"371319","MARY HURLEY HOSPITAL","6 NORTH COVINGTON",,,"COALGATE                      ","OK","74538","COAL","5809272327","Critical Access Hospitals","Voluntary non-profit - Other","No","Yes"
"371320","CLEVELAND AREA HOSPITAL, INC","1401 WEST PAWNEE",,,"CLEVELAND                     ","OK","74020","PAWNEE","9183582501","Critical Access Hospitals","Voluntary non-profit - Private","No","Yes"
"371321","HOLDENVILLE GENERAL HOSPITAL","100 MCDOUGAL DRIVE",,,"HOLDENVILLE                   ","OK","74848","HUGHES","4053794200","Critical Access Hospitals","Government - Local","No","Yes"
"371322","BEAVER COUNTY MEMORIAL HOSPITAL","212 EAST 8TH STREET",,,"BEAVER                        ","OK","73932","BEAVER","5806254551","Critical Access Hospitals","Government - Hospital District or Authority","No","Yes"
"371323","SOUTHWESTERN MEMORIAL HOSPITAL","215 NORTH KANSAS",,,"WEATHERFORD                   ","OK","73096","CUSTER","5807725551","Critical Access Hospitals","Government - Hospital District or Authority","No","No"
"371324","HARPER COUNTY COMMUNITY HOSPITAL","1003 US HIGHWAY 64 NORTH",,,"BUFFALO                       ","OK","73834","HARPER","5807352555","Critical Access Hospitals","Government - Local","No","Yes"
"371325","CORDELL MEMORIAL HOSPITAL","1220 NORTH GLENN ENGLISH STREET",,,"CORDELL                       ","OK","73632","WASHITA","5808323339","Critical Access Hospitals","Government - Hospital District or Authority","No","Yes"
"371326","INTEGRIS MARSHALL COUNTY MEDICAL CENTER","ONE HOSPITAL DRIVE",,,"MADILL                        ","OK","73446","MARSHALL","5807953384","Critical Access Hospitals","Government - Federal","Yes","No"
"371327","OKEENE MUNICIPAL HOSPITAL","207 EAST F STREET",,,"OKEENE                        ","OK","73763","BLAINE","5808224417","Critical Access Hospitals","Voluntary non-profit - Other","No","Yes"
"371328","ARBUCKLE MEMORIAL HOSPITAL","2011 WEST BROADWAY",,,"SULPHUR                       ","OK","73086","MURRAY","5806222161","Critical Access Hospitals","Government - Local","No","Yes"
"371329","FAIRVIEW HOSPITAL","523 EAST STATE ROAD",,,"FAIRVIEW                      ","OK","73737","MAJOR","5802273721","Critical Access Hospitals","Government - Local","No","Yes"
"371330","MANGUM CITY HOSPITAL","ONE WICKERSHAM DRIVE",,,"MANGUM                        ","OK","73554","GREER","5807823353","Critical Access Hospitals","Proprietary","No","Yes"
"371331","DRUMRIGHT REGIONAL HOSPITAL","610 WEST BYPASS",,,"DRUMRIGHT                     ","OK","74030","CREEK","9183822300","Critical Access Hospitals","Proprietary","No","Yes"
"371332","SEILING MUNICIPAL HOSPITAL","US HIGHWAY 60 NORTHEAST",,,"SEILING                       ","OK","73663","DEWEY","5809227361","Critical Access Hospitals","Government - Local","No","No"
"371334","CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL","102 NORTH BROADWAY",,,"CARNEGIE                      ","OK","73015","CADDO","5806541050","Critical Access Hospitals","Proprietary","No","Yes"
"380001","MID-COLUMBIA MEDICAL CENTER","1700 E 19TH STREET",,,"THE DALLES                    ","OR","97058","WASCO","5412961111","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"380002","THREE RIVERS COMMUNITY HOSPITAL","500 SW RAMSEY AVENUE",,,"GRANTS PASS                   ","OR","97527","JOSEPHINE","5414727000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"380004","PROVIDENCE ST VINCENT MEDICAL CENTER","9205 SW BARNES ROAD",,,"PORTLAND                      ","OR","97225","WASHINGTON","5032161234","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"380005","ASHLAND COMMUNITY HOSPITAL","280 MAPLE STREET, PO BOX 98",,,"ASHLAND                       ","OR","97520","JACKSON","5414822441","Acute Care Hospitals","Government - Local","Yes","Yes"
"380007","LEGACY EMANUEL HOSPITAL","2801 N GANTENBEIN AVENUE",,,"PORTLAND                      ","OR","97227","MULTNOMAH","5034132200","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"380009","OHSU HOSPITAL AND CLINICS","3181 SW SAM JACKSON PARK ROAD",,,"PORTLAND                      ","OR","97201","MULTNOMAH","5034947500","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"380014","GOOD SAMARITAN REGIONAL MEDICAL CTR","3600 NW SAMARITAN DRIVE",,,"CORVALLIS                     ","OR","97339","BENTON","5417575111","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"380017","LEGACY GOOD SAMARITAN HOSPITAL","1015 NW 22ND AVENUE",,,"PORTLAND                      ","OR","97210","MULTNOMAH","5034137711","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"380018","ROGUE VALLEY MEDICAL CENTER","2825 BARNETT ROAD",,,"MEDFORD                       ","OR","97504","JACKSON","5417734900","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"380020","MCKENZIE-WILLAMETTE MEDICAL CENTER","1460 G STREET",,,"SPRINGFIELD                   ","OR","97477","LANE","5417264400","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"380021","TUALITY COMMUNITY HOSPITAL","335 SE 8TH AVENUE",,,"HILLSBORO                     ","OR","97123","WASHINGTON","5036811111","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"380022","SAMARITAN ALBANY GENERAL HOSPITAL","1046 6TH AVENUE SW",,,"ALBANY                        ","OR","97321","BENTON","5418124000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"380025","LEGACY MT HOOD MEDICAL CENTER","24800 SE STARK STREET",,,"GRESHAM                       ","OR","97030","MULTNOMAH","5036741122","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"380027","MERCY MEDICAL CENTER","2700 STEWART PARKWAY",,,"ROSEBURG                      ","OR","97470","DOUGLAS","5416730611","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"380029","SILVERTON HOSPITAL","342 FAIRVIEW STREET",,,"SILVERTON                     ","OR","97381","MARION","5038731500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"380033","SACRED HEART MEDICAL CENTER","1255 HILYARD STREET",,,"EUGENE                        ","OR","97401","LANE","5416867300","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"380037","PROVIDENCE NEWBERG MEDICAL CENTER","1001 PROVIDENCE DRIVE",,,"NEWBERG                       ","OR","97132","YAMHILL","5035371555","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"380038","WILLAMETTE FALLS HOSPITAL","1500 DIVISION STREET",,,"OREGON CITY                   ","OR","97045","CLACKAMAS","5036561631","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"380040","ST CHARLES MEDICAL CENTER - REDMOND","1253 N CANAL BLVD",,,"REDMOND                       ","OR","97756","DESCHUTES","5415488131","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"380047","ST CHARLES MEDICAL CENTER - BEND","2500 NE NEFF ROAD",,,"BEND                          ","OR","97701","DESCHUTES","5413824321","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"380050","MERLE WEST MEDICAL CENTER","2865 DAGGETT STREET",,,"KLAMATH FALLS                 ","OR","97601","KLAMATH","5418826311","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"380051","SALEM HOSPITAL","665 WINTER STREET SE",,,"SALEM                         ","OR","97309","MARION","5035615200","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"380052","HOLY ROSARY MEDICAL CENTER","351 SW 9TH STREET",,,"ONTARIO                       ","OR","97914","MALHEUR","5418817000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"380056","SANTIAM MEMORIAL HOSPITAL","1401 N 10TH AVENUE",,,"STAYTON                       ","OR","97383","MARION","5037692175","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Yes"
"380060","ADVENTIST MEDICAL CENTER","10123 SE MARKET",,,"PORTLAND                      ","OR","97216","MULTNOMAH","5032572500","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"380061","PROVIDENCE PORTLAND MEDICAL CENTER","4805 NE GLISAN",,,"PORTLAND                      ","OR","97213","MULTNOMAH","5032156215","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"380071","WILLAMETTE VALLEY MEDICAL CENTER","2700 S.E. STRATUS AVE.",,,"MCMINNVILLE                   ","OR","97128","YAMHILL","5034726131","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
"380075","PROVIDENCE MEDFORD MEDICAL CENTER","1111 CRATER LAKE AVENUE",,,"MEDFORD                       ","OR","97504","JACKSON","5417325000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"380082","PROVIDENCE MILWAUKIE HOSPITAL","10150 SE 32ND AVENUE",,,"MILWAUKIE                     ","OR","97222","CLACKAMAS","5035138300","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Yes"
"380089","LEGACY MERIDIAN PARK HOSPITAL","19300 SW 65TH AVENUE",,,"TUALATIN                      ","OR","97062","WASHINGTON","5036921212","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Yes"
