"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Percent of Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival","Number of Patients 1","Footnote 1","Percent of Pneumonia Patients Whose Initial ER Blood Culture Was Performed Prior To Administration Of First Dose Of Antibiotics","Number of Patients 2","Footnote 2","Percent of Pneumonia Patients Given Smoking Cessation Advice/Counseling","Number of Patients 3","Footnote 3","Percent of Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)","Number of Patients 4","Footnote 4","Percent of Pneumonia Patients Assessed and Given Influenza Vaccination","Number of Patients 5","Footnote 5","Percent of Pneumonia Patients Assessed and Given Pneumococcal Vaccination","Number of Patients 6","Footnote 6"
"140012","KATHERINE SHAW BETHEA HOSPITAL","403 E 1ST ST","","","DIXON","IL","61021","LEE","8152885531","98","82","","99","78","","100","31","","94","52","","100","32","","100","84",""
"260097","WESTERN MISSOURI MEDICAL CENTER","403 BURKARTH ROAD","","","WARRENSBURG","MO","64093","JOHNSON","6607472500","93","92","","93","73","","86","22","","91","68","","86","28","","96","76",""
"500084","VALLEY GENERAL HOSPITAL","14701 179TH SE","","","MONROE","WA","98272","SNOHOMISH","3607947497","100","65","","98","66","","100","26","","91","47","","77","13","","80","45",""
"030130","BANNER IRONWOOD MEDICAL CENTER","37000 NORTH GANTZEL ROAD","","","SAN TAN VALLEY","AZ","85140","PINAL","4803944030","99","77","","100","59","","100","24","","100","57","","100","18","","98","45",""
"670023","METHODIST MANSFIELD MEDICAL CENTER","2700 E BROAD STREET","","","MANSFIELD","TX","76063","TARRANT","6826222059","100","189","","100","179","","100","63","","100","136","","100","52","","100","143",""
"320065","LEA REGIONAL MEDICAL CENTER","5419 N LOVINGTON HIGHWAY","","","HOBBS","NM","88240","LEA","5754925000","100","43","","94","52","","100","20","","96","24","","83","12","","87","38",""
"281318","MORRILL COUNTY COMMUNITY HOSPITAL","P O BOX 579, 1313 S STREET","","","BRIDGEPORT","NE","69336","MORRILL","3082621616","100","2","The hospital indicated that the data submitted for this measure were based on a sample of cases","Not Available","0","The hospital indicated that the data submitted for this measure were based on a sample of cases","0","2","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","5","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","1","The hospital indicated that the data submitted for this measure were based on a sample of cases","25","4","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"490101","INOVA FAIR OAKS HOSPITAL","3600 JOSEPH SIEWICK DRIVE","","","FAIRFAX","VA","22033","FAIRFAX","7033913600","98","111","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","129","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","24","The hospital indicated that the data submitted for this measure were based on a sample of cases","93","86","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","43","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","113","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"450851","BAYLOR HEART AND VASCULAR HOSPITAL","621 NORTH HALL STREET","","","DALLAS","TX","75226","DALLAS","2148200670","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"050580","LA PALMA INTERCOMMUNITY HOSPITAL","7901 WALKER STREET","","","LA PALMA","CA","90623","ORANGE","7146707400","98","125","","98","143","","100","11","","100","55","","100","37","","98","117",""
"100244","CAPE CORAL HOSPITAL","636 DEL PRADO BLVD","","","CAPE CORAL","FL","33990","LEE","2395742323","93","141","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","170","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","44","The hospital indicated that the data submitted for this measure were based on a sample of cases","88","107","The hospital indicated that the data submitted for this measure were based on a sample of cases","88","43","The hospital indicated that the data submitted for this measure were based on a sample of cases","93","144","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"450085","GRAHAM REGIONAL MEDICAL CENTER","1301 MONTGOMERY ROAD","","","GRAHAM","TX","76450","YOUNG","9405493400","99","99","","92","101","","97","31","","100","82","","100","19","","97","98",""
"161330","AUDUBON COUNTY MEMORIAL HOSPITAL","515 PACIFIC STREET","","","AUDUBON","IA","50025","AUDUBON","7125632611","100","13","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","10","The hospital indicated that the data submitted for this measure were based on a sample of cases","Not Available","0","The hospital indicated that the data submitted for this measure were based on a sample of cases","89","9","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","6","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","16","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"100211","PASCO REGIONAL MEDICAL CENTER","13100 FT KING ROAD","","","DADE CITY","FL","33525","PASCO","3525683174","100","89","","97","74","","100","29","","98","56","","92","24","","99","84",""
"110041","HABERSHAM COUNTY MEDICAL CTR","541 HISTORIC HIGHWAY 441-NORTH","","","DEMOREST","GA","30535","HABERSHAM","7067542161","99","133","","97","149","","100","51","","96","92","","98","43","","91","101",""
"220090","MILFORD REGIONAL MEDICAL CENTER","14 PROSPECT STREET","","","MILFORD","MA","01757","WORCESTER","5084731190","99","277","","96","272","","95","85","","98","168","","91","75","","98","261",""
"490050","VIRGINIA HOSPITAL CENTER - ARLINGTON","1701 NORTH GEORGE MASON DRIVE","","","ARLINGTON","VA","22205","ARLINGTON","7035585000","98","190","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","233","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","63","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","148","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","126","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","230","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"290009","SAINT MARY'S REGIONAL MEDICAL CENTER","235 W 6TH ST","","","RENO","NV","89503","WASHOE","7757703000","98","137","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","182","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","62","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","86","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","52","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","135","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"050196","CENTRAL VALLEY GENERAL HOSPITAL","1025 N DOUTY ST","","","HANFORD","CA","93230","KINGS","5595832100","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"190236","WILLIS KNIGHTON BOSSIER HEALTH CENTER","2400 HOSPITAL DR","","","BOSSIER CITY","LA","71111","BOSSIER","3182127000","97","168","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","100","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","62","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","95","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","55","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","166","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"190004","THIBODAUX REGIONAL MEDICAL CENTER","602 N ACADIA ROAD","","","THIBODAUX","LA","70301","LAFOURCHE","9854475500","90","104","","99","117","","97","39","","97","59","","100","38","","99","126",""
"230036","ALPENA REGIONAL MEDICAL CENTER","1501 W CHISHOLM ST","","","ALPENA","MI","49707","ALPENA","9893567390","99","178","","97","181","","100","79","","94","129","","96","45","","94","155",""
"400130","HOSPITAL METROPOLITANO DE LA MONTANA","CALLE ISAAC GONZALEZ ESQUINA LEDESMA","","","BDA NUEVA","PR","00641","UTUADO","7879331100","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"381308","WEST VALLEY HOSPITAL","525 SE WASHINGTON STREET","","","DALLAS","OR","97338","POLK","5036238301","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing"
"221303","ATHOL MEMORIAL HOSPITAL","2033 MAIN STREET","","","ATHOL","MA","01331","WORCESTER","9782493511","100","21","","100","23","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","28",""
"431310","AVERA FLANDREAU HOSPITAL - CAH","214 NORTH PRAIRIE AVENUE","","","FLANDREAU","SD","57028","MOODY","6059972433","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Not Available","0","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"041327","BRADLEY COUNTY MEDICAL CENTER","404 SOUTH BRADLEY STREET","","","WARREN","AR","71671","BRADLEY","8702263731","99","73","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","17","The hospital indicated that the data submitted for this measure were based on a sample of cases","89","27","The hospital indicated that the data submitted for this measure were based on a sample of cases","91","55","The hospital indicated that the data submitted for this measure were based on a sample of cases","91","32","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","87","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"041305","MERCY HOSPITAL SCOTT COUNTY","1341 WEST SIXTH STREET","","","WALDRON","AR","72958","SCOTT","4796374135","89","38","","88","32","","100","13","","88","34","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","82","38",""
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","","","GOLDSBORO","NC","27534","WAYNE","9197361110","94","198","","92","152","","100","107","","97","116","","86","72","","93","196",""
"330135","BON SECOURS COMMUNITY HOSPITAL","160 EAST MAIN STREET","","","PORT JERVIS","NY","12771","ORANGE","8458565351","98","130","","99","129","","100","51","","99","75","","86","36","","99","91",""
"331312","DELAWARE VALLEY HOSPITAL, INC","1 TITUS PLACE","","","WALTON","NY","13856","DELAWARE","6078652100","95","19","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","100","21","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","95","19","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","100","11","","94","16","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"340028","CAPE FEAR VALLEY MEDICAL CENTER","1638 OWEN DRIVE P O BOX 2000","","","FAYETTEVILLE","NC","28302","CUMBERLAND","9106094000","97","748","","98","750","","100","360","","100","439","","100","244","","100","582",""
"040137","ST VINCENT MEDICAL CENTER/NORTH","2215 WILDWOOD AVENUE","","","SHERWOOD","AR","72120","PULASKI","5015527100","98","83","","99","74","","100","33","","93","57","","100","16","","95","66",""
"210056","MEDSTAR GOOD SAMARITAN HOSPITAL","5601 LOCH RAVEN BLVD","","","BALTIMORE","MD","21239","BALTIMORE CITY","4434443902","93","289","","90","287","","94","107","","91","175","","93","89","","95","187",""
"141301","JOHN & MARY KIRBY HOSPITAL","1111 N STATE ST","","","MONTICELLO","IL","61856","PIATT","2177622115","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","53","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","92","37","","100","18","","90","49",""
"140286","KISHWAUKEE COMMUNITY HOSPITAL","ONE KISH HOSPITAL DRIVE","","","DEKALB","IL","60115","DEKALB","8157561521","93","168","","97","131","","98","46","","93","94","","98","48","","95","158",""
"300034","CATHOLIC MEDICAL CENTER","100 MCGREGOR STREET","","","MANCHESTER","NH","03102","HILLSBOROUGH","6036683545","99","119","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","138","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","55","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","79","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","42","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","119","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"150047","ST JOSEPH HOSPITAL","700 BROADWAY","","","FORT WAYNE","IN","46802","ALLEN","2604253000","97","68","","98","65","","100","45","","94","53","","100","27","","89","28",""
"281341","CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES","825 CENTENNIAL DRIVE","","","CHADRON","NE","69337","DAWES","3084325586","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","73","15",""
"450147","DETAR HOSPITAL NAVARRO","506 E SAN ANTONIO ST","","","VICTORIA","TX","77902","VICTORIA","3615757441","99","141","","100","142","","100","45","","96","85","","100","44","","100","135",""
"440058","SOUTHERN TENNESSEE MEDICAL CENTER","185 HOSPITAL ROAD","","","WINCHESTER","TN","37398","FRANKLIN","9319678295","98","168","","99","162","","100","90","","98","121","","88","51","","99","172",""
"180064","SAINT JOSEPH MOUNT STERLING","225 FALCON DRIVE","","","MOUNT STERLING","KY","40353","MONTGOMERY","8594981220","93","156","","97","157","","97","61","","95","113","","100","37","","91","125",""
"310032","SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER","1505 W SHERMAN AVE","","","VINELAND","NJ","08360","CUMBERLAND","8566418000","96","138","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","166","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","71","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","82","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","39","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","101","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"190140","FRANKLIN MEDICAL CENTER","2106 LOOP ROAD","","","WINNSBORO","LA","71295","FRANKLIN","3184359411","91","120","","94","69","","92","40","","86","69","","85","40","","94","111",""
"240132","UNITY HOSPITAL","550 OSBORNE ROAD","","","FRIDLEY","MN","55432","ANOKA","7632365000","99","272","","96","293","","99","125","","98","168","","100","70","","100","217",""
"330030","NEWARK-WAYNE COMMUNITY HOSPITAL","111 DRIVING PARK AVENUE","","","NEWARK","NY","14513","WAYNE","3153322022","95","169","","98","165","","100","56","","98","86","","100","43","","93","148",""
"310045","ENGLEWOOD HOSPITAL AND MEDICAL CENTER","350 ENGLE ST","","","ENGLEWOOD","NJ","07631","BERGEN","2018943000","98","219","","100","227","","100","28","","98","128","","94","64","","96","221",""
"050045","EL CENTRO REGIONAL MEDICAL CENTER","1415 ROSS AVENUE","","","EL CENTRO","CA","92243","IMPERIAL","7603397100","92","137","","92","154","","86","28","","85","94","","80","76","","91","137",""
"040074","NORTH METRO MEDICAL CENTER","1400 BRADEN STREET","","","JACKSONVILLE","AR","72076","PULASKI","5019857000","87","69","","88","50","","100","33","","79","48","","75","20","","78","74",""
"241326","CENTRACARE HEALTH SYSTEM - LONG PRAIRIE","20 NINTH STREET SOUTHEAST","","","LONG PRAIRIE","MN","56347","TODD","3207327210","88","17","The hospital indicated that the data submitted for this measure were based on a sample of cases","Not Available","0","The hospital indicated that the data submitted for this measure were based on a sample of cases","60","5","The hospital indicated that the data submitted for this measure were based on a sample of cases","75","8","The hospital indicated that the data submitted for this measure were based on a sample of cases","0","1","The hospital indicated that the data submitted for this measure were based on a sample of cases","78","18","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"440084","SWEETWATER HOSPITAL ASSOCIATION","304 WRIGHT ST","","","SWEETWATER","TN","37874","MONROE","8652138200","98","178","","94","159","","98","101","","98","131","","94","52","","98","163",""
"161351","AVERA HOLY FAMILY HOSPITAL","826 NORTH 8TH STREET","","","ESTHERVILLE","IA","51334","EMMET","7123622631","97","32","","100","17","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","21","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","22",""
"070031","GRIFFIN HOSPITAL","130 DIVISION ST","","","DERBY","CT","06418","NEW HAVEN","2037327500","99","169","","96","188","","100","62","","95","106","","100","65","","99","178",""
"050101","SUTTER SOLANO MEDICAL CENTER","300 HOSPITAL DR","","","VALLEJO","CA","94589","SOLANO","7075545280","100","93","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","103","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","36","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","75","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","19","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","53","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"670058","EMERUS HOSPITAL","16000 SOUTHWEST FREEWAY","","","SUGAR LAND","TX","77479","FORT BEND","2815160911","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"140186","RIVERSIDE MEDICAL CENTER","350 N WALL ST","","","KANKAKEE","IL","60901","KANKAKEE","8159331671","97","252","","98","244","","93","75","","92","123","","89","90","","97","243",""
"370235","ST JOHN BROKEN ARROW","1000 WEST BOISE CIRCLE","","","BROKEN ARROW","OK","74012","TULSA","9189948199","96","48","","87","54","","100","14","","88","34","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","72","36",""
"370153","ELKVIEW GENERAL HOSPITAL","429 WEST ELM STREET","","","HOBART","OK","73651","KIOWA","5807263324","86","49","","80","15","","100","16","","91","35","","100","15","","100","30",""
"140174","PROVENA MERCY MEDICAL CENTER","1325 N HIGHLAND AVENUE","","","AURORA","IL","60506","KANE","6308592222","96","167","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","184","The hospital indicated that the data submitted for this measure were based on a sample of cases","82","34","The hospital indicated that the data submitted for this measure were based on a sample of cases","90","92","The hospital indicated that the data submitted for this measure were based on a sample of cases","87","46","The hospital indicated that the data submitted for this measure were based on a sample of cases","91","142","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"290054","CENTENNIAL HILLS HOSPITAL MEDICAL CENTER","6900 N DURANGO DR","","","LAS VEGAS","NV","89149","CLARK","7028359700","89","142","The hospital indicated that the data submitted for this measure were based on a sample of cases","92","74","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","60","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","89","The hospital indicated that the data submitted for this measure were based on a sample of cases","96","46","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","117","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"440185","SKYRIDGE MEDICAL CENTER","2305 CHAMBLISS AVE NW","","","CLEVELAND","TN","37311","BRADLEY","4233394132","96","334","","98","341","","100","213","","99","228","","96","113","","97","295",""
"501334","LAKE CHELAN COMMUNITY HOSPITAL","503 EAST HIGHLAND","","","CHELAN","WA","98816","CHELAN","5096823300","Not Available","0","","Not Available","0","","Not Available","0","","Not Available","0","","Not Available","0","","Not Available","0",""
"360137","UNIVERSITY HOSPITALS OF CLEVELAND","11100 EUCLID AVENUE","","","CLEVELAND","OH","44106","CUYAHOGA","2168441000","86","251","","97","263","","100","155","","94","127","","86","103","","94","217",""
"241320","RIVERVIEW HOSPITAL","323 SOUTH MINNESOTA","","","CROOKSTON","MN","56716","POLK","2182819200","98","45","","100","31","","100","16","","93","27","","93","14","","86","42",""
"531316","MEMORIAL HOSPITAL OF CARBON COUNTY","2221 WEST ELM STREET","","","RAWLINS","WY","82301","CARBON","3073242221","87","23","The hospital indicated that the data submitted for this measure were based on a sample of cases","79","24","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","18","The hospital indicated that the data submitted for this measure were based on a sample of cases","73","22","The hospital indicated that the data submitted for this measure were based on a sample of cases","67","6","The hospital indicated that the data submitted for this measure were based on a sample of cases","94","18","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"250097","SOUTHWEST MS REGIONAL MEDICAL CENTER","215 MARION AV BOX 1307","","","MCCOMB","MS","39649","PIKE","6012495500","93","143","","98","121","","92","60","","95","80","","71","41","","83","103",""
"050488","EDEN MEDICAL CENTER","20103 LAKE CHABOT ROAD","","","CASTRO VALLEY","CA","94546","ALAMEDA","5105371234","98","214","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","256","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","95","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","114","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","67","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","200","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"250072","CENTRAL MISSISSIPPI MEDICAL CENTER","1850 CHADWICK DR","","","JACKSON","MS","39204","HINDS","6013761000","98","161","","100","126","","100","77","","100","91","","100","30","","100","98",""
"180093","REGIONAL MEDICAL CENTER OF HOPKINS COUNTY","900 HOSPITAL DRIVE","","","MADISONVILLE","KY","42431","HOPKINS","2708255100","97","240","","100","160","","99","144","","96","95","","94","95","","97","222",""
"030100","CARONDELET HEART AND VASCULAR INSTITUTE","4888 NORTH STONE AVENUE","","","TUCSON","AZ","85704","PIMA","5206962328","100","69","","100","72","","100","27","","100","47","","100","14","","98","52",""
"450306","STAMFORD MEMORIAL HOSPITAL","1601 COLUMBIA STREET","","","STAMFORD","TX","79553","JONES","3257732725","100","24","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","95","20","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","100","16","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure"
"261317","MERCY HOSPITAL CASSVILLE","94 MAIN STREET","","","CASSVILLE","MO","65625","BARRY","4178476065","100","38","","95","20","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","95","20","","82","11","","88","24",""
"451379","CORYELL MEMORIAL HEALTHCARE SYSTEM","1507 W MAIN STREET","","","GATESVILLE","TX","76528","CORYELL","2548658251","90","78","","93","60","","Too few cases","Too few cases","The number of cases is too small to reliably tell how well a hospital is performing","87","45","","100","11","","94","50",""
"450615","ATLANTA MEMORIAL HOSPITAL","1007 SOUTH WILLIAMS STREET","","","ATLANTA","TX","75551","CASS","9037993000","98","45","","86","28","","95","21","","97","38","","100","13","","100","61",""
"150089","INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","2401 UNIVERSITY AVE","","","MUNCIE","IN","47303","DELAWARE","7657473111","97","296","","96","368","","100","187","","99","239","","97","142","","96","386",""
"390046","YORK HOSPITAL","1001 SOUTH GEORGE STREET","","","YORK","PA","17403","YORK","7178512345","97","505","","97","348","","100","147","","100","264","","99","158","","97","469",""
"140202","ADVOCATE CONDELL MEDICAL CENTER","801 S MILWAUKEE AVE","","","LIBERTYVILLE","IL","60048","LAKE","8479905200","99","139","The hospital indicated that the data submitted for this measure were based on a sample of cases","97","154","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","43","The hospital indicated that the data submitted for this measure were based on a sample of cases","95","85","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","43","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","131","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"240047","ST LUKES HOSPITAL","915 E 1ST ST","","","DULUTH","MN","55805","SAINT LOUIS","2182495555","95","237","","97","198","","100","116","","95","133","","95","76","","98","242",""
"390178","UPMC HORIZON","110 NORTH MAIN STREET","","","GREENVILLE","PA","16125","MERCER","7245882100","99","227","","100","226","","100","69","","99","189","","97","67","","100","183",""
"460047","ST MARKS HOSPITAL","1200 EAST 3900 SOUTH","","","SALT LAKE CITY","UT","84124","SALT LAKE","8012687111","99","150","The hospital indicated that the data submitted for this measure were based on a sample of cases","99","163","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","46","The hospital indicated that the data submitted for this measure were based on a sample of cases","98","120","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","45","The hospital indicated that the data submitted for this measure were based on a sample of cases","100","157","The hospital indicated that the data submitted for this measure were based on a sample of cases"
"220017","CARNEY HOSPITAL","2100 DORCHESTER AVENUE","","","BOSTON","MA","02124","SUFFOLK","6175062000","99","99","","98","86","","98","52","","92","65","","85","27","","100","92",""
"431332","AVERA DESMET MEMORIAL HOSPITAL - CAH","306 PRAIRIE AVENUE SW, PO BOX 160","","","DE SMET","SD","57231","KINGSBURY","6058543329","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Too few cases","Too few cases","Data were collected during a shorter period (fewer quarters) than the maximum possible time for this measure., The number of cases is too small to reliably tell how well a hospital is performing"
"510001","WEST VIRGINIA UNIVERSITY HOSPITALS","MEDICAL CENTER DRIVE","","","MORGANTOWN","WV","26506","MONONGALIA","3045984000","96","230","","99","240","","100","171","","98","100","","97","96","","99","223",""
"390265","JEFFERSON REGIONAL MEDICAL CENTER","565 COAL VALLEY RD","","","PITTSBURGH","PA","15236","ALLEGHENY","4124695000","94","464","","97","362","","98","132","","97","300","","98","140","","98","411",""
"360230","HILLCREST HOSPITAL","6780 MAYFIELD ROAD","","","MAYFIELD HEIGHTS","OH","44124","CUYAHOGA","4403124500","95","321","","96","311","","100","91","","98","213","","97","117","","97","372",""
"050225","FEATHER RIVER HOSPITAL","5974 PENTZ ROAD","","","PARADISE","CA","95969","BUTTE","5308779361","99","176","","100","201","","90","51","","96","117","","100","45","","98","161",""
