"Provider Number","Hospital Name","Address 1","Address 2","Address 3","City","State","ZIP Code","County Name","Phone Number","Outpatients with low back pain who had an MRI without trying recommended treatments first such as physical therapy","Number of Patients 1","Footnote 1","Outpatients who had a follow-up mammogram or ultrasound within 45 days after a screening mammogram","Number of Patients 2","Footnote 2","Outpatient CT scans of the abdomen that were “combination” (double) scans","Number of Patients 3","Footnote 3","Outpatient CT scans of the chest that were “combination” (double) scans","Number of Patients 4","Footnote 4","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Number of Patients 5","Footnote 5","Outpatients with brain CT scans who got a sinus CT scan at the same time","Number of Patients 6","Footnote 6"
"490136","BON SECOURS - ST FRANCIS MEDICAL CENTER","13700 STFRANCIS BLVD SUITE 100","","","MIDLOTHIAN","VA","23114","CHESTERFIELD","8045947400","21.5","130","","6.7","639","","0.213","605","","0.022","372","","4.7","86","","1.1","613",""
"490140","STAFFORD HOSPITAL, LLC","101 HOSPITAL CENTER BOULEVARD, SUITE 307","","","STAFFORD","VA","22554","STAFFORD","5407419000","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","0.022","183","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","7.2","69","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"490141","SPOTSYLVANIA REGIONAL MEDICAL CENTER","4600 SPOTSYLVANIA PARKWAY","","","FREDERICKSBURG","VA","22408","SPOTSYLVANIA","5404984000","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","0.02","100","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","0","144",""
"491302","CARILION GILES COMMUNITY HOSPITAL","159 HARTLEY WAY","","","PEARISBURG","VA","24134","GILES","5409216000","38.3","47","","7.3","531","","0.067","284","","0.291","110","","Not Available","Not Available","No data are available from the hospital for this measure","0.3","290",""
"491303","DICKENSON COMMUNITY HOSPITAL","312 HOSPITAL DRIVE","","","CLINTWOOD","VA","24228","DICKENSON","2769260300","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","0.395","119","","0.277","119","","Not Available","Not Available","No data are available from the hospital for this measure","1.2","167",""
"491306","PIONEER HEALTH SERVICES OF PATRICK COUNTY,INC","18688 JEB STUART HIGHWAY","","","STUART","VA","24171","PATRICK","2766943151","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","0.025","79","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"491307","PAGE MEMORIAL HOSPITAL, INC","200 MEMORIAL DRIVE","","","LURAY","VA","22835","PAGE","5407434561","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","8.7","321","","0.029","208","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","2.4","84","","1.1","282",""
"500001","NORTHWEST HOSPITAL","1550 NORTH 115TH STREET","","","SEATTLE","WA","98133","KING","2063640500","43.6","110","","5.3","3031","","0.121","925","","0.006","710","","Not Available","Not Available","No data are available from the hospital for this measure","3.4","713",""
"500002","PROVIDENCE ST MARY MEDICAL CENTER","401 W POPLAR ST","","","WALLA WALLA","WA","99362","WALLA WALLA","5095225900","36.8","174","","12.3","677","","0.071","462","","0.029","516","","5.3","243","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"500003","SKAGIT VALLEY HOSPITAL","1415 KINCAID STREET","","","MOUNT VERNON","WA","98274","SKAGIT","3604244111","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","0.005","192","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","3.6","549","","1.1","366",""
"500005","VIRGINIA MASON MEDICAL CENTER","1100 NINTH AVENUE (PO BOX 900)","","","SEATTLE","WA","98111","KING","2062236600","25","112","","10.8","1592","","0.219","1478","","0.01","1094","","7.5","1101","","1.3","524",""
"500007","ISLAND HOSPITAL","1211  24TH STREET","","","ANACORTES","WA","98221","SKAGIT","3602991300","40.5","74","","6.6","965","","0.129","464","","0.012","321","","4.9","143","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"500008","UNIVERSITY OF WASHINGTON MEDICAL CTR","1959 NE PACIFIC ST","","","SEATTLE","WA","98195","KING","2065983300","32.4","139","","6.2","932","","0.082","1080","","0.005","1077","","5.8","586","","0.6","318",""
"500011","HIGHLINE MEDICAL CENTER","16251 SYLVESTER ROAD SW","","","BURIEN","WA","98166","KING","2062449970","43.6","39","","Not Available","Not Available","No data are available from the hospital for this measure","0.09","754","","0.034","298","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","1.3","716",""
"500012","YAKIMA REGIONAL MEDICAL AND CARDIAC CENTER","110 SOUTH NINTH AVE","","","YAKIMA","WA","98902","YAKIMA","5095755102","29.9","87","","8.4","465","","0.03","433","","0.017","115","","Not Available","Not Available","No data are available from the hospital for this measure","1.8","440",""
"500014","PROVIDENCE REGIONAL MEDICAL CENTER EVERETT","1321 COLBY AVENUE","","","EVERETT","WA","98201","SNOHOMISH","4252612000","45.3","95","","8.6","1745","","0.045","903","","0.004","449","","5.9","303","","3.6","1347",""
"500015","AUBURN REGIONAL MEDICAL CENTER","202 N DIVISION STREET PLAZA ONE","","","AUBURN","WA","98001","KING","2538337711","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","8","288","","0.054","353","","0.016","256","","4.6","175","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"500016","CENTRAL WASHINGTON HOSPITAL","1201 SOUTH MILLER STREET","","","WENATCHEE","WA","98807","CHELAN","5096621511","40.4","136","","7.9","668","","0.036","276","","0","124","","8.3","84","","0.6","542",""
"500019","PROVIDENCE CENTRALIA HOSPITAL","914 S SCHEUBER ROAD","","","CENTRALIA","WA","98531","LEWIS","3607362803","40.6","69","","7.5","736","","0.422","696","","0.008","518","","7.4","283","","0.9","662",""
"500021","SAINT CLARE HOSPITAL","11315 BRIDGEPORT WAY S W","","","LAKEWOOD","WA","98499","PIERCE","2535881711","38.1","63","","Not Available","Not Available","No data are available from the hospital for this measure","0.106","632","","0.039","228","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"500024","PROVIDENCE ST PETER HOSPITAL","413 LILLY ROAD NE","","","OLYMPIA","WA","98506","THURSTON","3604919480","40.3","67","","Not Available","Not Available","No data are available from the hospital for this measure","0.082","620","","0.005","202","","5.8","138","","1.4","1100",""
"500025","SWEDISH MEDICAL CENTER/CHERRY HILL","500 17TH AVENUE","","","SEATTLE","WA","98122","KING","2063202000","49.1","110","","8.5","740","","0.078","255","","0","173","","4.5","110","","0.8","737",""
"500026","SWEDISH EDMONDS HOSPITAL","21601 76TH AVENUE WEST","","","EDMONDS","WA","98026","SNOHOMISH","4256404000","54","50","","9.3","1534","","0.071","505","","0","208","","4.5","67","","2.5","671",""
"500027","SWEDISH MEDICAL CENTER","747 BROADWAY","","","SEATTLE","WA","98122","KING","2063866000","41.2","68","","9.3","3316","","0.057","735","","0.008","237","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","3","879",""
"500030","PEACEHEALTH ST JOSEPH MEDICAL CENTER","2901 SQUALICUM PARKWAY","","","BELLINGHAM","WA","98225","WHATCOM","3607345400","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","0.002","603","","0.02","101","","6.2","177","","2.1","853",""
"500031","GRAYS HARBOR COMMUNITY HOSPITAL","915 ANDERSON DRIVE","","","ABERDEEN","WA","98520","GRAYS HARBOR","3605328330","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","0.127","573","","0.008","369","","1.9","421","","1.7","537",""
"500033","SAMARITAN HOSPITAL","801 EAST WHEELER ROAD","","","MOSES LAKE","WA","98837","GRANT","5097655606","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","2.8","217","","0.011","268","","0","162","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"500036","YAKIMA VALLEY MEMORIAL HOSPITAL","2811 TIETON DRIVE","","","YAKIMA","WA","98902","YAKIMA","5095758000","27.3","99","","8","2758","","0.011","562","","0","143","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","1","697",""
"500037","TOPPENISH COMMUNITY HOSPITAL","502 W FOURTH AVE","","","TOPPENISH","WA","98948","YAKIMA","5098651520","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","6.9","173","","0.01","103","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"500039","HARRISON MEDICAL CENTER","2520 CHERRY AVENUE","","","BREMERTON","WA","98310","KITSAP","3603773911","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","0.011","611","","0.013","75","","4.3","235","","1.4","1121",""
"500041","PEACHEALTH ST JOHN MEDICAL CENTER","1615 DELAWARE STREET","","","LONGVIEW","WA","98632","COWLITZ","3604142000","42.9","168","","5.7","2055","","0.032","690","","0.02","595","","3.2","154","","2.6","660",""
"500044","DEACONESS HOSPITAL","W 800 FIFTH AVENUE","","","SPOKANE","WA","99210","SPOKANE","5094735800","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","12.3","682","","0.025","358","","0","89","","3.8","52","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"500049","WALLA WALLA GENERAL HOSPITAL","1025 S SECOND AVE","","","WALLA WALLA","WA","99362","WALLA WALLA","5095250480","43.8","48","","7.5","588","","0.094","160","","0.011","95","","2.3","131","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"500050","PEACEHEALTH SOUTHWEST MEDICAL CENTER","400 NE MOTHER JOSEPH PLACE","","","VANCOUVER","WA","98668","CLARK","3602562000","28","118","","6.7","727","","0.029","767","","0.009","330","","4","125","","3","710",""
"500051","OVERLAKE HOSPITAL MEDICAL CENTER","1035-116TH AVE NE","","","BELLEVUE","WA","98004","KING","4256885000","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","8.1","3388","","0.059","490","","0.015","135","","2.4","83","","2.6","886",""
"500052","GROUP HEALTH CENTRAL HOSPITAL","201 - 16TH AVENUE EAST","","","SEATTLE","WA","98112","KING","2063263000","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","6.6","91","","0.134","67","","0","74","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"500053","KENNEWICK GENERAL HOSPITAL","900 SOUTH AUBURN STREET","","","KENNEWICK","WA","99336","BENTON","5095866111","34.8","89","","8.9","789","","0.178","400","","0.063","363","","3.5","114","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"500054","PROVIDENCE SACRED HEART MEDICAL CENTER","101 WEST 8TH AVENUE","","","SPOKANE","WA","99204","SPOKANE","5094743040","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","0.004","545","","0","118","","4.3","209","","4","903",""
"500058","KADLEC REGIONAL MEDICAL CENTER","888 SWIFT BLVD","","","RICHLAND","WA","99352","BENTON","5099464611","34.1","270","","7","2290","","0.119","1301","","0.059","982","","3.5","341","","2.1","947",""
"500060","CASCADE VALLEY HOSPITAL","330 S STILLAGUAMISH AVE","","","ARLINGTON","WA","98223","SNOHOMISH","3604352133","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","2.3","308","","0.039","207","","0","79","","3","66","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"500064","HARBORVIEW MEDICAL CENTER","325 9TH AVENUE","","","SEATTLE","WA","98104","KING","2067313000","33.3","93","","Not Available","Not Available","No data are available from the hospital for this measure","0.046","388","","0","273","","5.2","192","","0.2","530",""
"500072","OLYMPIC MEDICAL CENTER","939 CAROLINE ST","","","PORT ANGELES","WA","98362","CLALLAM","3604177000","32","306","","10","2600","","0.028","1122","","0.015","1145","","5.2","621","","1.3","698",""
"500077","PROVIDENCE HOLY FAMILY HOSPITAL","5633 NORTH LIDGERWOOD","","","SPOKANE","WA","99208","SPOKANE","5094822450","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","0.005","654","","0.017","60","","1.5","66","","4.5","829",""
"500079","MULTICARE GOOD SAMARITAN HOSPITAL","401 15TH AVENUE SE","","","PUYALLUP","WA","98372","PIERCE","2536972102","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","0.032","616","","0","153","","5.9","102","","1.6","734",""
"500084","VALLEY GENERAL HOSPITAL","14701 179TH SE","","","MONROE","WA","98272","SNOHOMISH","3607947497","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","12","292","","0.049","184","","0","116","","1.6","63","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"500088","VALLEY MEDICAL CENTER","400 S 43RD ST","","","RENTON","WA","98055","KING","4252283450","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","6.9","2616","","0.006","501","","0","46","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","1.8","768",""
"500108","ST JOSEPH MEDICAL CENTER","1717 SOUTH J STREET","","","TACOMA","WA","98405","PIERCE","2536274101","33.3","123","","Not Available","Not Available","No data are available from the hospital for this measure","0.066","806","","0.024","376","","5.6","215","","1.9","838",""
"500119","VALLEY HOSPITAL","12606 EAST MISSION AVENUE","","","SPOKANE","WA","99216","SPOKANE","5099246650","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","0.013","456","","0","135","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","6.7","525",""
"500124","EVERGREEN HOSPITAL MEDICAL CENTER","12040 NE 128TH STREET","","","KIRKLAND","WA","98034","KING","4258991000","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","13.3","2150","","0.04","678","","0.004","545","","7.8","64","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"500129","TACOMA GENERAL ALLENMORE HOSPITAL","315 S MLK JR WAY","","","TACOMA","WA","98415","PIERCE","2534031000","38.3","295","","8.1","1684","","0.09","1633","","0.007","1370","","5.1","273","","2.2","1019",""
"500139","CAPITAL MEDICAL CENTER","3900 CAPITAL MALL DR SW","","","OLYMPIA","WA","98502","THURSTON","3607545858","30.4","56","","8","783","","0.086","454","","0.003","310","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"500141","ST FRANCIS COMMUNITY HOSPITAL","34515 9TH AVENUE SOUTH","","","FEDERAL WAY","WA","98003","KING","2539448100","45.2","73","","6.6","741","","0.042","672","","0.012","346","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","2.2","539",""
"500148","WENATCHEE VALLEY HOSPITAL","820 NORTH CHELAN STREET","","","WENATCHEE","WA","98801","CHELAN","5096638711","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","0.216","139","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","3.9","383","","0.7","152",""
"500150","LEGACY SALMON CREEK MEDICAL CENTER","2211 NE 139TH STREET","","","VANCOUVER","WA","98686","CLARK","3604871000","38.8","49","","9.3","365","","0.059","472","","0","167","","4.9","102","","1.4","505",""
"500151","ST ANTHONY HOSPITAL","11567 CANTERWOOD BOULEVARD NW","","","GIG HARBOR","WA","98332","PIERCE","2535302050","37.7","53","","7.2","486","","0.05","418","","0","235","","4.2","96","","4.3","395",""
"500152","SWEDISH ISSAQUAH","751 NE BLAKELY DR","","","ISSAQUAH","WA","98029","KING","4253134000","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"501301","GARFIELD COUNTY MEMORIAL HOSPITAL","66 NORTH SIXTH STREET","","","POMEROY","WA","99347","GARFIELD","5098431591","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure"
"501302","DAYTON GENERAL HOSPITAL","1012 SOUTH 3RD STREET","","","DAYTON","WA","99328","COLUMBIA","5093822531","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501303","WILLAPA HARBOR HOSPITAL","800 ALDER STREET","","","SOUTH BEND                    ","WA","98586","PACIFIC","3608755526","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","9.8","173","","0.031","196","","0.025","80","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501304","MARK REED HOSPITAL & HEALTHCARE CLINIC","322 SOUTH BIRCH STREET","","","MCCLEARY","WA","98557","GRAYS HARBOR","3604953244","Not Available","Not Available","No data are available from the hospital for this measure","8.4","167","","0.067","90","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501305","LINCOLN HOSPITAL","10 NICHOLS STREET","","","DAVENPORT","WA","99122","LINCOLN","5097257101","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","4.1","193","","0.091","99","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501308","COULEE COMMUNITY HOSPITAL","411 FORTUYN ROAD","","","GRAND COULEE","WA","99133","GRANT","5096331753","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","7.4","135","","0.048","63","","0","52","","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501309","PROVIDENCE ST JOSEPH HOSPITAL","500 EAST WEBSTER","","","CHEWELAH","WA","99109","STEVENS","5099358211","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","7","142","","0.056","196","","0","120","","Not Available","Not Available","No data are available from the hospital for this measure","9.7","155",""
"501310","NEWPORT COMMUNITY HOSPITAL"," 714 WEST PINE STREET","","","NEWPORT","WA","99156","PEND OREILLE","5094472441","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","14.3","230","","0.039","179","","0","79","","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501311","EAST ADAMS RURAL HOSPITAL","903 SOUTH ADAMS","","","RITZVILLE","WA","99169","ADAMS","5096591200","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501315","SKYLINE HOSPITAL","211 SKYLINE DRIVE","","","WHITE SALMON","WA","98672","KLICKITAT","5094911101","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","19.2","125","","0.031","65","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501316","KLICKITAT VALLEY HOSPITAL","310 SOUTH ROOSEVELT","","","GOLDENDALE","WA","98620","KLICKITAT","5097734022","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","8.7","161","","0.064","78","","0.02","49","","Not Available","Not Available","No data are available from the hospital for this measure","0","109",""
"501317","COLUMBIA BASIN HOSPITAL","200 NAT WASHINGTON WAY","","","EPHRATA","WA","98823","GRANT","5097544631","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","8.5","129","","0.574","47","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501318","OTHELLO COMMUNITY HOSPITAL","315 NORTH 14TH AVENUE","","","OTHELLO","WA","99344","ADAMS","5094882636","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","5.7","105","","0.064","78","","0.019","54","","Not Available","Not Available","No data are available from the hospital for this measure","0","114",""
"501319","MORTON GENERAL HOSPITAL","521 ADAMS STREET","","","MORTON","WA","98356","LEWIS","3604965112","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","10.6","160","","0.476","103","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","0","130",""
"501320","QUINCY VALLEY HOSPITAL","908 10TH AVENUE SOUTHWEST","","","QUINCY                        ","WA","98848","GRANT","5097873531","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501321","NORTH VALLEY HOSPITAL","203 SOUTH WESTERN","","","TONASKET","WA","98855","OKANOGAN","5094862151","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","6.7","194","","0.124","97","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","8.4","95",""
"501322","FERRY COUNTY MEMORIAL HOSPITAL","36 KLONDIKE ROAD","","","REPUBLIC","WA","99166","FERRY","5097753333","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501323","JEFFERSON HEALTHCARE HOSPITAL","834 SHERIDAN STREET","","","PORT TOWNSEND","WA","98368","JEFFERSON","3603852200","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","4.4","638","","0.528","396","","0.054","260","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","1.7","350",""
"501326","PROVIDENCE MOUNT CARMEL HOSPITAL","982 EAST COLUMBIA","","","COLVILLE","WA","99114","STEVENS","5096842561","44.7","38","","14.7","361","","0.053","282","","0.011","184","","4.8","83","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501328","MID VALLEY HOSPITAL","810 JASMINE STREET","","","OMAK","WA","98841","OKANOGAN","5098261760","62","79","","17.1","164","","0.506","320","","0.014","365","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501329","UNITED GENERAL HOSPITAL","2000 HOSPITAL DRIVE","","","SEDRO WOOLLEY","WA","98284","SKAGIT","3608566021","38.9","54","","8.5","565","","0.065","369","","0.003","310","","2.6","77","","0.7","288",""
"501330","SUNNYSIDE COMMUNITY HOSPITAL","1016 TACOMA AVENUE","","","SUNNYSIDE","WA","98944","YAKIMA","5098371500","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","8.9","463","","0.342","281","","0.25","168","","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501332","TRI-STATE MEMORIAL HOSPITAL","1221 HIGHLAND AVENUE","","","CLARKSTON","WA","99403","ASOTIN","5097585511","39.2","74","","14.5","772","","0.027","402","","0","209","","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501333","KITTITAS VALLEY COMMUNITY HOSPITAL","603 SOUTH CHESTNUT","","","ELLENSBURG","WA","98926","KITTITAS","5099629841","49.1","53","","9.5","525","","0.063","303","","0.006","167","","6.3","80","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501334","LAKE CHELAN COMMUNITY HOSPITAL","503 EAST HIGHLAND","","","CHELAN","WA","98816","CHELAN","5096823300","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","2.8","109","","0.487","39","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501335","ST ELIZABETH HOSPITAL","1450 BATTERSBY AVENUE","","","ENUMCLAW","WA","98022","KING","3608252505","31.4","51","","6.6","391","","0.03","338","","0","212","","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"501338","SNOQUALMIE VALLEY HOSPITAL","9575 ETHAN WADE WAY SE","","","SNOQUALMIE","WA","98065","KING","4258312300","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","No data are available from the hospital for this measure","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing","Not Available","Not Available","The number of cases is too small to reliably tell how well a hospital is performing"
"510001","WEST VIRGINIA UNIVERSITY HOSPITALS","MEDICAL CENTER DRIVE","","","MORGANTOWN","WV","26506","MONONGALIA","3045984000","Not Available","Not Available","No data are available from the hospital for this measure","10.8","1676","","0.109","623","","0.032","662","","3.7","458","","0.5","643",""
"510002","GREENBRIER VALLEY MEDICAL CENTER","202 MAPLEWOOD AVENUE  PO BOX 497","","","RONCEVERTE","WV","24970","GREENBRIER","3046474411","41.3","143","","22.2","517","","0.135","740","","0.002","522","","5.8","225","","3.9","760",""
"510006","UNITED HOSPITAL CENTER","327 MEDICAL PARK DRIVE","","","BRIDGEPORT","WV","26330","HARRISON","6813421000","42.5","379","","5.8","1948","","0.671","1234","","0.001","882","","5.5","434","","2.4","995",""
