"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Denominator","Footnote","Measure Start Date","Measure End Date"
"UT","353","Hernia procedures except inguinal and femoral w MCC","22",,"10/01/2012","09/30/2013"
"UT","354","Hernia procedures except inguinal and femoral w CC","55",,"10/01/2012","09/30/2013"
"UT","355","Hernia procedures except inguinal and femoral w/o CC/MCC","57",,"10/01/2012","09/30/2013"
"UT","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","19",,"10/01/2012","09/30/2013"
"UT","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","122",,"10/01/2012","09/30/2013"
"UT","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","136",,"10/01/2012","09/30/2013"
"UT","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","166",,"10/01/2012","09/30/2013"
"UT","459","Spinal fusion except cervical w MCC","34",,"10/01/2012","09/30/2013"
"UT","460","Spinal fusion except cervical w/o MCC","693",,"10/01/2012","09/30/2013"
"UT","461","Bilateral or multiple major joint procs of lower extremity w MCC","Not Available","1","10/01/2012","09/30/2013"
"UT","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","94",,"10/01/2012","09/30/2013"
"UT","466","Revision of hip or knee replacement w MCC","40",,"10/01/2012","09/30/2013"
"UT","467","Revision of hip or knee replacement w CC","201",,"10/01/2012","09/30/2013"
"UT","468","Revision of hip or knee replacement w/o CC/MCC","225",,"10/01/2012","09/30/2013"
"UT","469","Major joint replacement or reattachment of lower extremity w MCC","177",,"10/01/2012","09/30/2013"
"UT","470","Major joint replacement or reattachment of lower extremity w/o MCC","3763",,"10/01/2012","09/30/2013"
"UT","471","Cervical spinal fusion w MCC","Not Available","1","10/01/2012","09/30/2013"
"UT","472","Cervical spinal fusion w CC","60",,"10/01/2012","09/30/2013"
"UT","473","Cervical spinal fusion w/o CC/MCC","218",,"10/01/2012","09/30/2013"
"UT","477","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1","10/01/2012","09/30/2013"
"UT","478","Biopsies of musculoskeletal system and connective tissue w CC","18",,"10/01/2012","09/30/2013"
"UT","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"UT","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","100",,"10/01/2012","09/30/2013"
"UT","491","Back and neck proc exc spinal fusion w/o CC/MCC","207",,"10/01/2012","09/30/2013"
"UT","507","Major shoulder or elbow joint procedures w CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"UT","508","Major shoulder or elbow joint procedures w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"UT","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","19",,"10/01/2012","09/30/2013"
"UT","637","Diabetes w MCC","105",,"10/01/2012","09/30/2013"
"UT","656","Kidney and ureter procedures for neoplasm w MCC","11",,"10/01/2012","09/30/2013"
"UT","657","Kidney and ureter procedures for neoplasm w CC","55",,"10/01/2012","09/30/2013"
"UT","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","42",,"10/01/2012","09/30/2013"
"UT","659","Kidney and ureter procedures for non-neoplasm w MCC","14",,"10/01/2012","09/30/2013"
"UT","668","Transurethral procedures w MCC","11",,"10/01/2012","09/30/2013"
"UT","673","Other kidney and urinary tract procedures w MCC","31",,"10/01/2012","09/30/2013"
"UT","674","Other kidney and urinary tract procedures w CC","44",,"10/01/2012","09/30/2013"
"UT","675","Other kidney and urinary tract procedures w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"UT","713","Transurethral prostatectomy w CC/MCC","24",,"10/01/2012","09/30/2013"
"UT","714","Transurethral prostatectomy w/o CC/MCC","39",,"10/01/2012","09/30/2013"
"UT","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","96",,"10/01/2012","09/30/2013"
"UT","748","Female reproductive system reconstructive procedures","31",,"10/01/2012","09/30/2013"
"VA","038","Extracranial procedures w CC","297",,"10/01/2012","09/30/2013"
"VA","039","Extracranial procedures w/o CC/MCC","811",,"10/01/2012","09/30/2013"
"VA","190","Chronic obstructive pulmonary disease w MCC","3640",,"10/01/2012","09/30/2013"
"VA","191","Chronic obstructive pulmonary disease w CC","3846",,"10/01/2012","09/30/2013"
"VA","192","Chronic obstructive pulmonary disease w/o CC/MCC","2687",,"10/01/2012","09/30/2013"
"VA","193","Simple pneumonia and pleurisy w MCC","3884",,"10/01/2012","09/30/2013"
"VA","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","448",,"10/01/2012","09/30/2013"
"VA","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","556",,"10/01/2012","09/30/2013"
"VA","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","174",,"10/01/2012","09/30/2013"
"VA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","77",,"10/01/2012","09/30/2013"
"VA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","75",,"10/01/2012","09/30/2013"
"VA","226","Cardiac defibrillator implant w/o cardiac cath w MCC","160",,"10/01/2012","09/30/2013"
"VA","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","386",,"10/01/2012","09/30/2013"
"VA","235","Coronary bypass w/o cardiac cath w MCC","291",,"10/01/2012","09/30/2013"
"VA","236","Coronary bypass w/o cardiac cath w/o MCC","549",,"10/01/2012","09/30/2013"
"VA","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","473",,"10/01/2012","09/30/2013"
"VA","243","Permanent cardiac pacemaker implant w CC","836",,"10/01/2012","09/30/2013"
"VA","244","Permanent cardiac pacemaker implant w/o CC/MCC","707",,"10/01/2012","09/30/2013"
"VA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","2083",,"10/01/2012","09/30/2013"
"VA","280","Acute myocardial infarction, discharged alive w MCC","1913",,"10/01/2012","09/30/2013"
"VA","281","Acute myocardial infarction, discharged alive w CC","1425",,"10/01/2012","09/30/2013"
"VA","282","Acute myocardial infarction, discharged alive w/o CC/MCC","831",,"10/01/2012","09/30/2013"
"VA","291","Heart failure and shock w MCC","5835",,"10/01/2012","09/30/2013"
"VA","292","Heart failure and shock w CC","5905",,"10/01/2012","09/30/2013"
"VA","293","Heart failure and shock w/o CC/MCC","2063",,"10/01/2012","09/30/2013"
"VA","313","Chest Pain","3476",,"10/01/2012","09/30/2013"
"VA","328","Stomach, esophageal duodenal proc w/o CC/MCC","282",,"10/01/2012","09/30/2013"
"VA","329","Major small and large bowel procedures w MCC","1105",,"10/01/2012","09/30/2013"
"VA","330","Major small and large bowel procedures w CC","1372",,"10/01/2012","09/30/2013"
"VA","331","Major small and large bowel procedures w/o CC/MCC","823",,"10/01/2012","09/30/2013"
"VA","353","Hernia procedures except inguinal and femoral w MCC","92",,"10/01/2012","09/30/2013"
"VA","354","Hernia procedures except inguinal and femoral w CC","241",,"10/01/2012","09/30/2013"
"VA","355","Hernia procedures except inguinal and femoral w/o CC/MCC","213",,"10/01/2012","09/30/2013"
"VA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","83",,"10/01/2012","09/30/2013"
"VA","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","432",,"10/01/2012","09/30/2013"
"VA","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","622",,"10/01/2012","09/30/2013"
"VA","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","567",,"10/01/2012","09/30/2013"
"VA","459","Spinal fusion except cervical w MCC","167",,"10/01/2012","09/30/2013"
"VA","460","Spinal fusion except cervical w/o MCC","2346",,"10/01/2012","09/30/2013"
"VA","461","Bilateral or multiple major joint procs of lower extremity w MCC","18",,"10/01/2012","09/30/2013"
"VA","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","284",,"10/01/2012","09/30/2013"
"VA","466","Revision of hip or knee replacement w MCC","106",,"10/01/2012","09/30/2013"
"VA","467","Revision of hip or knee replacement w CC","620",,"10/01/2012","09/30/2013"
"VA","468","Revision of hip or knee replacement w/o CC/MCC","522",,"10/01/2012","09/30/2013"
"VA","469","Major joint replacement or reattachment of lower extremity w MCC","797",,"10/01/2012","09/30/2013"
"VA","470","Major joint replacement or reattachment of lower extremity w/o MCC","12596",,"10/01/2012","09/30/2013"
"VA","471","Cervical spinal fusion w MCC","83",,"10/01/2012","09/30/2013"
"VA","472","Cervical spinal fusion w CC","279",,"10/01/2012","09/30/2013"
"VA","473","Cervical spinal fusion w/o CC/MCC","852",,"10/01/2012","09/30/2013"
"VA","477","Biopsies of musculoskeletal system and connective tissue w MCC","86",,"10/01/2012","09/30/2013"
"VA","478","Biopsies of musculoskeletal system and connective tissue w CC","238",,"10/01/2012","09/30/2013"
"VA","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","78",,"10/01/2012","09/30/2013"
"VA","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","444",,"10/01/2012","09/30/2013"
"VA","491","Back and neck proc exc spinal fusion w/o CC/MCC","762",,"10/01/2012","09/30/2013"
"VA","507","Major shoulder or elbow joint procedures w CC/MCC","17",,"10/01/2012","09/30/2013"
"VA","508","Major shoulder or elbow joint procedures w/o CC/MCC","13",,"10/01/2012","09/30/2013"
"VA","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","130",,"10/01/2012","09/30/2013"
"VA","637","Diabetes w MCC","632",,"10/01/2012","09/30/2013"
"VA","656","Kidney and ureter procedures for neoplasm w MCC","99",,"10/01/2012","09/30/2013"
"VA","657","Kidney and ureter procedures for neoplasm w CC","185",,"10/01/2012","09/30/2013"
"VA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","211",,"10/01/2012","09/30/2013"
"VA","659","Kidney and ureter procedures for non-neoplasm w MCC","113",,"10/01/2012","09/30/2013"
"VA","668","Transurethral procedures w MCC","76",,"10/01/2012","09/30/2013"
"VA","673","Other kidney and urinary tract procedures w MCC","268",,"10/01/2012","09/30/2013"
"VA","674","Other kidney and urinary tract procedures w CC","207",,"10/01/2012","09/30/2013"
"VA","675","Other kidney and urinary tract procedures w/o CC/MCC","29",,"10/01/2012","09/30/2013"
"VA","713","Transurethral prostatectomy w CC/MCC","132",,"10/01/2012","09/30/2013"
"VA","714","Transurethral prostatectomy w/o CC/MCC","134",,"10/01/2012","09/30/2013"
"VA","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","494",,"10/01/2012","09/30/2013"
"VA","748","Female reproductive system reconstructive procedures","222",,"10/01/2012","09/30/2013"
"VI","190","Chronic obstructive pulmonary disease w MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","191","Chronic obstructive pulmonary disease w CC","Not Available","1","10/01/2012","09/30/2013"
"VI","192","Chronic obstructive pulmonary disease w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","193","Simple pneumonia and pleurisy w MCC","13",,"10/01/2012","09/30/2013"
"VI","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","Not Available","1","10/01/2012","09/30/2013"
"VI","243","Permanent cardiac pacemaker implant w CC","Not Available","1","10/01/2012","09/30/2013"
"VI","244","Permanent cardiac pacemaker implant w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","22",,"10/01/2012","09/30/2013"
"VI","281","Acute myocardial infarction, discharged alive w CC","Not Available","1","10/01/2012","09/30/2013"
"VI","282","Acute myocardial infarction, discharged alive w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","291","Heart failure and shock w MCC","22",,"10/01/2012","09/30/2013"
"VI","292","Heart failure and shock w CC","40",,"10/01/2012","09/30/2013"
"VI","293","Heart failure and shock w/o CC/MCC","46",,"10/01/2012","09/30/2013"
"VI","313","Chest Pain","17",,"10/01/2012","09/30/2013"
"VI","328","Stomach, esophageal duodenal proc w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","329","Major small and large bowel procedures w MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","330","Major small and large bowel procedures w CC","12",,"10/01/2012","09/30/2013"
"VI","331","Major small and large bowel procedures w/o CC/MCC","21",,"10/01/2012","09/30/2013"
"VI","355","Hernia procedures except inguinal and femoral w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","Not Available","1","10/01/2012","09/30/2013"
"VI","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","459","Spinal fusion except cervical w MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","460","Spinal fusion except cervical w/o MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","468","Revision of hip or knee replacement w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","469","Major joint replacement or reattachment of lower extremity w MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","470","Major joint replacement or reattachment of lower extremity w/o MCC","65",,"10/01/2012","09/30/2013"
"VI","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","491","Back and neck proc exc spinal fusion w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","637","Diabetes w MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","657","Kidney and ureter procedures for neoplasm w CC","Not Available","1","10/01/2012","09/30/2013"
"VI","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","659","Kidney and ureter procedures for non-neoplasm w MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","673","Other kidney and urinary tract procedures w MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","674","Other kidney and urinary tract procedures w CC","Not Available","1","10/01/2012","09/30/2013"
"VI","713","Transurethral prostatectomy w CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VI","714","Transurethral prostatectomy w/o CC/MCC","12",,"10/01/2012","09/30/2013"
"VI","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","038","Extracranial procedures w CC","21",,"10/01/2012","09/30/2013"
"VT","039","Extracranial procedures w/o CC/MCC","48",,"10/01/2012","09/30/2013"
"VT","190","Chronic obstructive pulmonary disease w MCC","296",,"10/01/2012","09/30/2013"
"VT","191","Chronic obstructive pulmonary disease w CC","231",,"10/01/2012","09/30/2013"
"VT","192","Chronic obstructive pulmonary disease w/o CC/MCC","121",,"10/01/2012","09/30/2013"
"VT","193","Simple pneumonia and pleurisy w MCC","296",,"10/01/2012","09/30/2013"
"VT","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","36",,"10/01/2012","09/30/2013"
"VT","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","55",,"10/01/2012","09/30/2013"
"VT","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","12",,"10/01/2012","09/30/2013"
"VT","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","226","Cardiac defibrillator implant w/o cardiac cath w MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","36",,"10/01/2012","09/30/2013"
"VT","235","Coronary bypass w/o cardiac cath w MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","236","Coronary bypass w/o cardiac cath w/o MCC","34",,"10/01/2012","09/30/2013"
"VT","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","24",,"10/01/2012","09/30/2013"
"VT","243","Permanent cardiac pacemaker implant w CC","70",,"10/01/2012","09/30/2013"
"VT","244","Permanent cardiac pacemaker implant w/o CC/MCC","53",,"10/01/2012","09/30/2013"
"VT","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","174",,"10/01/2012","09/30/2013"
"VT","280","Acute myocardial infarction, discharged alive w MCC","131",,"10/01/2012","09/30/2013"
"VT","281","Acute myocardial infarction, discharged alive w CC","115",,"10/01/2012","09/30/2013"
"VT","282","Acute myocardial infarction, discharged alive w/o CC/MCC","62",,"10/01/2012","09/30/2013"
"VT","291","Heart failure and shock w MCC","253",,"10/01/2012","09/30/2013"
"VT","292","Heart failure and shock w CC","327",,"10/01/2012","09/30/2013"
"VT","293","Heart failure and shock w/o CC/MCC","93",,"10/01/2012","09/30/2013"
"VT","313","Chest Pain","25",,"10/01/2012","09/30/2013"
"VT","328","Stomach, esophageal duodenal proc w/o CC/MCC","21",,"10/01/2012","09/30/2013"
"VT","329","Major small and large bowel procedures w MCC","70",,"10/01/2012","09/30/2013"
"VT","330","Major small and large bowel procedures w CC","105",,"10/01/2012","09/30/2013"
"VT","331","Major small and large bowel procedures w/o CC/MCC","54",,"10/01/2012","09/30/2013"
"VT","353","Hernia procedures except inguinal and femoral w MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","354","Hernia procedures except inguinal and femoral w CC","16",,"10/01/2012","09/30/2013"
"VT","355","Hernia procedures except inguinal and femoral w/o CC/MCC","17",,"10/01/2012","09/30/2013"
"VT","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","17",,"10/01/2012","09/30/2013"
"VT","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","30",,"10/01/2012","09/30/2013"
"VT","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","33",,"10/01/2012","09/30/2013"
"VT","459","Spinal fusion except cervical w MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","460","Spinal fusion except cervical w/o MCC","126",,"10/01/2012","09/30/2013"
"VT","461","Bilateral or multiple major joint procs of lower extremity w MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","51",,"10/01/2012","09/30/2013"
"VT","466","Revision of hip or knee replacement w MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","467","Revision of hip or knee replacement w CC","28",,"10/01/2012","09/30/2013"
"VT","468","Revision of hip or knee replacement w/o CC/MCC","34",,"10/01/2012","09/30/2013"
"VT","469","Major joint replacement or reattachment of lower extremity w MCC","28",,"10/01/2012","09/30/2013"
"VT","470","Major joint replacement or reattachment of lower extremity w/o MCC","745",,"10/01/2012","09/30/2013"
"VT","471","Cervical spinal fusion w MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","472","Cervical spinal fusion w CC","16",,"10/01/2012","09/30/2013"
"VT","473","Cervical spinal fusion w/o CC/MCC","31",,"10/01/2012","09/30/2013"
"VT","477","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","478","Biopsies of musculoskeletal system and connective tissue w CC","11",,"10/01/2012","09/30/2013"
"VT","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","19",,"10/01/2012","09/30/2013"
"VT","491","Back and neck proc exc spinal fusion w/o CC/MCC","40",,"10/01/2012","09/30/2013"
"VT","507","Major shoulder or elbow joint procedures w CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","637","Diabetes w MCC","24",,"10/01/2012","09/30/2013"
"VT","656","Kidney and ureter procedures for neoplasm w MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","657","Kidney and ureter procedures for neoplasm w CC","20",,"10/01/2012","09/30/2013"
"VT","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","12",,"10/01/2012","09/30/2013"
"VT","659","Kidney and ureter procedures for non-neoplasm w MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","668","Transurethral procedures w MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","673","Other kidney and urinary tract procedures w MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","674","Other kidney and urinary tract procedures w CC","15",,"10/01/2012","09/30/2013"
"VT","675","Other kidney and urinary tract procedures w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","713","Transurethral prostatectomy w CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","714","Transurethral prostatectomy w/o CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"VT","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","34",,"10/01/2012","09/30/2013"
"VT","748","Female reproductive system reconstructive procedures","Not Available","1","10/01/2012","09/30/2013"
"WA","038","Extracranial procedures w CC","203",,"10/01/2012","09/30/2013"
"WA","039","Extracranial procedures w/o CC/MCC","618",,"10/01/2012","09/30/2013"
"WA","190","Chronic obstructive pulmonary disease w MCC","1591",,"10/01/2012","09/30/2013"
"WA","191","Chronic obstructive pulmonary disease w CC","1375",,"10/01/2012","09/30/2013"
"WA","192","Chronic obstructive pulmonary disease w/o CC/MCC","819",,"10/01/2012","09/30/2013"
"WA","193","Simple pneumonia and pleurisy w MCC","2137",,"10/01/2012","09/30/2013"
"WA","219","Cardiac valve and oth maj cardiothoracic proc w/o card cath w MCC","382",,"10/01/2012","09/30/2013"
"WA","220","Cardiac valve and oth maj cardiothoracic proc w/o card cath w CC","533",,"10/01/2012","09/30/2013"
"WA","221","Cardiac valve and oth maj cardiothoracic proc w/o card cath w/o CC/MCC","89",,"10/01/2012","09/30/2013"
"WA","224","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w MCC","49",,"10/01/2012","09/30/2013"
"WA","225","Cardiac defib implant w cardiac cath w/o AMI/HF/shock w/o MCC","36",,"10/01/2012","09/30/2013"
"WA","226","Cardiac defibrillator implant w/o cardiac cath w MCC","74",,"10/01/2012","09/30/2013"
"WA","227","Cardiac defibrillator implant w/o cardiac cath w/o MCC","193",,"10/01/2012","09/30/2013"
"WA","235","Coronary bypass w/o cardiac cath w MCC","137",,"10/01/2012","09/30/2013"
"WA","236","Coronary bypass w/o cardiac cath w/o MCC","408",,"10/01/2012","09/30/2013"
"WA","237","Major cardiovasc procedures w MCC or thoracic aortic aneurysm repair","339",,"10/01/2012","09/30/2013"
"WA","243","Permanent cardiac pacemaker implant w CC","469",,"10/01/2012","09/30/2013"
"WA","244","Permanent cardiac pacemaker implant w/o CC/MCC","437",,"10/01/2012","09/30/2013"
"WA","247","Perc cardiovasc proc w drug-eluting stent w/o MCC","1600",,"10/01/2012","09/30/2013"
"WA","280","Acute myocardial infarction, discharged alive w MCC","1085",,"10/01/2012","09/30/2013"
"WA","281","Acute myocardial infarction, discharged alive w CC","776",,"10/01/2012","09/30/2013"
"WA","282","Acute myocardial infarction, discharged alive w/o CC/MCC","498",,"10/01/2012","09/30/2013"
"WA","291","Heart failure and shock w MCC","2848",,"10/01/2012","09/30/2013"
"WA","292","Heart failure and shock w CC","3021",,"10/01/2012","09/30/2013"
"WA","293","Heart failure and shock w/o CC/MCC","1007",,"10/01/2012","09/30/2013"
"WA","313","Chest Pain","1531",,"10/01/2012","09/30/2013"
"WA","328","Stomach, esophageal duodenal proc w/o CC/MCC","228",,"10/01/2012","09/30/2013"
"WA","329","Major small and large bowel procedures w MCC","764",,"10/01/2012","09/30/2013"
"WA","330","Major small and large bowel procedures w CC","1059",,"10/01/2012","09/30/2013"
"WA","331","Major small and large bowel procedures w/o CC/MCC","442",,"10/01/2012","09/30/2013"
"WA","353","Hernia procedures except inguinal and femoral w MCC","60",,"10/01/2012","09/30/2013"
"WA","354","Hernia procedures except inguinal and femoral w CC","208",,"10/01/2012","09/30/2013"
"WA","355","Hernia procedures except inguinal and femoral w/o CC/MCC","223",,"10/01/2012","09/30/2013"
"WA","414","Cholecystectomy except by laparoscope w/o c.d.e. w MCC","48",,"10/01/2012","09/30/2013"
"WA","417","Laparoscopic cholecystectomy w/o c.d.e. w MCC","284",,"10/01/2012","09/30/2013"
"WA","418","Laparoscopic cholecystectomy w/o c.d.e. w CC","417",,"10/01/2012","09/30/2013"
"WA","419","Laparoscopic cholecystectomy w/o c.d.e. w/o CC/MCC","425",,"10/01/2012","09/30/2013"
"WA","459","Spinal fusion except cervical w MCC","93",,"10/01/2012","09/30/2013"
"WA","460","Spinal fusion except cervical w/o MCC","1433",,"10/01/2012","09/30/2013"
"WA","461","Bilateral or multiple major joint procs of lower extremity w MCC","Not Available","1","10/01/2012","09/30/2013"
"WA","462","Bilateral or multiple major joint procs of lower extremity w/o MCC","203",,"10/01/2012","09/30/2013"
"WA","466","Revision of hip or knee replacement w MCC","72",,"10/01/2012","09/30/2013"
"WA","467","Revision of hip or knee replacement w CC","513",,"10/01/2012","09/30/2013"
"WA","468","Revision of hip or knee replacement w/o CC/MCC","303",,"10/01/2012","09/30/2013"
"WA","469","Major joint replacement or reattachment of lower extremity w MCC","649",,"10/01/2012","09/30/2013"
"WA","470","Major joint replacement or reattachment of lower extremity w/o MCC","9257",,"10/01/2012","09/30/2013"
"WA","471","Cervical spinal fusion w MCC","66",,"10/01/2012","09/30/2013"
"WA","472","Cervical spinal fusion w CC","203",,"10/01/2012","09/30/2013"
"WA","473","Cervical spinal fusion w/o CC/MCC","624",,"10/01/2012","09/30/2013"
"WA","477","Biopsies of musculoskeletal system and connective tissue w MCC","28",,"10/01/2012","09/30/2013"
"WA","478","Biopsies of musculoskeletal system and connective tissue w CC","79",,"10/01/2012","09/30/2013"
"WA","479","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","21",,"10/01/2012","09/30/2013"
"WA","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","545",,"10/01/2012","09/30/2013"
"WA","491","Back and neck proc exc spinal fusion w/o CC/MCC","1285",,"10/01/2012","09/30/2013"
"WA","507","Major shoulder or elbow joint procedures w CC/MCC","Not Available","1","10/01/2012","09/30/2013"
"WA","508","Major shoulder or elbow joint procedures w/o CC/MCC","12",,"10/01/2012","09/30/2013"
"WA","515","Other musculoskelet sys and conn tiss O.R. proc w MCC","60",,"10/01/2012","09/30/2013"
"WA","637","Diabetes w MCC","347",,"10/01/2012","09/30/2013"
"WA","656","Kidney and ureter procedures for neoplasm w MCC","63",,"10/01/2012","09/30/2013"
"WA","657","Kidney and ureter procedures for neoplasm w CC","155",,"10/01/2012","09/30/2013"
"WA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","138",,"10/01/2012","09/30/2013"
"WA","659","Kidney and ureter procedures for non-neoplasm w MCC","77",,"10/01/2012","09/30/2013"
"WA","668","Transurethral procedures w MCC","49",,"10/01/2012","09/30/2013"
"WA","673","Other kidney and urinary tract procedures w MCC","118",,"10/01/2012","09/30/2013"
"WA","674","Other kidney and urinary tract procedures w CC","94",,"10/01/2012","09/30/2013"
"WA","675","Other kidney and urinary tract procedures w/o CC/MCC","20",,"10/01/2012","09/30/2013"
"WA","713","Transurethral prostatectomy w CC/MCC","113",,"10/01/2012","09/30/2013"
"WA","714","Transurethral prostatectomy w/o CC/MCC","271",,"10/01/2012","09/30/2013"
"WA","743","Uterine and adnexa proc for non-malignancy w/o CC/MCC","388",,"10/01/2012","09/30/2013"
"WA","748","Female reproductive system reconstructive procedures","262",,"10/01/2012","09/30/2013"
"WI","038","Extracranial procedures w CC","254",,"10/01/2012","09/30/2013"
