"State","Measure Name","Measure ID","Number of Hospitals Worse","Number of Hospitals Same","Number of Hospitals Better","Number of Hospitals Too Few","Footnote","Measure Start Date","Measure End Date"
"SC","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","3","57","1","2",,"07/01/2009","06/30/2012"
"SC","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","5","55","1","2",,"07/01/2009","06/30/2012"
"SC","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","54","1","2",,"07/01/2010","06/30/2012"
"SC","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","49","0","4",,"07/01/2010","06/30/2012"
"SC","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","3","52","2","0",,"07/01/2010","06/30/2012"
"SC","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","3","29","0","21",,"07/01/2010","06/30/2012"
"SC","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","56","0","0",,"07/01/2010","06/30/2012"
"SC","Serious complications","PSI_90_SAFETY","0","53","4","0",,"07/01/2010","06/30/2012"
"SC","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","READM_30_AMI","1","36","1","22",,"07/01/2009","06/30/2012"
"SC","Heart failure (HF) 30-Day Readmission Rate","READM_30_HF","2","53","6","2",,"07/01/2009","06/30/2012"
"SC","Rate of readmission after hip/knee surgery","READM_30_HIP_KNEE","1","40","0","13",,"07/01/2009","06/30/2012"
"SC","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","2","52","8","0",,"07/01/2011","06/30/2012"
"SC","Pneumonia (PN) 30-Day Readmission Rate","READM_30_PN","1","58","2","2",,"07/01/2009","06/30/2012"
"SD","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","16","0","2",,"07/01/2009","03/31/2012"
"SD","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","0","10","1","40",,"07/01/2009","06/30/2012"
"SD","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","1","26","0","26",,"07/01/2009","06/30/2012"
"SD","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","1","49","0","6",,"07/01/2009","06/30/2012"
"SD","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","15","3","1",,"07/01/2010","06/30/2012"
"SD","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","10","0","7",,"07/01/2010","06/30/2012"
"SD","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","1","20","0","0",,"07/01/2010","06/30/2012"
"SD","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","6","0","9",,"07/01/2010","06/30/2012"
"SD","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","21","0","0",,"07/01/2010","06/30/2012"
"SD","Serious complications","PSI_90_SAFETY","0","20","1","0",,"07/01/2010","06/30/2012"
"SD","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","READM_30_AMI","0","9","0","38",,"07/01/2009","06/30/2012"
"SD","Heart failure (HF) 30-Day Readmission Rate","READM_30_HF","0","29","0","26",,"07/01/2009","06/30/2012"
"SD","Rate of readmission after hip/knee surgery","READM_30_HIP_KNEE","0","17","0","1",,"07/01/2009","06/30/2012"
"SD","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","52","5","2",,"07/01/2011","06/30/2012"
"SD","Pneumonia (PN) 30-Day Readmission Rate","READM_30_PN","0","51","0","5",,"07/01/2009","06/30/2012"
"TN","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","3","50","2","21",,"07/01/2009","03/31/2012"
"TN","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","0","66","1","46",,"07/01/2009","06/30/2012"
"TN","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","2","107","0","7",,"07/01/2009","06/30/2012"
"TN","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","13","96","2","5",,"07/01/2009","06/30/2012"
"TN","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","2","77","8","5",,"07/01/2010","06/30/2012"
"TN","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","1","66","0","22",,"07/01/2010","06/30/2012"
"TN","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","92","5","0",,"07/01/2010","06/30/2012"
"TN","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","2","45","0","30",,"07/01/2010","06/30/2012"
"TN","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","96","0","0",,"07/01/2010","06/30/2012"
"TN","Serious complications","PSI_90_SAFETY","0","92","5","0",,"07/01/2010","06/30/2012"
"TN","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","READM_30_AMI","1","56","0","55",,"07/01/2009","06/30/2012"
"TN","Heart failure (HF) 30-Day Readmission Rate","READM_30_HF","6","102","3","4",,"07/01/2009","06/30/2012"
"TN","Rate of readmission after hip/knee surgery","READM_30_HIP_KNEE","2","53","2","19",,"07/01/2009","06/30/2012"
"TN","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","12","96","4","1",,"07/01/2011","06/30/2012"
"TN","Pneumonia (PN) 30-Day Readmission Rate","READM_30_PN","5","105","1","5",,"07/01/2009","06/30/2012"
"TX","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","4","198","7","54",,"07/01/2009","03/31/2012"
"TX","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","3","189","2","149",,"07/01/2009","06/30/2012"
"TX","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","8","294","8","62",,"07/01/2009","06/30/2012"
"TX","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","10","306","13","48",,"07/01/2009","06/30/2012"
"TX","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","12","257","13","23",,"07/01/2010","06/30/2012"
"TX","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","2","205","0","55",,"07/01/2010","06/30/2012"
"TX","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","10","301","11","7",,"07/01/2010","06/30/2012"
"TX","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","5","147","5","81",,"07/01/2010","06/30/2012"
"TX","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","6","316","0","7",,"07/01/2010","06/30/2012"
"TX","Serious complications","PSI_90_SAFETY","13","306","10","0",,"07/01/2010","06/30/2012"
"TX","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","READM_30_AMI","0","176","2","153",,"07/01/2009","06/30/2012"
"TX","Heart failure (HF) 30-Day Readmission Rate","READM_30_HF","3","308","11","52",,"07/01/2009","06/30/2012"
"TX","Rate of readmission after hip/knee surgery","READM_30_HIP_KNEE","5","204","3","51",,"07/01/2009","06/30/2012"
"TX","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","8","341","31","20",,"07/01/2011","06/30/2012"
"TX","Pneumonia (PN) 30-Day Readmission Rate","READM_30_PN","4","325","3","49",,"07/01/2009","06/30/2012"
"UT","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","1","25","0","6",,"07/01/2009","03/31/2012"
"UT","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","0","16","0","19",,"07/01/2009","06/30/2012"
"UT","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","1","24","0","17",,"07/01/2009","06/30/2012"
"UT","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","2","33","0","7",,"07/01/2009","06/30/2012"
"UT","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","1","27","1","1",,"07/01/2010","06/30/2012"
"UT","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","23","0","4",,"07/01/2010","06/30/2012"
"UT","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","5","26","0","1",,"07/01/2010","06/30/2012"
"UT","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","16","0","11",,"07/01/2010","06/30/2012"
"UT","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","31","0","1",,"07/01/2010","06/30/2012"
"UT","Serious complications","PSI_90_SAFETY","4","28","0","0",,"07/01/2010","06/30/2012"
"UT","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","READM_30_AMI","0","14","0","20",,"07/01/2009","06/30/2012"
"UT","Heart failure (HF) 30-Day Readmission Rate","READM_30_HF","0","22","3","17",,"07/01/2009","06/30/2012"
"UT","Rate of readmission after hip/knee surgery","READM_30_HIP_KNEE","0","26","0","6",,"07/01/2009","06/30/2012"
"UT","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","1","34","6","2",,"07/01/2011","06/30/2012"
"UT","Pneumonia (PN) 30-Day Readmission Rate","READM_30_PN","0","37","0","5",,"07/01/2009","06/30/2012"
"VA","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","2","54","2","11",,"07/01/2009","03/31/2012"
"VA","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","0","73","0","9",,"07/01/2009","06/30/2012"
"VA","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","2","79","1","2",,"07/01/2009","06/30/2012"
"VA","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","10","67","5","5",,"07/01/2009","06/30/2012"
"VA","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","4","62","5","1",,"07/01/2010","06/30/2012"
"VA","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","1","64","0","7",,"07/01/2010","06/30/2012"
"VA","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","3","70","5","2",,"07/01/2010","06/30/2012"
"VA","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","46","0","21",,"07/01/2010","06/30/2012"
"VA","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","2","75","1","2",,"07/01/2010","06/30/2012"
"VA","Serious complications","PSI_90_SAFETY","4","72","4","0",,"07/01/2010","06/30/2012"
"VA","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","READM_30_AMI","2","62","0","17",,"07/01/2009","06/30/2012"
"VA","Heart failure (HF) 30-Day Readmission Rate","READM_30_HF","5","76","1","2",,"07/01/2009","06/30/2012"
"VA","Rate of readmission after hip/knee surgery","READM_30_HIP_KNEE","2","55","3","9",,"07/01/2009","06/30/2012"
"VA","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","11","66","3","4",,"07/01/2011","06/30/2012"
"VA","Pneumonia (PN) 30-Day Readmission Rate","READM_30_PN","3","79","0","7",,"07/01/2009","06/30/2012"
"VI","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","1","0","0",,"07/01/2009","03/31/2012"
"VI","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","0","1","0","1",,"07/01/2009","06/30/2012"
"VI","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","0","2","0","0",,"07/01/2009","06/30/2012"
"VI","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","0","2","0","0",,"07/01/2009","06/30/2012"
"VI","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","Not Available","Not Available","Not Available","Not Available",,"07/01/2010","06/30/2012"
"VI","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","Not Available","Not Available","Not Available","Not Available",,"07/01/2010","06/30/2012"
"VI","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","Not Available","Not Available","Not Available","Not Available",,"07/01/2010","06/30/2012"
"VI","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","Not Available","Not Available","Not Available","Not Available",,"07/01/2010","06/30/2012"
"VI","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","Not Available","Not Available","Not Available","Not Available",,"07/01/2010","06/30/2012"
"VI","Serious complications","PSI_90_SAFETY","Not Available","Not Available","Not Available","Not Available",,"07/01/2010","06/30/2012"
"VI","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","READM_30_AMI","0","1","0","1",,"07/01/2009","06/30/2012"
"VI","Heart failure (HF) 30-Day Readmission Rate","READM_30_HF","0","2","0","0",,"07/01/2009","06/30/2012"
"VI","Rate of readmission after hip/knee surgery","READM_30_HIP_KNEE","0","1","0","0",,"07/01/2009","06/30/2012"
"VI","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","2","0","0",,"07/01/2011","06/30/2012"
"VI","Pneumonia (PN) 30-Day Readmission Rate","READM_30_PN","0","2","0","0",,"07/01/2009","06/30/2012"
"VT","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","12","0","1",,"07/01/2009","03/31/2012"
"VT","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","0","10","0","5",,"07/01/2009","06/30/2012"
"VT","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","2","12","0","1",,"07/01/2009","06/30/2012"
"VT","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","0","15","0","0",,"07/01/2009","06/30/2012"
"VT","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","6","0","0",,"07/01/2010","06/30/2012"
"VT","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","6","0","0",,"07/01/2010","06/30/2012"
"VT","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","1","5","0","0",,"07/01/2010","06/30/2012"
"VT","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","3","0","2",,"07/01/2010","06/30/2012"
"VT","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","6","0","0",,"07/01/2010","06/30/2012"
"VT","Serious complications","PSI_90_SAFETY","0","6","0","0",,"07/01/2010","06/30/2012"
"VT","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","READM_30_AMI","0","8","0","7",,"07/01/2009","06/30/2012"
"VT","Heart failure (HF) 30-Day Readmission Rate","READM_30_HF","0","14","0","1",,"07/01/2009","06/30/2012"
"VT","Rate of readmission after hip/knee surgery","READM_30_HIP_KNEE","0","12","0","1",,"07/01/2009","06/30/2012"
"VT","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","13","1","0",,"07/01/2011","06/30/2012"
"VT","Pneumonia (PN) 30-Day Readmission Rate","READM_30_PN","0","15","0","0",,"07/01/2009","06/30/2012"
"WA","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","52","1","9",,"07/01/2009","03/31/2012"
"WA","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","0","44","0","40",,"07/01/2009","06/30/2012"
"WA","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","7","58","0","24",,"07/01/2009","06/30/2012"
"WA","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","5","73","2","9",,"07/01/2009","06/30/2012"
"WA","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","2","39","7","0",,"07/01/2010","06/30/2012"
"WA","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","46","0","2",,"07/01/2010","06/30/2012"
"WA","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","11","37","0","0",,"07/01/2010","06/30/2012"
"WA","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","40","0","6",,"07/01/2010","06/30/2012"
"WA","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","48","0","0",,"07/01/2010","06/30/2012"
"WA","Serious complications","PSI_90_SAFETY","6","42","0","0",,"07/01/2010","06/30/2012"
"WA","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","READM_30_AMI","0","40","2","40",,"07/01/2009","06/30/2012"
"WA","Heart failure (HF) 30-Day Readmission Rate","READM_30_HF","1","64","2","21",,"07/01/2009","06/30/2012"
"WA","Rate of readmission after hip/knee surgery","READM_30_HIP_KNEE","0","53","0","9",,"07/01/2009","06/30/2012"
"WA","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","1","71","12","2",,"07/01/2011","06/30/2012"
"WA","Pneumonia (PN) 30-Day Readmission Rate","READM_30_PN","0","81","1","7",,"07/01/2009","06/30/2012"
"WI","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","4","79","0","22",,"07/01/2009","03/31/2012"
"WI","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","0","60","0","62",,"07/01/2009","06/30/2012"
"WI","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","8","101","3","12",,"07/01/2009","06/30/2012"
"WI","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","1","115","4","5",,"07/01/2009","06/30/2012"
"WI","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","2","61","3","0",,"07/01/2010","06/30/2012"
"WI","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","2","58","0","4",,"07/01/2010","06/30/2012"
"WI","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","9","57","0","0",,"07/01/2010","06/30/2012"
"WI","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","39","2","25",,"07/01/2010","06/30/2012"
"WI","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","1","65","0","0",,"07/01/2010","06/30/2012"
"WI","Serious complications","PSI_90_SAFETY","7","59","0","0",,"07/01/2010","06/30/2012"
"WI","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","READM_30_AMI","0","50","3","68",,"07/01/2009","06/30/2012"
"WI","Heart failure (HF) 30-Day Readmission Rate","READM_30_HF","0","111","4","10",,"07/01/2009","06/30/2012"
"WI","Rate of readmission after hip/knee surgery","READM_30_HIP_KNEE","1","82","1","21",,"07/01/2009","06/30/2012"
"WI","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","107","15","1",,"07/01/2011","06/30/2012"
"WI","Pneumonia (PN) 30-Day Readmission Rate","READM_30_PN","0","120","0","5",,"07/01/2009","06/30/2012"
"WV","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","26","0","6",,"07/01/2009","03/31/2012"
"WV","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","0","29","1","24",,"07/01/2009","06/30/2012"
"WV","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","0","47","1","6",,"07/01/2009","06/30/2012"
"WV","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","1","51","1","1",,"07/01/2009","06/30/2012"
"WV","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","2","28","1","0",,"07/01/2010","06/30/2012"
"WV","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","28","0","3",,"07/01/2010","06/30/2012"
"WV","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","1","29","1","0",,"07/01/2010","06/30/2012"
"WV","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","1","19","0","8",,"07/01/2010","06/30/2012"
"WV","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","31","0","0",,"07/01/2010","06/30/2012"
"WV","Serious complications","PSI_90_SAFETY","2","27","2","0",,"07/01/2010","06/30/2012"
"WV","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","READM_30_AMI","1","24","0","28",,"07/01/2009","06/30/2012"
"WV","Heart failure (HF) 30-Day Readmission Rate","READM_30_HF","5","45","0","4",,"07/01/2009","06/30/2012"
"WV","Rate of readmission after hip/knee surgery","READM_30_HIP_KNEE","0","26","0","6",,"07/01/2009","06/30/2012"
"WV","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","7","42","0","1",,"07/01/2011","06/30/2012"
"WV","Pneumonia (PN) 30-Day Readmission Rate","READM_30_PN","5","48","0","1",,"07/01/2009","06/30/2012"
"WY","Rate of complications for hip/knee replacement patients","COMP_HIP_KNEE","0","13","0","4",,"07/01/2009","03/31/2012"
"WY","Acute Myocardial Infarction (AMI) 30-Day Mortality Rate","MORT_30_AMI","0","3","0","24",,"07/01/2009","06/30/2012"
"WY","Heart failure (HF) 30-Day Mortality Rate","MORT_30_HF","1","17","0","11",,"07/01/2009","06/30/2012"
"WY","Pneumonia (PN) 30-Day Mortality Rate","MORT_30_PN","0","26","0","3",,"07/01/2009","06/30/2012"
"WY","Serious blood clots after surgery","PSI_12_POSTOP_PULMEMB_DVT","0","10","1","0",,"07/01/2010","06/30/2012"
"WY","A wound that splits open  after surgery on the abdomen or pelvis","PSI_14_POSTOP_DEHIS","0","9","0","2",,"07/01/2010","06/30/2012"
"WY","Accidental cuts and tears from medical treatment","PSI_15_ACC_LAC","0","11","0","0",,"07/01/2010","06/30/2012"
"WY","Deaths among Patients with Serious Treatable Complications after Surgery","PSI_4_SURG_COMP","0","2","0","9",,"07/01/2010","06/30/2012"
"WY","Collapsed lung due to medical treatment","PSI_6_IAT_PTX","0","11","0","0",,"07/01/2010","06/30/2012"
"WY","Serious complications","PSI_90_SAFETY","0","11","0","0",,"07/01/2010","06/30/2012"
"WY","Acute Myocardial Infarction (AMI) 30-Day Readmission Rate","READM_30_AMI","0","2","0","24",,"07/01/2009","06/30/2012"
"WY","Heart failure (HF) 30-Day Readmission Rate","READM_30_HF","0","18","0","11",,"07/01/2009","06/30/2012"
"WY","Rate of readmission after hip/knee surgery","READM_30_HIP_KNEE","0","13","0","4",,"07/01/2009","06/30/2012"
"WY","Rate of readmission after discharge from hospital (hospital-wide)","READM_30_HOSP_WIDE","0","24","1","2",,"07/01/2011","06/30/2012"
"WY","Pneumonia (PN) 30-Day Readmission Rate","READM_30_PN","0","27","0","2",,"07/01/2009","06/30/2012"
