"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"OK","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.354",,"10/01/2012","09/30/2013"
"OK","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.500",,"10/01/2012","09/30/2013"
"OK","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.422",,"10/01/2012","09/30/2013"
"OK","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.751",,"10/01/2012","09/30/2013"
"OK","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","0.963",,"10/01/2012","09/30/2013"
"OK","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","0.852",,"10/01/2012","09/30/2013"
"OK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.981",,"10/01/2012","09/30/2013"
"OK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.367",,"10/01/2012","09/30/2013"
"OK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.162",,"10/01/2012","09/30/2013"
"OK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.327",,"10/01/2012","09/30/2013"
"OK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.790",,"10/01/2012","09/30/2013"
"OK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.521",,"10/01/2012","09/30/2013"
"OK","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.926",,"01/01/2013","09/30/2013"
"OK","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.337",,"01/01/2013","09/30/2013"
"OK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.117",,"01/01/2013","09/30/2013"
"OK","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.869",,"01/01/2013","09/30/2013"
"OK","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.988",,"01/01/2013","09/30/2013"
"OK","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.927",,"01/01/2013","09/30/2013"
"OR","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.209",,"10/01/2012","09/30/2013"
"OR","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.370",,"10/01/2012","09/30/2013"
"OR","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.281",,"10/01/2012","09/30/2013"
"OR","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.103",,"10/01/2012","09/30/2013"
"OR","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.444",,"10/01/2012","09/30/2013"
"OR","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.265",,"10/01/2012","09/30/2013"
"OR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.629",,"10/01/2012","09/30/2013"
"OR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.945",,"10/01/2012","09/30/2013"
"OR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.775",,"10/01/2012","09/30/2013"
"OR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.490",,"10/01/2012","09/30/2013"
"OR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.135",,"10/01/2012","09/30/2013"
"OR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.762",,"10/01/2012","09/30/2013"
"OR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.420",,"01/01/2013","09/30/2013"
"OR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.831",,"01/01/2013","09/30/2013"
"OR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.600",,"01/01/2013","09/30/2013"
"OR","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.666",,"01/01/2013","09/30/2013"
"OR","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.795",,"01/01/2013","09/30/2013"
"OR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.728",,"01/01/2013","09/30/2013"
"PA","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.469",,"10/01/2012","09/30/2013"
"PA","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.551",,"10/01/2012","09/30/2013"
"PA","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.509",,"10/01/2012","09/30/2013"
"PA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.066",,"10/01/2012","09/30/2013"
"PA","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.185",,"10/01/2012","09/30/2013"
"PA","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.124",,"10/01/2012","09/30/2013"
"PA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.851",,"10/01/2012","09/30/2013"
"PA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.022",,"10/01/2012","09/30/2013"
"PA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.934",,"10/01/2012","09/30/2013"
"PA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.772",,"10/01/2012","09/30/2013"
"PA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.105",,"10/01/2012","09/30/2013"
"PA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.928",,"10/01/2012","09/30/2013"
"PA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.989",,"01/01/2013","09/30/2013"
"PA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.197",,"01/01/2013","09/30/2013"
"PA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.089",,"01/01/2013","09/30/2013"
"PA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.925",,"01/01/2013","09/30/2013"
"PA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.985",,"01/01/2013","09/30/2013"
"PA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.955",,"01/01/2013","09/30/2013"
"PR","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.643",,"10/01/2012","09/30/2013"
"PR","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","1.022",,"10/01/2012","09/30/2013"
"PR","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.816",,"10/01/2012","09/30/2013"
"PR","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.765",,"10/01/2012","09/30/2013"
"PR","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.112",,"10/01/2012","09/30/2013"
"PR","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","0.926",,"10/01/2012","09/30/2013"
"PR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13","10/01/2012","09/30/2013"
"PR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13","10/01/2012","09/30/2013"
"PR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13","10/01/2012","09/30/2013"
"PR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13","10/01/2012","09/30/2013"
"PR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13","10/01/2012","09/30/2013"
"PR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13","10/01/2012","09/30/2013"
"PR","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.024",,"01/01/2013","09/30/2013"
"PR","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.702",,"01/01/2013","09/30/2013"
"PR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.194",,"01/01/2013","09/30/2013"
"PR","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.292",,"01/01/2013","09/30/2013"
"PR","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.562",,"01/01/2013","09/30/2013"
"PR","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.411",,"01/01/2013","09/30/2013"
"RI","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.339",,"10/01/2012","09/30/2013"
"RI","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.695",,"10/01/2012","09/30/2013"
"RI","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.493",,"10/01/2012","09/30/2013"
"RI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.162",,"10/01/2012","09/30/2013"
"RI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.745",,"10/01/2012","09/30/2013"
"RI","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.431",,"10/01/2012","09/30/2013"
"RI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.955",,"10/01/2012","09/30/2013"
"RI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.793",,"10/01/2012","09/30/2013"
"RI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.325",,"10/01/2012","09/30/2013"
"RI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.511",,"10/01/2012","09/30/2013"
"RI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.795",,"10/01/2012","09/30/2013"
"RI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.007",,"10/01/2012","09/30/2013"
"RI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.713",,"01/01/2013","09/30/2013"
"RI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.529",,"01/01/2013","09/30/2013"
"RI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.065",,"01/01/2013","09/30/2013"
"RI","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","1.122",,"01/01/2013","09/30/2013"
"RI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.352",,"01/01/2013","09/30/2013"
"RI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.233",,"01/01/2013","09/30/2013"
"SC","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.474",,"10/01/2012","09/30/2013"
"SC","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.636",,"10/01/2012","09/30/2013"
"SC","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.550",,"10/01/2012","09/30/2013"
"SC","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.536",,"10/01/2012","09/30/2013"
"SC","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.807",,"10/01/2012","09/30/2013"
"SC","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.667",,"10/01/2012","09/30/2013"
"SC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.696",,"10/01/2012","09/30/2013"
"SC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.999",,"10/01/2012","09/30/2013"
"SC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.837",,"10/01/2012","09/30/2013"
"SC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.554",,"10/01/2012","09/30/2013"
"SC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.016",,"10/01/2012","09/30/2013"
"SC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.759",,"10/01/2012","09/30/2013"
"SC","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.794",,"01/01/2013","09/30/2013"
"SC","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.127",,"01/01/2013","09/30/2013"
"SC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.949",,"01/01/2013","09/30/2013"
"SC","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.685",,"01/01/2013","09/30/2013"
"SC","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.777",,"01/01/2013","09/30/2013"
"SC","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.730",,"01/01/2013","09/30/2013"
"SD","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.134",,"10/01/2012","09/30/2013"
"SD","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.443",,"10/01/2012","09/30/2013"
"SD","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.255",,"10/01/2012","09/30/2013"
"SD","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.531",,"10/01/2012","09/30/2013"
"SD","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.133",,"10/01/2012","09/30/2013"
"SD","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","0.789",,"10/01/2012","09/30/2013"
"SD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.527",,"10/01/2012","09/30/2013"
"SD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.198",,"10/01/2012","09/30/2013"
"SD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.811",,"10/01/2012","09/30/2013"
"SD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.502",,"10/01/2012","09/30/2013"
"SD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.051",,"10/01/2012","09/30/2013"
"SD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.080",,"10/01/2012","09/30/2013"
"SD","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.394",,"01/01/2013","09/30/2013"
"SD","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.209",,"01/01/2013","09/30/2013"
"SD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.720",,"01/01/2013","09/30/2013"
"SD","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.544",,"01/01/2013","09/30/2013"
"SD","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.755",,"01/01/2013","09/30/2013"
"SD","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.643",,"01/01/2013","09/30/2013"
"TN","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.485",,"10/01/2012","09/30/2013"
"TN","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.605",,"10/01/2012","09/30/2013"
"TN","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.542",,"10/01/2012","09/30/2013"
"TN","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.336",,"10/01/2012","09/30/2013"
"TN","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.516",,"10/01/2012","09/30/2013"
"TN","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.424",,"10/01/2012","09/30/2013"
"TN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.845",,"10/01/2012","09/30/2013"
"TN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.102",,"10/01/2012","09/30/2013"
"TN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.967",,"10/01/2012","09/30/2013"
"TN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.633",,"10/01/2012","09/30/2013"
"TN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.030",,"10/01/2012","09/30/2013"
"TN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.813",,"10/01/2012","09/30/2013"
"TN","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","1.050",,"01/01/2013","09/30/2013"
"TN","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.344",,"01/01/2013","09/30/2013"
"TN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.190",,"01/01/2013","09/30/2013"
"TN","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.748",,"01/01/2013","09/30/2013"
"TN","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.828",,"01/01/2013","09/30/2013"
"TN","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.787",,"01/01/2013","09/30/2013"
"TX","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.529",,"10/01/2012","09/30/2013"
"TX","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.601",,"10/01/2012","09/30/2013"
"TX","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.564",,"10/01/2012","09/30/2013"
"TX","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.991",,"10/01/2012","09/30/2013"
"TX","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.088",,"10/01/2012","09/30/2013"
"TX","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.039",,"10/01/2012","09/30/2013"
"TX","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.692",,"10/01/2012","09/30/2013"
"TX","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.826",,"10/01/2012","09/30/2013"
"TX","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.757",,"10/01/2012","09/30/2013"
"TX","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.631",,"10/01/2012","09/30/2013"
"TX","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.844",,"10/01/2012","09/30/2013"
"TX","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.732",,"10/01/2012","09/30/2013"
"TX","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.807",,"01/01/2013","09/30/2013"
"TX","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.965",,"01/01/2013","09/30/2013"
"TX","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.883",,"01/01/2013","09/30/2013"
"TX","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.788",,"01/01/2013","09/30/2013"
"TX","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.835",,"01/01/2013","09/30/2013"
"TX","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.812",,"01/01/2013","09/30/2013"
"UT","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.496",,"10/01/2012","09/30/2013"
"UT","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.756",,"10/01/2012","09/30/2013"
"UT","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.616",,"10/01/2012","09/30/2013"
"UT","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.433",,"10/01/2012","09/30/2013"
"UT","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.877",,"10/01/2012","09/30/2013"
"UT","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.643",,"10/01/2012","09/30/2013"
"UT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.156",,"10/01/2012","09/30/2013"
"UT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.757",,"10/01/2012","09/30/2013"
"UT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.433",,"10/01/2012","09/30/2013"
"UT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.971",,"10/01/2012","09/30/2013"
"UT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.927",,"10/01/2012","09/30/2013"
"UT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.388",,"10/01/2012","09/30/2013"
"UT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.407",,"01/01/2013","09/30/2013"
"UT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.914",,"01/01/2013","09/30/2013"
"UT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.624",,"01/01/2013","09/30/2013"
"UT","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.714",,"01/01/2013","09/30/2013"
"UT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.879",,"01/01/2013","09/30/2013"
"UT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.793",,"01/01/2013","09/30/2013"
"VA","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.463",,"10/01/2012","09/30/2013"
"VA","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.597",,"10/01/2012","09/30/2013"
"VA","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.527",,"10/01/2012","09/30/2013"
"VA","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.010",,"10/01/2012","09/30/2013"
"VA","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.198",,"10/01/2012","09/30/2013"
"VA","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","1.101",,"10/01/2012","09/30/2013"
"VA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.820",,"10/01/2012","09/30/2013"
"VA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.081",,"10/01/2012","09/30/2013"
"VA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.944",,"10/01/2012","09/30/2013"
"VA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.699",,"10/01/2012","09/30/2013"
"VA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.151",,"10/01/2012","09/30/2013"
"VA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.904",,"10/01/2012","09/30/2013"
"VA","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.745",,"01/01/2013","09/30/2013"
"VA","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","1.030",,"01/01/2013","09/30/2013"
"VA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.879",,"01/01/2013","09/30/2013"
"VA","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.979",,"01/01/2013","09/30/2013"
"VA","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.072",,"01/01/2013","09/30/2013"
"VA","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","1.025",,"01/01/2013","09/30/2013"
"VI","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","1.833",,"10/01/2012","09/30/2013"
"VI","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","6.896",,"10/01/2012","09/30/2013"
"VI","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","3.758",,"10/01/2012","09/30/2013"
"VI","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","1.508",,"10/01/2012","09/30/2013"
"VI","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","4.985",,"10/01/2012","09/30/2013"
"VI","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","2.868",,"10/01/2012","09/30/2013"
"VI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13","10/01/2012","09/30/2013"
"VI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13","10/01/2012","09/30/2013"
"VI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13","10/01/2012","09/30/2013"
"VI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13","10/01/2012","09/30/2013"
"VI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13","10/01/2012","09/30/2013"
"VI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13","10/01/2012","09/30/2013"
"VI","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","Not Available","13","01/01/2013","09/30/2013"
"VI","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","Not Available","13","01/01/2013","09/30/2013"
"VI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","13","01/01/2013","09/30/2013"
"VI","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.143",,"01/01/2013","09/30/2013"
"VI","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","1.342",,"01/01/2013","09/30/2013"
"VI","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.524",,"01/01/2013","09/30/2013"
"VT","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.033",,"10/01/2012","09/30/2013"
"VT","CLABSI Upper Confidence Limit","HAI_1_CI_UPPER","0.354",,"10/01/2012","09/30/2013"
"VT","Central line-associated blood stream infections (CLABSI)","HAI_1_SIR","0.130",,"10/01/2012","09/30/2013"
"VT","CAUTI Lower Confidence Limit","HAI_2_CI_LOWER","0.525",,"10/01/2012","09/30/2013"
"VT","CAUTI Upper Confidence Limit","HAI_2_CI_UPPER","1.216",,"10/01/2012","09/30/2013"
"VT","Catheter-Associated Urinary Tract Infections (CAUTI)","HAI_2_SIR","0.817",,"10/01/2012","09/30/2013"
"VT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.154",,"10/01/2012","09/30/2013"
"VT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.674",,"10/01/2012","09/30/2013"
"VT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.796",,"10/01/2012","09/30/2013"
"VT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.182",,"10/01/2012","09/30/2013"
"VT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.950",,"10/01/2012","09/30/2013"
"VT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.717",,"10/01/2012","09/30/2013"
"VT","MRSA Lower Confidence Limit","HAI_5_CI_LOWER","0.099",,"01/01/2013","09/30/2013"
"VT","MRSA Upper Confidence Limit","HAI_5_CI_UPPER","0.929",,"01/01/2013","09/30/2013"
"VT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.363",,"01/01/2013","09/30/2013"
"VT","C.diff Lower Confidence Limit","HAI_6_CI_LOWER","0.413",,"01/01/2013","09/30/2013"
"VT","C.diff Upper Confidence Limit","HAI_6_CI_UPPER","0.691",,"01/01/2013","09/30/2013"
"VT","Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections)","HAI_6_SIR","0.539",,"01/01/2013","09/30/2013"
"WA","CLABSI Lower Confidence Limit","HAI_1_CI_LOWER","0.439",,"10/01/2012","09/30/2013"
