"Provider ID","Hospital Name","State","Measure ID","Measure Name","Score","Footnote","Measure Start Date","Measure End Date"
"520017","ST JOSEPHS HOSPITAL","WI","OP_11","Thorax CT Use of Contrast Material","0.7",,"07/01/2012","06/30/2013"
"520017","ST JOSEPHS HOSPITAL","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"520017","ST JOSEPHS HOSPITAL","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"520017","ST JOSEPHS HOSPITAL","WI","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"520017","ST JOSEPHS HOSPITAL","WI","OP_9","Mammography Follow-up Rates","10.5",,"07/01/2012","06/30/2013"
"520019","MINISTRY SAINT MARYS HOSPITAL","WI","OP_10","Abdomen CT Use of Contrast Material","5.5",,"07/01/2012","06/30/2013"
"520019","MINISTRY SAINT MARYS HOSPITAL","WI","OP_11","Thorax CT Use of Contrast Material","0.3",,"07/01/2012","06/30/2013"
"520019","MINISTRY SAINT MARYS HOSPITAL","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","6.4",,"07/01/2012","06/30/2013"
"520019","MINISTRY SAINT MARYS HOSPITAL","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"520019","MINISTRY SAINT MARYS HOSPITAL","WI","OP_8","MRI Lumbar Spine for Low Back Pain","36.4",,"07/01/2012","06/30/2013"
"520019","MINISTRY SAINT MARYS HOSPITAL","WI","OP_9","Mammography Follow-up Rates","6.2",,"07/01/2012","06/30/2013"
"520021","UNITED HOSPITAL SYSTEM","WI","OP_10","Abdomen CT Use of Contrast Material","4.5",,"07/01/2012","06/30/2013"
"520021","UNITED HOSPITAL SYSTEM","WI","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"520021","UNITED HOSPITAL SYSTEM","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","9.5",,"07/01/2012","06/30/2013"
"520021","UNITED HOSPITAL SYSTEM","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.4",,"07/01/2012","06/30/2013"
"520021","UNITED HOSPITAL SYSTEM","WI","OP_8","MRI Lumbar Spine for Low Back Pain","27.5",,"07/01/2012","06/30/2013"
"520021","UNITED HOSPITAL SYSTEM","WI","OP_9","Mammography Follow-up Rates","5.6",,"07/01/2012","06/30/2013"
"520027","COLUMBIA ST MARYS HOSPITAL OZAUKEE","WI","OP_10","Abdomen CT Use of Contrast Material","6.1",,"07/01/2012","06/30/2013"
"520027","COLUMBIA ST MARYS HOSPITAL OZAUKEE","WI","OP_11","Thorax CT Use of Contrast Material","1.7",,"07/01/2012","06/30/2013"
"520027","COLUMBIA ST MARYS HOSPITAL OZAUKEE","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.4",,"07/01/2012","06/30/2013"
"520027","COLUMBIA ST MARYS HOSPITAL OZAUKEE","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.0",,"07/01/2012","06/30/2013"
"520027","COLUMBIA ST MARYS HOSPITAL OZAUKEE","WI","OP_8","MRI Lumbar Spine for Low Back Pain","38.5",,"07/01/2012","06/30/2013"
"520027","COLUMBIA ST MARYS HOSPITAL OZAUKEE","WI","OP_9","Mammography Follow-up Rates","11.1",,"07/01/2012","06/30/2013"
"520028","THE MONROE CLINIC","WI","OP_10","Abdomen CT Use of Contrast Material","6.6",,"07/01/2012","06/30/2013"
"520028","THE MONROE CLINIC","WI","OP_11","Thorax CT Use of Contrast Material","1.3",,"07/01/2012","06/30/2013"
"520028","THE MONROE CLINIC","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.4",,"07/01/2012","06/30/2013"
"520028","THE MONROE CLINIC","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.2",,"07/01/2012","06/30/2013"
"520028","THE MONROE CLINIC","WI","OP_8","MRI Lumbar Spine for Low Back Pain","30.4",,"07/01/2012","06/30/2013"
"520028","THE MONROE CLINIC","WI","OP_9","Mammography Follow-up Rates","7.2",,"07/01/2012","06/30/2013"
"520030","ASPIRUS WAUSAU HOSPITAL","WI","OP_10","Abdomen CT Use of Contrast Material","3.4",,"07/01/2012","06/30/2013"
"520030","ASPIRUS WAUSAU HOSPITAL","WI","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"520030","ASPIRUS WAUSAU HOSPITAL","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.0",,"07/01/2012","06/30/2013"
"520030","ASPIRUS WAUSAU HOSPITAL","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.8",,"07/01/2012","06/30/2013"
"520030","ASPIRUS WAUSAU HOSPITAL","WI","OP_8","MRI Lumbar Spine for Low Back Pain","41.7",,"07/01/2012","06/30/2013"
"520030","ASPIRUS WAUSAU HOSPITAL","WI","OP_9","Mammography Follow-up Rates","9.3",,"07/01/2012","06/30/2013"
"520033","RIVERVIEW HOSPITAL ASSOC","WI","OP_10","Abdomen CT Use of Contrast Material","0.5",,"07/01/2012","06/30/2013"
"520033","RIVERVIEW HOSPITAL ASSOC","WI","OP_11","Thorax CT Use of Contrast Material","0.5",,"07/01/2012","06/30/2013"
"520033","RIVERVIEW HOSPITAL ASSOC","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","7.5",,"07/01/2012","06/30/2013"
"520033","RIVERVIEW HOSPITAL ASSOC","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.7",,"07/01/2012","06/30/2013"
"520033","RIVERVIEW HOSPITAL ASSOC","WI","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"520033","RIVERVIEW HOSPITAL ASSOC","WI","OP_9","Mammography Follow-up Rates","8.8",,"07/01/2012","06/30/2013"
"520034","AURORA MED CTR MANITOWOC CTY","WI","OP_10","Abdomen CT Use of Contrast Material","6.5",,"07/01/2012","06/30/2013"
"520034","AURORA MED CTR MANITOWOC CTY","WI","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"520034","AURORA MED CTR MANITOWOC CTY","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.4",,"07/01/2012","06/30/2013"
"520034","AURORA MED CTR MANITOWOC CTY","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","4.3",,"07/01/2012","06/30/2013"
"520034","AURORA MED CTR MANITOWOC CTY","WI","OP_8","MRI Lumbar Spine for Low Back Pain","41.4",,"07/01/2012","06/30/2013"
"520034","AURORA MED CTR MANITOWOC CTY","WI","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"520035","AURORA SHEBOYGAN MEM MED CTR","WI","OP_10","Abdomen CT Use of Contrast Material","2.1",,"07/01/2012","06/30/2013"
"520035","AURORA SHEBOYGAN MEM MED CTR","WI","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"520035","AURORA SHEBOYGAN MEM MED CTR","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"520035","AURORA SHEBOYGAN MEM MED CTR","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"520035","AURORA SHEBOYGAN MEM MED CTR","WI","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"520035","AURORA SHEBOYGAN MEM MED CTR","WI","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"520037","MINISTRY SAINT JOSEPHS HOSPITAL","WI","OP_10","Abdomen CT Use of Contrast Material","4.5",,"07/01/2012","06/30/2013"
"520037","MINISTRY SAINT JOSEPHS HOSPITAL","WI","OP_11","Thorax CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"520037","MINISTRY SAINT JOSEPHS HOSPITAL","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","6.2",,"07/01/2012","06/30/2013"
"520037","MINISTRY SAINT JOSEPHS HOSPITAL","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"520037","MINISTRY SAINT JOSEPHS HOSPITAL","WI","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"520037","MINISTRY SAINT JOSEPHS HOSPITAL","WI","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"520038","AURORA MEDICAL CTR WASHINGTON COUNTY","WI","OP_10","Abdomen CT Use of Contrast Material","11.9",,"07/01/2012","06/30/2013"
"520038","AURORA MEDICAL CTR WASHINGTON COUNTY","WI","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"520038","AURORA MEDICAL CTR WASHINGTON COUNTY","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.4",,"07/01/2012","06/30/2013"
"520038","AURORA MEDICAL CTR WASHINGTON COUNTY","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"520038","AURORA MEDICAL CTR WASHINGTON COUNTY","WI","OP_8","MRI Lumbar Spine for Low Back Pain","32.0",,"07/01/2012","06/30/2013"
"520038","AURORA MEDICAL CTR WASHINGTON COUNTY","WI","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"520041","DIVINE SAVIOR HEALTHCARE","WI","OP_10","Abdomen CT Use of Contrast Material","6.9",,"07/01/2012","06/30/2013"
"520041","DIVINE SAVIOR HEALTHCARE","WI","OP_11","Thorax CT Use of Contrast Material","1.1",,"07/01/2012","06/30/2013"
"520041","DIVINE SAVIOR HEALTHCARE","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.9",,"07/01/2012","06/30/2013"
"520041","DIVINE SAVIOR HEALTHCARE","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.0",,"07/01/2012","06/30/2013"
"520041","DIVINE SAVIOR HEALTHCARE","WI","OP_8","MRI Lumbar Spine for Low Back Pain","29.6",,"07/01/2012","06/30/2013"
"520041","DIVINE SAVIOR HEALTHCARE","WI","OP_9","Mammography Follow-up Rates","15.5",,"07/01/2012","06/30/2013"
"520044","ST NICHOLAS HOSPITAL","WI","OP_10","Abdomen CT Use of Contrast Material","5.6",,"07/01/2012","06/30/2013"
"520044","ST NICHOLAS HOSPITAL","WI","OP_11","Thorax CT Use of Contrast Material","0.4",,"07/01/2012","06/30/2013"
"520044","ST NICHOLAS HOSPITAL","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"520044","ST NICHOLAS HOSPITAL","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"520044","ST NICHOLAS HOSPITAL","WI","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"520044","ST NICHOLAS HOSPITAL","WI","OP_9","Mammography Follow-up Rates","11.3",,"07/01/2012","06/30/2013"
"520045","THEDA CLARK MED CTR","WI","OP_10","Abdomen CT Use of Contrast Material","5.8",,"07/01/2012","06/30/2013"
"520045","THEDA CLARK MED CTR","WI","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"520045","THEDA CLARK MED CTR","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.1",,"07/01/2012","06/30/2013"
"520045","THEDA CLARK MED CTR","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"520045","THEDA CLARK MED CTR","WI","OP_8","MRI Lumbar Spine for Low Back Pain","38.0",,"07/01/2012","06/30/2013"
"520045","THEDA CLARK MED CTR","WI","OP_9","Mammography Follow-up Rates","11.9",,"07/01/2012","06/30/2013"
"520048","MERCY MEDICAL CTR OF OSHKOSH","WI","OP_10","Abdomen CT Use of Contrast Material","1.7",,"07/01/2012","06/30/2013"
"520048","MERCY MEDICAL CTR OF OSHKOSH","WI","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"520048","MERCY MEDICAL CTR OF OSHKOSH","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.9",,"07/01/2012","06/30/2013"
"520048","MERCY MEDICAL CTR OF OSHKOSH","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"520048","MERCY MEDICAL CTR OF OSHKOSH","WI","OP_8","MRI Lumbar Spine for Low Back Pain","32.8",,"07/01/2012","06/30/2013"
"520048","MERCY MEDICAL CTR OF OSHKOSH","WI","OP_9","Mammography Follow-up Rates","7.0",,"07/01/2012","06/30/2013"
"520049","BELLIN MEMORIAL HOSPITAL","WI","OP_10","Abdomen CT Use of Contrast Material","4.0",,"07/01/2012","06/30/2013"
"520049","BELLIN MEMORIAL HOSPITAL","WI","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"520049","BELLIN MEMORIAL HOSPITAL","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.2",,"07/01/2012","06/30/2013"
"520049","BELLIN MEMORIAL HOSPITAL","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.4",,"07/01/2012","06/30/2013"
"520049","BELLIN MEMORIAL HOSPITAL","WI","OP_8","MRI Lumbar Spine for Low Back Pain","32.3",,"07/01/2012","06/30/2013"
"520049","BELLIN MEMORIAL HOSPITAL","WI","OP_9","Mammography Follow-up Rates","4.8",,"07/01/2012","06/30/2013"
"520051","COLUMBIA ST MARYS HOSPITAL MILWAUKEE","WI","OP_10","Abdomen CT Use of Contrast Material","4.2",,"07/01/2012","06/30/2013"
"520051","COLUMBIA ST MARYS HOSPITAL MILWAUKEE","WI","OP_11","Thorax CT Use of Contrast Material","4.0",,"07/01/2012","06/30/2013"
"520051","COLUMBIA ST MARYS HOSPITAL MILWAUKEE","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.2",,"07/01/2012","06/30/2013"
"520051","COLUMBIA ST MARYS HOSPITAL MILWAUKEE","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.4",,"07/01/2012","06/30/2013"
"520051","COLUMBIA ST MARYS HOSPITAL MILWAUKEE","WI","OP_8","MRI Lumbar Spine for Low Back Pain","36.2",,"07/01/2012","06/30/2013"
"520051","COLUMBIA ST MARYS HOSPITAL MILWAUKEE","WI","OP_9","Mammography Follow-up Rates","11.2",,"07/01/2012","06/30/2013"
"520057","ST CLARE HOSPITAL HEALTH SERVICES","WI","OP_10","Abdomen CT Use of Contrast Material","4.6",,"07/01/2012","06/30/2013"
"520057","ST CLARE HOSPITAL HEALTH SERVICES","WI","OP_11","Thorax CT Use of Contrast Material","3.2",,"07/01/2012","06/30/2013"
"520057","ST CLARE HOSPITAL HEALTH SERVICES","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","2.9",,"07/01/2012","06/30/2013"
"520057","ST CLARE HOSPITAL HEALTH SERVICES","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"520057","ST CLARE HOSPITAL HEALTH SERVICES","WI","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"520057","ST CLARE HOSPITAL HEALTH SERVICES","WI","OP_9","Mammography Follow-up Rates","6.7",,"07/01/2012","06/30/2013"
"520059","AURORA MEMORIAL HOSPITAL BURLINGTON","WI","OP_10","Abdomen CT Use of Contrast Material","4.7",,"07/01/2012","06/30/2013"
"520059","AURORA MEMORIAL HOSPITAL BURLINGTON","WI","OP_11","Thorax CT Use of Contrast Material","1.4",,"07/01/2012","06/30/2013"
"520059","AURORA MEMORIAL HOSPITAL BURLINGTON","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.8",,"07/01/2012","06/30/2013"
"520059","AURORA MEMORIAL HOSPITAL BURLINGTON","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.2",,"07/01/2012","06/30/2013"
"520059","AURORA MEMORIAL HOSPITAL BURLINGTON","WI","OP_8","MRI Lumbar Spine for Low Back Pain","37.0",,"07/01/2012","06/30/2013"
"520059","AURORA MEMORIAL HOSPITAL BURLINGTON","WI","OP_9","Mammography Follow-up Rates","7.4",,"07/01/2012","06/30/2013"
"520062","OCONOMOWOC MEM HOSPITAL","WI","OP_10","Abdomen CT Use of Contrast Material","6.4",,"07/01/2012","06/30/2013"
"520062","OCONOMOWOC MEM HOSPITAL","WI","OP_11","Thorax CT Use of Contrast Material","1.4",,"07/01/2012","06/30/2013"
"520062","OCONOMOWOC MEM HOSPITAL","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.5",,"07/01/2012","06/30/2013"
"520062","OCONOMOWOC MEM HOSPITAL","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.4",,"07/01/2012","06/30/2013"
"520062","OCONOMOWOC MEM HOSPITAL","WI","OP_8","MRI Lumbar Spine for Low Back Pain","37.9",,"07/01/2012","06/30/2013"
"520062","OCONOMOWOC MEM HOSPITAL","WI","OP_9","Mammography Follow-up Rates","5.9",,"07/01/2012","06/30/2013"
"520063","ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND","WI","OP_10","Abdomen CT Use of Contrast Material","3.8",,"07/01/2012","06/30/2013"
"520063","ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND","WI","OP_11","Thorax CT Use of Contrast Material","4.8",,"07/01/2012","06/30/2013"
"520063","ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.5",,"07/01/2012","06/30/2013"
"520063","ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","0.0",,"07/01/2012","06/30/2013"
"520063","ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND","WI","OP_8","MRI Lumbar Spine for Low Back Pain","21.7",,"07/01/2012","06/30/2013"
"520063","ST JOSEPHS COMMUNITY HOSPITAL OF WEST BEND","WI","OP_9","Mammography Follow-up Rates","Not Available","1","07/01/2012","06/30/2013"
"520066","MERCY HEALTH SYSTEM CORP","WI","OP_10","Abdomen CT Use of Contrast Material","2.9",,"07/01/2012","06/30/2013"
"520066","MERCY HEALTH SYSTEM CORP","WI","OP_11","Thorax CT Use of Contrast Material","1.8",,"07/01/2012","06/30/2013"
"520066","MERCY HEALTH SYSTEM CORP","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","6.1",,"07/01/2012","06/30/2013"
"520066","MERCY HEALTH SYSTEM CORP","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.0",,"07/01/2012","06/30/2013"
"520066","MERCY HEALTH SYSTEM CORP","WI","OP_8","MRI Lumbar Spine for Low Back Pain","34.1",,"07/01/2012","06/30/2013"
"520066","MERCY HEALTH SYSTEM CORP","WI","OP_9","Mammography Follow-up Rates","5.7",,"07/01/2012","06/30/2013"
"520070","MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","WI","OP_10","Abdomen CT Use of Contrast Material","7.1",,"07/01/2012","06/30/2013"
"520070","MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","WI","OP_11","Thorax CT Use of Contrast Material","0.1",,"07/01/2012","06/30/2013"
"520070","MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","3.8",,"07/01/2012","06/30/2013"
"520070","MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.9",,"07/01/2012","06/30/2013"
"520070","MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","WI","OP_8","MRI Lumbar Spine for Low Back Pain","32.8",,"07/01/2012","06/30/2013"
"520070","MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","WI","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"520071","FORT MEMORIAL HOSPITAL","WI","OP_10","Abdomen CT Use of Contrast Material","5.8",,"07/01/2012","06/30/2013"
"520071","FORT MEMORIAL HOSPITAL","WI","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"520071","FORT MEMORIAL HOSPITAL","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","4.3",,"07/01/2012","06/30/2013"
"520071","FORT MEMORIAL HOSPITAL","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.7",,"07/01/2012","06/30/2013"
"520071","FORT MEMORIAL HOSPITAL","WI","OP_8","MRI Lumbar Spine for Low Back Pain","26.7",,"07/01/2012","06/30/2013"
"520071","FORT MEMORIAL HOSPITAL","WI","OP_9","Mammography Follow-up Rates","9.7",,"07/01/2012","06/30/2013"
"520075","ST VINCENT HOSPITAL","WI","OP_10","Abdomen CT Use of Contrast Material","5.8",,"07/01/2012","06/30/2013"
"520075","ST VINCENT HOSPITAL","WI","OP_11","Thorax CT Use of Contrast Material","0.0",,"07/01/2012","06/30/2013"
"520075","ST VINCENT HOSPITAL","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","6.0",,"07/01/2012","06/30/2013"
"520075","ST VINCENT HOSPITAL","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"520075","ST VINCENT HOSPITAL","WI","OP_8","MRI Lumbar Spine for Low Back Pain","40.6",,"07/01/2012","06/30/2013"
"520075","ST VINCENT HOSPITAL","WI","OP_9","Mammography Follow-up Rates","5.6",,"07/01/2012","06/30/2013"
"520076","BEAVER DAM COM HOSPITAL","WI","OP_10","Abdomen CT Use of Contrast Material","2.7",,"07/01/2012","06/30/2013"
"520076","BEAVER DAM COM HOSPITAL","WI","OP_11","Thorax CT Use of Contrast Material","1.1",,"07/01/2012","06/30/2013"
"520076","BEAVER DAM COM HOSPITAL","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","3.4",,"07/01/2012","06/30/2013"
"520076","BEAVER DAM COM HOSPITAL","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"520076","BEAVER DAM COM HOSPITAL","WI","OP_8","MRI Lumbar Spine for Low Back Pain","26.8",,"07/01/2012","06/30/2013"
"520076","BEAVER DAM COM HOSPITAL","WI","OP_9","Mammography Follow-up Rates","9.1",,"07/01/2012","06/30/2013"
"520078","WHEATON FRANCISCAN HEALTHCARE ST FRANCIS","WI","OP_10","Abdomen CT Use of Contrast Material","7.2",,"07/01/2012","06/30/2013"
"520078","WHEATON FRANCISCAN HEALTHCARE ST FRANCIS","WI","OP_11","Thorax CT Use of Contrast Material","2.1",,"07/01/2012","06/30/2013"
"520078","WHEATON FRANCISCAN HEALTHCARE ST FRANCIS","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","7.6",,"07/01/2012","06/30/2013"
"520078","WHEATON FRANCISCAN HEALTHCARE ST FRANCIS","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"520078","WHEATON FRANCISCAN HEALTHCARE ST FRANCIS","WI","OP_8","MRI Lumbar Spine for Low Back Pain","33.7",,"07/01/2012","06/30/2013"
"520078","WHEATON FRANCISCAN HEALTHCARE ST FRANCIS","WI","OP_9","Mammography Follow-up Rates","10.9",,"07/01/2012","06/30/2013"
"520083","ST MARYS HOSPITAL","WI","OP_10","Abdomen CT Use of Contrast Material","0.8",,"07/01/2012","06/30/2013"
"520083","ST MARYS HOSPITAL","WI","OP_11","Thorax CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"520083","ST MARYS HOSPITAL","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","1.1",,"07/01/2012","06/30/2013"
"520083","ST MARYS HOSPITAL","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","1.2",,"07/01/2012","06/30/2013"
"520083","ST MARYS HOSPITAL","WI","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"520083","ST MARYS HOSPITAL","WI","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"520087","GUNDERSEN LUTHERAN MEDICAL CTR","WI","OP_10","Abdomen CT Use of Contrast Material","1.5",,"07/01/2012","06/30/2013"
"520087","GUNDERSEN LUTHERAN MEDICAL CTR","WI","OP_11","Thorax CT Use of Contrast Material","Not Available","1","07/01/2012","06/30/2013"
"520087","GUNDERSEN LUTHERAN MEDICAL CTR","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","Not Available","1","07/01/2012","06/30/2013"
"520087","GUNDERSEN LUTHERAN MEDICAL CTR","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","Not Available","1","07/01/2012","06/30/2013"
"520087","GUNDERSEN LUTHERAN MEDICAL CTR","WI","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"520087","GUNDERSEN LUTHERAN MEDICAL CTR","WI","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
"520088","ST AGNES HOSPITAL","WI","OP_10","Abdomen CT Use of Contrast Material","9.3",,"07/01/2012","06/30/2013"
"520088","ST AGNES HOSPITAL","WI","OP_11","Thorax CT Use of Contrast Material","3.7",,"07/01/2012","06/30/2013"
"520088","ST AGNES HOSPITAL","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","5.8",,"07/01/2012","06/30/2013"
"520088","ST AGNES HOSPITAL","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.0",,"07/01/2012","06/30/2013"
"520088","ST AGNES HOSPITAL","WI","OP_8","MRI Lumbar Spine for Low Back Pain","38.3",,"07/01/2012","06/30/2013"
"520088","ST AGNES HOSPITAL","WI","OP_9","Mammography Follow-up Rates","10.1",,"07/01/2012","06/30/2013"
"520089","MERITER HOSPITAL","WI","OP_10","Abdomen CT Use of Contrast Material","5.0",,"07/01/2012","06/30/2013"
"520089","MERITER HOSPITAL","WI","OP_11","Thorax CT Use of Contrast Material","1.8",,"07/01/2012","06/30/2013"
"520089","MERITER HOSPITAL","WI","OP_13","Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery","2.8",,"07/01/2012","06/30/2013"
"520089","MERITER HOSPITAL","WI","OP_14","Outpatients with brain CT scans who got a sinus CT scan at the same time","2.0",,"07/01/2012","06/30/2013"
"520089","MERITER HOSPITAL","WI","OP_8","MRI Lumbar Spine for Low Back Pain","Not Available","1","07/01/2012","06/30/2013"
"520089","MERITER HOSPITAL","WI","OP_9","Mammography Follow-up Rates","Not Available","7","07/01/2012","06/30/2013"
