"Provider ID","Hospital Name","State","Measure ID","Measure Name","Measure Response","Footnote","Measure Start Date","Measure End Date"
"420039","WALLACE THOMSON HOSPITAL","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420039","WALLACE THOMSON HOSPITAL","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420039","WALLACE THOMSON HOSPITAL","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420039","WALLACE THOMSON HOSPITAL","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420039","WALLACE THOMSON HOSPITAL","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420039","WALLACE THOMSON HOSPITAL","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420043","NOVANT HEALTH GAFFNEY MEDICAL CENTER","SC","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"420043","NOVANT HEALTH GAFFNEY MEDICAL CENTER","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"420043","NOVANT HEALTH GAFFNEY MEDICAL CENTER","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420043","NOVANT HEALTH GAFFNEY MEDICAL CENTER","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420043","NOVANT HEALTH GAFFNEY MEDICAL CENTER","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420043","NOVANT HEALTH GAFFNEY MEDICAL CENTER","SC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"420043","NOVANT HEALTH GAFFNEY MEDICAL CENTER","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420048","KERSHAW HEALTH","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420048","KERSHAW HEALTH","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420048","KERSHAW HEALTH","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420048","KERSHAW HEALTH","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420048","KERSHAW HEALTH","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420048","KERSHAW HEALTH","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420048","KERSHAW HEALTH","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420049","CONWAY MEDICAL CENTER","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420049","CONWAY MEDICAL CENTER","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420049","CONWAY MEDICAL CENTER","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420049","CONWAY MEDICAL CENTER","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420049","CONWAY MEDICAL CENTER","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420049","CONWAY MEDICAL CENTER","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420049","CONWAY MEDICAL CENTER","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","SC","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","SC","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","SC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","SC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"420053","NEWBERRY COUNTY MEMORIAL HOSPITAL","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420053","NEWBERRY COUNTY MEMORIAL HOSPITAL","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420053","NEWBERRY COUNTY MEMORIAL HOSPITAL","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420053","NEWBERRY COUNTY MEMORIAL HOSPITAL","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420053","NEWBERRY COUNTY MEMORIAL HOSPITAL","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420053","NEWBERRY COUNTY MEMORIAL HOSPITAL","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420053","NEWBERRY COUNTY MEMORIAL HOSPITAL","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420054","MARLBORO PARK HOSPITAL","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420054","MARLBORO PARK HOSPITAL","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"420054","MARLBORO PARK HOSPITAL","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420054","MARLBORO PARK HOSPITAL","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420054","MARLBORO PARK HOSPITAL","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420054","MARLBORO PARK HOSPITAL","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420054","MARLBORO PARK HOSPITAL","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420055","CAROLINAS HOSPITAL SYSTEM MARION","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420055","CAROLINAS HOSPITAL SYSTEM MARION","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420055","CAROLINAS HOSPITAL SYSTEM MARION","SC","OP_25","Safe Surgery Checklist Use","No",,"01/01/2012","12/31/2012"
"420055","CAROLINAS HOSPITAL SYSTEM MARION","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420055","CAROLINAS HOSPITAL SYSTEM MARION","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420055","CAROLINAS HOSPITAL SYSTEM MARION","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420055","CAROLINAS HOSPITAL SYSTEM MARION","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420057","MCLEOD MEDICAL CENTER - DARLINGTON","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420057","MCLEOD MEDICAL CENTER - DARLINGTON","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420057","MCLEOD MEDICAL CENTER - DARLINGTON","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420057","MCLEOD MEDICAL CENTER - DARLINGTON","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420057","MCLEOD MEDICAL CENTER - DARLINGTON","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420057","MCLEOD MEDICAL CENTER - DARLINGTON","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420057","MCLEOD MEDICAL CENTER - DARLINGTON","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420062","CHESTERFIELD GENERAL HOSPITAL","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420062","CHESTERFIELD GENERAL HOSPITAL","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420062","CHESTERFIELD GENERAL HOSPITAL","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420062","CHESTERFIELD GENERAL HOSPITAL","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420062","CHESTERFIELD GENERAL HOSPITAL","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420062","CHESTERFIELD GENERAL HOSPITAL","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420062","CHESTERFIELD GENERAL HOSPITAL","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420065","BON SECOURS-ST FRANCIS XAVIER HOSPITAL","SC","ACS_REGISTRY","Multispecialty surgical registry","Y",,"01/01/2012","12/31/2012"
"420065","BON SECOURS-ST FRANCIS XAVIER HOSPITAL","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420065","BON SECOURS-ST FRANCIS XAVIER HOSPITAL","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420065","BON SECOURS-ST FRANCIS XAVIER HOSPITAL","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420065","BON SECOURS-ST FRANCIS XAVIER HOSPITAL","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420065","BON SECOURS-ST FRANCIS XAVIER HOSPITAL","SC","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"420065","BON SECOURS-ST FRANCIS XAVIER HOSPITAL","SC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"420065","BON SECOURS-ST FRANCIS XAVIER HOSPITAL","SC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"420066","LAKE CITY COMMUNITY HOSPITAL","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420066","LAKE CITY COMMUNITY HOSPITAL","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420066","LAKE CITY COMMUNITY HOSPITAL","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420066","LAKE CITY COMMUNITY HOSPITAL","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420066","LAKE CITY COMMUNITY HOSPITAL","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420066","LAKE CITY COMMUNITY HOSPITAL","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420066","LAKE CITY COMMUNITY HOSPITAL","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420067","BEAUFORT COUNTY MEMORIAL HOSPITAL","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420067","BEAUFORT COUNTY MEMORIAL HOSPITAL","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420067","BEAUFORT COUNTY MEMORIAL HOSPITAL","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420067","BEAUFORT COUNTY MEMORIAL HOSPITAL","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420067","BEAUFORT COUNTY MEMORIAL HOSPITAL","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420067","BEAUFORT COUNTY MEMORIAL HOSPITAL","SC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"420067","BEAUFORT COUNTY MEMORIAL HOSPITAL","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420068","TRMC OF ORANGEBURG & CALHOUN","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420068","TRMC OF ORANGEBURG & CALHOUN","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420068","TRMC OF ORANGEBURG & CALHOUN","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420068","TRMC OF ORANGEBURG & CALHOUN","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420068","TRMC OF ORANGEBURG & CALHOUN","SC","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"420068","TRMC OF ORANGEBURG & CALHOUN","SC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"420068","TRMC OF ORANGEBURG & CALHOUN","SC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"420069","CLARENDON MEMORIAL HOSPITAL","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420069","CLARENDON MEMORIAL HOSPITAL","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420069","CLARENDON MEMORIAL HOSPITAL","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420069","CLARENDON MEMORIAL HOSPITAL","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420069","CLARENDON MEMORIAL HOSPITAL","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420069","CLARENDON MEMORIAL HOSPITAL","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420069","CLARENDON MEMORIAL HOSPITAL","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420070","TUOMEY HEALTHCARE SYSTEM","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420070","TUOMEY HEALTHCARE SYSTEM","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420070","TUOMEY HEALTHCARE SYSTEM","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420070","TUOMEY HEALTHCARE SYSTEM","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420070","TUOMEY HEALTHCARE SYSTEM","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420070","TUOMEY HEALTHCARE SYSTEM","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420070","TUOMEY HEALTHCARE SYSTEM","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420071","SELF REGIONAL HEALTHCARE","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420071","SELF REGIONAL HEALTHCARE","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420071","SELF REGIONAL HEALTHCARE","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420071","SELF REGIONAL HEALTHCARE","SC","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"420071","SELF REGIONAL HEALTHCARE","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420071","SELF REGIONAL HEALTHCARE","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420071","SELF REGIONAL HEALTHCARE","SC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"420072","HAMPTON REGIONAL MEDICAL CENTER","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420072","HAMPTON REGIONAL MEDICAL CENTER","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420072","HAMPTON REGIONAL MEDICAL CENTER","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420072","HAMPTON REGIONAL MEDICAL CENTER","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420072","HAMPTON REGIONAL MEDICAL CENTER","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420072","HAMPTON REGIONAL MEDICAL CENTER","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420072","HAMPTON REGIONAL MEDICAL CENTER","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420073","LEXINGTON MEDICAL CENTER","SC","OP_12","Able to receive lab results electronically","No",,"01/01/2012","12/31/2012"
"420073","LEXINGTON MEDICAL CENTER","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"420073","LEXINGTON MEDICAL CENTER","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420073","LEXINGTON MEDICAL CENTER","SC","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"420073","LEXINGTON MEDICAL CENTER","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420073","LEXINGTON MEDICAL CENTER","SC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"420073","LEXINGTON MEDICAL CENTER","SC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"420078","GHS GREENVILLE MEMORIAL MEDICAL CENTER","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420078","GHS GREENVILLE MEMORIAL MEDICAL CENTER","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420078","GHS GREENVILLE MEMORIAL MEDICAL CENTER","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420078","GHS GREENVILLE MEMORIAL MEDICAL CENTER","SC","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"420078","GHS GREENVILLE MEMORIAL MEDICAL CENTER","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420078","GHS GREENVILLE MEMORIAL MEDICAL CENTER","SC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"420078","GHS GREENVILLE MEMORIAL MEDICAL CENTER","SC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"420079","TRIDENT MEDICAL CENTER","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420079","TRIDENT MEDICAL CENTER","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420079","TRIDENT MEDICAL CENTER","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420079","TRIDENT MEDICAL CENTER","SC","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"420079","TRIDENT MEDICAL CENTER","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420079","TRIDENT MEDICAL CENTER","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420079","TRIDENT MEDICAL CENTER","SC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"420080","HILTON HEAD REGIONAL MEDICAL CENTER","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420080","HILTON HEAD REGIONAL MEDICAL CENTER","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420080","HILTON HEAD REGIONAL MEDICAL CENTER","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420080","HILTON HEAD REGIONAL MEDICAL CENTER","SC","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"420080","HILTON HEAD REGIONAL MEDICAL CENTER","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420080","HILTON HEAD REGIONAL MEDICAL CENTER","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420080","HILTON HEAD REGIONAL MEDICAL CENTER","SC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"420082","AIKEN REGIONAL MEDICAL CENTER","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420082","AIKEN REGIONAL MEDICAL CENTER","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"420082","AIKEN REGIONAL MEDICAL CENTER","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420082","AIKEN REGIONAL MEDICAL CENTER","SC","SM_PART_CARD","Cardiac surgery registry","N",,"01/01/2012","12/31/2012"
"420082","AIKEN REGIONAL MEDICAL CENTER","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420082","AIKEN REGIONAL MEDICAL CENTER","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420082","AIKEN REGIONAL MEDICAL CENTER","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420083","MARY BLACK MEMORIAL HOSPITAL","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420083","MARY BLACK MEMORIAL HOSPITAL","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"420083","MARY BLACK MEMORIAL HOSPITAL","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420083","MARY BLACK MEMORIAL HOSPITAL","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420083","MARY BLACK MEMORIAL HOSPITAL","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420083","MARY BLACK MEMORIAL HOSPITAL","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420083","MARY BLACK MEMORIAL HOSPITAL","SC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"420085","GRAND STRAND REGIONAL MEDICAL CENTER","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420085","GRAND STRAND REGIONAL MEDICAL CENTER","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420085","GRAND STRAND REGIONAL MEDICAL CENTER","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420085","GRAND STRAND REGIONAL MEDICAL CENTER","SC","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"420085","GRAND STRAND REGIONAL MEDICAL CENTER","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420085","GRAND STRAND REGIONAL MEDICAL CENTER","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420085","GRAND STRAND REGIONAL MEDICAL CENTER","SC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"420086","PALMETTO HEALTH BAPTIST","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420086","PALMETTO HEALTH BAPTIST","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","No",,"01/01/2012","12/31/2012"
"420086","PALMETTO HEALTH BAPTIST","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420086","PALMETTO HEALTH BAPTIST","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420086","PALMETTO HEALTH BAPTIST","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
"420086","PALMETTO HEALTH BAPTIST","SC","SM_PART_NURSE","Nursing care registry","N",,"01/01/2012","12/31/2012"
"420086","PALMETTO HEALTH BAPTIST","SC","SM_PART_STROKE","Stroke care registry","N",,"01/01/2012","12/31/2012"
"420087","ROPER HOSPITAL","SC","ACS_REGISTRY","Multispecialty surgical registry","Y",,"01/01/2012","12/31/2012"
"420087","ROPER HOSPITAL","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420087","ROPER HOSPITAL","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420087","ROPER HOSPITAL","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420087","ROPER HOSPITAL","SC","SM_PART_CARD","Cardiac surgery registry","Y",,"01/01/2012","12/31/2012"
"420087","ROPER HOSPITAL","SC","SM_PART_GEN_SURG","General Surgery Registry","Y",,"01/01/2012","12/31/2012"
"420087","ROPER HOSPITAL","SC","SM_PART_NURSE","Nursing care registry","Y",,"01/01/2012","12/31/2012"
"420087","ROPER HOSPITAL","SC","SM_PART_STROKE","Stroke care registry","Y",,"01/01/2012","12/31/2012"
"420089","EAST COOPER MEDICAL CENTER","SC","OP_12","Able to receive lab results electronically","Yes",,"01/01/2012","12/31/2012"
"420089","EAST COOPER MEDICAL CENTER","SC","OP_17","Able to track patients’ lab results, tests, and referrals electronically between visits","Yes",,"01/01/2012","12/31/2012"
"420089","EAST COOPER MEDICAL CENTER","SC","OP_25","Safe Surgery Checklist Use","Yes",,"01/01/2012","12/31/2012"
"420089","EAST COOPER MEDICAL CENTER","SC","SM_PART_CARD","Cardiac surgery registry","Does not have a Cardiac Surgery Program",,"01/01/2012","12/31/2012"
"420089","EAST COOPER MEDICAL CENTER","SC","SM_PART_GEN_SURG","General Surgery Registry","N",,"01/01/2012","12/31/2012"
