"State","Condition","Measure Name","State Average"
"WA","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","59"
"WA","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","76"
"WA","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","75"
"WA","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","77"
"WI","Heart Attack","Patients Given Aspirin at Arrival","95"
"WI","Heart Attack","Patients Given Aspirin at Discharge","94"
"WI","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"WI","Heart Attack","Patients Given Beta Blocker at Discharge","92"
"WI","Heart Attack","Patients Given Beta Blocker at Arrival","90"
"WI","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","82"
"WI","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","84"
"WI","Pneumonia","Patients Given Oxygenation Assessment","100"
"WI","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","62"
"WI","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","83"
"WI","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","79"
"WI","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","16"
"WI","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","71"
"WI","Heart Failure","Patients Given Discharge Instructions","59"
"WI","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","72"
"WI","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","86"
"WI","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","73"
"WI","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","83"
"WI","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","75"
"WI","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","69"
"WV","Heart Attack","Patients Given Aspirin at Arrival","90"
"WV","Heart Attack","Patients Given Aspirin at Discharge","83"
"WV","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","77"
"WV","Heart Attack","Patients Given Beta Blocker at Discharge","83"
"WV","Heart Attack","Patients Given Beta Blocker at Arrival","84"
"WV","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","76"
"WV","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","80"
"WV","Pneumonia","Patients Given Oxygenation Assessment","98"
"WV","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","59"
"WV","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","74"
"WV","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","75"
"WV","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","40"
"WV","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","68"
"WV","Heart Failure","Patients Given Discharge Instructions","55"
"WV","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","69"
"WV","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","83"
"WV","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","66"
"WV","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","75"
"WV","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","64"
"WV","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","70"
"WY","Heart Attack","Patients Given Aspirin at Arrival","98"
"WY","Heart Attack","Patients Given Aspirin at Discharge","96"
"WY","Heart Attack","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","94"
"WY","Heart Attack","Patients Given Beta Blocker at Discharge","91"
"WY","Heart Attack","Patients Given Beta Blocker at Arrival","89"
"WY","Heart Failure","Patients Given Assessment of Left Ventricular Function (LVF)","56"
"WY","Heart Failure","Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD)","57"
"WY","Pneumonia","Patients Given Oxygenation Assessment","100"
"WY","Pneumonia","Patients Assessed and Given Pneumococcal Vaccination","60"
"WY","Pneumonia","Patients Given Initial Antibiotic(s) within 4 Hours After Arrival","81"
"WY","Heart Attack","Patients Given Smoking Cessation Advice/Counseling","64"
"WY","Heart Attack","Patients Given Thrombolytic Medication Within 30 Minutes Of Arrival","30"
"WY","Heart Attack","Patients Given PCI Within 120 Minutes Of Arrival","63"
"WY","Heart Failure","Patients Given Discharge Instructions","36"
"WY","Heart Failure","Patients Given Smoking Cessation Advice/Counseling","56"
"WY","Pneumonia","Patients Having a Blood Culture Performed Prior to First Antibiotic Received in Hospital","85"
"WY","Pneumonia","Patients Given Smoking Cessation Advice/Counseling","50"
"WY","Pneumonia","Patients Given the Most Appropriate Initial Antibiotic(s)","81"
"WY","Surgical Infection Prevention","Surgery Patients Who Received Preventative Antibiotic(s) One Hour Before Incision","47"
"WY","Surgical Infection Prevention","Surgery Patients Whose Preventative Antibiotic(s) are Stopped Within 24 hours After Surgery","63"
