Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Measure_Description,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-2_Overall_Footnote,HBIPS-2_1-12_Rate_Per_1000,HBIPS-2_1-12_Num,HBIPS-2_1-12_Den,HBIPS-2_1-12_Footnote,HBIPS-2_13-17_Rate_Per_1000,HBIPS-2_13-17_Num,HBIPS-2_13-17_Den,HBIPS-2_13-17_Footnote,HBIPS-2_18-64_Rate_Per_1000,HBIPS-2_18-64_Num,HBIPS-2_18-64_Den,HBIPS-2_18-64_Footnote,HBIPS-2_65_Over_Rate_Per_1000,HBIPS-2_65_Over_Num,HBIPS-2_65_Over_Den,HBIPS-2_65_Over_Footnote,HBIPS-3_Measure_Description,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,HBIPS-3_Overall_Footnote,HBIPS-3_1-12_Rate_Per_1000,HBIPS-3_1-12_Num,HBIPS-3_1-12_Den,HBIPS-3_1-12_Footnote,HBIPS-3_13-17_Rate_Per_1000,HBIPS-3_13-17_Num,HBIPS-3_13-17_Den,HBIPS-3_13-17_Footnote,HBIPS-3_18-64_Rate_Per_1000,HBIPS-3_18-64_Num,HBIPS-3_18-64_Den,HBIPS-3_18-64_Footnote,HBIPS-3_65_Over_Rate_Per_1000,HBIPS-3_65_Over_Num,HBIPS-3_65_Over_Den,HBIPS-3_65_Over_Footnote,HBIPS-4_Measure_Description,HBIPS-4_Overall_%_of_Total,HBIPS-4_Overall_Num,HBIPS-4_Overall_Den,HBIPS-4_Overall_Footnote,HBIPS-4_1-12_%_of_Total,HBIPS-4_1-12_Num,HBIPS-4_1-12_Den,HBIPS-4_1-12_Footnote,HBIPS-4_13-17_%_of_Total,HBIPS-4_13-17_Num,HBIPS-4_13-17_Den,HBIPS-4_13-17_Footnote,HBIPS-4_18-64_%_of_Total,HBIPS-4_18-64_Num,HBIPS-4_18-64_Den,HBIPS-4_18-64_Footnote,HBIPS-4_65_Over_%_of_Total,HBIPS-4_65_Over_Num,HBIPS-4_65_Over_Den,HBIPS-4_65_Over_Footnote,HBIPS-5_Measure_Description,HBIPS-5_Overall_%_of_Total,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,HBIPS-5_Overall_Footnote,HBIPS-5_1-12_%_of_Total,HBIPS-5_1-12_Num,HBIPS-5_1-12_Den,HBIPS-5_1-12_Footnote,HBIPS-5_13-17_%_of_Total,HBIPS-5_13-17_Num,HBIPS-5_13-17_Den,HBIPS-5_13-17_Footnote,HBIPS-5_18-64_%_of_Total,HBIPS-5_18-64_Num,HBIPS-5_18-64_Den,HBIPS-5_18-64_Footnote,HBIPS-5_65_Over_%_of_Total,HBIPS-5_65_Over_Num,HBIPS-5_65_Over_Den,HBIPS-5_65_Over_Footnote,HBIPS-6_Measure_Description,HBIPS-6_Overall_%_of_Total,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,HBIPS-6_Overall_Footnote,HBIPS-6_1-12_%_of_Total,HBIPS-6_1-12_Num,HBIPS-6_1-12_Den,HBIPS-6_1-12_Footnote,HBIPS-6_13-17_%_of_Total,HBIPS-6_13-17_Num,HBIPS-6_13-17_Den,HBIPS-6_13-17_Footnote,HBIPS-6_18-64_%_of_Total,HBIPS-6_18-64_Num,HBIPS-6_18-64_Den,HBIPS-6_18-64_Footnote,HBIPS-6_65_Over_%_of_Total,HBIPS-6_65_Over_Num,HBIPS-6_65_Over_Den,HBIPS-6_65_Over_Footnote,HBIPS-7_Measure_Description,HBIPS-7_Overall_%_of_Total,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,HBIPS-7_Overall_Footnote,HBIPS-7_1-12_%_of_Total,HBIPS-7_1-12_Num,HBIPS-7_1-12_Den,HBIPS-7_1-12_Footnote,HBIPS-7_13-17_%_of_Total,HBIPS-7_13-17_Num,HBIPS-7_13-17_Den,HBIPS-7_13-17_Footnote,HBIPS-7_18-64_%_of_Total,HBIPS-7_18-64_Num,HBIPS-7_18-64_Den,HBIPS-7_18-64_Footnote,HBIPS-7_65_Over_%_of_Total,HBIPS-7_65_Over_Num,HBIPS-7_65_Over_Den,HBIPS-7_65_Over_Footnote,Start_Date,End_Date
"010040","GADSDEN REGIONAL MEDICAL CENTER","1007 GOODYEAR AVENUE","GADSDEN","AL","35903","ETOWAH","Hours of physical-restraint use","0.00","0.00","2007","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","268","","0.00","0.00","1739","","Hours of seclusion","0.00","0.00","2027","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","268","","0.00","0.00","1759","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","75.00","102","136","","Not Available","0","0","7","Not Available","0","0","7","76.47","13","17","","74.79","89","119","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","73.53","100","136","","Not Available","0","0","7","Not Available","0","0","7","76.47","13","17","","73.11","87","119","","10/01/2012","03/31/2013"
"010062","WIREGRASS MEDICAL CENTER","1200 W MAPLE AVENUE","GENEVA","AL","36340","GENEVA","Hours of physical-restraint use","0.00","0.00","861","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","171","","0.00","0.00","690","","Hours of seclusion","0.00","0.00","861","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","171","","0.00","0.00","690","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","0.00","0","65","","Not Available","0","0","7","Not Available","0","0","7","0.00","0","15","","0.00","0","50","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00","65","65","","Not Available","0","0","7","Not Available","0","0","7","100.00","15","15","","100.00","50","50","","10/01/2012","03/31/2013"
"010069","MEDICAL CENTER BARBOUR","820 W WASHINGTON ST","EUFAULA","AL","36027","BARBOUR","Hours of physical-restraint use","0.00","0.00","1969","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","436","","0.00","0.00","1533","","Hours of seclusion","0.00","0.00","1969","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","436","","0.00","0.00","1533","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","100.00","1969","1969","","Not Available","0","0","7","Not Available","0","0","7","100.00","436","436","","100.00","1533","1533","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00","1969","1969","","Not Available","0","0","7","Not Available","0","0","7","100.00","436","436","","100.00","1533","1533","","10/01/2012","03/31/2013"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","ANNISTON","AL","36207","CALHOUN","Hours of physical-restraint use","31.02","1099.75","1477","","Not Available","0.00","0","7","Not Available","0.00","0","7","26.04","455.00","728","","35.87","644.75","749","","Hours of seclusion","0.19","6.85","1477","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.39","6.85","728","","0.00","0.00","749","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"010085","DECATUR MORGAN HOSPITAL-DECATUR CAMPUS","1201 7TH STREET SE","DECATUR","AL","35601","MORGAN","Hours of physical-restraint use","0.00","0.00","6731","","0.00","0.00","76","","0.00","0.00","1017","","0.00","0.00","4419","","0.00","0.00","1219","","Hours of seclusion","0.00","0.00","6731","","0.00","0.00","76","","0.00","0.00","1017","","0.00","0.00","4419","","0.00","0.00","1219","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","Not Available","Not Available","Not Available","1","0.00","0","16","","0.00","0","106","","Not Available","Not Available","Not Available","1","0.00","0","100","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","Not Available","Not Available","Not Available","1","0.00","0","16","","0.00","0","106","","Not Available","Not Available","Not Available","1","0.00","0","100","","10/01/2012","03/31/2013"
"010086","NORTHWEST MEDICAL CENTER","1530 U S HIGHWAY 43","WINFIELD","AL","35594","MARION","Hours of physical-restraint use","0.00","0.00","1453","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","380","","0.00","0.00","1073","","Hours of seclusion","0.00","0.00","1453","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","380","","0.00","0.00","1073","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","29.70","30","101","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","31.43","22","70","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","28.71","29","101","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","31.43","22","70","","10/01/2012","03/31/2013"
"010091","GROVE HILL MEMORIAL HOSPITAL","295 JACKSON HWY S","GROVE HILL","AL","36451","CLARKE","Hours of physical-restraint use","0.00","0.00","73","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","15","","0.00","0.00","58","","Hours of seclusion","0.57","1.00","73","","Not Available","0.00","0","7","Not Available","0.00","0","7","2.78","1.00","15","","0.00","0.00","58","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","90.41","66","73","","Not Available","0","0","7","Not Available","0","0","7","93.33","14","15","","89.66","52","58","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","90.41","66","73","","Not Available","0","0","7","Not Available","0","0","7","93.33","14","15","","89.66","52","58","","10/01/2012","03/31/2013"
"010092","D C H REGIONAL MEDICAL CENTER","809 UNIVERSITY BOULEVARD EAST","TUSCALOOSA","AL","35401","TUSCALOOSA","Hours of physical-restraint use","0.69","99.67","6051","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.85","99.67","4869","","0.00","0.00","1182","","Hours of seclusion","0.72","104.95","6051","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.90","104.95","4869","","0.00","0.00","1182","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","96.92","283","292","","Not Available","0","0","7","Not Available","0","0","7","96.06","195","203","","98.88","88","89","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","87.67","256","292","","Not Available","0","0","7","Not Available","0","0","7","87.68","178","203","","87.64","78","89","","10/01/2012","03/31/2013"
"010101","CITIZENS BAPTIST MEDICAL CENTER","604 STONE AVENUE","TALLADEGA","AL","35161","TALLADEGA","Hours of physical-restraint use","0.00","0.00","1092","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","277","","0.00","0.00","815","","Hours of seclusion","0.00","0.00","1092","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","277","","0.00","0.00","815","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","Not Available","Not Available","Not Available","1","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"010103","BAPTIST MEDICAL CENTER-PRINCETON","701 PRINCETON AVENUE SOUTHWEST","BIRMINGHAM","AL","35211","JEFFERSON","Hours of physical-restraint use","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Hours of seclusion","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","94.00","94","100","","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","94.00","94","100","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","92.00","92","100","","Not Available","0","0","7","Not Available","0","0","7","Not Available","0","0","7","92.00","92","100","","10/01/2012","03/31/2013"
"010104","TRINITY MEDICAL CENTER","800 MONTCLAIR RD","BIRMINGHAM","AL","35213","JEFFERSON","Hours of physical-restraint use","3.86","153.00","1652","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","262","","4.59","153.00","1390","","Hours of seclusion","0.00","0.00","1652","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","262","","0.00","0.00","1390","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","100.00","115","115","","Not Available","0","0","7","Not Available","0","0","7","100.00","20","20","","100.00","95","95","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","100.00","115","115","","Not Available","0","0","7","Not Available","0","0","7","100.00","20","20","","100.00","95","95","","10/01/2012","03/31/2013"
"010110","BULLOCK COUNTY HOSPITAL","102 WEST CONECUH AVENUE","UNION SPRINGS","AL","36089","BULLOCK","Hours of physical-restraint use","0.00","0.00","3150","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","2774","","0.00","0.00","376","","Hours of seclusion","1.61","121.87","3150","","Not Available","0.00","0","7","Not Available","0.00","0","7","1.83","121.87","2774","","0.00","0.00","376","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","64.23","79","123","","Not Available","0","0","7","Not Available","0","0","7","65.91","58","88","","60.00","21","35","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","29.27","36","123","","Not Available","0","0","7","Not Available","0","0","7","23.86","21","88","","42.86","15","35","","10/01/2012","03/31/2013"
"010112","BRYAN W WHITFIELD MEM HOSP INC","105 HIGHWAY 80 EAST","DEMOPOLIS","AL","36732","MARENGO","Hours of physical-restraint use","0.00","0.00","29736","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","8664","","0.00","0.00","21072","","Hours of seclusion","0.00","1.33","29736","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.01","1.33","8664","","0.00","0.00","21072","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","52.87","46","87","","Not Available","0","0","7","Not Available","0","0","7","54.55","12","22","","52.31","34","65","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","52.87","46","87","","Not Available","0","0","7","Not Available","0","0","7","54.55","12","22","","52.31","34","65","","10/01/2012","03/31/2013"
"010113","MOBILE INFIRMARY","5 MOBILE INFIRMARY CIRCLE","MOBILE","AL","36652","MOBILE","Hours of physical-restraint use","3.75","308.83","3431","","Not Available","0.00","0","7","Not Available","0.00","0","7","5.87","302.17","2146","","0.22","6.67","1285","","Hours of seclusion","0.25","20.50","3431","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.40","20.50","2146","","0.00","0.00","1285","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","94.62","211","223","","Not Available","0","0","7","Not Available","0","0","7","92.38","97","105","","96.61","114","118","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","90.13","201","223","","Not Available","0","0","7","Not Available","0","0","7","85.71","90","105","","94.07","111","118","","10/01/2012","03/31/2013"
"010114","MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM","995 9TH AVENUE SOUTHWEST","BESSEMER","AL","35021","JEFFERSON","Hours of physical-restraint use","0.89","17.84","834","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","45","","0.94","17.84","789","","Hours of seclusion","0.02","0.31","834","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","45","","0.02","0.31","789","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","62.96","51","81","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","63.64","49","77","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","62.96","51","81","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","63.64","49","77","","10/01/2012","03/31/2013"
"010125","LAKELAND COMMUNITY HOSPITAL","42024 HIGHWAY 195 E     POST OFFICE BOX 780","HALEYVILLE","AL","35565","WINSTON","Hours of physical-restraint use","0.00","0.00","922","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","322","","0.00","0.00","600","","Hours of seclusion","0.00","0.00","922","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","322","","0.00","0.00","600","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","46.77","29","62","","Not Available","0","0","7","Not Available","0","0","7","60.00","15","25","","37.84","14","37","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","24.19","15","62","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","Not Available","Not Available","Not Available","1","10/01/2012","03/31/2013"
"010129","NORTH BALDWIN INFIRMARY","1815 HAND AVENUE","BAY MINETTE","AL","36507","BALDWIN","Hours of physical-restraint use","0.00","0.00","812","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","135","","0.00","0.00","677","","Hours of seclusion","0.00","0.00","812","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","135","","0.00","0.00","677","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","93.62","88","94","","Not Available","0","0","7","Not Available","0","0","7","100.00","17","17","","92.21","71","77","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","61.70","58","94","","Not Available","0","0","7","Not Available","0","0","7","Not Available","Not Available","Not Available","1","63.64","49","77","","10/01/2012","03/31/2013"
"010139","BROOKWOOD MEDICAL CENTER","2010 BROOKWOOD MEDICAL CENTER DRIVE","BIRMINGHAM","AL","35209","JEFFERSON","Hours of physical-restraint use","0.08","41.00","20587","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.09","35.75","17176","","0.06","5.25","3411","","Hours of seclusion","0.00","0.00","20587","","Not Available","0.00","0","7","Not Available","0.00","0","7","0.00","0.00","17176","","0.00","0.00","3411","","Patients discharged on multiple antipsychotic medications","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Patients discharged on multiple antipsychotic medications with appropriate justification","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","4","Post-discharge continuing care plan created","81.92","367","448","","Not Available","0","0","7","Not Available","0","0","7","81.71","286","350","","82.65","81","98","","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","79.02","354","448","","Not Available","0","0","7","Not Available","0","0","7","79.14","277","350","","78.57","77","98","","10/01/2012","03/31/2013"
