"State","Diagnosis Related Group","Denominator","Footnote","Measure Start Date","Measure End Date"
"MT","Revision of hip or knee replacement w MCC","14","","10/01/2012","09/30/2013"
"NC","Revision of hip or knee replacement w MCC","145","","10/01/2012","09/30/2013"
"ND","Revision of hip or knee replacement w MCC","15","","10/01/2012","09/30/2013"
"NE","Revision of hip or knee replacement w MCC","23","","10/01/2012","09/30/2013"
"NH","Revision of hip or knee replacement w MCC","17","","10/01/2012","09/30/2013"
"NJ","Revision of hip or knee replacement w MCC","96","","10/01/2012","09/30/2013"
"NM","Revision of hip or knee replacement w MCC","13","","10/01/2012","09/30/2013"
"NV","Revision of hip or knee replacement w MCC","49","","10/01/2012","09/30/2013"
"NY","Revision of hip or knee replacement w MCC","185","","10/01/2012","09/30/2013"
"OH","Revision of hip or knee replacement w MCC","153","","10/01/2012","09/30/2013"
"OK","Revision of hip or knee replacement w MCC","45","","10/01/2012","09/30/2013"
"OR","Revision of hip or knee replacement w MCC","44","","10/01/2012","09/30/2013"
"PA","Revision of hip or knee replacement w MCC","195","","10/01/2012","09/30/2013"
"PR","Revision of hip or knee replacement w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"RI","Revision of hip or knee replacement w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"SC","Revision of hip or knee replacement w MCC","58","","10/01/2012","09/30/2013"
"SD","Revision of hip or knee replacement w MCC","22","","10/01/2012","09/30/2013"
"TN","Revision of hip or knee replacement w MCC","106","","10/01/2012","09/30/2013"
"TX","Revision of hip or knee replacement w MCC","360","","10/01/2012","09/30/2013"
"UT","Revision of hip or knee replacement w MCC","40","","10/01/2012","09/30/2013"
"VA","Revision of hip or knee replacement w MCC","106","","10/01/2012","09/30/2013"
"VT","Revision of hip or knee replacement w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Revision of hip or knee replacement w MCC","72","","10/01/2012","09/30/2013"
"WI","Revision of hip or knee replacement w MCC","79","","10/01/2012","09/30/2013"
"WV","Revision of hip or knee replacement w MCC","25","","10/01/2012","09/30/2013"
"WY","Revision of hip or knee replacement w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Revision of hip or knee replacement w CC","37","","10/01/2012","09/30/2013"
"AL","Revision of hip or knee replacement w CC","537","","10/01/2012","09/30/2013"
"AR","Revision of hip or knee replacement w CC","271","","10/01/2012","09/30/2013"
"AZ","Revision of hip or knee replacement w CC","549","","10/01/2012","09/30/2013"
"CA","Revision of hip or knee replacement w CC","1545","","10/01/2012","09/30/2013"
"CO","Revision of hip or knee replacement w CC","345","","10/01/2012","09/30/2013"
"CT","Revision of hip or knee replacement w CC","219","","10/01/2012","09/30/2013"
"DC","Revision of hip or knee replacement w CC","54","","10/01/2012","09/30/2013"
"DE","Revision of hip or knee replacement w CC","88","","10/01/2012","09/30/2013"
"FL","Revision of hip or knee replacement w CC","1756","","10/01/2012","09/30/2013"
"GA","Revision of hip or knee replacement w CC","562","","10/01/2012","09/30/2013"
"HI","Revision of hip or knee replacement w CC","27","","10/01/2012","09/30/2013"
"IA","Revision of hip or knee replacement w CC","327","","10/01/2012","09/30/2013"
"ID","Revision of hip or knee replacement w CC","81","","10/01/2012","09/30/2013"
"IL","Revision of hip or knee replacement w CC","1186","","10/01/2012","09/30/2013"
"IN","Revision of hip or knee replacement w CC","543","","10/01/2012","09/30/2013"
"KS","Revision of hip or knee replacement w CC","372","","10/01/2012","09/30/2013"
"KY","Revision of hip or knee replacement w CC","445","","10/01/2012","09/30/2013"
"LA","Revision of hip or knee replacement w CC","255","","10/01/2012","09/30/2013"
"MA","Revision of hip or knee replacement w CC","432","","10/01/2012","09/30/2013"
"MD","Revision of hip or knee replacement w CC","417","","10/01/2012","09/30/2013"
"ME","Revision of hip or knee replacement w CC","111","","10/01/2012","09/30/2013"
"MI","Revision of hip or knee replacement w CC","897","","10/01/2012","09/30/2013"
"MN","Revision of hip or knee replacement w CC","715","","10/01/2012","09/30/2013"
"MO","Revision of hip or knee replacement w CC","642","","10/01/2012","09/30/2013"
"MS","Revision of hip or knee replacement w CC","170","","10/01/2012","09/30/2013"
"MT","Revision of hip or knee replacement w CC","111","","10/01/2012","09/30/2013"
"NC","Revision of hip or knee replacement w CC","931","","10/01/2012","09/30/2013"
"ND","Revision of hip or knee replacement w CC","113","","10/01/2012","09/30/2013"
"NE","Revision of hip or knee replacement w CC","249","","10/01/2012","09/30/2013"
"NH","Revision of hip or knee replacement w CC","106","","10/01/2012","09/30/2013"
"NJ","Revision of hip or knee replacement w CC","537","","10/01/2012","09/30/2013"
"NM","Revision of hip or knee replacement w CC","57","","10/01/2012","09/30/2013"
"NV","Revision of hip or knee replacement w CC","171","","10/01/2012","09/30/2013"
"NY","Revision of hip or knee replacement w CC","918","","10/01/2012","09/30/2013"
"OH","Revision of hip or knee replacement w CC","965","","10/01/2012","09/30/2013"
"OK","Revision of hip or knee replacement w CC","447","","10/01/2012","09/30/2013"
"OR","Revision of hip or knee replacement w CC","192","","10/01/2012","09/30/2013"
"PA","Revision of hip or knee replacement w CC","1100","","10/01/2012","09/30/2013"
"PR","Revision of hip or knee replacement w CC","13","","10/01/2012","09/30/2013"
"RI","Revision of hip or knee replacement w CC","36","","10/01/2012","09/30/2013"
"SC","Revision of hip or knee replacement w CC","345","","10/01/2012","09/30/2013"
"SD","Revision of hip or knee replacement w CC","137","","10/01/2012","09/30/2013"
"TN","Revision of hip or knee replacement w CC","644","","10/01/2012","09/30/2013"
"TX","Revision of hip or knee replacement w CC","1704","","10/01/2012","09/30/2013"
"UT","Revision of hip or knee replacement w CC","201","","10/01/2012","09/30/2013"
"VA","Revision of hip or knee replacement w CC","620","","10/01/2012","09/30/2013"
"VT","Revision of hip or knee replacement w CC","28","","10/01/2012","09/30/2013"
"WA","Revision of hip or knee replacement w CC","513","","10/01/2012","09/30/2013"
"WI","Revision of hip or knee replacement w CC","528","","10/01/2012","09/30/2013"
"WV","Revision of hip or knee replacement w CC","92","","10/01/2012","09/30/2013"
"WY","Revision of hip or knee replacement w CC","24","","10/01/2012","09/30/2013"
"AK","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","37","","10/01/2012","09/30/2013"
"AR","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","37","","10/01/2012","09/30/2013"
"AZ","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","35","","10/01/2012","09/30/2013"
"CA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","250","","10/01/2012","09/30/2013"
"CO","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","34","","10/01/2012","09/30/2013"
"CT","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","28","","10/01/2012","09/30/2013"
"DC","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"DE","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","22","","10/01/2012","09/30/2013"
"FL","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","417","","10/01/2012","09/30/2013"
"GA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","76","","10/01/2012","09/30/2013"
"HI","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","15","","10/01/2012","09/30/2013"
"ID","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IL","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","151","","10/01/2012","09/30/2013"
"IN","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","85","","10/01/2012","09/30/2013"
"KS","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","26","","10/01/2012","09/30/2013"
"KY","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","66","","10/01/2012","09/30/2013"
"LA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","41","","10/01/2012","09/30/2013"
"MA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","113","","10/01/2012","09/30/2013"
"MD","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","31","","10/01/2012","09/30/2013"
"ME","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"MI","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","130","","10/01/2012","09/30/2013"
"MN","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"MO","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","83","","10/01/2012","09/30/2013"
"MS","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","39","","10/01/2012","09/30/2013"
"MT","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NC","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","59","","10/01/2012","09/30/2013"
"ND","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NE","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","12","","10/01/2012","09/30/2013"
"NH","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","14","","10/01/2012","09/30/2013"
"NJ","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","82","","10/01/2012","09/30/2013"
"NM","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","24","","10/01/2012","09/30/2013"
"NV","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NY","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","195","","10/01/2012","09/30/2013"
"OH","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","148","","10/01/2012","09/30/2013"
"OK","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","31","","10/01/2012","09/30/2013"
"OR","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","16","","10/01/2012","09/30/2013"
"PA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","130","","10/01/2012","09/30/2013"
"PR","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"RI","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"SC","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","31","","10/01/2012","09/30/2013"
"SD","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"TN","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","90","","10/01/2012","09/30/2013"
"TX","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","202","","10/01/2012","09/30/2013"
"UT","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","78","","10/01/2012","09/30/2013"
"VI","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VT","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","21","","10/01/2012","09/30/2013"
"WI","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","18","","10/01/2012","09/30/2013"
"WV","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","22","","10/01/2012","09/30/2013"
"WY","Biopsies of musculoskeletal system and connective tissue w/o CC/MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Biopsies of musculoskeletal system and connective tissue w MCC","49","","10/01/2012","09/30/2013"
"AR","Biopsies of musculoskeletal system and connective tissue w MCC","23","","10/01/2012","09/30/2013"
"AZ","Biopsies of musculoskeletal system and connective tissue w MCC","31","","10/01/2012","09/30/2013"
"CA","Biopsies of musculoskeletal system and connective tissue w MCC","201","","10/01/2012","09/30/2013"
"CO","Biopsies of musculoskeletal system and connective tissue w MCC","36","","10/01/2012","09/30/2013"
"CT","Biopsies of musculoskeletal system and connective tissue w MCC","36","","10/01/2012","09/30/2013"
"DC","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"DE","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"FL","Biopsies of musculoskeletal system and connective tissue w MCC","246","","10/01/2012","09/30/2013"
"GA","Biopsies of musculoskeletal system and connective tissue w MCC","83","","10/01/2012","09/30/2013"
"HI","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IA","Biopsies of musculoskeletal system and connective tissue w MCC","12","","10/01/2012","09/30/2013"
"ID","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IL","Biopsies of musculoskeletal system and connective tissue w MCC","125","","10/01/2012","09/30/2013"
"IN","Biopsies of musculoskeletal system and connective tissue w MCC","58","","10/01/2012","09/30/2013"
"KS","Biopsies of musculoskeletal system and connective tissue w MCC","18","","10/01/2012","09/30/2013"
"KY","Biopsies of musculoskeletal system and connective tissue w MCC","54","","10/01/2012","09/30/2013"
"LA","Biopsies of musculoskeletal system and connective tissue w MCC","37","","10/01/2012","09/30/2013"
"MA","Biopsies of musculoskeletal system and connective tissue w MCC","81","","10/01/2012","09/30/2013"
"MD","Biopsies of musculoskeletal system and connective tissue w MCC","33","","10/01/2012","09/30/2013"
"ME","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"MI","Biopsies of musculoskeletal system and connective tissue w MCC","133","","10/01/2012","09/30/2013"
"MN","Biopsies of musculoskeletal system and connective tissue w MCC","22","","10/01/2012","09/30/2013"
"MO","Biopsies of musculoskeletal system and connective tissue w MCC","86","","10/01/2012","09/30/2013"
"MS","Biopsies of musculoskeletal system and connective tissue w MCC","38","","10/01/2012","09/30/2013"
"MT","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NC","Biopsies of musculoskeletal system and connective tissue w MCC","84","","10/01/2012","09/30/2013"
"ND","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NE","Biopsies of musculoskeletal system and connective tissue w MCC","21","","10/01/2012","09/30/2013"
"NH","Biopsies of musculoskeletal system and connective tissue w MCC","11","","10/01/2012","09/30/2013"
"NJ","Biopsies of musculoskeletal system and connective tissue w MCC","63","","10/01/2012","09/30/2013"
"NM","Biopsies of musculoskeletal system and connective tissue w MCC","15","","10/01/2012","09/30/2013"
"NV","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NY","Biopsies of musculoskeletal system and connective tissue w MCC","159","","10/01/2012","09/30/2013"
"OH","Biopsies of musculoskeletal system and connective tissue w MCC","125","","10/01/2012","09/30/2013"
"OK","Biopsies of musculoskeletal system and connective tissue w MCC","23","","10/01/2012","09/30/2013"
"OR","Biopsies of musculoskeletal system and connective tissue w MCC","25","","10/01/2012","09/30/2013"
"PA","Biopsies of musculoskeletal system and connective tissue w MCC","125","","10/01/2012","09/30/2013"
"PR","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"RI","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"SC","Biopsies of musculoskeletal system and connective tissue w MCC","39","","10/01/2012","09/30/2013"
"SD","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"TN","Biopsies of musculoskeletal system and connective tissue w MCC","73","","10/01/2012","09/30/2013"
"TX","Biopsies of musculoskeletal system and connective tissue w MCC","248","","10/01/2012","09/30/2013"
"UT","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"VA","Biopsies of musculoskeletal system and connective tissue w MCC","86","","10/01/2012","09/30/2013"
"VT","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Biopsies of musculoskeletal system and connective tissue w MCC","28","","10/01/2012","09/30/2013"
"WI","Biopsies of musculoskeletal system and connective tissue w MCC","26","","10/01/2012","09/30/2013"
"WV","Biopsies of musculoskeletal system and connective tissue w MCC","11","","10/01/2012","09/30/2013"
"WY","Biopsies of musculoskeletal system and connective tissue w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Biopsies of musculoskeletal system and connective tissue w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Biopsies of musculoskeletal system and connective tissue w CC","95","","10/01/2012","09/30/2013"
"AR","Biopsies of musculoskeletal system and connective tissue w CC","93","","10/01/2012","09/30/2013"
"AZ","Biopsies of musculoskeletal system and connective tissue w CC","102","","10/01/2012","09/30/2013"
"CA","Biopsies of musculoskeletal system and connective tissue w CC","509","","10/01/2012","09/30/2013"
"CO","Biopsies of musculoskeletal system and connective tissue w CC","78","","10/01/2012","09/30/2013"
"CT","Biopsies of musculoskeletal system and connective tissue w CC","78","","10/01/2012","09/30/2013"
"DC","Biopsies of musculoskeletal system and connective tissue w CC","15","","10/01/2012","09/30/2013"
"DE","Biopsies of musculoskeletal system and connective tissue w CC","41","","10/01/2012","09/30/2013"
"FL","Biopsies of musculoskeletal system and connective tissue w CC","845","","10/01/2012","09/30/2013"
"GA","Biopsies of musculoskeletal system and connective tissue w CC","166","","10/01/2012","09/30/2013"
"HI","Biopsies of musculoskeletal system and connective tissue w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"IA","Biopsies of musculoskeletal system and connective tissue w CC","39","","10/01/2012","09/30/2013"
"ID","Biopsies of musculoskeletal system and connective tissue w CC","18","","10/01/2012","09/30/2013"
"IL","Biopsies of musculoskeletal system and connective tissue w CC","424","","10/01/2012","09/30/2013"
"IN","Biopsies of musculoskeletal system and connective tissue w CC","154","","10/01/2012","09/30/2013"
"KS","Biopsies of musculoskeletal system and connective tissue w CC","73","","10/01/2012","09/30/2013"
"KY","Biopsies of musculoskeletal system and connective tissue w CC","141","","10/01/2012","09/30/2013"
"LA","Biopsies of musculoskeletal system and connective tissue w CC","95","","10/01/2012","09/30/2013"
"MA","Biopsies of musculoskeletal system and connective tissue w CC","215","","10/01/2012","09/30/2013"
"MD","Biopsies of musculoskeletal system and connective tissue w CC","103","","10/01/2012","09/30/2013"
"ME","Biopsies of musculoskeletal system and connective tissue w CC","29","","10/01/2012","09/30/2013"
"MI","Biopsies of musculoskeletal system and connective tissue w CC","323","","10/01/2012","09/30/2013"
"MN","Biopsies of musculoskeletal system and connective tissue w CC","50","","10/01/2012","09/30/2013"
"MO","Biopsies of musculoskeletal system and connective tissue w CC","183","","10/01/2012","09/30/2013"
"MS","Biopsies of musculoskeletal system and connective tissue w CC","99","","10/01/2012","09/30/2013"
"MT","Biopsies of musculoskeletal system and connective tissue w CC","30","","10/01/2012","09/30/2013"
"NC","Biopsies of musculoskeletal system and connective tissue w CC","205","","10/01/2012","09/30/2013"
"ND","Biopsies of musculoskeletal system and connective tissue w CC","13","","10/01/2012","09/30/2013"
"NE","Biopsies of musculoskeletal system and connective tissue w CC","50","","10/01/2012","09/30/2013"
"NH","Biopsies of musculoskeletal system and connective tissue w CC","31","","10/01/2012","09/30/2013"
"NJ","Biopsies of musculoskeletal system and connective tissue w CC","215","","10/01/2012","09/30/2013"
"NM","Biopsies of musculoskeletal system and connective tissue w CC","33","","10/01/2012","09/30/2013"
"NV","Biopsies of musculoskeletal system and connective tissue w CC","36","","10/01/2012","09/30/2013"
"NY","Biopsies of musculoskeletal system and connective tissue w CC","482","","10/01/2012","09/30/2013"
"OH","Biopsies of musculoskeletal system and connective tissue w CC","301","","10/01/2012","09/30/2013"
"OK","Biopsies of musculoskeletal system and connective tissue w CC","81","","10/01/2012","09/30/2013"
"OR","Biopsies of musculoskeletal system and connective tissue w CC","45","","10/01/2012","09/30/2013"
"PA","Biopsies of musculoskeletal system and connective tissue w CC","306","","10/01/2012","09/30/2013"
"PR","Biopsies of musculoskeletal system and connective tissue w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"RI","Biopsies of musculoskeletal system and connective tissue w CC","11","","10/01/2012","09/30/2013"
"SC","Biopsies of musculoskeletal system and connective tissue w CC","88","","10/01/2012","09/30/2013"
"SD","Biopsies of musculoskeletal system and connective tissue w CC","18","","10/01/2012","09/30/2013"
"TN","Biopsies of musculoskeletal system and connective tissue w CC","196","","10/01/2012","09/30/2013"
"TX","Biopsies of musculoskeletal system and connective tissue w CC","612","","10/01/2012","09/30/2013"
"UT","Biopsies of musculoskeletal system and connective tissue w CC","18","","10/01/2012","09/30/2013"
"VA","Biopsies of musculoskeletal system and connective tissue w CC","238","","10/01/2012","09/30/2013"
"VT","Biopsies of musculoskeletal system and connective tissue w CC","11","","10/01/2012","09/30/2013"
"WA","Biopsies of musculoskeletal system and connective tissue w CC","79","","10/01/2012","09/30/2013"
"WI","Biopsies of musculoskeletal system and connective tissue w CC","77","","10/01/2012","09/30/2013"
"WV","Biopsies of musculoskeletal system and connective tissue w CC","56","","10/01/2012","09/30/2013"
"WY","Biopsies of musculoskeletal system and connective tissue w CC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AK","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"AL","Other musculoskelet sys and conn tiss O.R. proc w MCC","74","","10/01/2012","09/30/2013"
"AR","Other musculoskelet sys and conn tiss O.R. proc w MCC","62","","10/01/2012","09/30/2013"
"AZ","Other musculoskelet sys and conn tiss O.R. proc w MCC","74","","10/01/2012","09/30/2013"
"CA","Other musculoskelet sys and conn tiss O.R. proc w MCC","298","","10/01/2012","09/30/2013"
"CO","Other musculoskelet sys and conn tiss O.R. proc w MCC","51","","10/01/2012","09/30/2013"
"CT","Other musculoskelet sys and conn tiss O.R. proc w MCC","47","","10/01/2012","09/30/2013"
"DC","Other musculoskelet sys and conn tiss O.R. proc w MCC","14","","10/01/2012","09/30/2013"
"DE","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"FL","Other musculoskelet sys and conn tiss O.R. proc w MCC","275","","10/01/2012","09/30/2013"
"GA","Other musculoskelet sys and conn tiss O.R. proc w MCC","84","","10/01/2012","09/30/2013"
"HI","Other musculoskelet sys and conn tiss O.R. proc w MCC","15","","10/01/2012","09/30/2013"
"IA","Other musculoskelet sys and conn tiss O.R. proc w MCC","45","","10/01/2012","09/30/2013"
"ID","Other musculoskelet sys and conn tiss O.R. proc w MCC","20","","10/01/2012","09/30/2013"
"IL","Other musculoskelet sys and conn tiss O.R. proc w MCC","219","","10/01/2012","09/30/2013"
"IN","Other musculoskelet sys and conn tiss O.R. proc w MCC","97","","10/01/2012","09/30/2013"
"KS","Other musculoskelet sys and conn tiss O.R. proc w MCC","79","","10/01/2012","09/30/2013"
"KY","Other musculoskelet sys and conn tiss O.R. proc w MCC","66","","10/01/2012","09/30/2013"
"LA","Other musculoskelet sys and conn tiss O.R. proc w MCC","59","","10/01/2012","09/30/2013"
"MA","Other musculoskelet sys and conn tiss O.R. proc w MCC","81","","10/01/2012","09/30/2013"
"MD","Other musculoskelet sys and conn tiss O.R. proc w MCC","66","","10/01/2012","09/30/2013"
"ME","Other musculoskelet sys and conn tiss O.R. proc w MCC","23","","10/01/2012","09/30/2013"
"MI","Other musculoskelet sys and conn tiss O.R. proc w MCC","187","","10/01/2012","09/30/2013"
"MN","Other musculoskelet sys and conn tiss O.R. proc w MCC","54","","10/01/2012","09/30/2013"
"MO","Other musculoskelet sys and conn tiss O.R. proc w MCC","114","","10/01/2012","09/30/2013"
"MS","Other musculoskelet sys and conn tiss O.R. proc w MCC","28","","10/01/2012","09/30/2013"
"MT","Other musculoskelet sys and conn tiss O.R. proc w MCC","12","","10/01/2012","09/30/2013"
"NC","Other musculoskelet sys and conn tiss O.R. proc w MCC","147","","10/01/2012","09/30/2013"
"ND","Other musculoskelet sys and conn tiss O.R. proc w MCC","23","","10/01/2012","09/30/2013"
"NE","Other musculoskelet sys and conn tiss O.R. proc w MCC","39","","10/01/2012","09/30/2013"
"NH","Other musculoskelet sys and conn tiss O.R. proc w MCC","13","","10/01/2012","09/30/2013"
"NJ","Other musculoskelet sys and conn tiss O.R. proc w MCC","88","","10/01/2012","09/30/2013"
"NM","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"NV","Other musculoskelet sys and conn tiss O.R. proc w MCC","44","","10/01/2012","09/30/2013"
"NY","Other musculoskelet sys and conn tiss O.R. proc w MCC","140","","10/01/2012","09/30/2013"
"OH","Other musculoskelet sys and conn tiss O.R. proc w MCC","158","","10/01/2012","09/30/2013"
"OK","Other musculoskelet sys and conn tiss O.R. proc w MCC","60","","10/01/2012","09/30/2013"
"OR","Other musculoskelet sys and conn tiss O.R. proc w MCC","24","","10/01/2012","09/30/2013"
"PA","Other musculoskelet sys and conn tiss O.R. proc w MCC","141","","10/01/2012","09/30/2013"
"PR","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"RI","Other musculoskelet sys and conn tiss O.R. proc w MCC","15","","10/01/2012","09/30/2013"
"SC","Other musculoskelet sys and conn tiss O.R. proc w MCC","52","","10/01/2012","09/30/2013"
"SD","Other musculoskelet sys and conn tiss O.R. proc w MCC","11","","10/01/2012","09/30/2013"
"TN","Other musculoskelet sys and conn tiss O.R. proc w MCC","100","","10/01/2012","09/30/2013"
"TX","Other musculoskelet sys and conn tiss O.R. proc w MCC","349","","10/01/2012","09/30/2013"
"UT","Other musculoskelet sys and conn tiss O.R. proc w MCC","19","","10/01/2012","09/30/2013"
"VA","Other musculoskelet sys and conn tiss O.R. proc w MCC","130","","10/01/2012","09/30/2013"
"VT","Other musculoskelet sys and conn tiss O.R. proc w MCC","Not Available","1 - The number of cases/patients is too few to report.","10/01/2012","09/30/2013"
"WA","Other musculoskelet sys and conn tiss O.R. proc w MCC","60","","10/01/2012","09/30/2013"
"WI","Other musculoskelet sys and conn tiss O.R. proc w MCC","67","","10/01/2012","09/30/2013"
