"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"ME","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","96","","01/01/2013","09/30/2013"
"MI","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","94","","01/01/2013","09/30/2013"
"MN","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","95","","01/01/2013","09/30/2013"
"MO","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","95","","01/01/2013","09/30/2013"
"MP","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","Not Available","","01/01/2013","09/30/2013"
"MS","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","87","","01/01/2013","09/30/2013"
"MT","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","96","","01/01/2013","09/30/2013"
"NC","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","96","","01/01/2013","09/30/2013"
"ND","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","96","","01/01/2013","09/30/2013"
"NE","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","94","","01/01/2013","09/30/2013"
"NH","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","94","","01/01/2013","09/30/2013"
"NJ","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","94","","01/01/2013","09/30/2013"
"NM","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","91","","01/01/2013","09/30/2013"
"NV","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","91","","01/01/2013","09/30/2013"
"NY","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","94","","01/01/2013","09/30/2013"
"OH","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","95","","01/01/2013","09/30/2013"
"OK","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","92","","01/01/2013","09/30/2013"
"OR","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","90","","01/01/2013","09/30/2013"
"PA","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","95","","01/01/2013","09/30/2013"
"PR","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","52","","01/01/2013","09/30/2013"
"RI","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","95","","01/01/2013","09/30/2013"
"SC","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","94","","01/01/2013","09/30/2013"
"SD","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","96","","01/01/2013","09/30/2013"
"TN","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","93","","01/01/2013","09/30/2013"
"TX","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","94","","01/01/2013","09/30/2013"
"UT","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","95","","01/01/2013","09/30/2013"
"VA","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","01/01/2013","09/30/2013"
"VI","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","96","","01/01/2013","09/30/2013"
"VT","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","92","","01/01/2013","09/30/2013"
"WA","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","94","","01/01/2013","09/30/2013"
"WI","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","95","","01/01/2013","09/30/2013"
"WV","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","91","","01/01/2013","09/30/2013"
"WY","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","87","","01/01/2013","09/30/2013"
"AK","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","98","","01/01/2013","09/30/2013"
"AL","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","98","","01/01/2013","09/30/2013"
"AR","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","96","","01/01/2013","09/30/2013"
"AS","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","Not Available","","01/01/2013","09/30/2013"
"AZ","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"CA","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"CO","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","100","","01/01/2013","09/30/2013"
"CT","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"DC","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"DE","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","98","","01/01/2013","09/30/2013"
"FL","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"GA","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","98","","01/01/2013","09/30/2013"
"GU","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","Not Available","","01/01/2013","09/30/2013"
"HI","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","100","","01/01/2013","09/30/2013"
"IA","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"ID","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"IL","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"IN","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","98","","01/01/2013","09/30/2013"
"KS","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","98","","01/01/2013","09/30/2013"
"KY","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","98","","01/01/2013","09/30/2013"
"LA","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","97","","01/01/2013","09/30/2013"
"MA","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","100","","01/01/2013","09/30/2013"
"MD","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","95","","01/01/2013","09/30/2013"
"ME","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","100","","01/01/2013","09/30/2013"
"MI","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"MN","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"MO","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"MP","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","Not Available","","01/01/2013","09/30/2013"
"MS","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","97","","01/01/2013","09/30/2013"
"MT","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","100","","01/01/2013","09/30/2013"
"NC","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"ND","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","100","","01/01/2013","09/30/2013"
"NE","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","100","","01/01/2013","09/30/2013"
"NH","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","100","","01/01/2013","09/30/2013"
"NJ","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"NM","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","97","","01/01/2013","09/30/2013"
"NV","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"NY","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"OH","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"OK","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","98","","01/01/2013","09/30/2013"
"OR","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"PA","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"PR","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","63","","01/01/2013","09/30/2013"
"RI","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","100","","01/01/2013","09/30/2013"
"SC","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"SD","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","100","","01/01/2013","09/30/2013"
"TN","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"TX","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"UT","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"VA","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","100","","01/01/2013","09/30/2013"
"VI","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","95","","01/01/2013","09/30/2013"
"VT","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"WA","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"WI","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","99","","01/01/2013","09/30/2013"
"WV","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","98","","01/01/2013","09/30/2013"
"WY","Stroke Care","Discharged on Antithrombotic Therapy","STK_2","97","","01/01/2013","09/30/2013"
"AK","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","80","","01/01/2013","09/30/2013"
"AL","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","92","","01/01/2013","09/30/2013"
"AR","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","90","","01/01/2013","09/30/2013"
"AS","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","Not Available","","01/01/2013","09/30/2013"
"AZ","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","96","","01/01/2013","09/30/2013"
"CA","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","95","","01/01/2013","09/30/2013"
"CO","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","97","","01/01/2013","09/30/2013"
"CT","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","96","","01/01/2013","09/30/2013"
"DC","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","94","","01/01/2013","09/30/2013"
"DE","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","92","","01/01/2013","09/30/2013"
"FL","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","97","","01/01/2013","09/30/2013"
"GA","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","94","","01/01/2013","09/30/2013"
"GU","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","Not Available","","01/01/2013","09/30/2013"
"HI","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","97","","01/01/2013","09/30/2013"
"IA","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","95","","01/01/2013","09/30/2013"
"ID","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","97","","01/01/2013","09/30/2013"
"IL","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","94","","01/01/2013","09/30/2013"
"IN","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","94","","01/01/2013","09/30/2013"
"KS","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","88","","01/01/2013","09/30/2013"
"KY","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","95","","01/01/2013","09/30/2013"
"LA","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","93","","01/01/2013","09/30/2013"
"MA","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","97","","01/01/2013","09/30/2013"
"MD","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","95","","01/01/2013","09/30/2013"
"ME","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","98","","01/01/2013","09/30/2013"
"MI","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","92","","01/01/2013","09/30/2013"
"MN","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","96","","01/01/2013","09/30/2013"
"MO","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","94","","01/01/2013","09/30/2013"
"MP","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","Not Available","","01/01/2013","09/30/2013"
"MS","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","93","","01/01/2013","09/30/2013"
"MT","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","98","","01/01/2013","09/30/2013"
"NC","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","95","","01/01/2013","09/30/2013"
"ND","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","96","","01/01/2013","09/30/2013"
"NE","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","95","","01/01/2013","09/30/2013"
"NH","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","96","","01/01/2013","09/30/2013"
"NJ","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","97","","01/01/2013","09/30/2013"
"NM","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","96","","01/01/2013","09/30/2013"
"NV","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","92","","01/01/2013","09/30/2013"
"NY","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","96","","01/01/2013","09/30/2013"
"OH","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","95","","01/01/2013","09/30/2013"
"OK","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","91","","01/01/2013","09/30/2013"
"OR","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","94","","01/01/2013","09/30/2013"
"PA","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","96","","01/01/2013","09/30/2013"
"PR","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","60","","01/01/2013","09/30/2013"
"RI","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","94","","01/01/2013","09/30/2013"
"SC","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","95","","01/01/2013","09/30/2013"
"SD","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","97","","01/01/2013","09/30/2013"
"TN","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","94","","01/01/2013","09/30/2013"
"TX","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","96","","01/01/2013","09/30/2013"
"UT","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","95","","01/01/2013","09/30/2013"
"VA","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","96","","01/01/2013","09/30/2013"
"VI","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","100","","01/01/2013","09/30/2013"
"VT","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","96","","01/01/2013","09/30/2013"
"WA","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","94","","01/01/2013","09/30/2013"
"WI","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","94","","01/01/2013","09/30/2013"
"WV","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","94","","01/01/2013","09/30/2013"
"WY","Stroke Care","Anticoagulation Therapy for Atrial Fibrillation/Flutter","STK_3","93","","01/01/2013","09/30/2013"
"AK","Stroke Care","Thrombolytic Therapy","STK_4","69","","01/01/2013","09/30/2013"
"AL","Stroke Care","Thrombolytic Therapy","STK_4","38","","01/01/2013","09/30/2013"
"AR","Stroke Care","Thrombolytic Therapy","STK_4","35","","01/01/2013","09/30/2013"
"AS","Stroke Care","Thrombolytic Therapy","STK_4","Not Available","","01/01/2013","09/30/2013"
"AZ","Stroke Care","Thrombolytic Therapy","STK_4","81","","01/01/2013","09/30/2013"
"CA","Stroke Care","Thrombolytic Therapy","STK_4","72","","01/01/2013","09/30/2013"
"CO","Stroke Care","Thrombolytic Therapy","STK_4","78","","01/01/2013","09/30/2013"
"CT","Stroke Care","Thrombolytic Therapy","STK_4","71","","01/01/2013","09/30/2013"
"DC","Stroke Care","Thrombolytic Therapy","STK_4","40","","01/01/2013","09/30/2013"
"DE","Stroke Care","Thrombolytic Therapy","STK_4","75","","01/01/2013","09/30/2013"
"FL","Stroke Care","Thrombolytic Therapy","STK_4","76","","01/01/2013","09/30/2013"
"GA","Stroke Care","Thrombolytic Therapy","STK_4","58","","01/01/2013","09/30/2013"
"GU","Stroke Care","Thrombolytic Therapy","STK_4","Not Available","","01/01/2013","09/30/2013"
"HI","Stroke Care","Thrombolytic Therapy","STK_4","64","","01/01/2013","09/30/2013"
"IA","Stroke Care","Thrombolytic Therapy","STK_4","64","","01/01/2013","09/30/2013"
"ID","Stroke Care","Thrombolytic Therapy","STK_4","55","","01/01/2013","09/30/2013"
"IL","Stroke Care","Thrombolytic Therapy","STK_4","66","","01/01/2013","09/30/2013"
"IN","Stroke Care","Thrombolytic Therapy","STK_4","54","","01/01/2013","09/30/2013"
"KS","Stroke Care","Thrombolytic Therapy","STK_4","68","","01/01/2013","09/30/2013"
"KY","Stroke Care","Thrombolytic Therapy","STK_4","59","","01/01/2013","09/30/2013"
"LA","Stroke Care","Thrombolytic Therapy","STK_4","53","","01/01/2013","09/30/2013"
"MA","Stroke Care","Thrombolytic Therapy","STK_4","68","","01/01/2013","09/30/2013"
"MD","Stroke Care","Thrombolytic Therapy","STK_4","Not Available","","01/01/2013","09/30/2013"
"ME","Stroke Care","Thrombolytic Therapy","STK_4","29","","01/01/2013","09/30/2013"
"MI","Stroke Care","Thrombolytic Therapy","STK_4","69","","01/01/2013","09/30/2013"
"MN","Stroke Care","Thrombolytic Therapy","STK_4","74","","01/01/2013","09/30/2013"
"MO","Stroke Care","Thrombolytic Therapy","STK_4","67","","01/01/2013","09/30/2013"
"MP","Stroke Care","Thrombolytic Therapy","STK_4","Not Available","","01/01/2013","09/30/2013"
"MS","Stroke Care","Thrombolytic Therapy","STK_4","25","","01/01/2013","09/30/2013"
"MT","Stroke Care","Thrombolytic Therapy","STK_4","67","","01/01/2013","09/30/2013"
"NC","Stroke Care","Thrombolytic Therapy","STK_4","64","","01/01/2013","09/30/2013"
"ND","Stroke Care","Thrombolytic Therapy","STK_4","96","","01/01/2013","09/30/2013"
"NE","Stroke Care","Thrombolytic Therapy","STK_4","75","","01/01/2013","09/30/2013"
"NH","Stroke Care","Thrombolytic Therapy","STK_4","57","","01/01/2013","09/30/2013"
"NJ","Stroke Care","Thrombolytic Therapy","STK_4","74","","01/01/2013","09/30/2013"
"NM","Stroke Care","Thrombolytic Therapy","STK_4","61","","01/01/2013","09/30/2013"
"NV","Stroke Care","Thrombolytic Therapy","STK_4","80","","01/01/2013","09/30/2013"
"NY","Stroke Care","Thrombolytic Therapy","STK_4","69","","01/01/2013","09/30/2013"
"OH","Stroke Care","Thrombolytic Therapy","STK_4","65","","01/01/2013","09/30/2013"
"OK","Stroke Care","Thrombolytic Therapy","STK_4","61","","01/01/2013","09/30/2013"
"OR","Stroke Care","Thrombolytic Therapy","STK_4","55","","01/01/2013","09/30/2013"
"PA","Stroke Care","Thrombolytic Therapy","STK_4","72","","01/01/2013","09/30/2013"
"PR","Stroke Care","Thrombolytic Therapy","STK_4","Not Available","","01/01/2013","09/30/2013"
"RI","Stroke Care","Thrombolytic Therapy","STK_4","81","","01/01/2013","09/30/2013"
"SC","Stroke Care","Thrombolytic Therapy","STK_4","58","","01/01/2013","09/30/2013"
"SD","Stroke Care","Thrombolytic Therapy","STK_4","51","","01/01/2013","09/30/2013"
"TN","Stroke Care","Thrombolytic Therapy","STK_4","57","","01/01/2013","09/30/2013"
"TX","Stroke Care","Thrombolytic Therapy","STK_4","68","","01/01/2013","09/30/2013"
"UT","Stroke Care","Thrombolytic Therapy","STK_4","89","","01/01/2013","09/30/2013"
"VA","Stroke Care","Thrombolytic Therapy","STK_4","73","","01/01/2013","09/30/2013"
"VI","Stroke Care","Thrombolytic Therapy","STK_4","Not Available","","01/01/2013","09/30/2013"
"VT","Stroke Care","Thrombolytic Therapy","STK_4","70","","01/01/2013","09/30/2013"
"WA","Stroke Care","Thrombolytic Therapy","STK_4","73","","01/01/2013","09/30/2013"
"WI","Stroke Care","Thrombolytic Therapy","STK_4","60","","01/01/2013","09/30/2013"
"WV","Stroke Care","Thrombolytic Therapy","STK_4","67","","01/01/2013","09/30/2013"
"WY","Stroke Care","Thrombolytic Therapy","STK_4","42","","01/01/2013","09/30/2013"
"AK","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","99","","01/01/2013","09/30/2013"
"AL","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","96","","01/01/2013","09/30/2013"
"AR","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","96","","01/01/2013","09/30/2013"
"AS","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","Not Available","","01/01/2013","09/30/2013"
"AZ","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"CA","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"CO","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"CT","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","99","","01/01/2013","09/30/2013"
"DC","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","96","","01/01/2013","09/30/2013"
"DE","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","96","","01/01/2013","09/30/2013"
"FL","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"GA","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","97","","01/01/2013","09/30/2013"
"GU","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","Not Available","","01/01/2013","09/30/2013"
"HI","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","99","","01/01/2013","09/30/2013"
"IA","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"ID","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"IL","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"IN","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","97","","01/01/2013","09/30/2013"
"KS","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","97","","01/01/2013","09/30/2013"
"KY","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","97","","01/01/2013","09/30/2013"
"LA","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","96","","01/01/2013","09/30/2013"
"MA","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"MD","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","95","","01/01/2013","09/30/2013"
"ME","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","99","","01/01/2013","09/30/2013"
"MI","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","97","","01/01/2013","09/30/2013"
"MN","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"MO","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"MP","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","Not Available","","01/01/2013","09/30/2013"
"MS","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","96","","01/01/2013","09/30/2013"
"MT","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","99","","01/01/2013","09/30/2013"
"NC","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"ND","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"NE","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","99","","01/01/2013","09/30/2013"
"NH","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","99","","01/01/2013","09/30/2013"
"NJ","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"NM","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","94","","01/01/2013","09/30/2013"
"NV","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","97","","01/01/2013","09/30/2013"
"NY","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"OH","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"OK","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","95","","01/01/2013","09/30/2013"
"OR","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","97","","01/01/2013","09/30/2013"
"PA","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"PR","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","77","","01/01/2013","09/30/2013"
"RI","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"SC","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"SD","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"TN","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","97","","01/01/2013","09/30/2013"
"TX","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","98","","01/01/2013","09/30/2013"
"UT","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","99","","01/01/2013","09/30/2013"
"VA","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","99","","01/01/2013","09/30/2013"
"VI","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","97","","01/01/2013","09/30/2013"
"VT","Stroke Care","Antithrombotic Therapy by End of Hospital Day 2 ","STK_5","92","","01/01/2013","09/30/2013"
