"State","Diagnosis Related Group ID","Diagnosis Related Group Name","Medicare Average Payment Range","Number Of Cases"
"OR","656","Kidney and ureter procedures for neoplasm w MCC","971 - 21446","43"
"SC","656","Kidney and ureter procedures for neoplasm w MCC","18940 - 20964","70"
"UT","656","Kidney and ureter procedures for neoplasm w MCC","17670 - 20896","19"
"WA","656","Kidney and ureter procedures for neoplasm w MCC","21346 - 24517","90"
"CT","656","Kidney and ureter procedures for neoplasm w MCC","21615 - 26258","83"
"GA","656","Kidney and ureter procedures for neoplasm w MCC","19352 - 23218","157"
"ID","656","Kidney and ureter procedures for neoplasm w MCC","595 - 19776","20"
"KY","656","Kidney and ureter procedures for neoplasm w MCC","17322 - 21175","104"
"ME","656","Kidney and ureter procedures for neoplasm w MCC","19460 - 22048","35"
"LA","508","Major shoulder or elbow joint procedures w/o CC/MCC","5756 - 6898","40"
"DC","508","Major shoulder or elbow joint procedures w/o CC/MCC","7661 - 8815","*"
"IL","508","Major shoulder or elbow joint procedures w/o CC/MCC","6163 - 7244","72"
"AZ","508","Major shoulder or elbow joint procedures w/o CC/MCC","6049 - 7763","46"
"AK","508","Major shoulder or elbow joint procedures w/o CC/MCC","11221 - 14100","*"
"WA","657","Kidney and ureter procedures for neoplasm w CC","12134 - 13622","198"
"UT","657","Kidney and ureter procedures for neoplasm w CC","2623 - 11872","53"
"SC","657","Kidney and ureter procedures for neoplasm w CC","10761 - 12622","109"
"OR","657","Kidney and ureter procedures for neoplasm w CC","1046 - 12922","127"
"NV","657","Kidney and ureter procedures for neoplasm w CC","2937 - 12279","54"
"NE","657","Kidney and ureter procedures for neoplasm w CC","10153 - 11802","81"
"MS","657","Kidney and ureter procedures for neoplasm w CC","10010 - 11619","75"
"MI","657","Kidney and ureter procedures for neoplasm w CC","10462 - 13313","292"
"LA","657","Kidney and ureter procedures for neoplasm w CC","10253 - 11941","148"
"DC","657","Kidney and ureter procedures for neoplasm w CC","14906 - 16538","22"
"IL","657","Kidney and ureter procedures for neoplasm w CC","10645 - 14910","380"
"AZ","657","Kidney and ureter procedures for neoplasm w CC","10545 - 11908","181"
"AK","657","Kidney and ureter procedures for neoplasm w CC","14908 - 22820","12"
"VT","657","Kidney and ureter procedures for neoplasm w CC","15855 - 15977","11"
"WY","657","Kidney and ureter procedures for neoplasm w CC","11339 - 15276","*"
"TX","657","Kidney and ureter procedures for neoplasm w CC","10227 - 12157","573"
"RI","657","Kidney and ureter procedures for neoplasm w CC","3060 - 13013","28"
"OK","657","Kidney and ureter procedures for neoplasm w CC","9870 - 10784","124"
"NM","657","Kidney and ureter procedures for neoplasm w CC","10464 - 11740","26"
"ND","657","Kidney and ureter procedures for neoplasm w CC","9554 - 10126","24"
"ME","657","Kidney and ureter procedures for neoplasm w CC","12033 - 12527","48"
"KY","657","Kidney and ureter procedures for neoplasm w CC","9842 - 12206","153"
"ID","657","Kidney and ureter procedures for neoplasm w CC","10728 - 11248","43"
"GA","657","Kidney and ureter procedures for neoplasm w CC","10749 - 12906","173"
"CT","657","Kidney and ureter procedures for neoplasm w CC","12282 - 14919","118"
"WV","657","Kidney and ureter procedures for neoplasm w CC","1024 - 11318","52"
"TN","657","Kidney and ureter procedures for neoplasm w CC","9995 - 12678","226"
"PR","657","Kidney and ureter procedures for neoplasm w CC","4860 - 6355","12"
"OH","657","Kidney and ureter procedures for neoplasm w CC","8903 - 12832","464"
"NJ","657","Kidney and ureter procedures for neoplasm w CC","11717 - 13962","213"
"NC","657","Kidney and ureter procedures for neoplasm w CC","10504 - 13954","296"
"MO","657","Kidney and ureter procedures for neoplasm w CC","9984 - 13111","256"
"MD","657","Kidney and ureter procedures for neoplasm w CC","13073 - 22144","144"
"KS","657","Kidney and ureter procedures for neoplasm w CC","10018 - 12460","97"
"IA","657","Kidney and ureter procedures for neoplasm w CC","9933 - 11442","113"
"FL","657","Kidney and ureter procedures for neoplasm w CC","10022 - 11754","596"
"CO","657","Kidney and ureter procedures for neoplasm w CC","8683 - 11711","96"
"AR","657","Kidney and ureter procedures for neoplasm w CC","10352 - 11374","114"
"WI","657","Kidney and ureter procedures for neoplasm w CC","10012 - 12188","228"
"VA","657","Kidney and ureter procedures for neoplasm w CC","10234 - 12165","180"
"SD","657","Kidney and ureter procedures for neoplasm w CC","10870 - 11275","30"
"PA","657","Kidney and ureter procedures for neoplasm w CC","2213 - 12238","531"
"NY","657","Kidney and ureter procedures for neoplasm w CC","7972 - 18991","619"
"NH","657","Kidney and ureter procedures for neoplasm w CC","11055 - 15862","36"
"MT","657","Kidney and ureter procedures for neoplasm w CC","9682 - 10675","31"
"MN","657","Kidney and ureter procedures for neoplasm w CC","11371 - 13397","270"
"MA","657","Kidney and ureter procedures for neoplasm w CC","12139 - 15935","255"
"MA","477","Biopsies of musculoskeletal system and connective tissue w MCC","19949 - 26507","111"
"IN","477","Biopsies of musculoskeletal system and connective tissue w MCC","17095 - 19169","89"
"HI","477","Biopsies of musculoskeletal system and connective tissue w MCC","268 - 31063","*"
"DE","477","Biopsies of musculoskeletal system and connective tissue w MCC","20761 - 29270","12"
"CA","477","Biopsies of musculoskeletal system and connective tissue w MCC","20312 - 29042","261"
"AL","477","Biopsies of musculoskeletal system and connective tissue w MCC","15904 - 18360","51"
"WV","477","Biopsies of musculoskeletal system and connective tissue w MCC","16571 - 20085","33"
"TN","477","Biopsies of musculoskeletal system and connective tissue w MCC","12834 - 19559","109"
"PR","477","Biopsies of musculoskeletal system and connective tissue w MCC","11018 - 11655","*"
"OH","477","Biopsies of musculoskeletal system and connective tissue w MCC","3619 - 19565","195"
"NJ","477","Biopsies of musculoskeletal system and connective tissue w MCC","20091 - 24577","101"
"NC","477","Biopsies of musculoskeletal system and connective tissue w MCC","16635 - 20926","118"
"MO","477","Biopsies of musculoskeletal system and connective tissue w MCC","17103 - 20032","118"
"MD","477","Biopsies of musculoskeletal system and connective tissue w MCC","14842 - 26629","50"
"KS","477","Biopsies of musculoskeletal system and connective tissue w MCC","16900 - 19582","18"
"IA","477","Biopsies of musculoskeletal system and connective tissue w MCC","17374 - 19791","19"
"FL","477","Biopsies of musculoskeletal system and connective tissue w MCC","15879 - 19659","396"
"CO","477","Biopsies of musculoskeletal system and connective tissue w MCC","15784 - 21029","55"
"AR","477","Biopsies of musculoskeletal system and connective tissue w MCC","18097 - 19834","39"
"VT","477","Biopsies of musculoskeletal system and connective tissue w MCC","27207 - 28119","*"
"WY","477","Biopsies of musculoskeletal system and connective tissue w MCC","18705 - 27349","*"
"TX","477","Biopsies of musculoskeletal system and connective tissue w MCC","17932 - 20862","302"
"RI","477","Biopsies of musculoskeletal system and connective tissue w MCC","13890 - 24406","12"
"OK","477","Biopsies of musculoskeletal system and connective tissue w MCC","17483 - 20092","29"
"NM","477","Biopsies of musculoskeletal system and connective tissue w MCC","4852 - 28281","18"
"ND","477","Biopsies of musculoskeletal system and connective tissue w MCC","16816 - 17927","*"
"ME","477","Biopsies of musculoskeletal system and connective tissue w MCC","19366 - 21587","17"
"KY","477","Biopsies of musculoskeletal system and connective tissue w MCC","16877 - 19933","85"
"ID","477","Biopsies of musculoskeletal system and connective tissue w MCC","16575 - 19112","*"
"GA","477","Biopsies of musculoskeletal system and connective tissue w MCC","17566 - 21121","85"
"CT","477","Biopsies of musculoskeletal system and connective tissue w MCC","19369 - 26257","40"
"WA","477","Biopsies of musculoskeletal system and connective tissue w MCC","18509 - 22636","78"
"UT","477","Biopsies of musculoskeletal system and connective tissue w MCC","3190 - 18800","*"
"SC","477","Biopsies of musculoskeletal system and connective tissue w MCC","15896 - 19515","47"
"OR","477","Biopsies of musculoskeletal system and connective tissue w MCC","1068 - 21066","34"
"NV","477","Biopsies of musculoskeletal system and connective tissue w MCC","17383 - 22081","21"
"NE","477","Biopsies of musculoskeletal system and connective tissue w MCC","18215 - 19258","12"
"MS","477","Biopsies of musculoskeletal system and connective tissue w MCC","18024 - 20038","26"
"MI","477","Biopsies of musculoskeletal system and connective tissue w MCC","18288 - 23516","183"
"LA","477","Biopsies of musculoskeletal system and connective tissue w MCC","16371 - 20583","55"
"DC","477","Biopsies of musculoskeletal system and connective tissue w MCC","25876 - 26872","*"
"IL","477","Biopsies of musculoskeletal system and connective tissue w MCC","17715 - 21377","165"
"AZ","477","Biopsies of musculoskeletal system and connective tissue w MCC","13424 - 21318","63"
"AK","477","Biopsies of musculoskeletal system and connective tissue w MCC","29718 - 36681","*"
"AK","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","11017 - 16864","12"
"AZ","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","1068 - 8800","167"
"IL","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7807 - 9784","326"
"DC","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","10082 - 12222","44"
"LA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","6815 - 8652","178"
"MI","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","2411 - 9617","324"
"MS","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7620 - 8411","99"
"NE","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7503 - 8228","63"
"NV","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","851 - 8872","66"
"OR","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","1068 - 8928","128"
"SC","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7646 - 8534","116"
"UT","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7313 - 9251","32"
"WA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8480 - 10003","158"
"CT","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","10258 - 11025","119"
"GA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7874 - 9423","187"
"ID","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","77 - 8340","42"
"KY","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7274 - 8771","116"
"ME","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8213 - 9258","35"
"ND","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7061 - 7510","20"
"NM","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7775 - 9270","43"
"OK","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7294 - 7925","90"
"RI","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","923 - 12005","26"
"TX","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7555 - 9036","621"
"WY","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7631 - 8379","11"
"VT","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","11806 - 11807","13"
"AR","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7582 - 8317","91"
"CO","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","796 - 8444","87"
"FL","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7166 - 8643","546"
"IA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7338 - 8222","73"
"KS","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7377 - 8858","90"
"MD","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","10817 - 16560","136"
"MO","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7182 - 9937","237"
"NC","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7741 - 10052","291"
"NJ","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8636 - 10320","210"
"OH","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","2660 - 9321","345"
"PR","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","4626 - 5469","23"
"TN","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7441 - 9060","254"
"WV","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","6988 - 8435","55"
"AL","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7063 - 8310","134"
"CA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","1278 - 11611","792"
"DE","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","9134 - 9640","33"
"HI","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","9477 - 11340","20"
"IN","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7563 - 8634","202"
"MA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8978 - 12020","221"
"MN","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8218 - 9910","206"
"MT","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7771 - 7919","23"
"NH","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","8167 - 11723","27"
"NY","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","5315 - 14113","757"
"PA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","1640 - 9667","465"
"SD","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7960 - 8297","24"
"VA","658","Kidney and ureter procedures for neoplasm w/o CC/MCC","7395 - 8990","209"
"SD","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","10039 - 10593","109"
"VA","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","9359 - 11235","569"
"WI","490","Back and neck proc exc spinal fusion w CC/MCC or disc device/neurostim","9543 - 11276","526"
"WA","637","Diabetes w MCC","8608 - 9583","387"
"GU","637","Diabetes w MCC","7070 - 11867","*"
"UT","637","Diabetes w MCC","7193 - 8666","96"
"SC","637","Diabetes w MCC","7534 - 8429","555"
"OR","637","Diabetes w MCC","1922 - 8819","185"
"NV","637","Diabetes w MCC","7700 - 10215","149"
"NE","637","Diabetes w MCC","7209 - 8449","95"
"MS","637","Diabetes w MCC","7138 - 8337","435"
"MI","637","Diabetes w MCC","7646 - 9758","1397"
"LA","637","Diabetes w MCC","7155 - 8546","594"
"DC","637","Diabetes w MCC","10620 - 11895","121"
"IL","637","Diabetes w MCC","7698 - 9766","1234"
"AZ","637","Diabetes w MCC","1068 - 8952","459"
"AK","637","Diabetes w MCC","10882 - 11952","20"
"VT","637","Diabetes w MCC","9105 - 11662","18"
"WY","637","Diabetes w MCC","7698 - 11254","23"
"TX","637","Diabetes w MCC","7414 - 8879","1942"
"RI","637","Diabetes w MCC","2240 - 9459","101"
"MP","637","Diabetes w MCC","1062","*"
"OK","637","Diabetes w MCC","7206 - 8477","341"
"NM","637","Diabetes w MCC","7774 - 10168","132"
"ND","637","Diabetes w MCC","6926 - 7435","48"
"ME","637","Diabetes w MCC","7593 - 8962","96"
"KY","637","Diabetes w MCC","7283 - 8782","473"
"ID","637","Diabetes w MCC","7309 - 8400","78"
"GA","637","Diabetes w MCC","7433 - 9220","1068"
"CT","637","Diabetes w MCC","8261 - 10822","385"
"WV","637","Diabetes w MCC","7153 - 8261","264"
"VI","637","Diabetes w MCC","10080 - 18830","*"
"TN","637","Diabetes w MCC","6968 - 8217","830"
"PR","637","Diabetes w MCC","482 - 4957","134"
"OH","637","Diabetes w MCC","7194 - 8643","1455"
"NJ","637","Diabetes w MCC","8497 - 10435","1117"
"NC","637","Diabetes w MCC","7552 - 8496","1309"
"MO","637","Diabetes w MCC","7281 - 8875","650"
"MD","637","Diabetes w MCC","5411 - 12546","684"
"KS","637","Diabetes w MCC","7028 - 8140","210"
"IA","637","Diabetes w MCC","7275 - 8065","177"
"FL","637","Diabetes w MCC","7055 - 8533","2013"
"CO","637","Diabetes w MCC","1961 - 8722","322"
"AR","637","Diabetes w MCC","7212 - 8226","299"
"WI","637","Diabetes w MCC","7266 - 8896","384"
"VA","637","Diabetes w MCC","7145 - 8351","734"
"SD","637","Diabetes w MCC","7298 - 8686","37"
"PA","637","Diabetes w MCC","2013 - 8548","1581"
"NY","637","Diabetes w MCC","2796 - 13744","2397"
"NH","637","Diabetes w MCC","8070 - 8607","65"
"MT","637","Diabetes w MCC","7416 - 8306","43"
"MN","637","Diabetes w MCC","5609 - 8825","304"
"MA","637","Diabetes w MCC","8284 - 11245","666"
"IN","637","Diabetes w MCC","7455 - 8494","743"
"HI","637","Diabetes w MCC","8974 - 11201","56"
"DE","637","Diabetes w MCC","8329 - 9506","116"
"CA","637","Diabetes w MCC","8650 - 12019","2387"
"AL","637","Diabetes w MCC","6809 - 7734","659"
"WA","659","Kidney and ureter procedures for non-neoplasm w MCC","21119 - 24943","102"
"UT","659","Kidney and ureter procedures for non-neoplasm w MCC","15914 - 21258","34"
"SC","659","Kidney and ureter procedures for non-neoplasm w MCC","19481 - 28337","74"
"OR","659","Kidney and ureter procedures for non-neoplasm w MCC","1168 - 25884","48"
"NV","659","Kidney and ureter procedures for non-neoplasm w MCC","9706 - 22724","68"
"NE","659","Kidney and ureter procedures for non-neoplasm w MCC","18180 - 23457","32"
"MS","659","Kidney and ureter procedures for non-neoplasm w MCC","19573 - 28006","65"
"MI","659","Kidney and ureter procedures for non-neoplasm w MCC","18056 - 24520","253"
"LA","659","Kidney and ureter procedures for non-neoplasm w MCC","18583 - 28675","97"
"DC","659","Kidney and ureter procedures for non-neoplasm w MCC","26299 - 27720","28"
"IL","659","Kidney and ureter procedures for non-neoplasm w MCC","18901 - 26772","277"
"AZ","659","Kidney and ureter procedures for non-neoplasm w MCC","1935 - 22085","109"
"ND","656","Kidney and ureter procedures for neoplasm w MCC","16816 - 18250","20"
"NM","656","Kidney and ureter procedures for neoplasm w MCC","19985 - 24253","20"
"OK","656","Kidney and ureter procedures for neoplasm w MCC","17612 - 22298","69"
"RI","656","Kidney and ureter procedures for neoplasm w MCC","5396 - 27268","20"
"TX","656","Kidney and ureter procedures for neoplasm w MCC","18226 - 22862","425"
"VT","656","Kidney and ureter procedures for neoplasm w MCC","28116 - 28119","*"
"AR","656","Kidney and ureter procedures for neoplasm w MCC","18473 - 19930","49"
"CO","656","Kidney and ureter procedures for neoplasm w MCC","18364 - 20609","55"
"FL","656","Kidney and ureter procedures for neoplasm w MCC","17067 - 20536","450"
"IA","656","Kidney and ureter procedures for neoplasm w MCC","17805 - 25461","59"
"KS","656","Kidney and ureter procedures for neoplasm w MCC","17634 - 21952","55"
"MD","656","Kidney and ureter procedures for neoplasm w MCC","16245 - 38608","105"
"MO","656","Kidney and ureter procedures for neoplasm w MCC","17575 - 23666","138"
"NC","656","Kidney and ureter procedures for neoplasm w MCC","18979 - 24044","178"
"NJ","656","Kidney and ureter procedures for neoplasm w MCC","20564 - 25378","180"
"OH","656","Kidney and ureter procedures for neoplasm w MCC","15670 - 22585","349"
"PR","656","Kidney and ureter procedures for neoplasm w MCC","11018 - 13382","*"
"TN","656","Kidney and ureter procedures for neoplasm w MCC","17248 - 22363","158"
"VI","656","Kidney and ureter procedures for neoplasm w MCC","8070","*"
"WV","656","Kidney and ureter procedures for neoplasm w MCC","17272 - 20203","29"
"AL","656","Kidney and ureter procedures for neoplasm w MCC","16813 - 21379","121"
"CA","656","Kidney and ureter procedures for neoplasm w MCC","5175 - 29458","424"
"DE","656","Kidney and ureter procedures for neoplasm w MCC","20982 - 22950","23"
"HI","656","Kidney and ureter procedures for neoplasm w MCC","17433 - 27016","24"
"IN","656","Kidney and ureter procedures for neoplasm w MCC","18225 - 21274","127"
"MA","656","Kidney and ureter procedures for neoplasm w MCC","21340 - 28625","132"
"MN","656","Kidney and ureter procedures for neoplasm w MCC","19963 - 23695","127"
"MT","656","Kidney and ureter procedures for neoplasm w MCC","17882 - 18786","15"
"NH","656","Kidney and ureter procedures for neoplasm w MCC","19468 - 20924","15"
"NY","656","Kidney and ureter procedures for neoplasm w MCC","13287 - 33611","386"
"PA","656","Kidney and ureter procedures for neoplasm w MCC","3907 - 21593","343"
"SD","656","Kidney and ureter procedures for neoplasm w MCC","19084 - 19835","12"
"VA","656","Kidney and ureter procedures for neoplasm w MCC","17826 - 24003","140"
"WI","656","Kidney and ureter procedures for neoplasm w MCC","17621 - 21450","109"
"AK","668","Transurethral procedures w MCC","17919 - 27173","*"
"AZ","668","Transurethral procedures w MCC","1248 - 14314","166"
"IL","668","Transurethral procedures w MCC","12688 - 15914","365"
"DC","668","Transurethral procedures w MCC","17579 - 17828","14"
"LA","668","Transurethral procedures w MCC","11478 - 14340","95"
"MI","668","Transurethral procedures w MCC","12591 - 15669","307"
"MS","668","Transurethral procedures w MCC","12394 - 13737","50"
"NE","668","Transurethral procedures w MCC","12204 - 15942","28"
"NV","668","Transurethral procedures w MCC","5434 - 16144","46"
"OR","668","Transurethral procedures w MCC","1024 - 14178","33"
"SC","668","Transurethral procedures w MCC","13001 - 14772","101"
"UT","668","Transurethral procedures w MCC","1024 - 13795","17"
"WA","668","Transurethral procedures w MCC","14606 - 15781","72"
"CT","668","Transurethral procedures w MCC","14767 - 17397","76"
"GA","668","Transurethral procedures w MCC","12808 - 14647","136"
"ID","668","Transurethral procedures w MCC","12418 - 13138","*"
"KY","668","Transurethral procedures w MCC","12001 - 14404","167"
"ME","668","Transurethral procedures w MCC","13490 - 15058","35"
"ND","668","Transurethral procedures w MCC","11485 - 12149","13"
"NM","668","Transurethral procedures w MCC","12635 - 14318","11"
"OK","668","Transurethral procedures w MCC","11865 - 13373","68"
"RI","668","Transurethral procedures w MCC","8615 - 15401","31"
"IN","657","Kidney and ureter procedures for neoplasm w CC","10241 - 11633","183"
"HI","657","Kidney and ureter procedures for neoplasm w CC","152 - 15344","25"
"DE","657","Kidney and ureter procedures for neoplasm w CC","11315 - 13044","22"
"CA","657","Kidney and ureter procedures for neoplasm w CC","1854 - 17235","784"
"AL","657","Kidney and ureter procedures for neoplasm w CC","9553 - 10796","164"
"WA","673","Other kidney and urinary tract procedures w MCC","18116 - 20132","153"
"GU","673","Other kidney and urinary tract procedures w MCC","4292 - 14140","*"
"UT","673","Other kidney and urinary tract procedures w MCC","16488 - 17702","39"
"SC","673","Other kidney and urinary tract procedures w MCC","15566 - 17717","244"
"OR","673","Other kidney and urinary tract procedures w MCC","1068 - 18362","60"
"NV","673","Other kidney and urinary tract procedures w MCC","15822 - 20814","78"
"NE","673","Other kidney and urinary tract procedures w MCC","15811 - 19485","58"
"MS","673","Other kidney and urinary tract procedures w MCC","15337 - 17282","165"
"MI","673","Other kidney and urinary tract procedures w MCC","16675 - 20360","474"
"LA","673","Other kidney and urinary tract procedures w MCC","15200 - 17927","324"
"DC","673","Other kidney and urinary tract procedures w MCC","21612 - 22061","71"
"IL","673","Other kidney and urinary tract procedures w MCC","16521 - 23175","584"
"AZ","673","Other kidney and urinary tract procedures w MCC","11695 - 18662","210"
"AK","673","Other kidney and urinary tract procedures w MCC","20255 - 22173","22"
"VT","673","Other kidney and urinary tract procedures w MCC","20482 - 37160","*"
"WY","673","Other kidney and urinary tract procedures w MCC","18894 - 23964","*"
"TX","673","Other kidney and urinary tract procedures w MCC","15523 - 18939","1193"
"RI","673","Other kidney and urinary tract procedures w MCC","4563 - 23338","40"
"OK","673","Other kidney and urinary tract procedures w MCC","14846 - 19481","173"
"NM","673","Other kidney and urinary tract procedures w MCC","16530 - 21188","69"
"ND","673","Other kidney and urinary tract procedures w MCC","14914 - 17076","20"
"ME","673","Other kidney and urinary tract procedures w MCC","17105 - 18262","28"
"KY","673","Other kidney and urinary tract procedures w MCC","15633 - 18154","271"
"ID","673","Other kidney and urinary tract procedures w MCC","16257 - 24594","21"
"GA","673","Other kidney and urinary tract procedures w MCC","16025 - 19640","478"
"CT","673","Other kidney and urinary tract procedures w MCC","18336 - 25689","165"
"VI","673","Other kidney and urinary tract procedures w MCC","13050 - 18673","*"
"WV","673","Other kidney and urinary tract procedures w MCC","15053 - 16834","113"
"TN","673","Other kidney and urinary tract procedures w MCC","14977 - 17398","363"
"PR","673","Other kidney and urinary tract procedures w MCC","9283 - 9868","75"
"OH","673","Other kidney and urinary tract procedures w MCC","14984 - 18970","619"
"NJ","673","Other kidney and urinary tract procedures w MCC","17842 - 22119","612"
"NC","673","Other kidney and urinary tract procedures w MCC","15887 - 20140","467"
"MO","673","Other kidney and urinary tract procedures w MCC","14853 - 20000","323"
"MD","673","Other kidney and urinary tract procedures w MCC","10789 - 31798","240"
"KS","673","Other kidney and urinary tract procedures w MCC","14887 - 16587","100"
"IA","673","Other kidney and urinary tract procedures w MCC","15892 - 17352","88"
"FL","673","Other kidney and urinary tract procedures w MCC","15205 - 18375","1255"
"CO","673","Other kidney and urinary tract procedures w MCC","12017 - 17844","120"
"AR","673","Other kidney and urinary tract procedures w MCC","14641 - 16762","188"
"WI","673","Other kidney and urinary tract procedures w MCC","15796 - 22110","145"
"VA","673","Other kidney and urinary tract procedures w MCC","14616 - 18094","319"
"SD","673","Other kidney and urinary tract procedures w MCC","16168 - 17699","36"
"PA","673","Other kidney and urinary tract procedures w MCC","6312 - 20790","682"
"NY","673","Other kidney and urinary tract procedures w MCC","15198 - 29045","1080"
"NH","673","Other kidney and urinary tract procedures w MCC","17458 - 23800","31"
"MT","673","Other kidney and urinary tract procedures w MCC","15640 - 16401","22"
"MN","673","Other kidney and urinary tract procedures w MCC","17065 - 22308","126"
"MA","673","Other kidney and urinary tract procedures w MCC","18181 - 24313","281"
"IN","673","Other kidney and urinary tract procedures w MCC","15329 - 18259","313"
"HI","673","Other kidney and urinary tract procedures w MCC","19532 - 25528","31"
"DE","673","Other kidney and urinary tract procedures w MCC","17732 - 19402","42"
"CA","673","Other kidney and urinary tract procedures w MCC","19301 - 26650","1094"
"AL","673","Other kidney and urinary tract procedures w MCC","14402 - 16739","334"
"AL","674","Other kidney and urinary tract procedures w CC","11073 - 12272","203"
"CA","674","Other kidney and urinary tract procedures w CC","14065 - 19314","810"
"DE","674","Other kidney and urinary tract procedures w CC","13894 - 15118","42"
"HI","674","Other kidney and urinary tract procedures w CC","15020 - 17784","21"
"IN","674","Other kidney and urinary tract procedures w CC","11944 - 14254","186"
"MA","674","Other kidney and urinary tract procedures w CC","14314 - 18737","216"
"MN","674","Other kidney and urinary tract procedures w CC","13145 - 15527","111"
"MT","674","Other kidney and urinary tract procedures w CC","11498 - 13189","15"
"NH","674","Other kidney and urinary tract procedures w CC","12812 - 18384","32"
"ME","675","Other kidney and urinary tract procedures w/o CC/MCC","8279 - 8805","16"
"KY","675","Other kidney and urinary tract procedures w/o CC/MCC","6917 - 8053","59"
"ID","675","Other kidney and urinary tract procedures w/o CC/MCC","7320 - 8706","14"
"GA","675","Other kidney and urinary tract procedures w/o CC/MCC","7585 - 8893","87"
"CT","675","Other kidney and urinary tract procedures w/o CC/MCC","8792 - 13273","43"
"VI","675","Other kidney and urinary tract procedures w/o CC/MCC","1345 - 5670","*"
"WV","675","Other kidney and urinary tract procedures w/o CC/MCC","6888 - 7931","42"
"TN","675","Other kidney and urinary tract procedures w/o CC/MCC","6750 - 7817","147"
"PR","675","Other kidney and urinary tract procedures w/o CC/MCC","158 - 4640","32"
"OH","675","Other kidney and urinary tract procedures w/o CC/MCC","6942 - 8186","196"
"NJ","675","Other kidney and urinary tract procedures w/o CC/MCC","8585 - 10415","123"
"NC","675","Other kidney and urinary tract procedures w/o CC/MCC","7703 - 8926","89"
"MO","675","Other kidney and urinary tract procedures w/o CC/MCC","6807 - 8141","75"
"MD","675","Other kidney and urinary tract procedures w/o CC/MCC","7417 - 11420","93"
"KS","675","Other kidney and urinary tract procedures w/o CC/MCC","6790 - 7442","25"
"IA","675","Other kidney and urinary tract procedures w/o CC/MCC","7235 - 7793","59"
"FL","675","Other kidney and urinary tract procedures w/o CC/MCC","6814 - 8216","294"
"CO","675","Other kidney and urinary tract procedures w/o CC/MCC","7474 - 8557","19"
"AR","675","Other kidney and urinary tract procedures w/o CC/MCC","7205 - 7709","60"
"WI","675","Other kidney and urinary tract procedures w/o CC/MCC","7073 - 8594","43"
"VA","675","Other kidney and urinary tract procedures w/o CC/MCC","6975 - 8550","43"
"SD","675","Other kidney and urinary tract procedures w/o CC/MCC","7420 - 7640","36"
